"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"VIVA"	"VICTORIA"	"WINAQ"	"PC"	"PODEMOS"	"VAMOS"	"VALOR"	"FUERZA"	"LIBRE"	"CREO"	"TODOS"	"SEMILLA"	"PPT"	"FCN_NACION"	"UCN"	"UNIONISTA"	"URNG_MAIZ"	"CONVERGENCIA"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16865"	"4"	"16"	"9"	"2"	"380"	"30"	"18"	"135"	"2"	"7"	"5"	"4"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"6"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"23"	"12"	"0"	"252"	"252"	"1"	"0"
"16866"	"4"	"16"	"9"	"2"	"380"	"21"	"19"	"122"	"3"	"6"	"8"	"1"	"3"	"0"	"3"	"0"	"1"	"1"	"3"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"21"	"18"	"0"	"239"	"239"	"1"	"0"
"16867"	"4"	"16"	"9"	"2"	"380"	"42"	"22"	"105"	"1"	"7"	"8"	"7"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"9"	"4"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"33"	"5"	"0"	"251"	"251"	"1"	"0"
"16868"	"4"	"16"	"9"	"2"	"380"	"46"	"24"	"100"	"3"	"2"	"8"	"4"	"3"	"1"	"5"	"1"	"5"	"2"	"2"	"5"	"2"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"18"	"7"	"9"	"246"	"246"	"1"	"0"
"16869"	"4"	"16"	"9"	"2"	"380"	"31"	"23"	"101"	"3"	"2"	"7"	"4"	"2"	"3"	"4"	"0"	"2"	"0"	"2"	"8"	"3"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"38"	"8"	"0"	"244"	"244"	"1"	"0"
"16870"	"4"	"16"	"9"	"2"	"380"	"33"	"32"	"103"	"1"	"7"	"4"	"2"	"5"	"1"	"4"	"1"	"2"	"0"	"0"	"10"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"43"	"5"	"0"	"257"	"257"	"1"	"0"
"16871"	"4"	"16"	"9"	"2"	"380"	"36"	"23"	"116"	"5"	"8"	"3"	"3"	"4"	"6"	"4"	"0"	"2"	"0"	"0"	"7"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"30"	"4"	"0"	"253"	"253"	"1"	"0"
"16872"	"4"	"16"	"9"	"2"	"380"	"41"	"15"	"94"	"8"	"7"	"7"	"4"	"5"	"3"	"1"	"1"	"2"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"39"	"9"	"0"	"243"	"243"	"1"	"0"
"16873"	"4"	"16"	"9"	"2"	"380"	"38"	"16"	"105"	"1"	"7"	"4"	"2"	"1"	"3"	"1"	"0"	"2"	"0"	"1"	"9"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"29"	"12"	"0"	"235"	"235"	"1"	"0"
"16874"	"4"	"16"	"9"	"2"	"380"	"37"	"17"	"91"	"1"	"11"	"4"	"1"	"0"	"2"	"0"	"2"	"1"	"1"	"0"	"8"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"4"	"5"	"30"	"189"	"189"	"1"	"0"
"16875"	"4"	"16"	"9"	"2"	"400"	"35"	"18"	"79"	"1"	"6"	"4"	"3"	"5"	"0"	"4"	"0"	"1"	"0"	"0"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"3"	"12"	"36"	"178"	"178"	"1"	"0"
"16876"	"4"	"16"	"9"	"2"	"380"	"29"	"14"	"69"	"2"	"10"	"4"	"5"	"3"	"2"	"1"	"0"	"2"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"40"	"13"	"1"	"202"	"202"	"1"	"0"
"16877"	"4"	"16"	"9"	"2"	"377"	"31"	"10"	"92"	"0"	"6"	"4"	"5"	"1"	"4"	"0"	"0"	"1"	"0"	"3"	"6"	"0"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"33"	"12"	"0"	"215"	"215"	"1"	"0"
"16878"	"4"	"16"	"9"	"2"	"246"	"6"	"17"	"85"	"0"	"8"	"6"	"0"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"6"	"3"	"0"	"143"	"143"	"1"	"0"
"16879"	"4"	"16"	"9"	"2"	"380"	"17"	"13"	"78"	"0"	"5"	"1"	"1"	"1"	"2"	"0"	"0"	"3"	"0"	"0"	"5"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"1"	"3"	"3"	"132"	"132"	"1"	"0"
"16880"	"4"	"16"	"9"	"2"	"380"	"26"	"19"	"125"	"3"	"5"	"2"	"1"	"1"	"1"	"5"	"1"	"2"	"0"	"4"	"16"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"217"	"42"	"9"	"0"	"268"	"268"	"0"	"0"
"16881"	"4"	"16"	"9"	"2"	"380"	"27"	"21"	"135"	"3"	"3"	"10"	"0"	"3"	"2"	"1"	"1"	"1"	"0"	"1"	"15"	"4"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"24"	"9"	"0"	"264"	"264"	"1"	"0"
"16882"	"4"	"16"	"9"	"2"	"380"	"23"	"19"	"127"	"3"	"10"	"2"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"27"	"2"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"37"	"10"	"0"	"268"	"268"	"1"	"0"
"16883"	"4"	"16"	"9"	"2"	"380"	"27"	"15"	"128"	"0"	"4"	"6"	"1"	"5"	"1"	"6"	"0"	"1"	"0"	"1"	"18"	"4"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"34"	"7"	"0"	"264"	"264"	"1"	"0"
"16884"	"4"	"16"	"9"	"2"	"380"	"30"	"19"	"122"	"5"	"4"	"6"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"20"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"38"	"10"	"0"	"262"	"262"	"1"	"0"
"16885"	"4"	"16"	"9"	"2"	"381"	"43"	"22"	"155"	"5"	"2"	"10"	"3"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"14"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"7"	"5"	"26"	"274"	"274"	"1"	"0"
"16886"	"4"	"16"	"9"	"2"	"380"	"25"	"15"	"167"	"0"	"9"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"3"	"20"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"251"	"28"	"5"	"0"	"284"	"284"	"0"	"0"
"16887"	"4"	"16"	"9"	"2"	"380"	"28"	"23"	"143"	"4"	"5"	"8"	"3"	"0"	"2"	"2"	"0"	"1"	"0"	"3"	"13"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"30"	"10"	"0"	"278"	"278"	"1"	"0"
"16888"	"4"	"16"	"9"	"2"	"380"	"25"	"12"	"158"	"5"	"6"	"8"	"1"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"18"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"23"	"10"	"0"	"275"	"275"	"1"	"0"
"16889"	"4"	"16"	"9"	"2"	"377"	"25"	"21"	"143"	"0"	"4"	"6"	"5"	"0"	"1"	"2"	"0"	"0"	"0"	"3"	"16"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"25"	"6"	"0"	"258"	"258"	"1"	"0"
"16890"	"4"	"16"	"9"	"2"	"380"	"13"	"16"	"157"	"0"	"6"	"4"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"13"	"8"	"0"	"243"	"243"	"1"	"0"
"16891"	"4"	"16"	"9"	"2"	"380"	"21"	"22"	"125"	"2"	"3"	"9"	"1"	"3"	"1"	"0"	"0"	"1"	"0"	"1"	"12"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"27"	"16"	"0"	"248"	"248"	"1"	"0"
"16892"	"4"	"16"	"9"	"2"	"380"	"33"	"13"	"124"	"1"	"5"	"9"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"2"	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"22"	"7"	"0"	"236"	"236"	"1"	"0"
