"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VIVA"	"UNE"	"VAMOS"	"FCN_NACION"	"UNIONISTA"	"TODOS"	"PAN"	"PC"	"MLP"	"VALOR"	"BIEN"	"PHG"	"UCN"	"SEMILLA"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"20307"	"4"	"22"	"1"	"2"	"215"	"1"	"7"	"4"	"7"	"5"	"0"	"0"	"2"	"2"	"19"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"53"	"53"	"2"	"1"	"0"	"56"	"56"	"1"	"0"
"20308"	"4"	"22"	"1"	"2"	"385"	"1"	"27"	"10"	"22"	"29"	"2"	"0"	"7"	"4"	"30"	"4"	"21"	"34"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"22"	"2"	"0"	"216"	"216"	"1"	"0"
"20309"	"4"	"22"	"1"	"2"	"376"	"0"	"20"	"6"	"33"	"25"	"2"	"4"	"14"	"5"	"40"	"2"	"43"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"17"	"6"	"0"	"240"	"240"	"1"	"0"
"20310"	"4"	"22"	"1"	"2"	"380"	"0"	"39"	"6"	"34"	"26"	"0"	"3"	"2"	"2"	"24"	"1"	"26"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"36"	"6"	"0"	"232"	"232"	"1"	"2"
"20311"	"4"	"22"	"1"	"2"	"380"	"1"	"42"	"7"	"32"	"19"	"2"	"6"	"5"	"8"	"17"	"2"	"21"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"33"	"4"	"0"	"223"	"223"	"1"	"0"
"20312"	"4"	"22"	"1"	"2"	"373"	"0"	"29"	"10"	"33"	"12"	"1"	"2"	"9"	"4"	"21"	"5"	"42"	"40"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"28"	"10"	"1"	"250"	"249"	"0"	"0"
"20313"	"4"	"22"	"1"	"2"	"380"	"3"	"30"	"15"	"28"	"17"	"1"	"4"	"5"	"14"	"22"	"3"	"36"	"24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"26"	"14"	"0"	"243"	"243"	"1"	"0"
"20314"	"4"	"22"	"1"	"2"	"373"	"5"	"34"	"8"	"45"	"29"	"11"	"2"	"4"	"3"	"22"	"2"	"23"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"28"	"8"	"0"	"235"	"235"	"1"	"0"
"20315"	"4"	"22"	"1"	"2"	"381"	"1"	"24"	"9"	"32"	"29"	"1"	"3"	"9"	"1"	"33"	"3"	"35"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"0"	"3"	"14"	"211"	"197"	"0"	"0"
"20316"	"4"	"22"	"1"	"2"	"380"	"0"	"26"	"5"	"31"	"21"	"0"	"1"	"3"	"8"	"22"	"3"	"28"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"14"	"4"	"1"	"189"	"189"	"1"	"0"
"20317"	"4"	"22"	"1"	"2"	"376"	"1"	"15"	"11"	"26"	"40"	"3"	"3"	"7"	"6"	"30"	"1"	"20"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"10"	"8"	"2"	"197"	"197"	"1"	"0"
"20318"	"4"	"22"	"1"	"2"	"378"	"0"	"21"	"6"	"32"	"31"	"1"	"1"	"9"	"4"	"25"	"0"	"29"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"23"	"5"	"0"	"211"	"211"	"1"	"0"
"20319"	"4"	"22"	"1"	"2"	"375"	"0"	"22"	"7"	"33"	"29"	"0"	"2"	"5"	"5"	"25"	"4"	"21"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"12"	"6"	"0"	"185"	"185"	"1"	"0"
"20320"	"4"	"22"	"1"	"2"	"376"	"1"	"17"	"5"	"19"	"27"	"0"	"1"	"9"	"5"	"31"	"3"	"29"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"20"	"6"	"0"	"185"	"185"	"1"	"0"
"20321"	"4"	"22"	"1"	"2"	"378"	"0"	"28"	"7"	"33"	"19"	"5"	"0"	"10"	"2"	"25"	"0"	"34"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"9"	"0"	"0"	"188"	"188"	"1"	"0"
"20322"	"4"	"22"	"1"	"2"	"236"	"1"	"10"	"9"	"27"	"14"	"0"	"1"	"2"	"1"	"21"	"1"	"24"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"2"	"1"	"0"	"133"	"133"	"1"	"0"
"20323"	"4"	"22"	"1"	"2"	"235"	"0"	"12"	"1"	"13"	"13"	"1"	"2"	"4"	"1"	"31"	"1"	"10"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"96"	"96"	"5"	"2"	"0"	"103"	"103"	"1"	"0"
"20324"	"4"	"22"	"1"	"2"	"380"	"0"	"40"	"10"	"24"	"9"	"4"	"2"	"22"	"2"	"26"	"21"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"28"	"3"	"181"	"199"	"199"	"1"	"0"
"20325"	"4"	"22"	"1"	"2"	"382"	"0"	"35"	"13"	"46"	"10"	"7"	"1"	"20"	"2"	"32"	"20"	"5"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"36"	"6"	"0"	"240"	"239"	"0"	"1"
"20326"	"4"	"22"	"1"	"2"	"380"	"5"	"30"	"14"	"41"	"10"	"4"	"2"	"20"	"1"	"33"	"19"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"23"	"11"	"0"	"224"	"224"	"1"	"0"
"20327"	"4"	"22"	"1"	"2"	"378"	"0"	"35"	"6"	"46"	"11"	"5"	"0"	"17"	"2"	"40"	"28"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"34"	"5"	"0"	"237"	"237"	"1"	"0"
"20328"	"4"	"22"	"1"	"2"	"374"	"0"	"46"	"7"	"37"	"16"	"5"	"0"	"25"	"2"	"23"	"17"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"180"	"35"	"11"	"0"	"228"	"226"	"0"	"0"
"20329"	"4"	"22"	"1"	"2"	"378"	"1"	"54"	"7"	"32"	"21"	"4"	"1"	"19"	"2"	"24"	"19"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"189"	"35"	"8"	"0"	"242"	"232"	"0"	"0"
"20330"	"4"	"22"	"1"	"2"	"376"	"0"	"54"	"7"	"40"	"10"	"7"	"2"	"20"	"0"	"24"	"15"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"41"	"16"	"0"	"249"	"249"	"1"	"0"
"20331"	"4"	"22"	"1"	"2"	"380"	"2"	"35"	"14"	"53"	"13"	"3"	"2"	"16"	"2"	"27"	"24"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"32"	"10"	"0"	"242"	"242"	"1"	"0"
"20332"	"4"	"22"	"1"	"2"	"376"	"0"	"57"	"6"	"45"	"9"	"6"	"1"	"15"	"2"	"32"	"23"	"9"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"43"	"3"	"0"	"258"	"258"	"1"	"0"
"20333"	"4"	"22"	"1"	"2"	"380"	"0"	"46"	"9"	"49"	"22"	"5"	"2"	"19"	"1"	"30"	"29"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"221"	"28"	"8"	"0"	"256"	"257"	"0"	"0"
"20334"	"4"	"22"	"1"	"2"	"373"	"3"	"43"	"7"	"31"	"13"	"7"	"1"	"14"	"1"	"26"	"28"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"181"	"34"	"5"	"34"	"220"	"220"	"0"	"0"
"20335"	"4"	"22"	"1"	"2"	"376"	"0"	"24"	"6"	"29"	"18"	"6"	"0"	"21"	"1"	"26"	"17"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"7"	"4"	"11"	"169"	"169"	"1"	"0"
"20336"	"4"	"22"	"1"	"2"	"379"	"1"	"27"	"8"	"36"	"9"	"2"	"5"	"26"	"0"	"35"	"16"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"20"	"4"	"0"	"195"	"195"	"1"	"0"
"20337"	"4"	"22"	"1"	"2"	"379"	"0"	"43"	"12"	"44"	"13"	"4"	"1"	"18"	"0"	"28"	"12"	"4"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"18"	"5"	"0"	"207"	"207"	"1"	"0"
"20338"	"4"	"22"	"1"	"2"	"380"	"2"	"43"	"9"	"34"	"14"	"3"	"4"	"10"	"3"	"33"	"12"	"5"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"32"	"13"	"0"	"223"	"223"	"1"	"0"
"20339"	"4"	"22"	"1"	"2"	"375"	"0"	"33"	"10"	"29"	"9"	"3"	"2"	"17"	"1"	"32"	"13"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"22"	"7"	"0"	"188"	"188"	"1"	"0"
"20340"	"4"	"22"	"1"	"2"	"376"	"2"	"39"	"6"	"35"	"14"	"3"	"1"	"25"	"1"	"16"	"11"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"13"	"7"	"0"	"179"	"179"	"1"	"0"
"20341"	"4"	"22"	"1"	"2"	"376"	"4"	"22"	"8"	"37"	"19"	"10"	"0"	"31"	"2"	"30"	"16"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"8"	"1"	"0"	"194"	"194"	"1"	"0"
"20342"	"4"	"22"	"1"	"2"	"253"	"0"	"20"	"5"	"26"	"3"	"6"	"1"	"26"	"1"	"18"	"15"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"5"	"0"	"0"	"134"	"134"	"1"	"0"
"20343"	"4"	"22"	"1"	"2"	"253"	"0"	"31"	"8"	"28"	"7"	"3"	"2"	"15"	"1"	"17"	"9"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"7"	"6"	"0"	"140"	"140"	"1"	"0"
"20344"	"4"	"22"	"1"	"2"	"380"	"0"	"29"	"5"	"15"	"3"	"3"	"3"	"3"	"2"	"8"	"7"	"6"	"34"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"14"	"7"	"0"	"141"	"141"	"1"	"0"
"20345"	"4"	"22"	"1"	"2"	"378"	"1"	"26"	"8"	"13"	"3"	"5"	"1"	"4"	"2"	"10"	"4"	"1"	"36"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"23"	"7"	"0"	"147"	"147"	"1"	"0"
"20346"	"4"	"22"	"1"	"2"	"380"	"0"	"39"	"2"	"16"	"1"	"5"	"2"	"1"	"2"	"13"	"3"	"5"	"49"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"25"	"7"	"0"	"174"	"174"	"1"	"0"
"20347"	"4"	"22"	"1"	"2"	"380"	"0"	"17"	"4"	"21"	"4"	"1"	"0"	"4"	"2"	"16"	"3"	"5"	"39"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"15"	"5"	"0"	"137"	"137"	"1"	"0"
"20348"	"4"	"22"	"1"	"2"	"258"	"0"	"13"	"7"	"15"	"4"	"1"	"0"	"3"	"1"	"10"	"1"	"4"	"34"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"95"	"95"	"12"	"4"	"0"	"111"	"111"	"1"	"0"
