"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"FUERZA"	"EG"	"UNIONISTA"	"BIEN"	"VICTORIA"	"URNG_MAIZ"	"LIBRE"	"WINAQ"	"VIVA"	"PAN"	"SEMILLA"	"PPT"	"PHG"	"UCN"	"CONVERGENCIA"	"AVANZA"	"UNE"	"VALOR"	"UNIDOS"	"PODEMOS"	"CREO"	"PC"	"MLP"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4264"	"4"	"1"	"15"	"2"	"396"	"21"	"23"	"12"	"1"	"25"	"7"	"6"	"0"	"2"	"4"	"20"	"8"	"4"	"0"	"7"	"11"	"0"	"2"	"13"	"2"	"0"	"0"	"14"	"22"	"5"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"11"	"3"	"0"	"223"	"223"	"1"	"0"
"4265"	"4"	"1"	"15"	"2"	"400"	"36"	"27"	"17"	"0"	"19"	"10"	"5"	"1"	"1"	"8"	"10"	"7"	"5"	"0"	"9"	"5"	"2"	"7"	"16"	"0"	"0"	"0"	"15"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"12"	"0"	"0"	"234"	"234"	"1"	"0"
"4266"	"4"	"1"	"15"	"2"	"155"	"26"	"21"	"12"	"2"	"32"	"5"	"4"	"3"	"1"	"10"	"12"	"7"	"8"	"0"	"12"	"7"	"0"	"6"	"12"	"4"	"1"	"1"	"20"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"9"	"1"	"0"	"245"	"245"	"1"	"0"
"4267"	"4"	"1"	"15"	"2"	"400"	"29"	"39"	"13"	"1"	"23"	"6"	"3"	"4"	"4"	"11"	"11"	"4"	"8"	"0"	"16"	"5"	"0"	"4"	"17"	"5"	"0"	"1"	"20"	"48"	"5"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"8"	"1"	"0"	"286"	"286"	"1"	"0"
"4268"	"4"	"1"	"15"	"2"	"0"	"17"	"15"	"8"	"0"	"16"	"5"	"4"	"1"	"1"	"5"	"4"	"3"	"1"	"2"	"5"	"2"	"0"	"3"	"10"	"3"	"0"	"1"	"4"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"127"	"126"	"2"	"1"	"0"	"130"	"129"	"0"	"0"
"4269"	"4"	"1"	"15"	"2"	"215"	"9"	"17"	"8"	"0"	"15"	"5"	"1"	"0"	"0"	"1"	"4"	"1"	"6"	"0"	"2"	"1"	"0"	"0"	"11"	"5"	"0"	"0"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"99"	"99"	"2"	"0"	"0"	"101"	"101"	"1"	"0"
"4270"	"4"	"1"	"15"	"2"	"596"	"30"	"18"	"25"	"0"	"26"	"7"	"14"	"6"	"6"	"7"	"9"	"10"	"3"	"0"	"0"	"5"	"1"	"2"	"20"	"3"	"1"	"0"	"5"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"158"	"206"	"7"	"7"	"0"	"272"	"220"	"0"	"0"
"4271"	"4"	"1"	"15"	"2"	"600"	"30"	"21"	"14"	"0"	"14"	"9"	"15"	"3"	"5"	"4"	"14"	"7"	"6"	"3"	"14"	"6"	"1"	"2"	"24"	"3"	"0"	"1"	"4"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"8"	"4"	"8"	"230"	"230"	"1"	"0"
"4272"	"4"	"1"	"15"	"1"	"600"	"29"	"16"	"21"	"3"	"11"	"3"	"16"	"1"	"7"	"5"	"13"	"10"	"4"	"1"	"7"	"4"	"1"	"4"	"19"	"6"	"0"	"1"	"3"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"16"	"7"	"0"	"230"	"230"	"1"	"0"
"4273"	"4"	"1"	"15"	"1"	"227"	"25"	"24"	"16"	"3"	"19"	"7"	"9"	"0"	"5"	"4"	"10"	"5"	"1"	"2"	"8"	"10"	"1"	"2"	"21"	"7"	"0"	"2"	"3"	"17"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"16"	"3"	"0"	"227"	"227"	"0"	"3"
"4274"	"4"	"1"	"15"	"1"	"599"	"23"	"15"	"9"	"4"	"10"	"7"	"19"	"6"	"7"	"3"	"16"	"15"	"5"	"0"	"17"	"1"	"1"	"3"	"14"	"4"	"2"	"0"	"4"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"13"	"6"	"0"	"222"	"222"	"1"	"0"
"4275"	"4"	"1"	"15"	"1"	"242"	"36"	"25"	"17"	"1"	"23"	"3"	"17"	"2"	"3"	"5"	"10"	"11"	"4"	"1"	"9"	"7"	"2"	"4"	"19"	"3"	"1"	"1"	"2"	"12"	"7"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"15"	"2"	"0"	"242"	"242"	"1"	"0"
"4276"	"4"	"1"	"15"	"1"	"192"	"23"	"19"	"17"	"2"	"11"	"6"	"12"	"6"	"5"	"7"	"9"	"5"	"1"	"1"	"9"	"3"	"1"	"1"	"19"	"0"	"0"	"1"	"3"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"10"	"3"	"0"	"192"	"192"	"1"	"0"
"4277"	"4"	"1"	"15"	"1"	"596"	"29"	"16"	"18"	"1"	"18"	"4"	"13"	"2"	"4"	"5"	"12"	"12"	"2"	"0"	"9"	"5"	"0"	"5"	"22"	"2"	"2"	"2"	"8"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"13"	"3"	"0"	"223"	"223"	"1"	"0"
"4278"	"4"	"1"	"15"	"1"	"600"	"27"	"21"	"28"	"0"	"22"	"5"	"12"	"2"	"5"	"6"	"19"	"6"	"10"	"0"	"0"	"7"	"1"	"2"	"26"	"6"	"0"	"0"	"7"	"13"	"6"	"0"	"0"	"0"	"0"	"0"	"245"	"231"	"14"	"5"	"0"	"264"	"250"	"0"	"0"
"4279"	"4"	"1"	"15"	"1"	"598"	"28"	"16"	"16"	"3"	"26"	"3"	"11"	"1"	"8"	"5"	"11"	"6"	"5"	"0"	"11"	"3"	"1"	"4"	"28"	"6"	"1"	"0"	"4"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"19"	"3"	"0"	"235"	"235"	"1"	"0"
"4280"	"4"	"1"	"15"	"1"	"240"	"31"	"17"	"27"	"3"	"18"	"9"	"19"	"8"	"8"	"2"	"16"	"3"	"1"	"0"	"9"	"6"	"1"	"5"	"11"	"4"	"0"	"0"	"7"	"16"	"6"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"11"	"2"	"0"	"240"	"240"	"1"	"0"
"4281"	"4"	"1"	"15"	"1"	"598"	"31"	"23"	"14"	"2"	"23"	"14"	"18"	"3"	"4"	"5"	"15"	"7"	"2"	"2"	"13"	"5"	"1"	"4"	"20"	"6"	"1"	"0"	"3"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"251"	"233"	"12"	"6"	"0"	"269"	"251"	"0"	"0"
"4282"	"4"	"1"	"15"	"1"	"211"	"17"	"19"	"22"	"2"	"11"	"9"	"10"	"3"	"4"	"6"	"13"	"4"	"3"	"1"	"13"	"8"	"0"	"2"	"14"	"1"	"0"	"1"	"7"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"197"	"177"	"10"	"4"	"0"	"211"	"191"	"0"	"0"
"4283"	"4"	"1"	"15"	"2"	"597"	"22"	"14"	"25"	"10"	"11"	"2"	"8"	"2"	"4"	"2"	"16"	"10"	"1"	"0"	"7"	"3"	"0"	"1"	"16"	"5"	"1"	"1"	"10"	"18"	"3"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"18"	"4"	"1"	"215"	"214"	"0"	"0"
"4284"	"4"	"1"	"15"	"2"	"600"	"16"	"18"	"15"	"3"	"12"	"10"	"10"	"0"	"2"	"1"	"7"	"12"	"2"	"1"	"5"	"3"	"1"	"3"	"16"	"4"	"0"	"0"	"7"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"14"	"5"	"0"	"188"	"188"	"1"	"0"
"4285"	"4"	"1"	"15"	"2"	"594"	"21"	"16"	"15"	"6"	"10"	"5"	"7"	"3"	"5"	"2"	"7"	"9"	"3"	"0"	"3"	"6"	"0"	"2"	"17"	"4"	"0"	"0"	"5"	"21"	"5"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"15"	"5"	"1"	"192"	"192"	"1"	"0"
"4286"	"4"	"1"	"15"	"2"	"600"	"21"	"12"	"10"	"2"	"16"	"6"	"6"	"2"	"3"	"4"	"17"	"7"	"3"	"2"	"7"	"5"	"0"	"3"	"14"	"3"	"0"	"1"	"0"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"7"	"3"	"1"	"171"	"170"	"0"	"0"
"4287"	"4"	"1"	"15"	"2"	"598"	"14"	"17"	"14"	"1"	"12"	"4"	"10"	"0"	"4"	"2"	"9"	"10"	"3"	"0"	"6"	"1"	"0"	"1"	"11"	"2"	"1"	"0"	"4"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"16"	"2"	"0"	"154"	"154"	"1"	"0"
"4288"	"4"	"1"	"15"	"2"	"583"	"13"	"4"	"9"	"1"	"9"	"6"	"5"	"2"	"0"	"2"	"2"	"5"	"1"	"0"	"2"	"0"	"0"	"0"	"7"	"0"	"1"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"75"	"75"	"7"	"3"	"0"	"85"	"85"	"1"	"0"
"4289"	"4"	"1"	"15"	"2"	"577"	"4"	"5"	"5"	"1"	"1"	"2"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"31"	"31"	"1"	"0"	"0"	"32"	"32"	"1"	"0"
