"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"FUERZA"	"EG"	"UNIONISTA"	"BIEN"	"VICTORIA"	"URNG_MAIZ"	"LIBRE"	"WINAQ"	"VIVA"	"PAN"	"SEMILLA"	"PPT"	"PHG"	"UCN"	"CONVERGENCIA"	"AVANZA"	"UNE"	"VALOR"	"UNIDOS"	"PODEMOS"	"CREO"	"PC"	"MLP"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3964"	"4"	"1"	"15"	"1"	"400"	"34"	"23"	"17"	"0"	"21"	"11"	"2"	"4"	"5"	"9"	"9"	"7"	"3"	"1"	"0"	"2"	"1"	"5"	"18"	"5"	"0"	"0"	"7"	"40"	"6"	"0"	"0"	"0"	"0"	"0"	"259"	"230"	"15"	"0"	"0"	"259"	"245"	"0"	"0"
"3965"	"4"	"1"	"15"	"1"	"400"	"27"	"30"	"23"	"4"	"16"	"2"	"7"	"2"	"2"	"7"	"12"	"13"	"7"	"0"	"7"	"1"	"2"	"8"	"26"	"5"	"0"	"0"	"5"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"10"	"2"	"0"	"246"	"246"	"1"	"0"
"3966"	"4"	"1"	"15"	"1"	"400"	"32"	"30"	"19"	"3"	"26"	"4"	"6"	"6"	"5"	"13"	"8"	"2"	"11"	"1"	"7"	"4"	"0"	"13"	"18"	"8"	"0"	"0"	"2"	"30"	"3"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"3"	"1"	"0"	"255"	"255"	"1"	"0"
"3967"	"4"	"1"	"15"	"1"	"401"	"30"	"30"	"30"	"2"	"21"	"6"	"6"	"6"	"7"	"3"	"12"	"5"	"3"	"0"	"7"	"3"	"1"	"7"	"20"	"4"	"0"	"1"	"2"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"13"	"2"	"0"	"250"	"250"	"1"	"0"
"3968"	"4"	"1"	"15"	"1"	"399"	"45"	"22"	"14"	"4"	"26"	"3"	"5"	"1"	"5"	"5"	"12"	"12"	"7"	"1"	"9"	"3"	"0"	"4"	"21"	"6"	"0"	"1"	"9"	"24"	"7"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"13"	"2"	"0"	"261"	"261"	"1"	"0"
"3969"	"4"	"1"	"15"	"1"	"393"	"20"	"32"	"24"	"7"	"22"	"7"	"4"	"3"	"4"	"5"	"14"	"8"	"9"	"0"	"8"	"1"	"0"	"13"	"20"	"8"	"1"	"1"	"6"	"32"	"1"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"5"	"0"	"0"	"255"	"255"	"1"	"0"
"3970"	"4"	"1"	"15"	"1"	"398"	"40"	"31"	"19"	"6"	"13"	"2"	"5"	"1"	"6"	"10"	"12"	"5"	"13"	"1"	"7"	"3"	"0"	"2"	"26"	"11"	"2"	"0"	"2"	"38"	"1"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"15"	"2"	"0"	"273"	"273"	"1"	"0"
"3971"	"4"	"1"	"15"	"1"	"400"	"27"	"35"	"24"	"2"	"30"	"4"	"6"	"3"	"5"	"9"	"11"	"10"	"7"	"0"	"5"	"4"	"1"	"10"	"24"	"9"	"0"	"0"	"6"	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"13"	"2"	"0"	"271"	"271"	"1"	"0"
"3972"	"4"	"1"	"15"	"1"	"400"	"21"	"33"	"24"	"7"	"29"	"7"	"4"	"2"	"5"	"2"	"13"	"11"	"6"	"0"	"4"	"1"	"1"	"7"	"15"	"8"	"13"	"11"	"6"	"0"	"4"	"1"	"1"	"7"	"15"	"8"	"245"	"245"	"10"	"0"	"0"	"255"	"255"	"1"	"0"
"3973"	"4"	"1"	"15"	"1"	"400"	"37"	"25"	"31"	"3"	"25"	"2"	"3"	"2"	"3"	"6"	"11"	"4"	"7"	"0"	"11"	"2"	"3"	"6"	"18"	"2"	"0"	"3"	"5"	"36"	"7"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"14"	"1"	"0"	"267"	"267"	"1"	"0"
"3974"	"4"	"1"	"15"	"1"	"398"	"31"	"29"	"34"	"6"	"24"	"5"	"5"	"6"	"5"	"7"	"24"	"12"	"6"	"0"	"7"	"2"	"1"	"1"	"27"	"5"	"24"	"12"	"6"	"0"	"7"	"2"	"1"	"1"	"27"	"5"	"274"	"274"	"10"	"1"	"0"	"285"	"285"	"1"	"0"
"3975"	"4"	"1"	"15"	"1"	"400"	"30"	"24"	"20"	"0"	"35"	"1"	"1"	"2"	"6"	"8"	"15"	"13"	"5"	"1"	"7"	"3"	"1"	"5"	"15"	"9"	"2"	"2"	"4"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"10"	"2"	"0"	"248"	"248"	"1"	"0"
"3976"	"4"	"1"	"15"	"1"	"400"	"30"	"25"	"25"	"6"	"27"	"8"	"5"	"4"	"5"	"2"	"18"	"11"	"9"	"0"	"8"	"1"	"1"	"7"	"23"	"0"	"8"	"1"	"5"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"7"	"1"	"0"	"265"	"265"	"1"	"0"
"3977"	"4"	"1"	"15"	"2"	"405"	"25"	"22"	"26"	"5"	"27"	"5"	"3"	"3"	"5"	"6"	"15"	"8"	"9"	"0"	"3"	"5"	"0"	"8"	"17"	"9"	"2"	"0"	"4"	"36"	"3"	"0"	"0"	"0"	"0"	"0"	"247"	"246"	"13"	"4"	"0"	"264"	"263"	"0"	"0"
"3978"	"4"	"1"	"15"	"2"	"400"	"25"	"29"	"25"	"4"	"21"	"7"	"3"	"0"	"5"	"6"	"17"	"7"	"6"	"0"	"7"	"4"	"0"	"7"	"26"	"6"	"1"	"0"	"8"	"27"	"6"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"12"	"5"	"0"	"264"	"264"	"1"	"0"
"3979"	"4"	"1"	"15"	"2"	"401"	"29"	"22"	"27"	"7"	"28"	"10"	"4"	"2"	"4"	"7"	"17"	"7"	"2"	"1"	"6"	"4"	"1"	"9"	"19"	"4"	"0"	"1"	"4"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"21"	"1"	"0"	"265"	"265"	"1"	"0"
"3980"	"4"	"1"	"15"	"1"	"396"	"27"	"31"	"18"	"6"	"27"	"1"	"5"	"3"	"5"	"5"	"12"	"3"	"3"	"0"	"4"	"4"	"0"	"13"	"18"	"6"	"1"	"0"	"7"	"6"	"16"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"10"	"8"	"0"	"239"	"239"	"1"	"0"
"3981"	"4"	"1"	"15"	"2"	"400"	"26"	"27"	"23"	"4"	"29"	"4"	"4"	"2"	"3"	"4"	"8"	"7"	"5"	"0"	"9"	"1"	"0"	"11"	"19"	"3"	"0"	"0"	"0"	"25"	"5"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"7"	"2"	"0"	"228"	"228"	"1"	"0"
"3982"	"4"	"1"	"15"	"2"	"400"	"28"	"28"	"17"	"5"	"29"	"5"	"4"	"2"	"1"	"4"	"11"	"6"	"7"	"1"	"8"	"3"	"0"	"11"	"27"	"4"	"1"	"0"	"4"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"12"	"3"	"157"	"243"	"243"	"1"	"0"
"3983"	"4"	"1"	"15"	"1"	"400"	"18"	"35"	"24"	"4"	"33"	"3"	"3"	"5"	"4"	"7"	"15"	"6"	"5"	"0"	"6"	"4"	"1"	"3"	"15"	"5"	"0"	"1"	"3"	"30"	"3"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"7"	"2"	"0"	"242"	"242"	"1"	"0"
"3984"	"4"	"1"	"15"	"1"	"396"	"21"	"26"	"25"	"2"	"37"	"4"	"9"	"2"	"5"	"9"	"20"	"2"	"7"	"0"	"11"	"1"	"1"	"4"	"26"	"9"	"20"	"2"	"7"	"0"	"11"	"1"	"1"	"4"	"26"	"9"	"257"	"257"	"7"	"0"	"0"	"264"	"264"	"1"	"0"
"3985"	"4"	"1"	"15"	"2"	"376"	"29"	"27"	"24"	"2"	"31"	"5"	"5"	"1"	"7"	"3"	"15"	"2"	"8"	"0"	"6"	"1"	"1"	"3"	"28"	"5"	"0"	"0"	"2"	"22"	"3"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"4"	"0"	"0"	"234"	"234"	"1"	"0"
"3986"	"4"	"1"	"15"	"1"	"374"	"16"	"19"	"16"	"4"	"16"	"2"	"1"	"0"	"1"	"5"	"9"	"5"	"7"	"0"	"3"	"2"	"2"	"2"	"15"	"9"	"0"	"1"	"2"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"8"	"2"	"0"	"168"	"168"	"1"	"0"
"3987"	"4"	"1"	"15"	"2"	"400"	"35"	"22"	"23"	"3"	"24"	"9"	"1"	"3"	"1"	"7"	"18"	"7"	"9"	"0"	"11"	"1"	"0"	"7"	"26"	"5"	"0"	"0"	"3"	"24"	"2"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"18"	"1"	"0"	"260"	"260"	"1"	"0"
"3988"	"4"	"1"	"15"	"2"	"400"	"38"	"26"	"23"	"2"	"27"	"4"	"4"	"3"	"3"	"5"	"16"	"7"	"11"	"0"	"13"	"4"	"1"	"6"	"30"	"6"	"2"	"2"	"3"	"16"	"5"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"13"	"6"	"0"	"274"	"276"	"0"	"0"
"3989"	"4"	"1"	"15"	"2"	"401"	"29"	"36"	"24"	"3"	"31"	"12"	"7"	"1"	"2"	"7"	"9"	"7"	"10"	"0"	"4"	"3"	"0"	"6"	"24"	"3"	"1"	"1"	"5"	"17"	"6"	"0"	"0"	"0"	"0"	"0"	"250"	"248"	"12"	"1"	"0"	"263"	"261"	"0"	"0"
"3990"	"4"	"1"	"15"	"2"	"400"	"27"	"32"	"24"	"0"	"28"	"8"	"6"	"1"	"5"	"9"	"16"	"6"	"9"	"1"	"8"	"4"	"1"	"5"	"19"	"8"	"1"	"0"	"4"	"22"	"6"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"8"	"4"	"1"	"262"	"262"	"1"	"0"
"3991"	"4"	"1"	"15"	"2"	"394"	"33"	"30"	"18"	"0"	"34"	"12"	"2"	"3"	"5"	"4"	"12"	"5"	"9"	"1"	"11"	"7"	"0"	"5"	"17"	"4"	"1"	"0"	"10"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"25"	"3"	"0"	"281"	"281"	"1"	"0"
"3992"	"4"	"1"	"15"	"2"	"400"	"37"	"28"	"25"	"2"	"32"	"5"	"4"	"3"	"2"	"5"	"14"	"2"	"11"	"0"	"13"	"6"	"1"	"8"	"15"	"5"	"1"	"0"	"9"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"12"	"2"	"0"	"269"	"269"	"1"	"0"
"3993"	"4"	"1"	"15"	"2"	"400"	"31"	"18"	"25"	"1"	"31"	"10"	"1"	"2"	"1"	"6"	"17"	"14"	"6"	"0"	"12"	"8"	"1"	"6"	"17"	"4"	"0"	"1"	"7"	"27"	"7"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"17"	"2"	"0"	"272"	"272"	"1"	"0"
"3994"	"4"	"1"	"15"	"2"	"396"	"28"	"18"	"26"	"1"	"38"	"8"	"3"	"5"	"2"	"4"	"18"	"11"	"8"	"3"	"6"	"8"	"2"	"10"	"17"	"7"	"0"	"0"	"7"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"17"	"4"	"0"	"270"	"270"	"1"	"0"
"3995"	"4"	"1"	"15"	"2"	"403"	"26"	"34"	"20"	"2"	"22"	"5"	"3"	"3"	"12"	"7"	"16"	"13"	"9"	"0"	"6"	"5"	"0"	"7"	"30"	"10"	"1"	"2"	"4"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"14"	"6"	"1"	"285"	"285"	"1"	"0"
"3996"	"4"	"1"	"15"	"2"	"398"	"44"	"20"	"30"	"2"	"27"	"9"	"2"	"2"	"2"	"7"	"8"	"3"	"7"	"1"	"4"	"6"	"0"	"6"	"18"	"5"	"0"	"0"	"5"	"27"	"3"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"16"	"0"	"1"	"254"	"254"	"1"	"0"
"3997"	"4"	"1"	"15"	"2"	"400"	"24"	"19"	"18"	"5"	"30"	"4"	"5"	"3"	"0"	"11"	"14"	"6"	"10"	"1"	"16"	"2"	"0"	"7"	"19"	"5"	"2"	"0"	"3"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"10"	"4"	"0"	"247"	"247"	"1"	"0"
"3998"	"4"	"1"	"15"	"2"	"396"	"33"	"14"	"27"	"1"	"33"	"2"	"6"	"2"	"2"	"12"	"8"	"0"	"11"	"0"	"11"	"2"	"0"	"9"	"19"	"3"	"0"	"0"	"4"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"17"	"3"	"0"	"240"	"240"	"1"	"0"
"3999"	"4"	"1"	"15"	"2"	"400"	"27"	"24"	"26"	"4"	"33"	"8"	"0"	"1"	"3"	"8"	"8"	"8"	"13"	"0"	"9"	"4"	"2"	"14"	"19"	"8"	"29"	"0"	"3"	"17"	"7"	"0"	"0"	"0"	"0"	"0"	"263"	"275"	"13"	"2"	"0"	"278"	"290"	"0"	"1"
"4000"	"4"	"1"	"15"	"2"	"396"	"44"	"22"	"28"	"3"	"21"	"5"	"3"	"3"	"4"	"4"	"17"	"9"	"8"	"0"	"8"	"4"	"2"	"7"	"19"	"4"	"1"	"0"	"5"	"16"	"5"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"12"	"3"	"0"	"257"	"257"	"1"	"0"
"4001"	"4"	"1"	"15"	"2"	"400"	"28"	"28"	"22"	"1"	"37"	"6"	"1"	"0"	"4"	"8"	"11"	"5"	"13"	"2"	"10"	"5"	"1"	"6"	"28"	"4"	"1"	"1"	"6"	"28"	"3"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"10"	"0"	"0"	"269"	"269"	"1"	"0"
"4002"	"4"	"1"	"15"	"2"	"401"	"37"	"29"	"25"	"1"	"24"	"2"	"3"	"3"	"2"	"7"	"11"	"4"	"12"	"0"	"5"	"2"	"0"	"11"	"19"	"5"	"0"	"1"	"4"	"30"	"3"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"9"	"0"	"0"	"249"	"249"	"1"	"0"
"4003"	"4"	"1"	"15"	"2"	"400"	"24"	"19"	"22"	"5"	"29"	"6"	"1"	"1"	"3"	"4"	"17"	"7"	"13"	"1"	"6"	"4"	"1"	"5"	"27"	"5"	"0"	"3"	"5"	"36"	"3"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"14"	"5"	"0"	"266"	"266"	"1"	"0"
"4004"	"4"	"1"	"15"	"2"	"399"	"28"	"23"	"34"	"3"	"35"	"6"	"1"	"1"	"4"	"11"	"13"	"3"	"14"	"0"	"8"	"3"	"0"	"5"	"17"	"4"	"0"	"0"	"2"	"23"	"8"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"12"	"3"	"0"	"261"	"261"	"1"	"0"
"4005"	"4"	"1"	"15"	"2"	"400"	"31"	"26"	"17"	"4"	"34"	"7"	"6"	"2"	"7"	"6"	"17"	"3"	"15"	"1"	"7"	"2"	"0"	"5"	"27"	"6"	"1"	"1"	"5"	"16"	"4"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"13"	"3"	"0"	"266"	"266"	"1"	"0"
"4006"	"4"	"1"	"15"	"2"	"397"	"36"	"16"	"21"	"4"	"37"	"4"	"2"	"1"	"3"	"5"	"15"	"9"	"11"	"0"	"3"	"1"	"1"	"4"	"30"	"8"	"0"	"1"	"8"	"21"	"3"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"12"	"1"	"1"	"257"	"257"	"1"	"0"
"4007"	"4"	"1"	"15"	"2"	"387"	"38"	"14"	"25"	"3"	"38"	"6"	"2"	"4"	"4"	"12"	"13"	"4"	"16"	"0"	"11"	"5"	"0"	"7"	"21"	"8"	"1"	"1"	"5"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"15"	"3"	"1"	"279"	"279"	"1"	"0"
"4008"	"4"	"1"	"15"	"2"	"400"	"31"	"25"	"23"	"5"	"42"	"2"	"8"	"1"	"2"	"10"	"24"	"9"	"9"	"1"	"14"	"3"	"0"	"9"	"19"	"7"	"0"	"0"	"8"	"24"	"4"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"10"	"2"	"0"	"292"	"292"	"1"	"0"
"4009"	"4"	"1"	"15"	"2"	"400"	"24"	"15"	"22"	"3"	"35"	"6"	"2"	"3"	"1"	"6"	"20"	"9"	"12"	"1"	"9"	"3"	"2"	"9"	"27"	"7"	"0"	"0"	"4"	"21"	"8"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"9"	"1"	"0"	"259"	"259"	"1"	"0"
"4010"	"4"	"1"	"15"	"2"	"400"	"26"	"21"	"26"	"6"	"30"	"7"	"2"	"1"	"3"	"5"	"18"	"7"	"10"	"0"	"8"	"3"	"0"	"4"	"23"	"7"	"0"	"2"	"3"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"11"	"2"	"0"	"252"	"252"	"1"	"0"
"4011"	"4"	"1"	"15"	"2"	"395"	"25"	"21"	"15"	"4"	"42"	"9"	"4"	"0"	"2"	"6"	"13"	"7"	"3"	"0"	"11"	"3"	"0"	"10"	"25"	"5"	"0"	"1"	"3"	"23"	"7"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"12"	"2"	"0"	"253"	"253"	"1"	"0"
"4012"	"4"	"1"	"15"	"2"	"401"	"27"	"19"	"15"	"4"	"30"	"8"	"5"	"3"	"2"	"8"	"12"	"5"	"9"	"0"	"12"	"3"	"0"	"9"	"26"	"3"	"1"	"0"	"3"	"27"	"3"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"11"	"3"	"0"	"248"	"248"	"1"	"0"
"4013"	"4"	"1"	"15"	"2"	"399"	"28"	"18"	"23"	"0"	"35"	"6"	"3"	"0"	"1"	"7"	"9"	"2"	"7"	"2"	"12"	"3"	"4"	"7"	"26"	"3"	"1"	"1"	"2"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"10"	"1"	"0"	"235"	"235"	"1"	"0"
"4014"	"4"	"1"	"15"	"2"	"398"	"23"	"18"	"31"	"4"	"34"	"3"	"3"	"2"	"4"	"7"	"10"	"5"	"6"	"1"	"11"	"4"	"1"	"2"	"26"	"13"	"0"	"0"	"1"	"26"	"5"	"0"	"0"	"0"	"0"	"0"	"239"	"240"	"5"	"0"	"0"	"244"	"245"	"0"	"0"
"4015"	"4"	"1"	"15"	"2"	"400"	"25"	"21"	"14"	"2"	"22"	"6"	"3"	"3"	"3"	"8"	"11"	"5"	"7"	"1"	"11"	"5"	"1"	"6"	"19"	"4"	"1"	"1"	"5"	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"8"	"1"	"0"	"217"	"217"	"1"	"0"
"4016"	"4"	"1"	"15"	"2"	"400"	"36"	"17"	"14"	"0"	"35"	"4"	"3"	"3"	"5"	"4"	"9"	"4"	"14"	"0"	"0"	"0"	"1"	"4"	"17"	"4"	"0"	"0"	"7"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"233"	"185"	"7"	"1"	"0"	"233"	"193"	"0"	"0"
"4017"	"4"	"1"	"15"	"2"	"400"	"34"	"16"	"24"	"1"	"33"	"6"	"1"	"1"	"6"	"3"	"15"	"2"	"18"	"2"	"4"	"2"	"0"	"4"	"25"	"6"	"0"	"0"	"4"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"6"	"0"	"0"	"236"	"236"	"1"	"0"
"4018"	"4"	"1"	"15"	"2"	"395"	"36"	"19"	"23"	"1"	"40"	"6"	"2"	"3"	"3"	"10"	"14"	"4"	"5"	"0"	"12"	"1"	"1"	"3"	"17"	"7"	"0"	"0"	"2"	"36"	"6"	"0"	"0"	"0"	"0"	"0"	"231"	"251"	"10"	"0"	"0"	"241"	"261"	"0"	"0"
"4019"	"4"	"1"	"15"	"2"	"400"	"36"	"21"	"19"	"1"	"60"	"3"	"1"	"2"	"6"	"11"	"18"	"1"	"19"	"1"	"23"	"4"	"1"	"1"	"17"	"8"	"1"	"1"	"4"	"26"	"5"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"11"	"1"	"0"	"302"	"302"	"1"	"0"
"4020"	"4"	"1"	"15"	"2"	"400"	"40"	"26"	"24"	"2"	"51"	"4"	"3"	"3"	"3"	"15"	"10"	"4"	"15"	"0"	"17"	"2"	"1"	"6"	"19"	"6"	"0"	"1"	"8"	"35"	"4"	"0"	"0"	"0"	"0"	"0"	"299"	"299"	"10"	"1"	"90"	"310"	"310"	"1"	"0"
"4021"	"4"	"1"	"15"	"2"	"400"	"22"	"17"	"23"	"1"	"35"	"8"	"0"	"3"	"2"	"7"	"17"	"3"	"8"	"0"	"16"	"5"	"0"	"8"	"41"	"3"	"0"	"1"	"2"	"28"	"4"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"0"	"2"	"6"	"262"	"256"	"0"	"0"
"4022"	"4"	"1"	"15"	"2"	"227"	"13"	"11"	"8"	"0"	"20"	"4"	"2"	"1"	"3"	"6"	"4"	"5"	"4"	"0"	"8"	"1"	"0"	"6"	"10"	"7"	"1"	"0"	"1"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"133"	"132"	"5"	"0"	"0"	"138"	"137"	"0"	"0"
"4023"	"4"	"1"	"15"	"2"	"226"	"20"	"10"	"11"	"0"	"18"	"1"	"1"	"3"	"1"	"3"	"3"	"3"	"5"	"0"	"6"	"1"	"0"	"5"	"21"	"1"	"1"	"0"	"1"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"4"	"1"	"0"	"132"	"132"	"1"	"0"
"4024"	"4"	"1"	"15"	"2"	"400"	"19"	"8"	"70"	"5"	"5"	"7"	"4"	"4"	"1"	"7"	"8"	"8"	"7"	"1"	"6"	"2"	"0"	"0"	"19"	"5"	"1"	"0"	"8"	"21"	"5"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"15"	"1"	"0"	"237"	"237"	"1"	"0"
"4025"	"4"	"1"	"15"	"1"	"400"	"17"	"12"	"65"	"3"	"5"	"4"	"6"	"2"	"0"	"5"	"18"	"7"	"4"	"1"	"3"	"5"	"5"	"1"	"23"	"1"	"0"	"2"	"9"	"21"	"5"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"20"	"4"	"0"	"248"	"248"	"1"	"0"
"4026"	"4"	"1"	"15"	"2"	"400"	"15"	"10"	"74"	"3"	"6"	"4"	"4"	"2"	"2"	"4"	"19"	"4"	"6"	"0"	"5"	"0"	"3"	"1"	"26"	"4"	"1"	"5"	"7"	"27"	"6"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"6"	"0"	"262"	"262"	"1"	"0"
"4027"	"4"	"1"	"15"	"1"	"394"	"26"	"13"	"73"	"0"	"6"	"3"	"4"	"6"	"2"	"9"	"8"	"5"	"7"	"1"	"6"	"3"	"3"	"3"	"22"	"11"	"8"	"5"	"7"	"1"	"6"	"3"	"3"	"3"	"22"	"11"	"248"	"248"	"14"	"4"	"0"	"266"	"266"	"1"	"0"
"4028"	"4"	"1"	"15"	"2"	"400"	"28"	"11"	"67"	"1"	"4"	"7"	"1"	"5"	"0"	"1"	"12"	"5"	"7"	"2"	"3"	"2"	"4"	"1"	"20"	"4"	"2"	"2"	"6"	"26"	"5"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"7"	"2"	"0"	"235"	"235"	"1"	"0"
"4029"	"4"	"1"	"15"	"1"	"400"	"14"	"19"	"79"	"6"	"4"	"5"	"1"	"2"	"1"	"5"	"13"	"9"	"1"	"1"	"5"	"6"	"0"	"0"	"27"	"5"	"0"	"0"	"7"	"32"	"4"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"14"	"3"	"0"	"263"	"263"	"1"	"0"
"4030"	"4"	"1"	"15"	"1"	"400"	"23"	"9"	"70"	"6"	"2"	"8"	"2"	"3"	"1"	"6"	"19"	"8"	"8"	"0"	"4"	"6"	"7"	"0"	"18"	"2"	"2"	"1"	"6"	"25"	"6"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"13"	"3"	"142"	"258"	"258"	"1"	"0"
"4031"	"4"	"1"	"15"	"1"	"400"	"20"	"11"	"65"	"6"	"3"	"1"	"8"	"7"	"1"	"9"	"15"	"5"	"7"	"1"	"2"	"2"	"5"	"3"	"24"	"4"	"0"	"0"	"3"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"11"	"3"	"0"	"238"	"243"	"0"	"0"
"4032"	"4"	"1"	"15"	"1"	"397"	"12"	"10"	"81"	"3"	"5"	"3"	"2"	"3"	"0"	"7"	"13"	"6"	"3"	"1"	"9"	"4"	"4"	"0"	"12"	"4"	"0"	"0"	"7"	"27"	"9"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"6"	"1"	"0"	"232"	"232"	"1"	"0"
"4033"	"4"	"1"	"15"	"1"	"400"	"23"	"10"	"66"	"5"	"6"	"6"	"1"	"1"	"1"	"10"	"15"	"4"	"3"	"0"	"9"	"6"	"1"	"0"	"14"	"3"	"1"	"0"	"10"	"18"	"6"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"11"	"2"	"0"	"232"	"232"	"1"	"0"
"4034"	"4"	"1"	"15"	"1"	"400"	"24"	"11"	"62"	"2"	"5"	"5"	"2"	"3"	"3"	"5"	"17"	"1"	"3"	"0"	"6"	"4"	"4"	"1"	"12"	"7"	"17"	"1"	"3"	"0"	"6"	"4"	"4"	"1"	"12"	"7"	"212"	"212"	"13"	"3"	"0"	"228"	"228"	"1"	"0"
"4035"	"4"	"1"	"15"	"1"	"396"	"15"	"10"	"80"	"4"	"4"	"3"	"1"	"2"	"1"	"4"	"7"	"3"	"2"	"0"	"5"	"5"	"5"	"1"	"17"	"6"	"1"	"0"	"8"	"28"	"6"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"5"	"3"	"0"	"226"	"226"	"1"	"0"
"4036"	"4"	"1"	"15"	"1"	"400"	"18"	"14"	"82"	"3"	"5"	"5"	"2"	"6"	"0"	"8"	"11"	"4"	"1"	"0"	"3"	"4"	"4"	"1"	"19"	"6"	"0"	"1"	"5"	"28"	"5"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"8"	"2"	"0"	"245"	"245"	"1"	"0"
"4037"	"4"	"1"	"15"	"1"	"400"	"20"	"9"	"71"	"3"	"4"	"2"	"6"	"1"	"0"	"7"	"10"	"6"	"5"	"0"	"11"	"5"	"3"	"0"	"17"	"7"	"0"	"1"	"2"	"27"	"4"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"11"	"3"	"0"	"235"	"235"	"1"	"0"
"4038"	"4"	"1"	"15"	"1"	"395"	"16"	"8"	"68"	"2"	"6"	"7"	"3"	"3"	"2"	"4"	"10"	"8"	"5"	"2"	"6"	"4"	"3"	"2"	"19"	"4"	"0"	"1"	"6"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"21"	"4"	"0"	"241"	"241"	"1"	"0"
