"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"FUERZA"	"TODOS"	"UNIONISTA"	"VALOR"	"UNE"	"VAMOS"	"PAN"	"LIBRE"	"FCN_NACION"	"UCN"	"VICTORIA"	"SEMILLA"	"PPT"	"PC"	"AVANZA"	"EG"	"VIVA"	"WINAQ_URNG"	"CREO"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4489"	"4"	"1"	"17"	"1"	"396"	"4"	"16"	"86"	"45"	"43"	"1"	"14"	"1"	"3"	"13"	"1"	"10"	"1"	"1"	"1"	"1"	"6"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"18"	"0"	"0"	"276"	"276"	"1"	"0"
"4490"	"4"	"1"	"17"	"1"	"396"	"15"	"10"	"105"	"38"	"42"	"2"	"12"	"6"	"1"	"8"	"0"	"8"	"0"	"0"	"1"	"1"	"8"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"11"	"3"	"0"	"278"	"278"	"1"	"0"
"4491"	"4"	"1"	"17"	"1"	"396"	"9"	"14"	"95"	"47"	"41"	"4"	"8"	"3"	"3"	"8"	"1"	"4"	"0"	"1"	"1"	"0"	"3"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"17"	"3"	"0"	"275"	"275"	"1"	"0"
"4492"	"4"	"1"	"17"	"1"	"400"	"11"	"13"	"93"	"56"	"42"	"2"	"9"	"2"	"2"	"7"	"1"	"8"	"1"	"0"	"0"	"2"	"3"	"2"	"9"	"0"	"1"	"8"	"1"	"0"	"0"	"2"	"3"	"2"	"9"	"0"	"263"	"263"	"15"	"0"	"0"	"278"	"278"	"1"	"0"
"4493"	"4"	"1"	"17"	"1"	"400"	"11"	"17"	"89"	"30"	"52"	"2"	"12"	"1"	"3"	"9"	"3"	"6"	"2"	"1"	"0"	"1"	"7"	"7"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"8"	"2"	"0"	"275"	"275"	"1"	"0"
"4494"	"4"	"1"	"17"	"1"	"397"	"14"	"13"	"103"	"36"	"34"	"1"	"8"	"2"	"2"	"9"	"2"	"8"	"0"	"4"	"2"	"1"	"7"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"14"	"2"	"0"	"270"	"270"	"1"	"0"
"4495"	"4"	"1"	"17"	"1"	"396"	"15"	"12"	"93"	"43"	"44"	"2"	"18"	"4"	"1"	"9"	"0"	"9"	"0"	"0"	"0"	"1"	"9"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"17"	"2"	"19"	"287"	"287"	"1"	"0"
"4496"	"4"	"1"	"17"	"1"	"396"	"12"	"9"	"102"	"42"	"56"	"0"	"7"	"4"	"2"	"16"	"1"	"9"	"0"	"3"	"1"	"3"	"4"	"3"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"12"	"96"	"0"	"396"	"396"	"1"	"0"
"4497"	"4"	"1"	"17"	"1"	"401"	"7"	"15"	"106"	"40"	"58"	"3"	"9"	"5"	"3"	"10"	"2"	"5"	"0"	"0"	"0"	"5"	"4"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"15"	"1"	"0"	"297"	"297"	"1"	"0"
"4498"	"4"	"1"	"17"	"1"	"397"	"14"	"22"	"115"	"46"	"39"	"4"	"6"	"5"	"2"	"15"	"1"	"5"	"1"	"2"	"0"	"1"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"2"	"0"	"0"	"289"	"289"	"1"	"0"
"4499"	"4"	"1"	"17"	"1"	"396"	"12"	"13"	"111"	"40"	"46"	"0"	"5"	"3"	"5"	"8"	"2"	"5"	"0"	"0"	"1"	"1"	"6"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"9"	"4"	"0"	"276"	"276"	"1"	"0"
"4500"	"4"	"1"	"17"	"1"	"400"	"9"	"12"	"105"	"46"	"47"	"5"	"8"	"0"	"3"	"14"	"1"	"1"	"0"	"0"	"1"	"2"	"8"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"12"	"2"	"0"	"281"	"281"	"1"	"0"
"4501"	"4"	"1"	"17"	"1"	"400"	"5"	"12"	"99"	"42"	"51"	"3"	"14"	"4"	"0"	"10"	"0"	"6"	"1"	"2"	"0"	"2"	"6"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"9"	"1"	"0"	"271"	"271"	"1"	"0"
"4502"	"4"	"1"	"17"	"1"	"395"	"7"	"17"	"99"	"28"	"24"	"3"	"7"	"3"	"2"	"6"	"0"	"12"	"1"	"1"	"0"	"3"	"3"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"4"	"1"	"0"	"236"	"236"	"1"	"0"
"4503"	"4"	"1"	"17"	"1"	"395"	"10"	"11"	"80"	"48"	"40"	"4"	"9"	"2"	"3"	"7"	"1"	"7"	"1"	"3"	"2"	"2"	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"10"	"1"	"0"	"253"	"253"	"1"	"0"
"4504"	"4"	"1"	"17"	"1"	"396"	"7"	"9"	"98"	"53"	"37"	"2"	"10"	"4"	"2"	"10"	"0"	"7"	"0"	"0"	"0"	"2"	"5"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"10"	"2"	"0"	"272"	"272"	"1"	"0"
"4505"	"4"	"1"	"17"	"1"	"395"	"10"	"13"	"94"	"45"	"34"	"2"	"12"	"3"	"4"	"13"	"2"	"8"	"0"	"1"	"1"	"2"	"7"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"4"	"0"	"0"	"266"	"266"	"1"	"0"
"4506"	"4"	"1"	"17"	"1"	"392"	"9"	"13"	"79"	"48"	"35"	"3"	"3"	"1"	"1"	"8"	"2"	"8"	"0"	"1"	"1"	"3"	"2"	"4"	"8"	"0"	"2"	"8"	"0"	"1"	"1"	"3"	"2"	"4"	"8"	"0"	"229"	"229"	"11"	"2"	"0"	"242"	"242"	"1"	"0"
"4507"	"4"	"1"	"17"	"1"	"399"	"7"	"9"	"86"	"38"	"37"	"5"	"12"	"4"	"4"	"13"	"1"	"7"	"0"	"6"	"0"	"2"	"6"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"19"	"0"	"0"	"268"	"268"	"1"	"0"
"4508"	"4"	"1"	"17"	"1"	"393"	"6"	"17"	"89"	"35"	"40"	"3"	"11"	"4"	"4"	"11"	"3"	"5"	"0"	"1"	"0"	"1"	"4"	"6"	"6"	"0"	"3"	"5"	"0"	"1"	"0"	"1"	"4"	"6"	"6"	"0"	"246"	"246"	"9"	"4"	"0"	"259"	"259"	"1"	"0"
"4509"	"4"	"1"	"17"	"1"	"393"	"9"	"19"	"89"	"50"	"22"	"1"	"17"	"6"	"4"	"8"	"5"	"9"	"1"	"2"	"0"	"1"	"7"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"14"	"3"	"0"	"274"	"274"	"1"	"0"
"4510"	"4"	"1"	"17"	"1"	"392"	"10"	"13"	"103"	"56"	"36"	"2"	"5"	"3"	"2"	"8"	"1"	"3"	"0"	"0"	"0"	"0"	"9"	"4"	"5"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"9"	"4"	"5"	"0"	"260"	"260"	"12"	"2"	"0"	"274"	"274"	"1"	"0"
"4511"	"4"	"1"	"17"	"1"	"400"	"8"	"8"	"87"	"52"	"36"	"5"	"10"	"3"	"6"	"8"	"1"	"5"	"0"	"1"	"2"	"5"	"12"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"15"	"3"	"0"	"273"	"273"	"1"	"0"
"4512"	"4"	"1"	"17"	"1"	"400"	"8"	"12"	"95"	"36"	"33"	"2"	"7"	"4"	"3"	"10"	"0"	"8"	"0"	"3"	"0"	"1"	"10"	"6"	"5"	"0"	"0"	"8"	"0"	"3"	"0"	"1"	"10"	"6"	"5"	"0"	"243"	"243"	"10"	"143"	"0"	"396"	"396"	"1"	"0"
"4513"	"4"	"1"	"17"	"1"	"395"	"11"	"12"	"110"	"57"	"38"	"4"	"6"	"3"	"1"	"6"	"0"	"7"	"0"	"0"	"1"	"2"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"9"	"4"	"1"	"278"	"278"	"1"	"279"
"4514"	"4"	"1"	"17"	"1"	"396"	"5"	"14"	"82"	"40"	"45"	"5"	"8"	"3"	"0"	"6"	"1"	"4"	"2"	"0"	"1"	"1"	"7"	"3"	"7"	"0"	"1"	"4"	"2"	"0"	"1"	"1"	"7"	"3"	"7"	"0"	"234"	"234"	"9"	"1"	"0"	"244"	"244"	"1"	"0"
"4515"	"4"	"1"	"17"	"1"	"400"	"11"	"14"	"70"	"56"	"38"	"4"	"3"	"2"	"2"	"11"	"1"	"7"	"0"	"4"	"2"	"0"	"9"	"2"	"3"	"0"	"1"	"7"	"0"	"4"	"2"	"0"	"9"	"2"	"3"	"0"	"239"	"239"	"13"	"3"	"0"	"255"	"255"	"1"	"0"
"4516"	"4"	"1"	"17"	"1"	"400"	"11"	"20"	"72"	"40"	"29"	"4"	"6"	"3"	"0"	"5"	"1"	"8"	"1"	"2"	"0"	"1"	"4"	"4"	"4"	"0"	"1"	"8"	"1"	"2"	"0"	"1"	"4"	"4"	"4"	"0"	"215"	"215"	"8"	"0"	"0"	"223"	"223"	"1"	"0"
"4517"	"4"	"1"	"17"	"1"	"396"	"13"	"17"	"81"	"35"	"30"	"3"	"6"	"4"	"3"	"6"	"4"	"8"	"1"	"3"	"0"	"1"	"6"	"3"	"8"	"0"	"4"	"8"	"1"	"3"	"0"	"1"	"6"	"3"	"8"	"0"	"232"	"232"	"5"	"1"	"0"	"238"	"238"	"1"	"0"
"4518"	"4"	"1"	"17"	"1"	"40"	"12"	"8"	"91"	"44"	"39"	"0"	"5"	"2"	"4"	"5"	"0"	"7"	"8"	"0"	"1"	"0"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"3"	"3"	"0"	"238"	"238"	"1"	"0"
"4519"	"4"	"1"	"17"	"1"	"393"	"14"	"11"	"81"	"51"	"25"	"1"	"4"	"9"	"2"	"4"	"2"	"12"	"0"	"2"	"2"	"1"	"10"	"11"	"7"	"0"	"2"	"12"	"0"	"2"	"2"	"1"	"10"	"11"	"7"	"0"	"249"	"249"	"11"	"0"	"0"	"260"	"260"	"1"	"0"
"4520"	"4"	"1"	"17"	"1"	"0"	"10"	"10"	"122"	"46"	"33"	"0"	"5"	"6"	"0"	"9"	"0"	"4"	"0"	"1"	"1"	"0"	"5"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"4"	"0"	"0"	"265"	"265"	"1"	"0"
"4521"	"4"	"1"	"17"	"1"	"291"	"12"	"20"	"84"	"39"	"21"	"4"	"4"	"1"	"3"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"3"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"3"	"0"	"205"	"205"	"1"	"0"	"0"	"206"	"206"	"1"	"0"
"4522"	"4"	"1"	"17"	"1"	"288"	"10"	"9"	"59"	"26"	"21"	"2"	"3"	"2"	"2"	"4"	"1"	"3"	"1"	"2"	"0"	"1"	"6"	"8"	"1"	"0"	"1"	"3"	"1"	"2"	"0"	"1"	"6"	"8"	"1"	"0"	"161"	"161"	"6"	"1"	"0"	"168"	"168"	"1"	"0"
"4523"	"4"	"1"	"17"	"1"	"400"	"13"	"9"	"91"	"43"	"43"	"1"	"9"	"4"	"2"	"6"	"2"	"4"	"0"	"1"	"2"	"1"	"11"	"8"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"7"	"1"	"0"	"272"	"272"	"1"	"0"
"4524"	"4"	"1"	"17"	"1"	"396"	"10"	"14"	"84"	"44"	"43"	"4"	"13"	"0"	"2"	"15"	"1"	"8"	"0"	"2"	"0"	"1"	"7"	"3"	"8"	"0"	"1"	"8"	"0"	"2"	"0"	"1"	"7"	"3"	"8"	"0"	"259"	"259"	"10"	"2"	"0"	"271"	"271"	"1"	"0"
"4525"	"4"	"1"	"17"	"1"	"400"	"12"	"9"	"96"	"41"	"37"	"2"	"14"	"3"	"0"	"10"	"2"	"3"	"1"	"2"	"0"	"2"	"10"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"13"	"1"	"0"	"267"	"267"	"1"	"0"
"4526"	"4"	"1"	"17"	"1"	"397"	"9"	"15"	"87"	"38"	"42"	"3"	"13"	"4"	"4"	"10"	"2"	"6"	"0"	"0"	"2"	"2"	"12"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"12"	"3"	"0"	"271"	"271"	"1"	"0"
"4527"	"4"	"1"	"17"	"1"	"398"	"10"	"9"	"100"	"33"	"39"	"1"	"12"	"4"	"2"	"11"	"5"	"6"	"0"	"2"	"1"	"2"	"9"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"20"	"2"	"0"	"277"	"277"	"1"	"0"
"4528"	"4"	"1"	"17"	"1"	"401"	"9"	"12"	"98"	"41"	"38"	"2"	"4"	"1"	"3"	"7"	"0"	"6"	"1"	"1"	"1"	"1"	"6"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"7"	"3"	"0"	"253"	"253"	"1"	"0"
"4529"	"4"	"1"	"17"	"1"	"396"	"7"	"13"	"77"	"44"	"30"	"3"	"13"	"3"	"7"	"10"	"1"	"6"	"0"	"0"	"0"	"1"	"14"	"6"	"4"	"0"	"1"	"6"	"0"	"0"	"0"	"1"	"14"	"6"	"4"	"0"	"239"	"239"	"7"	"2"	"0"	"248"	"248"	"1"	"0"
"4530"	"4"	"1"	"17"	"1"	"400"	"7"	"12"	"96"	"51"	"34"	"5"	"16"	"3"	"8"	"8"	"3"	"6"	"1"	"3"	"0"	"1"	"14"	"3"	"4"	"0"	"3"	"6"	"1"	"3"	"0"	"1"	"14"	"3"	"4"	"0"	"275"	"275"	"5"	"0"	"0"	"280"	"280"	"1"	"0"
"4531"	"4"	"1"	"17"	"1"	"400"	"6"	"13"	"80"	"49"	"50"	"3"	"8"	"6"	"2"	"6"	"2"	"4"	"0"	"4"	"2"	"2"	"5"	"8"	"13"	"0"	"2"	"4"	"0"	"4"	"2"	"2"	"5"	"8"	"13"	"0"	"263"	"263"	"15"	"2"	"0"	"280"	"280"	"1"	"0"
"4532"	"4"	"1"	"17"	"1"	"400"	"11"	"7"	"76"	"62"	"36"	"5"	"8"	"3"	"8"	"11"	"1"	"5"	"0"	"4"	"0"	"3"	"6"	"5"	"7"	"0"	"1"	"5"	"0"	"4"	"0"	"3"	"6"	"5"	"7"	"0"	"258"	"258"	"7"	"2"	"0"	"267"	"267"	"1"	"0"
"4533"	"4"	"1"	"17"	"1"	"396"	"7"	"8"	"83"	"49"	"38"	"5"	"12"	"6"	"5"	"12"	"0"	"6"	"0"	"1"	"1"	"0"	"10"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"11"	"1"	"0"	"264"	"264"	"1"	"0"
"4534"	"4"	"1"	"17"	"1"	"0"	"9"	"10"	"86"	"49"	"37"	"4"	"1"	"5"	"5"	"12"	"1"	"3"	"0"	"2"	"2"	"0"	"5"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"9"	"1"	"0"	"254"	"254"	"1"	"0"
"4535"	"4"	"1"	"17"	"2"	"396"	"5"	"14"	"84"	"51"	"30"	"4"	"14"	"3"	"5"	"7"	"0"	"6"	"0"	"2"	"2"	"0"	"10"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"4"	"3"	"0"	"248"	"248"	"1"	"0"
"4536"	"4"	"1"	"17"	"2"	"284"	"3"	"12"	"58"	"60"	"19"	"5"	"7"	"5"	"3"	"5"	"2"	"7"	"1"	"1"	"1"	"0"	"12"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"4"	"0"	"0"	"214"	"214"	"1"	"0"
"4537"	"4"	"1"	"17"	"1"	"282"	"6"	"7"	"68"	"34"	"21"	"1"	"5"	"0"	"0"	"8"	"1"	"1"	"0"	"1"	"0"	"1"	"4"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"5"	"0"	"0"	"175"	"175"	"1"	"0"
"4538"	"4"	"1"	"17"	"1"	"375"	"16"	"13"	"16"	"89"	"13"	"11"	"7"	"9"	"7"	"2"	"1"	"13"	"0"	"1"	"5"	"9"	"7"	"5"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"11"	"2"	"0"	"251"	"251"	"1"	"0"
"4539"	"4"	"1"	"17"	"1"	"376"	"25"	"16"	"14"	"91"	"19"	"6"	"4"	"8"	"4"	"6"	"1"	"11"	"1"	"1"	"0"	"11"	"6"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"12"	"2"	"0"	"250"	"250"	"1"	"0"
"4540"	"4"	"1"	"17"	"1"	"380"	"21"	"9"	"12"	"105"	"22"	"9"	"6"	"9"	"5"	"3"	"1"	"15"	"1"	"1"	"3"	"9"	"9"	"6"	"8"	"0"	"1"	"15"	"1"	"1"	"3"	"9"	"9"	"6"	"8"	"0"	"254"	"254"	"11"	"1"	"0"	"266"	"266"	"1"	"0"
"4541"	"4"	"1"	"17"	"1"	"380"	"14"	"8"	"23"	"83"	"23"	"9"	"5"	"12"	"3"	"2"	"1"	"15"	"2"	"1"	"3"	"7"	"12"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"11"	"0"	"0"	"249"	"249"	"1"	"0"
"4542"	"4"	"1"	"17"	"1"	"380"	"22"	"6"	"21"	"96"	"24"	"7"	"6"	"12"	"9"	"2"	"0"	"15"	"2"	"3"	"3"	"10"	"6"	"4"	"10"	"0"	"0"	"15"	"2"	"3"	"3"	"10"	"6"	"4"	"10"	"0"	"258"	"258"	"6"	"0"	"0"	"264"	"264"	"1"	"0"
"4543"	"4"	"1"	"17"	"1"	"380"	"23"	"5"	"18"	"81"	"22"	"9"	"7"	"7"	"6"	"2"	"0"	"21"	"0"	"1"	"3"	"11"	"10"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"233"	"17"	"0"	"17"	"235"	"250"	"0"	"0"
"4544"	"4"	"1"	"17"	"1"	"376"	"17"	"5"	"21"	"99"	"18"	"7"	"8"	"9"	"7"	"4"	"2"	"11"	"0"	"1"	"2"	"8"	"4"	"7"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"14"	"0"	"0"	"255"	"255"	"1"	"1"
"4545"	"4"	"1"	"17"	"1"	"376"	"22"	"8"	"11"	"92"	"31"	"12"	"8"	"12"	"3"	"3"	"4"	"17"	"2"	"1"	"3"	"10"	"8"	"3"	"11"	"0"	"4"	"17"	"2"	"1"	"3"	"10"	"8"	"3"	"11"	"0"	"261"	"261"	"17"	"2"	"0"	"280"	"280"	"1"	"0"
"4546"	"4"	"1"	"17"	"1"	"377"	"21"	"3"	"20"	"89"	"22"	"9"	"6"	"10"	"3"	"5"	"2"	"17"	"17"	"0"	"4"	"6"	"8"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"251"	"15"	"4"	"0"	"257"	"270"	"0"	"0"
"4547"	"4"	"1"	"17"	"1"	"370"	"27"	"4"	"16"	"88"	"18"	"11"	"5"	"6"	"2"	"6"	"0"	"16"	"1"	"0"	"1"	"7"	"8"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"16"	"2"	"0"	"249"	"249"	"1"	"0"
"4548"	"4"	"1"	"17"	"1"	"376"	"14"	"7"	"20"	"92"	"21"	"6"	"7"	"13"	"5"	"2"	"0"	"15"	"0"	"0"	"0"	"12"	"10"	"6"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"21"	"7"	"107"	"266"	"266"	"1"	"1"
"4549"	"4"	"1"	"17"	"1"	"375"	"16"	"10"	"19"	"83"	"24"	"9"	"10"	"13"	"4"	"4"	"3"	"18"	"2"	"0"	"1"	"9"	"9"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"11"	"2"	"0"	"255"	"255"	"1"	"0"
"4550"	"4"	"1"	"17"	"1"	"373"	"18"	"9"	"20"	"89"	"21"	"9"	"10"	"9"	"1"	"1"	"3"	"20"	"0"	"3"	"2"	"8"	"9"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"244"	"12"	"0"	"0"	"260"	"256"	"0"	"0"
"4551"	"4"	"1"	"17"	"1"	"376"	"19"	"9"	"22"	"85"	"19"	"8"	"3"	"11"	"4"	"3"	"1"	"14"	"0"	"1"	"1"	"16"	"6"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"13"	"1"	"0"	"245"	"245"	"1"	"0"
"4552"	"4"	"1"	"17"	"1"	"376"	"19"	"7"	"14"	"89"	"19"	"8"	"9"	"17"	"5"	"3"	"1"	"16"	"1"	"0"	"4"	"7"	"9"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"10"	"3"	"0"	"257"	"257"	"1"	"0"
"4553"	"4"	"1"	"17"	"1"	"380"	"18"	"4"	"27"	"97"	"20"	"15"	"8"	"14"	"4"	"0"	"2"	"11"	"0"	"0"	"6"	"7"	"7"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"255"	"12"	"4"	"1"	"271"	"271"	"0"	"0"
"4554"	"4"	"1"	"17"	"1"	"376"	"23"	"11"	"20"	"76"	"22"	"7"	"8"	"11"	"4"	"5"	"0"	"16"	"0"	"1"	"2"	"7"	"7"	"6"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"11"	"2"	"0"	"247"	"247"	"1"	"0"
"4555"	"4"	"1"	"17"	"1"	"380"	"15"	"4"	"12"	"85"	"17"	"7"	"3"	"11"	"1"	"4"	"1"	"25"	"1"	"0"	"2"	"6"	"4"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"4"	"1"	"0"	"212"	"212"	"1"	"0"
"4556"	"4"	"1"	"17"	"1"	"376"	"19"	"3"	"24"	"90"	"13"	"8"	"3"	"6"	"3"	"4"	"1"	"24"	"2"	"1"	"3"	"4"	"2"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"6"	"1"	"0"	"230"	"230"	"1"	"0"
"4557"	"4"	"1"	"17"	"1"	"376"	"17"	"10"	"13"	"79"	"21"	"10"	"6"	"7"	"4"	"3"	"1"	"23"	"1"	"1"	"1"	"10"	"5"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"9"	"2"	"0"	"236"	"236"	"1"	"1"
"4558"	"4"	"1"	"17"	"1"	"380"	"19"	"6"	"25"	"90"	"23"	"10"	"3"	"3"	"6"	"3"	"1"	"17"	"0"	"0"	"1"	"4"	"6"	"7"	"6"	"0"	"1"	"17"	"0"	"0"	"1"	"4"	"6"	"7"	"6"	"0"	"230"	"230"	"9"	"0"	"0"	"239"	"239"	"1"	"0"
"4559"	"4"	"1"	"17"	"1"	"376"	"21"	"7"	"15"	"92"	"18"	"7"	"15"	"5"	"6"	"0"	"1"	"21"	"2"	"2"	"2"	"12"	"8"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"8"	"0"	"0"	"254"	"254"	"1"	"0"
"4560"	"4"	"1"	"17"	"1"	"380"	"27"	"4"	"23"	"91"	"19"	"10"	"3"	"6"	"1"	"2"	"1"	"12"	"0"	"1"	"3"	"9"	"9"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"3"	"2"	"0"	"238"	"238"	"1"	"0"
"4561"	"4"	"1"	"17"	"1"	"380"	"25"	"6"	"20"	"88"	"19"	"3"	"4"	"8"	"4"	"2"	"2"	"16"	"1"	"1"	"0"	"6"	"1"	"4"	"3"	"0"	"2"	"16"	"1"	"1"	"0"	"6"	"1"	"4"	"3"	"0"	"213"	"213"	"11"	"0"	"0"	"224"	"224"	"1"	"0"
"4562"	"4"	"1"	"17"	"1"	"380"	"12"	"6"	"20"	"84"	"20"	"8"	"4"	"8"	"3"	"3"	"1"	"19"	"1"	"0"	"3"	"6"	"7"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"6"	"1"	"0"	"223"	"223"	"1"	"0"
"4563"	"4"	"1"	"17"	"1"	"377"	"18"	"6"	"24"	"102"	"14"	"5"	"9"	"5"	"6"	"4"	"1"	"18"	"0"	"1"	"2"	"9"	"10"	"8"	"8"	"0"	"1"	"18"	"0"	"1"	"2"	"9"	"10"	"8"	"8"	"0"	"250"	"250"	"8"	"0"	"0"	"258"	"258"	"1"	"0"
