"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"UNE"	"FUERZA"	"VALOR"	"CONVERGENCIA"	"PHG"	"FCN_NACION"	"VAMOS"	"PC"	"EG"	"VIVA"	"PPT"	"SEMILLA"	"BIEN"	"CREO"	"UCN"	"PODEMOS"	"VICTORIA"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8905"	"4"	"8"	"5"	"2"	"380"	"47"	"18"	"0"	"1"	"50"	"2"	"3"	"8"	"1"	"2"	"3"	"1"	"1"	"14"	"1"	"6"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"14"	"19"	"0"	"212"	"212"	"1"	"0"
"8906"	"4"	"8"	"5"	"2"	"378"	"34"	"26"	"1"	"1"	"83"	"1"	"2"	"14"	"4"	"3"	"0"	"3"	"0"	"15"	"3"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"19"	"18"	"0"	"235"	"235"	"1"	"0"
"8907"	"4"	"8"	"5"	"2"	"380"	"37"	"23"	"0"	"2"	"82"	"3"	"4"	"4"	"5"	"4"	"0"	"3"	"1"	"12"	"2"	"5"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"15"	"10"	"1"	"224"	"224"	"1"	"0"
"8908"	"4"	"8"	"5"	"2"	"382"	"49"	"19"	"3"	"2"	"41"	"3"	"2"	"6"	"4"	"8"	"1"	"2"	"0"	"5"	"1"	"2"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"26"	"13"	"0"	"203"	"203"	"1"	"0"
"8909"	"4"	"8"	"5"	"2"	"380"	"40"	"25"	"3"	"2"	"51"	"4"	"4"	"8"	"3"	"5"	"5"	"2"	"2"	"7"	"2"	"3"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"24"	"13"	"0"	"220"	"220"	"1"	"0"
"8910"	"4"	"8"	"5"	"2"	"384"	"39"	"22"	"1"	"2"	"43"	"1"	"2"	"3"	"2"	"2"	"0"	"3"	"0"	"7"	"1"	"1"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"10"	"11"	"0"	"164"	"164"	"1"	"0"
"8911"	"4"	"8"	"5"	"2"	"380"	"39"	"19"	"1"	"3"	"45"	"1"	"7"	"7"	"4"	"2"	"2"	"2"	"1"	"8"	"0"	"0"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"19"	"14"	"0"	"186"	"186"	"1"	"0"
"8912"	"4"	"8"	"5"	"2"	"380"	"31"	"7"	"0"	"3"	"55"	"2"	"4"	"7"	"1"	"0"	"0"	"1"	"3"	"8"	"0"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"142"	"13"	"16"	"0"	"178"	"171"	"0"	"0"
"8913"	"4"	"8"	"5"	"2"	"212"	"31"	"13"	"1"	"1"	"34"	"2"	"1"	"2"	"3"	"5"	"1"	"1"	"0"	"10"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"7"	"1"	"0"	"119"	"119"	"1"	"0"
"8914"	"4"	"8"	"5"	"2"	"212"	"38"	"18"	"0"	"2"	"37"	"2"	"2"	"5"	"3"	"1"	"0"	"1"	"0"	"6"	"1"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"2"	"4"	"0"	"130"	"130"	"1"	"0"
"8915"	"4"	"8"	"5"	"2"	"380"	"5"	"45"	"6"	"1"	"6"	"3"	"7"	"18"	"6"	"1"	"5"	"6"	"2"	"12"	"9"	"1"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"19"	"24"	"0"	"192"	"192"	"1"	"0"
"8916"	"4"	"8"	"5"	"2"	"381"	"4"	"35"	"5"	"5"	"8"	"8"	"14"	"13"	"4"	"3"	"1"	"8"	"5"	"13"	"9"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"15"	"20"	"0"	"183"	"183"	"1"	"0"
"8917"	"4"	"8"	"5"	"2"	"380"	"4"	"49"	"8"	"3"	"3"	"2"	"13"	"26"	"4"	"4"	"2"	"1"	"8"	"16"	"4"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"14"	"22"	"0"	"190"	"190"	"1"	"0"
"8918"	"4"	"8"	"5"	"2"	"370"	"10"	"50"	"7"	"1"	"4"	"7"	"6"	"10"	"3"	"2"	"1"	"9"	"3"	"16"	"9"	"3"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"12"	"19"	"0"	"183"	"183"	"1"	"0"
"8919"	"4"	"8"	"5"	"2"	"380"	"8"	"29"	"6"	"3"	"5"	"7"	"4"	"16"	"3"	"0"	"2"	"4"	"8"	"10"	"4"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"3"	"8"	"0"	"128"	"128"	"1"	"0"
"8920"	"4"	"8"	"5"	"2"	"381"	"4"	"33"	"6"	"5"	"5"	"8"	"7"	"18"	"2"	"2"	"2"	"10"	"6"	"8"	"9"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"14"	"11"	"0"	"157"	"157"	"1"	"0"
"8921"	"4"	"8"	"5"	"2"	"380"	"7"	"40"	"1"	"3"	"12"	"5"	"7"	"18"	"0"	"1"	"3"	"2"	"9"	"10"	"6"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"23"	"22"	"0"	"182"	"182"	"1"	"0"
"8922"	"4"	"8"	"5"	"2"	"380"	"9"	"49"	"8"	"3"	"12"	"10"	"12"	"14"	"1"	"1"	"3"	"4"	"6"	"16"	"9"	"2"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"14"	"19"	"0"	"201"	"201"	"1"	"0"
"8923"	"4"	"8"	"5"	"2"	"379"	"12"	"24"	"8"	"3"	"7"	"8"	"11"	"15"	"5"	"1"	"1"	"11"	"6"	"11"	"14"	"4"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"8"	"16"	"0"	"175"	"175"	"1"	"0"
"8924"	"4"	"8"	"5"	"2"	"214"	"9"	"25"	"5"	"2"	"4"	"4"	"4"	"12"	"1"	"0"	"0"	"6"	"3"	"7"	"5"	"4"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"100"	"6"	"6"	"0"	"112"	"112"	"1"	"0"
"8925"	"4"	"8"	"5"	"2"	"216"	"4"	"15"	"3"	"2"	"7"	"5"	"7"	"9"	"6"	"1"	"1"	"8"	"7"	"2"	"9"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"91"	"91"	"0"	"3"	"0"	"94"	"94"	"1"	"0"
"8926"	"4"	"8"	"5"	"2"	"380"	"18"	"14"	"1"	"1"	"1"	"5"	"2"	"19"	"3"	"1"	"1"	"6"	"1"	"51"	"1"	"3"	"69"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"31"	"12"	"0"	"240"	"240"	"1"	"0"
"8927"	"4"	"8"	"5"	"2"	"380"	"7"	"15"	"0"	"1"	"4"	"4"	"6"	"9"	"0"	"0"	"0"	"7"	"1"	"41"	"2"	"1"	"91"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"22"	"11"	"0"	"222"	"222"	"1"	"0"
"8928"	"4"	"8"	"5"	"2"	"400"	"16"	"22"	"0"	"5"	"1"	"6"	"2"	"19"	"3"	"1"	"1"	"6"	"0"	"28"	"3"	"2"	"91"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"7"	"10"	"0"	"224"	"224"	"1"	"0"
"8929"	"4"	"8"	"5"	"2"	"370"	"41"	"7"	"0"	"2"	"1"	"11"	"1"	"17"	"1"	"1"	"1"	"3"	"0"	"17"	"4"	"2"	"70"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"11"	"21"	"0"	"212"	"212"	"1"	"0"
"8930"	"4"	"8"	"5"	"2"	"401"	"20"	"12"	"0"	"3"	"2"	"5"	"5"	"23"	"0"	"0"	"2"	"5"	"1"	"12"	"2"	"0"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"15"	"7"	"0"	"180"	"180"	"1"	"0"
"8931"	"4"	"8"	"5"	"2"	"380"	"15"	"9"	"0"	"3"	"5"	"2"	"2"	"25"	"4"	"0"	"0"	"8"	"2"	"40"	"3"	"0"	"59"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"12"	"8"	"0"	"199"	"199"	"1"	"0"
"8932"	"4"	"8"	"5"	"2"	"294"	"10"	"13"	"0"	"1"	"1"	"0"	"2"	"14"	"3"	"0"	"0"	"7"	"0"	"24"	"2"	"1"	"58"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"11"	"6"	"0"	"153"	"153"	"1"	"0"
"8933"	"4"	"8"	"5"	"2"	"293"	"12"	"11"	"0"	"4"	"2"	"3"	"1"	"13"	"1"	"1"	"1"	"2"	"1"	"24"	"1"	"0"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"5"	"5"	"0"	"153"	"153"	"1"	"0"
"8934"	"4"	"8"	"5"	"2"	"402"	"80"	"12"	"0"	"11"	"7"	"2"	"3"	"7"	"2"	"2"	"4"	"4"	"1"	"7"	"1"	"0"	"32"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"27"	"13"	"0"	"217"	"217"	"1"	"0"
"8935"	"4"	"8"	"5"	"2"	"401"	"79"	"7"	"2"	"27"	"6"	"2"	"8"	"10"	"6"	"1"	"0"	"1"	"0"	"7"	"3"	"1"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"23"	"9"	"0"	"218"	"218"	"1"	"0"
"8936"	"4"	"8"	"5"	"2"	"400"	"99"	"14"	"1"	"8"	"13"	"3"	"7"	"5"	"3"	"0"	"6"	"5"	"3"	"16"	"1"	"0"	"53"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"19"	"11"	"0"	"268"	"268"	"1"	"0"
"8937"	"4"	"8"	"5"	"2"	"400"	"100"	"14"	"0"	"9"	"2"	"2"	"6"	"12"	"2"	"2"	"2"	"1"	"2"	"7"	"4"	"0"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"18"	"12"	"1"	"223"	"223"	"1"	"0"
"8938"	"4"	"8"	"5"	"2"	"303"	"66"	"6"	"2"	"14"	"7"	"1"	"3"	"3"	"4"	"1"	"2"	"1"	"1"	"4"	"2"	"1"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"10"	"4"	"0"	"153"	"153"	"1"	"0"
"8939"	"4"	"8"	"5"	"2"	"302"	"53"	"6"	"1"	"9"	"4"	"3"	"3"	"3"	"2"	"1"	"1"	"0"	"2"	"4"	"3"	"0"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"11"	"11"	"0"	"145"	"145"	"1"	"0"
"8940"	"4"	"8"	"5"	"2"	"602"	"32"	"11"	"1"	"2"	"6"	"4"	"5"	"14"	"4"	"1"	"1"	"1"	"6"	"10"	"7"	"1"	"11"	"3"	"0"	"0"	"1"	"1"	"6"	"10"	"7"	"1"	"11"	"3"	"0"	"0"	"120"	"120"	"5"	"9"	"0"	"134"	"134"	"1"	"0"
"8941"	"4"	"8"	"5"	"2"	"599"	"29"	"11"	"2"	"2"	"5"	"4"	"5"	"11"	"2"	"1"	"1"	"3"	"3"	"13"	"2"	"0"	"6"	"0"	"0"	"0"	"1"	"3"	"3"	"13"	"2"	"0"	"6"	"0"	"0"	"0"	"100"	"100"	"12"	"14"	"0"	"126"	"126"	"1"	"0"
"8942"	"4"	"8"	"5"	"2"	"600"	"30"	"8"	"2"	"2"	"5"	"7"	"7"	"12"	"3"	"0"	"4"	"1"	"1"	"12"	"6"	"0"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"10"	"8"	"0"	"129"	"129"	"1"	"0"
"8943"	"4"	"8"	"5"	"2"	"600"	"28"	"8"	"0"	"1"	"11"	"4"	"2"	"4"	"3"	"1"	"1"	"2"	"1"	"8"	"13"	"1"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99"	"99"	"11"	"8"	"0"	"118"	"118"	"1"	"0"
"8944"	"4"	"8"	"5"	"2"	"597"	"28"	"5"	"3"	"2"	"13"	"6"	"5"	"9"	"6"	"4"	"1"	"1"	"4"	"10"	"8"	"0"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"	"115"	"11"	"6"	"0"	"132"	"132"	"1"	"0"
"8945"	"4"	"8"	"5"	"2"	"599"	"32"	"10"	"2"	"3"	"5"	"4"	"5"	"8"	"5"	"3"	"2"	"2"	"4"	"17"	"9"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"11"	"5"	"0"	"140"	"140"	"1"	"0"
"8946"	"4"	"8"	"5"	"2"	"546"	"24"	"7"	"4"	"1"	"1"	"4"	"3"	"6"	"4"	"2"	"2"	"6"	"3"	"10"	"4"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"10"	"3"	"0"	"101"	"101"	"1"	"0"
"8947"	"4"	"8"	"5"	"2"	"549"	"21"	"4"	"2"	"1"	"6"	"1"	"1"	"6"	"1"	"0"	"0"	"1"	"2"	"2"	"1"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"55"	"55"	"6"	"1"	"0"	"62"	"62"	"1"	"0"
