"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VALOR"	"FUERZA"	"VIVA"	"UNE"	"URNG_MAIZ"	"VAMOS"	"FCN_NACION"	"CREO"	"LIBRE"	"UNIONISTA"	"SEMILLA"	"VICTORIA"	"PAN"	"AVANZA"	"UCN"	"DIGNIDAD"	"MLP"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3701"	"4"	"1"	"14"	"2"	"400"	"2"	"111"	"15"	"5"	"42"	"3"	"7"	"13"	"6"	"3"	"1"	"16"	"6"	"5"	"3"	"0"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"8"	"2"	"0"	"257"	"257"	"1"	"0"
"3702"	"4"	"1"	"14"	"2"	"395"	"7"	"125"	"18"	"5"	"33"	"3"	"6"	"7"	"4"	"1"	"0"	"24"	"4"	"4"	"1"	"0"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"6"	"2"	"0"	"260"	"260"	"1"	"0"
"3703"	"4"	"1"	"14"	"2"	"400"	"1"	"133"	"6"	"4"	"32"	"3"	"3"	"13"	"2"	"3"	"1"	"25"	"4"	"8"	"1"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"7"	"2"	"1"	"255"	"255"	"1"	"0"
"3704"	"4"	"1"	"14"	"2"	"400"	"3"	"112"	"16"	"4"	"33"	"5"	"2"	"9"	"7"	"5"	"2"	"16"	"7"	"2"	"3"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"237"	"7"	"4"	"0"	"246"	"248"	"0"	"0"
"3705"	"4"	"1"	"14"	"2"	"400"	"5"	"108"	"15"	"10"	"30"	"6"	"6"	"8"	"5"	"2"	"1"	"19"	"2"	"4"	"0"	"0"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"6"	"2"	"0"	"240"	"240"	"1"	"0"
"3706"	"4"	"1"	"14"	"2"	"400"	"5"	"108"	"11"	"8"	"30"	"2"	"3"	"12"	"4"	"1"	"1"	"13"	"4"	"8"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"5"	"2"	"0"	"223"	"223"	"1"	"0"
"3707"	"4"	"1"	"14"	"2"	"396"	"5"	"95"	"9"	"2"	"26"	"6"	"5"	"9"	"2"	"3"	"0"	"25"	"8"	"5"	"0"	"2"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"8"	"2"	"0"	"222"	"222"	"1"	"0"
"3708"	"4"	"1"	"14"	"2"	"400"	"4"	"121"	"12"	"3"	"20"	"2"	"3"	"6"	"6"	"6"	"1"	"22"	"10"	"5"	"1"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"331"	"232"	"6"	"2"	"0"	"339"	"240"	"0"	"0"
"3709"	"4"	"1"	"14"	"2"	"396"	"9"	"140"	"13"	"2"	"17"	"4"	"6"	"8"	"3"	"5"	"3"	"25"	"4"	"3"	"0"	"0"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"2"	"0"	"0"	"256"	"256"	"1"	"0"
"3710"	"4"	"1"	"14"	"2"	"310"	"4"	"117"	"6"	"3"	"12"	"6"	"1"	"4"	"3"	"2"	"0"	"19"	"2"	"2"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"0"	"1"	"0"	"190"	"190"	"1"	"0"
"3711"	"4"	"1"	"14"	"2"	"310"	"3"	"101"	"7"	"1"	"12"	"3"	"7"	"5"	"1"	"0"	"0"	"11"	"1"	"6"	"1"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"2"	"1"	"0"	"168"	"168"	"1"	"0"
"3712"	"4"	"1"	"14"	"2"	"380"	"6"	"125"	"11"	"3"	"19"	"3"	"4"	"24"	"7"	"2"	"1"	"2"	"9"	"10"	"0"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"236"	"10"	"1"	"0"	"248"	"247"	"0"	"0"
"3713"	"4"	"1"	"14"	"2"	"380"	"2"	"105"	"17"	"5"	"25"	"7"	"0"	"14"	"4"	"1"	"3"	"1"	"7"	"10"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"13"	"1"	"0"	"222"	"222"	"1"	"0"
"3714"	"4"	"1"	"14"	"2"	"380"	"4"	"115"	"14"	"3"	"10"	"0"	"3"	"24"	"6"	"2"	"2"	"4"	"8"	"5"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"10"	"3"	"0"	"216"	"216"	"1"	"0"
"3715"	"4"	"1"	"14"	"2"	"380"	"4"	"93"	"12"	"3"	"30"	"2"	"0"	"21"	"2"	"2"	"0"	"4"	"4"	"5"	"0"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"10"	"2"	"0"	"200"	"200"	"1"	"0"
"3716"	"4"	"1"	"14"	"2"	"383"	"4"	"99"	"18"	"6"	"16"	"2"	"0"	"21"	"2"	"3"	"2"	"7"	"5"	"5"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"7"	"3"	"0"	"207"	"207"	"1"	"0"
"3717"	"4"	"1"	"14"	"1"	"380"	"1"	"102"	"17"	"2"	"23"	"2"	"3"	"15"	"5"	"4"	"1"	"6"	"8"	"6"	"1"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"13"	"4"	"0"	"220"	"220"	"1"	"0"
"3718"	"4"	"1"	"14"	"1"	"380"	"2"	"91"	"14"	"7"	"17"	"4"	"3"	"17"	"2"	"1"	"2"	"5"	"4"	"10"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"11"	"5"	"0"	"201"	"201"	"1"	"0"
"3719"	"4"	"1"	"14"	"1"	"266"	"1"	"67"	"18"	"0"	"17"	"1"	"1"	"13"	"2"	"0"	"0"	"2"	"3"	"7"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"3"	"2"	"0"	"144"	"144"	"1"	"0"
"3720"	"4"	"1"	"14"	"2"	"264"	"1"	"90"	"11"	"2"	"8"	"1"	"0"	"12"	"0"	"1"	"0"	"5"	"8"	"2"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"0"	"0"	"0"	"145"	"145"	"1"	"0"
"3721"	"4"	"1"	"14"	"2"	"380"	"3"	"95"	"6"	"2"	"22"	"3"	"5"	"26"	"5"	"3"	"2"	"8"	"5"	"9"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"12"	"6"	"0"	"217"	"217"	"1"	"0"
"3722"	"4"	"1"	"14"	"2"	"380"	"4"	"75"	"7"	"3"	"27"	"6"	"3"	"27"	"3"	"2"	"1"	"8"	"2"	"11"	"0"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"16"	"3"	"0"	"207"	"207"	"1"	"0"
"3723"	"4"	"1"	"14"	"2"	"380"	"2"	"102"	"12"	"4"	"22"	"3"	"3"	"19"	"2"	"2"	"2"	"7"	"7"	"5"	"1"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"0"	"4"	"11"	"207"	"207"	"1"	"0"
