"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"VIVA"	"UNIDOS"	"EG"	"PPT"	"SEMILLA"	"LIBRE"	"URNG_MAIZ"	"UNIONISTA"	"VICTORIA"	"PHG"	"PC"	"FCN_NACION"	"AVANZA"	"PAN"	"VALOR"	"BIEN"	"CREO"	"UNE"	"MLP"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3281"	"4"	"1"	"10"	"2"	"380"	"39"	"2"	"0"	"3"	"2"	"1"	"16"	"0"	"11"	"41"	"0"	"0"	"0"	"33"	"0"	"4"	"0"	"1"	"3"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"166"	"9"	"7"	"0"	"183"	"182"	"0"	"0"
"3282"	"4"	"1"	"10"	"2"	"380"	"29"	"3"	"3"	"1"	"1"	"2"	"10"	"0"	"6"	"21"	"1"	"2"	"2"	"44"	"0"	"2"	"0"	"1"	"2"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"140"	"140"	"15"	"8"	"0"	"163"	"163"	"1"	"0"
"3283"	"4"	"1"	"10"	"2"	"355"	"35"	"2"	"0"	"3"	"1"	"4"	"14"	"3"	"6"	"24"	"0"	"1"	"1"	"31"	"2"	"1"	"1"	"0"	"1"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"18"	"6"	"0"	"167"	"167"	"1"	"0"
"3284"	"4"	"1"	"10"	"2"	"380"	"38"	"3"	"1"	"3"	"3"	"1"	"14"	"0"	"3"	"20"	"0"	"3"	"1"	"31"	"1"	"1"	"0"	"0"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"9"	"3"	"0"	"148"	"148"	"1"	"0"
"3285"	"4"	"1"	"10"	"2"	"207"	"23"	"3"	"1"	"5"	"1"	"0"	"9"	"1"	"2"	"30"	"0"	"0"	"3"	"21"	"0"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"2"	"0"	"0"	"105"	"105"	"1"	"0"
"3286"	"4"	"1"	"10"	"2"	"207"	"30"	"2"	"3"	"2"	"2"	"1"	"8"	"1"	"2"	"13"	"0"	"2"	"2"	"21"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"94"	"94"	"4"	"4"	"0"	"102"	"102"	"1"	"0"
"3287"	"4"	"1"	"10"	"1"	"380"	"120"	"6"	"11"	"0"	"2"	"6"	"2"	"1"	"4"	"10"	"3"	"8"	"0"	"2"	"0"	"3"	"2"	"4"	"3"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"8"	"5"	"0"	"221"	"221"	"1"	"0"
"3288"	"4"	"1"	"10"	"1"	"380"	"104"	"8"	"14"	"1"	"4"	"5"	"1"	"1"	"3"	"11"	"4"	"6"	"0"	"3"	"2"	"7"	"0"	"2"	"2"	"13"	"4"	"6"	"0"	"3"	"2"	"7"	"0"	"2"	"2"	"13"	"195"	"195"	"16"	"3"	"0"	"214"	"214"	"1"	"0"
"3289"	"4"	"1"	"10"	"1"	"380"	"113"	"5"	"17"	"1"	"5"	"2"	"2"	"0"	"6"	"17"	"3"	"5"	"2"	"5"	"2"	"4"	"0"	"2"	"5"	"17"	"3"	"5"	"2"	"5"	"2"	"4"	"0"	"2"	"5"	"17"	"215"	"215"	"12"	"4"	"0"	"231"	"231"	"1"	"0"
"3290"	"4"	"1"	"10"	"1"	"382"	"105"	"12"	"13"	"0"	"4"	"1"	"5"	"1"	"6"	"11"	"5"	"10"	"0"	"3"	"0"	"8"	"1"	"1"	"3"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"12"	"6"	"0"	"225"	"225"	"1"	"0"
"3291"	"4"	"1"	"10"	"1"	"381"	"113"	"3"	"11"	"3"	"1"	"7"	"0"	"1"	"3"	"14"	"5"	"4"	"2"	"1"	"4"	"4"	"0"	"0"	"5"	"11"	"5"	"4"	"2"	"1"	"4"	"4"	"0"	"0"	"5"	"11"	"195"	"195"	"8"	"4"	"0"	"207"	"207"	"1"	"0"
"3292"	"4"	"1"	"10"	"1"	"381"	"113"	"4"	"12"	"0"	"1"	"4"	"2"	"0"	"3"	"7"	"1"	"7"	"0"	"1"	"0"	"1"	"2"	"2"	"7"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"1"	"3"	"5"	"188"	"183"	"0"	"0"
"3293"	"4"	"1"	"10"	"1"	"347"	"114"	"5"	"17"	"0"	"6"	"7"	"2"	"0"	"2"	"7"	"2"	"2"	"0"	"3"	"0"	"3"	"0"	"2"	"4"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"9"	"3"	"0"	"199"	"199"	"1"	"0"
"3294"	"4"	"1"	"10"	"1"	"382"	"118"	"9"	"15"	"1"	"1"	"5"	"1"	"1"	"3"	"9"	"3"	"2"	"1"	"6"	"1"	"5"	"4"	"1"	"5"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"10"	"3"	"0"	"221"	"221"	"1"	"0"
"3295"	"4"	"1"	"10"	"1"	"380"	"108"	"9"	"18"	"2"	"0"	"8"	"4"	"0"	"1"	"9"	"6"	"9"	"0"	"2"	"0"	"8"	"1"	"8"	"1"	"13"	"6"	"9"	"0"	"2"	"0"	"8"	"1"	"8"	"1"	"13"	"211"	"211"	"8"	"2"	"0"	"221"	"221"	"1"	"0"
"3296"	"4"	"1"	"10"	"1"	"0"	"110"	"4"	"19"	"2"	"1"	"7"	"1"	"3"	"3"	"10"	"9"	"4"	"1"	"2"	"3"	"8"	"1"	"0"	"3"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"7"	"4"	"0"	"217"	"217"	"1"	"0"
"3297"	"4"	"1"	"10"	"1"	"382"	"130"	"2"	"16"	"1"	"2"	"10"	"7"	"2"	"5"	"13"	"2"	"6"	"1"	"4"	"2"	"4"	"3"	"3"	"3"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"10"	"2"	"0"	"241"	"241"	"1"	"0"
"3298"	"4"	"1"	"10"	"1"	"381"	"114"	"7"	"9"	"1"	"2"	"9"	"2"	"0"	"3"	"18"	"2"	"5"	"1"	"5"	"2"	"5"	"0"	"1"	"2"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"16"	"3"	"0"	"222"	"222"	"1"	"0"
"3299"	"4"	"1"	"10"	"1"	"380"	"106"	"1"	"9"	"0"	"2"	"3"	"3"	"1"	"3"	"22"	"6"	"2"	"1"	"4"	"3"	"5"	"1"	"3"	"1"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"13"	"2"	"0"	"208"	"208"	"1"	"0"
"3300"	"4"	"1"	"10"	"1"	"380"	"112"	"6"	"8"	"1"	"1"	"5"	"1"	"0"	"4"	"9"	"3"	"3"	"1"	"1"	"1"	"5"	"1"	"2"	"1"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"17"	"7"	"0"	"210"	"210"	"1"	"0"
"3301"	"4"	"1"	"10"	"1"	"378"	"90"	"8"	"13"	"0"	"1"	"4"	"4"	"1"	"0"	"8"	"7"	"4"	"0"	"4"	"2"	"2"	"0"	"3"	"3"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"9"	"1"	"1"	"180"	"179"	"0"	"0"
"3302"	"4"	"1"	"10"	"1"	"384"	"75"	"5"	"13"	"2"	"1"	"4"	"2"	"0"	"4"	"15"	"7"	"4"	"0"	"1"	"0"	"4"	"1"	"2"	"0"	"12"	"7"	"4"	"0"	"1"	"0"	"4"	"1"	"2"	"0"	"12"	"155"	"155"	"11"	"9"	"0"	"175"	"175"	"1"	"0"
"3303"	"4"	"1"	"10"	"1"	"380"	"79"	"9"	"8"	"2"	"2"	"3"	"2"	"0"	"2"	"6"	"1"	"4"	"0"	"2"	"0"	"5"	"3"	"3"	"1"	"14"	"1"	"4"	"0"	"2"	"0"	"5"	"3"	"3"	"1"	"14"	"147"	"147"	"18"	"0"	"0"	"165"	"165"	"1"	"0"
"3304"	"4"	"1"	"10"	"1"	"380"	"93"	"5"	"6"	"0"	"2"	"8"	"3"	"1"	"5"	"15"	"6"	"4"	"0"	"5"	"2"	"2"	"1"	"2"	"1"	"12"	"6"	"4"	"0"	"5"	"2"	"2"	"1"	"2"	"1"	"12"	"176"	"176"	"13"	"1"	"0"	"190"	"190"	"1"	"0"
"3305"	"4"	"1"	"10"	"1"	"336"	"122"	"9"	"5"	"2"	"2"	"6"	"4"	"1"	"2"	"13"	"3"	"7"	"1"	"2"	"2"	"7"	"0"	"3"	"3"	"7"	"3"	"7"	"1"	"2"	"2"	"7"	"0"	"3"	"3"	"7"	"204"	"204"	"9"	"0"	"0"	"213"	"213"	"1"	"0"
"3306"	"4"	"1"	"10"	"1"	"336"	"107"	"3"	"8"	"4"	"0"	"5"	"4"	"2"	"2"	"10"	"0"	"2"	"3"	"3"	"0"	"0"	"1"	"3"	"0"	"5"	"0"	"2"	"3"	"3"	"0"	"0"	"1"	"3"	"0"	"5"	"167"	"167"	"1"	"2"	"0"	"170"	"170"	"1"	"0"
"3307"	"4"	"1"	"10"	"1"	"379"	"27"	"1"	"3"	"4"	"2"	"3"	"1"	"2"	"1"	"85"	"1"	"4"	"8"	"24"	"0"	"3"	"4"	"0"	"3"	"21"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"25"	"7"	"0"	"234"	"234"	"1"	"0"
"3308"	"4"	"1"	"10"	"1"	"380"	"23"	"6"	"8"	"1"	"4"	"2"	"2"	"2"	"2"	"70"	"1"	"0"	"5"	"28"	"0"	"3"	"4"	"2"	"4"	"30"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"198"	"23"	"12"	"0"	"239"	"233"	"0"	"0"
"3309"	"4"	"1"	"10"	"1"	"330"	"25"	"2"	"8"	"2"	"3"	"1"	"2"	"1"	"2"	"79"	"1"	"5"	"6"	"15"	"1"	"1"	"4"	"1"	"5"	"23"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"14"	"19"	"0"	"224"	"224"	"1"	"0"
"3310"	"4"	"1"	"10"	"1"	"380"	"23"	"5"	"5"	"1"	"8"	"1"	"1"	"2"	"2"	"66"	"1"	"4"	"1"	"34"	"0"	"0"	"3"	"0"	"3"	"22"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"28"	"6"	"0"	"223"	"223"	"1"	"0"
"3311"	"4"	"1"	"10"	"1"	"380"	"24"	"4"	"4"	"1"	"2"	"4"	"3"	"1"	"1"	"63"	"1"	"4"	"1"	"9"	"8"	"2"	"4"	"2"	"2"	"31"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"31"	"10"	"0"	"214"	"214"	"1"	"0"
"3312"	"4"	"1"	"10"	"1"	"380"	"25"	"5"	"3"	"1"	"4"	"2"	"2"	"3"	"2"	"78"	"0"	"1"	"3"	"28"	"1"	"3"	"1"	"2"	"1"	"21"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"190"	"26"	"14"	"0"	"232"	"230"	"0"	"0"
"3313"	"4"	"1"	"10"	"1"	"379"	"24"	"6"	"3"	"1"	"3"	"1"	"1"	"0"	"1"	"72"	"0"	"1"	"6"	"19"	"1"	"2"	"1"	"0"	"3"	"35"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"35"	"17"	"0"	"238"	"238"	"1"	"0"
"3314"	"4"	"1"	"10"	"1"	"380"	"21"	"6"	"4"	"2"	"2"	"4"	"2"	"0"	"0"	"72"	"3"	"5"	"4"	"18"	"0"	"1"	"1"	"1"	"2"	"22"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"37"	"16"	"0"	"235"	"235"	"1"	"0"
"3315"	"4"	"1"	"10"	"1"	"380"	"25"	"6"	"2"	"7"	"6"	"1"	"3"	"4"	"2"	"67"	"1"	"3"	"3"	"24"	"2"	"3"	"3"	"2"	"3"	"31"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"30"	"5"	"0"	"240"	"240"	"1"	"0"
"3316"	"4"	"1"	"10"	"1"	"379"	"11"	"5"	"7"	"1"	"5"	"2"	"0"	"0"	"3"	"77"	"0"	"2"	"2"	"27"	"0"	"6"	"3"	"2"	"5"	"32"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"48"	"14"	"0"	"254"	"254"	"1"	"0"
"3317"	"4"	"1"	"10"	"1"	"380"	"24"	"5"	"2"	"1"	"7"	"0"	"1"	"0"	"6"	"87"	"0"	"2"	"6"	"21"	"2"	"3"	"0"	"1"	"3"	"25"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"28"	"13"	"0"	"244"	"244"	"1"	"0"
"3318"	"4"	"1"	"10"	"1"	"379"	"28"	"4"	"9"	"4"	"1"	"2"	"1"	"1"	"2"	"70"	"1"	"3"	"5"	"32"	"0"	"3"	"4"	"1"	"3"	"20"	"1"	"3"	"5"	"32"	"0"	"3"	"4"	"1"	"3"	"20"	"205"	"205"	"26"	"6"	"0"	"237"	"237"	"1"	"0"
"3319"	"4"	"1"	"10"	"1"	"383"	"20"	"3"	"3"	"3"	"3"	"2"	"2"	"4"	"0"	"74"	"0"	"4"	"5"	"20"	"0"	"5"	"5"	"0"	"3"	"31"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"21"	"6"	"0"	"219"	"219"	"1"	"0"
"3320"	"4"	"1"	"10"	"1"	"380"	"32"	"4"	"4"	"2"	"4"	"1"	"0"	"0"	"3"	"54"	"1"	"3"	"3"	"34"	"1"	"0"	"1"	"0"	"1"	"26"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"5"	"3"	"0"	"190"	"190"	"1"	"0"
"3321"	"4"	"1"	"10"	"1"	"380"	"22"	"2"	"6"	"6"	"5"	"1"	"1"	"1"	"2"	"70"	"2"	"4"	"3"	"27"	"0"	"1"	"6"	"1"	"4"	"27"	"2"	"4"	"3"	"27"	"0"	"1"	"6"	"1"	"4"	"27"	"194"	"194"	"15"	"5"	"0"	"214"	"214"	"1"	"0"
"3322"	"4"	"1"	"10"	"1"	"380"	"21"	"1"	"6"	"4"	"2"	"5"	"1"	"2"	"4"	"73"	"0"	"4"	"9"	"23"	"0"	"4"	"2"	"0"	"3"	"26"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"12"	"12"	"0"	"218"	"218"	"1"	"0"
"3323"	"4"	"1"	"10"	"1"	"373"	"25"	"1"	"1"	"3"	"1"	"2"	"1"	"0"	"1"	"73"	"0"	"1"	"2"	"24"	"0"	"4"	"3"	"1"	"1"	"28"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"15"	"2"	"0"	"198"	"198"	"1"	"0"
"3324"	"4"	"1"	"10"	"1"	"380"	"18"	"3"	"6"	"3"	"1"	"0"	"5"	"2"	"1"	"64"	"1"	"0"	"9"	"31"	"1"	"1"	"6"	"1"	"2"	"18"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"26"	"7"	"0"	"210"	"210"	"1"	"0"
"3325"	"4"	"1"	"10"	"1"	"379"	"24"	"1"	"7"	"2"	"6"	"1"	"1"	"1"	"1"	"66"	"1"	"3"	"2"	"26"	"1"	"4"	"1"	"0"	"7"	"23"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"18"	"10"	"0"	"217"	"217"	"1"	"0"
"3326"	"4"	"1"	"10"	"1"	"377"	"33"	"3"	"5"	"1"	"2"	"0"	"1"	"0"	"2"	"65"	"1"	"1"	"3"	"23"	"1"	"2"	"9"	"1"	"1"	"24"	"1"	"1"	"3"	"23"	"1"	"2"	"9"	"1"	"1"	"24"	"185"	"185"	"21"	"6"	"0"	"212"	"212"	"1"	"0"
"3327"	"4"	"1"	"10"	"1"	"380"	"25"	"4"	"6"	"2"	"4"	"5"	"4"	"1"	"0"	"64"	"1"	"0"	"2"	"29"	"1"	"3"	"3"	"0"	"2"	"21"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"24"	"5"	"0"	"209"	"209"	"1"	"0"
"3328"	"4"	"1"	"10"	"1"	"380"	"14"	"2"	"8"	"0"	"2"	"0"	"0"	"2"	"3"	"61"	"0"	"4"	"4"	"26"	"0"	"1"	"6"	"1"	"1"	"23"	"0"	"4"	"4"	"26"	"0"	"1"	"6"	"1"	"1"	"23"	"166"	"166"	"29"	"9"	"0"	"204"	"204"	"1"	"0"
