"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CREO"	"UNIONISTA"	"EG"	"WINAQ"	"UNE"	"VALOR"	"UCN"	"URNG_MAIZ"	"PHG"	"PODEMOS"	"MLP"	"VIVA"	"PC"	"BIEN"	"UNIDOS"	"PAN"	"FCN_NACION"	"FUERZA"	"PPT"	"SEMILLA"	"VICTORIA"	"LIBRE"	"AVANZA"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"10387"	"3"	"10"	"3"	"2"	"400"	"9"	"35"	"1"	"2"	"2"	"5"	"76"	"1"	"34"	"4"	"7"	"1"	"5"	"6"	"3"	"3"	"0"	"4"	"5"	"24"	"1"	"9"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"12"	"31"	"0"	"287"	"287"	"1"	"0"
"10388"	"3"	"10"	"3"	"2"	"400"	"12"	"39"	"1"	"1"	"3"	"0"	"91"	"4"	"41"	"3"	"9"	"0"	"2"	"3"	"3"	"1"	"1"	"1"	"7"	"22"	"1"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"6"	"34"	"14"	"300"	"300"	"1"	"0"
"10389"	"3"	"10"	"3"	"2"	"392"	"10"	"39"	"0"	"3"	"6"	"3"	"86"	"6"	"42"	"6"	"8"	"0"	"1"	"2"	"6"	"1"	"1"	"2"	"1"	"36"	"0"	"9"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"18"	"27"	"0"	"318"	"318"	"1"	"0"
"10390"	"3"	"10"	"3"	"2"	"391"	"10"	"62"	"3"	"3"	"3"	"0"	"91"	"2"	"46"	"4"	"7"	"0"	"1"	"5"	"3"	"2"	"0"	"2"	"3"	"24"	"2"	"7"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"7"	"28"	"0"	"319"	"319"	"1"	"0"
"10391"	"3"	"10"	"3"	"2"	"453"	"5"	"20"	"1"	"2"	"1"	"2"	"50"	"6"	"32"	"6"	"6"	"0"	"2"	"5"	"4"	"1"	"1"	"5"	"2"	"32"	"0"	"4"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"17"	"26"	"0"	"236"	"236"	"1"	"0"
"10392"	"3"	"10"	"3"	"2"	"452"	"11"	"10"	"3"	"1"	"2"	"5"	"34"	"1"	"23"	"4"	"2"	"0"	"0"	"6"	"1"	"0"	"0"	"3"	"3"	"12"	"0"	"8"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"16"	"18"	"0"	"165"	"165"	"1"	"0"
"10393"	"3"	"10"	"4"	"2"	"0"	"11"	"8"	"4"	"0"	"25"	"3"	"43"	"3"	"12"	"50"	"6"	"3"	"3"	"10"	"4"	"8"	"0"	"2"	"13"	"5"	"1"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"24"	"21"	"0"	"273"	"273"	"1"	"0"
"10394"	"3"	"10"	"4"	"2"	"400"	"10"	"13"	"6"	"0"	"15"	"0"	"39"	"0"	"10"	"48"	"8"	"3"	"1"	"5"	"2"	"2"	"2"	"1"	"13"	"7"	"0"	"9"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"26"	"37"	"0"	"262"	"262"	"1"	"0"
"10395"	"3"	"10"	"4"	"2"	"400"	"10"	"13"	"4"	"1"	"25"	"4"	"43"	"3"	"15"	"45"	"8"	"4"	"4"	"12"	"1"	"8"	"0"	"6"	"17"	"13"	"0"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"22"	"13"	"0"	"286"	"286"	"1"	"2"
"10396"	"3"	"10"	"4"	"2"	"400"	"16"	"11"	"4"	"2"	"18"	"1"	"37"	"3"	"14"	"40"	"5"	"4"	"7"	"15"	"4"	"7"	"0"	"4"	"13"	"7"	"1"	"15"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"29"	"22"	"0"	"284"	"284"	"1"	"0"
"10397"	"3"	"10"	"4"	"2"	"400"	"10"	"8"	"6"	"1"	"16"	"1"	"31"	"1"	"20"	"50"	"6"	"5"	"5"	"8"	"3"	"8"	"0"	"2"	"14"	"7"	"2"	"8"	"6"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"20"	"35"	"0"	"277"	"277"	"1"	"0"
"10398"	"3"	"10"	"4"	"2"	"400"	"8"	"7"	"4"	"2"	"15"	"2"	"27"	"0"	"13"	"51"	"4"	"1"	"2"	"6"	"3"	"9"	"1"	"5"	"18"	"13"	"1"	"10"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"16"	"35"	"0"	"259"	"259"	"1"	"2"
"10399"	"3"	"10"	"4"	"2"	"400"	"5"	"11"	"7"	"3"	"19"	"0"	"32"	"0"	"13"	"60"	"3"	"5"	"1"	"10"	"1"	"3"	"0"	"3"	"19"	"11"	"2"	"10"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"25"	"32"	"0"	"281"	"281"	"1"	"1"
"10400"	"3"	"10"	"4"	"2"	"400"	"3"	"4"	"6"	"1"	"19"	"1"	"50"	"0"	"19"	"70"	"3"	"6"	"3"	"8"	"2"	"9"	"3"	"4"	"12"	"7"	"3"	"6"	"3"	"8"	"2"	"9"	"3"	"4"	"12"	"7"	"236"	"236"	"16"	"35"	"0"	"287"	"287"	"1"	"1"
"10401"	"3"	"10"	"4"	"2"	"400"	"6"	"11"	"3"	"0"	"25"	"1"	"43"	"0"	"7"	"70"	"6"	"7"	"3"	"6"	"2"	"8"	"0"	"6"	"20"	"10"	"1"	"6"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"32"	"41"	"0"	"319"	"319"	"1"	"2"
"10402"	"3"	"10"	"4"	"2"	"400"	"5"	"11"	"5"	"0"	"24"	"0"	"39"	"1"	"11"	"83"	"2"	"4"	"1"	"13"	"1"	"9"	"2"	"7"	"17"	"4"	"0"	"8"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"23"	"51"	"0"	"324"	"324"	"1"	"0"
"10403"	"3"	"10"	"4"	"2"	"400"	"7"	"2"	"4"	"1"	"16"	"3"	"22"	"1"	"7"	"111"	"5"	"10"	"1"	"7"	"3"	"9"	"0"	"3"	"16"	"8"	"0"	"5"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"35"	"28"	"0"	"309"	"309"	"1"	"0"
"10404"	"3"	"10"	"4"	"2"	"400"	"9"	"9"	"1"	"1"	"18"	"3"	"35"	"2"	"17"	"35"	"7"	"5"	"5"	"7"	"0"	"3"	"0"	"1"	"11"	"7"	"0"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"191"	"35"	"21"	"0"	"251"	"247"	"0"	"0"
"10405"	"3"	"10"	"4"	"2"	"400"	"5"	"8"	"7"	"2"	"17"	"3"	"25"	"3"	"15"	"44"	"9"	"4"	"5"	"7"	"3"	"8"	"0"	"3"	"10"	"14"	"9"	"4"	"5"	"7"	"3"	"8"	"0"	"3"	"10"	"14"	"207"	"207"	"27"	"20"	"0"	"254"	"254"	"1"	"1"
"10406"	"3"	"10"	"4"	"2"	"400"	"13"	"4"	"9"	"1"	"14"	"2"	"43"	"4"	"17"	"45"	"6"	"2"	"6"	"6"	"1"	"8"	"0"	"4"	"17"	"8"	"1"	"7"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"21"	"12"	"0"	"255"	"255"	"1"	"0"
"10407"	"3"	"10"	"4"	"2"	"400"	"13"	"4"	"5"	"1"	"26"	"3"	"27"	"3"	"14"	"58"	"4"	"5"	"1"	"10"	"1"	"3"	"1"	"3"	"13"	"14"	"0"	"11"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"23"	"28"	"1"	"275"	"275"	"1"	"0"
"10408"	"3"	"10"	"4"	"2"	"400"	"13"	"13"	"2"	"4"	"15"	"1"	"34"	"1"	"11"	"46"	"8"	"0"	"3"	"8"	"3"	"7"	"3"	"5"	"14"	"3"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"20"	"26"	"0"	"249"	"249"	"1"	"0"
"10409"	"3"	"10"	"4"	"2"	"400"	"5"	"6"	"6"	"3"	"26"	"1"	"34"	"3"	"11"	"57"	"13"	"2"	"4"	"7"	"1"	"4"	"0"	"4"	"15"	"8"	"0"	"2"	"4"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"19"	"18"	"0"	"259"	"259"	"1"	"0"
"10410"	"3"	"10"	"4"	"2"	"400"	"12"	"10"	"7"	"2"	"19"	"4"	"34"	"1"	"11"	"59"	"16"	"4"	"5"	"9"	"3"	"5"	"0"	"4"	"21"	"17"	"0"	"8"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"17"	"33"	"0"	"311"	"311"	"1"	"0"
"10411"	"3"	"10"	"4"	"2"	"275"	"11"	"14"	"3"	"0"	"15"	"2"	"36"	"3"	"9"	"46"	"1"	"1"	"9"	"7"	"0"	"3"	"0"	"2"	"15"	"5"	"0"	"3"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"191"	"190"	"11"	"15"	"0"	"217"	"216"	"0"	"0"
"10412"	"3"	"10"	"4"	"2"	"274"	"13"	"7"	"2"	"0"	"11"	"1"	"19"	"0"	"14"	"24"	"4"	"0"	"2"	"4"	"2"	"2"	"1"	"0"	"17"	"5"	"0"	"6"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"141"	"141"	"9"	"15"	"0"	"141"	"165"	"0"	"1"
"10413"	"3"	"10"	"4"	"2"	"531"	"8"	"8"	"4"	"0"	"0"	"0"	"24"	"5"	"13"	"53"	"0"	"7"	"3"	"5"	"0"	"4"	"0"	"3"	"11"	"13"	"1"	"8"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"198"	"174"	"29"	"34"	"0"	"261"	"237"	"0"	"0"
"10414"	"3"	"10"	"5"	"2"	"400"	"2"	"2"	"1"	"1"	"1"	"1"	"102"	"2"	"39"	"7"	"11"	"5"	"0"	"2"	"1"	"2"	"1"	"4"	"9"	"3"	"0"	"17"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"11"	"37"	"0"	"265"	"265"	"1"	"0"
"10415"	"3"	"10"	"5"	"2"	"400"	"3"	"0"	"1"	"0"	"1"	"2"	"106"	"0"	"36"	"13"	"11"	"7"	"3"	"7"	"1"	"0"	"0"	"1"	"7"	"0"	"0"	"15"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"19"	"46"	"0"	"282"	"282"	"1"	"0"
"10416"	"3"	"10"	"5"	"2"	"400"	"2"	"0"	"1"	"0"	"1"	"1"	"116"	"0"	"47"	"0"	"5"	"4"	"1"	"5"	"0"	"0"	"0"	"4"	"8"	"0"	"0"	"21"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"219"	"23"	"35"	"0"	"88"	"277"	"0"	"1"
"10417"	"3"	"10"	"5"	"2"	"401"	"1"	"0"	"0"	"0"	"1"	"1"	"101"	"0"	"50"	"12"	"8"	"6"	"0"	"2"	"0"	"4"	"0"	"5"	"4"	"2"	"0"	"25"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"23"	"38"	"0"	"286"	"286"	"1"	"0"
"10418"	"3"	"10"	"5"	"2"	"400"	"3"	"0"	"2"	"0"	"1"	"1"	"109"	"1"	"46"	"13"	"9"	"6"	"1"	"7"	"0"	"0"	"1"	"2"	"11"	"3"	"0"	"25"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"18"	"48"	"0"	"313"	"313"	"1"	"0"
"10419"	"3"	"10"	"5"	"2"	"0"	"2"	"1"	"2"	"1"	"0"	"1"	"108"	"2"	"50"	"20"	"9"	"6"	"1"	"8"	"2"	"1"	"0"	"4"	"10"	"1"	"0"	"26"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"18"	"45"	"0"	"323"	"323"	"1"	"0"
"10420"	"3"	"10"	"5"	"2"	"400"	"1"	"1"	"1"	"0"	"1"	"0"	"108"	"2"	"60"	"14"	"11"	"4"	"0"	"7"	"1"	"1"	"2"	"5"	"10"	"1"	"0"	"26"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"16"	"49"	"0"	"325"	"325"	"1"	"0"
"10421"	"3"	"10"	"5"	"2"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"93"	"0"	"48"	"10"	"12"	"6"	"1"	"4"	"3"	"2"	"3"	"5"	"5"	"1"	"0"	"65"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"17"	"38"	"0"	"323"	"323"	"1"	"0"
"10422"	"3"	"10"	"5"	"2"	"400"	"1"	"0"	"3"	"3"	"1"	"1"	"115"	"2"	"51"	"6"	"19"	"3"	"0"	"9"	"0"	"1"	"1"	"3"	"6"	"0"	"0"	"37"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"15"	"38"	"0"	"317"	"317"	"1"	"0"
"10423"	"3"	"10"	"5"	"2"	"400"	"1"	"3"	"1"	"0"	"1"	"0"	"92"	"3"	"51"	"3"	"5"	"8"	"3"	"9"	"0"	"0"	"0"	"3"	"9"	"0"	"1"	"36"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"12"	"25"	"0"	"269"	"269"	"1"	"0"
"10424"	"3"	"10"	"5"	"2"	"400"	"3"	"4"	"1"	"0"	"0"	"0"	"104"	"0"	"55"	"9"	"13"	"5"	"5"	"3"	"0"	"1"	"0"	"6"	"11"	"3"	"0"	"31"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"12"	"20"	"0"	"291"	"291"	"1"	"0"
"10425"	"3"	"10"	"5"	"2"	"400"	"2"	"1"	"0"	"3"	"0"	"0"	"97"	"1"	"70"	"7"	"7"	"3"	"3"	"2"	"0"	"0"	"1"	"3"	"7"	"2"	"0"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"8"	"17"	"0"	"261"	"261"	"1"	"0"
"10426"	"3"	"10"	"5"	"2"	"400"	"2"	"1"	"2"	"1"	"1"	"0"	"94"	"0"	"59"	"7"	"10"	"8"	"3"	"5"	"0"	"1"	"1"	"5"	"9"	"1"	"0"	"23"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"14"	"35"	"0"	"284"	"284"	"1"	"0"
"10427"	"3"	"10"	"5"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"102"	"2"	"62"	"7"	"15"	"6"	"2"	"4"	"2"	"0"	"1"	"2"	"12"	"1"	"0"	"42"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"10"	"26"	"0"	"307"	"307"	"1"	"0"
"10428"	"3"	"10"	"5"	"2"	"370"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"1"	"51"	"7"	"9"	"6"	"1"	"9"	"2"	"0"	"1"	"1"	"13"	"1"	"0"	"36"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"248"	"146"	"5"	"17"	"0"	"270"	"168"	"0"	"0"
"10429"	"3"	"10"	"5"	"2"	"335"	"2"	"0"	"0"	"1"	"0"	"0"	"25"	"1"	"3"	"3"	"5"	"1"	"0"	"5"	"0"	"2"	"1"	"2"	"4"	"0"	"0"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"65"	"65"	"14"	"13"	"0"	"92"	"92"	"1"	"1"
"10430"	"3"	"10"	"5"	"2"	"334"	"1"	"0"	"1"	"0"	"0"	"0"	"20"	"0"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"36"	"36"	"1"	"9"	"0"	"46"	"46"	"1"	"0"
"10431"	"3"	"10"	"6"	"2"	"397"	"4"	"6"	"6"	"1"	"0"	"0"	"31"	"1"	"41"	"10"	"5"	"9"	"27"	"0"	"1"	"8"	"1"	"3"	"5"	"1"	"0"	"6"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"24"	"37"	"4"	"236"	"236"	"1"	"0"
"10432"	"3"	"10"	"6"	"2"	"400"	"3"	"5"	"4"	"1"	"3"	"3"	"35"	"3"	"34"	"12"	"8"	"6"	"20"	"2"	"2"	"11"	"2"	"2"	"8"	"3"	"0"	"6"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"19"	"41"	"0"	"235"	"235"	"1"	"0"
"10433"	"3"	"10"	"6"	"2"	"400"	"4"	"5"	"3"	"1"	"0"	"3"	"26"	"0"	"53"	"9"	"7"	"9"	"24"	"0"	"3"	"12"	"1"	"3"	"10"	"4"	"0"	"11"	"4"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"20"	"31"	"0"	"249"	"249"	"1"	"0"
"10434"	"3"	"10"	"6"	"2"	"400"	"3"	"12"	"5"	"3"	"4"	"2"	"36"	"1"	"45"	"17"	"9"	"4"	"20"	"6"	"1"	"4"	"1"	"2"	"9"	"9"	"0"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"22"	"29"	"5"	"252"	"252"	"1"	"0"
"10435"	"3"	"10"	"6"	"2"	"400"	"5"	"8"	"2"	"2"	"3"	"0"	"45"	"0"	"42"	"20"	"4"	"12"	"24"	"5"	"3"	"5"	"3"	"4"	"7"	"4"	"1"	"8"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"25"	"47"	"0"	"288"	"288"	"1"	"0"
"10436"	"3"	"10"	"6"	"2"	"401"	"2"	"4"	"4"	"1"	"1"	"0"	"60"	"1"	"48"	"21"	"4"	"10"	"29"	"6"	"4"	"9"	"0"	"2"	"9"	"4"	"1"	"6"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"28"	"45"	"0"	"308"	"308"	"1"	"0"
"10437"	"3"	"10"	"6"	"2"	"0"	"3"	"2"	"5"	"1"	"0"	"1"	"55"	"0"	"57"	"23"	"6"	"10"	"37"	"0"	"2"	"6"	"4"	"8"	"10"	"2"	"0"	"7"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"27"	"43"	"0"	"314"	"314"	"1"	"0"
"10438"	"3"	"10"	"6"	"2"	"400"	"5"	"7"	"3"	"3"	"2"	"1"	"44"	"2"	"36"	"22"	"3"	"12"	"30"	"3"	"1"	"9"	"0"	"3"	"8"	"5"	"0"	"13"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"28"	"47"	"0"	"293"	"293"	"1"	"0"
"10439"	"3"	"10"	"6"	"2"	"400"	"5"	"3"	"5"	"3"	"1"	"0"	"33"	"1"	"59"	"14"	"3"	"8"	"20"	"4"	"2"	"10"	"0"	"4"	"10"	"6"	"0"	"10"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"41"	"33"	"0"	"284"	"284"	"1"	"0"
"10440"	"3"	"10"	"6"	"2"	"401"	"7"	"6"	"2"	"4"	"5"	"3"	"29"	"0"	"45"	"17"	"3"	"5"	"26"	"2"	"0"	"12"	"0"	"0"	"7"	"7"	"0"	"15"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"15"	"32"	"0"	"244"	"244"	"1"	"0"
"10441"	"3"	"10"	"6"	"2"	"400"	"12"	"6"	"2"	"2"	"1"	"2"	"23"	"0"	"41"	"11"	"5"	"8"	"30"	"3"	"5"	"4"	"1"	"3"	"7"	"3"	"5"	"8"	"30"	"3"	"5"	"4"	"1"	"3"	"7"	"3"	"182"	"181"	"11"	"25"	"0"	"218"	"217"	"0"	"0"
"10442"	"3"	"10"	"6"	"2"	"400"	"4"	"6"	"5"	"0"	"2"	"1"	"20"	"0"	"51"	"14"	"5"	"3"	"26"	"6"	"1"	"12"	"2"	"2"	"5"	"3"	"5"	"3"	"26"	"6"	"1"	"12"	"2"	"2"	"5"	"3"	"183"	"183"	"26"	"25"	"0"	"234"	"234"	"1"	"0"
"10443"	"3"	"10"	"6"	"2"	"400"	"4"	"5"	"3"	"4"	"2"	"1"	"32"	"2"	"46"	"14"	"3"	"8"	"24"	"5"	"2"	"11"	"0"	"2"	"4"	"7"	"0"	"8"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"25"	"30"	"0"	"248"	"248"	"1"	"0"
"10444"	"3"	"10"	"6"	"2"	"400"	"7"	"5"	"3"	"1"	"1"	"4"	"27"	"2"	"47"	"20"	"2"	"11"	"14"	"0"	"1"	"8"	"2"	"6"	"6"	"4"	"0"	"8"	"4"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"33"	"42"	"0"	"264"	"264"	"1"	"0"
"10445"	"3"	"10"	"6"	"2"	"400"	"5"	"5"	"4"	"3"	"2"	"4"	"26"	"1"	"37"	"10"	"8"	"7"	"26"	"2"	"1"	"6"	"0"	"5"	"7"	"7"	"0"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"19"	"39"	"0"	"235"	"235"	"1"	"0"
"10446"	"3"	"10"	"6"	"2"	"396"	"5"	"6"	"5"	"2"	"1"	"4"	"25"	"3"	"45"	"13"	"4"	"14"	"32"	"2"	"3"	"7"	"0"	"3"	"6"	"9"	"1"	"9"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"22"	"29"	"0"	"255"	"255"	"1"	"0"
"10447"	"3"	"10"	"6"	"2"	"395"	"6"	"12"	"3"	"2"	"4"	"3"	"40"	"0"	"33"	"15"	"10"	"7"	"24"	"4"	"5"	"11"	"0"	"1"	"7"	"9"	"0"	"12"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"15"	"18"	"0"	"246"	"246"	"1"	"0"
"10448"	"3"	"10"	"6"	"2"	"380"	"3"	"7"	"2"	"0"	"3"	"0"	"43"	"0"	"24"	"11"	"0"	"0"	"30"	"2"	"1"	"11"	"0"	"4"	"4"	"3"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"16"	"30"	"0"	"198"	"198"	"1"	"0"
"10449"	"3"	"10"	"6"	"2"	"380"	"5"	"12"	"2"	"4"	"2"	"0"	"35"	"0"	"24"	"18"	"4"	"3"	"28"	"1"	"1"	"14"	"1"	"2"	"3"	"0"	"0"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"21"	"33"	"0"	"219"	"219"	"1"	"0"
"10450"	"3"	"10"	"6"	"2"	"380"	"2"	"4"	"3"	"1"	"1"	"0"	"37"	"2"	"20"	"15"	"1"	"4"	"24"	"3"	"1"	"12"	"0"	"2"	"3"	"4"	"0"	"5"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"15"	"19"	"0"	"181"	"181"	"1"	"0"
"10451"	"3"	"10"	"6"	"2"	"259"	"2"	"6"	"1"	"0"	"2"	"1"	"32"	"0"	"15"	"6"	"3"	"2"	"19"	"0"	"0"	"6"	"1"	"5"	"1"	"0"	"1"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"13"	"11"	"0"	"132"	"132"	"1"	"0"
"10452"	"3"	"10"	"6"	"2"	"258"	"3"	"3"	"2"	"0"	"0"	"2"	"19"	"1"	"14"	"6"	"3"	"1"	"20"	"1"	"0"	"8"	"1"	"6"	"4"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99"	"99"	"19"	"9"	"0"	"127"	"127"	"1"	"0"
"10453"	"3"	"10"	"6"	"2"	"380"	"1"	"13"	"2"	"1"	"1"	"0"	"70"	"3"	"18"	"11"	"1"	"2"	"15"	"5"	"1"	"6"	"1"	"3"	"9"	"0"	"1"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"21"	"43"	"0"	"235"	"235"	"1"	"0"
"10454"	"3"	"10"	"6"	"2"	"380"	"2"	"13"	"0"	"1"	"0"	"0"	"69"	"1"	"29"	"19"	"1"	"5"	"14"	"3"	"0"	"4"	"2"	"6"	"10"	"2"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"37"	"38"	"0"	"262"	"262"	"1"	"0"
"10455"	"3"	"10"	"6"	"2"	"380"	"4"	"10"	"1"	"2"	"3"	"0"	"63"	"1"	"27"	"14"	"2"	"3"	"21"	"1"	"0"	"3"	"1"	"7"	"3"	"4"	"1"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"15"	"46"	"0"	"237"	"237"	"1"	"0"
"10456"	"3"	"10"	"6"	"2"	"380"	"2"	"13"	"0"	"0"	"1"	"0"	"72"	"1"	"22"	"10"	"0"	"7"	"26"	"3"	"1"	"4"	"0"	"8"	"1"	"3"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"12"	"32"	"0"	"223"	"223"	"1"	"0"
"10457"	"3"	"10"	"6"	"2"	"235"	"0"	"11"	"2"	"1"	"3"	"1"	"41"	"0"	"16"	"2"	"0"	"2"	"13"	"0"	"0"	"3"	"1"	"2"	"5"	"2"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"111"	"110"	"10"	"18"	"0"	"139"	"138"	"0"	"0"
"10458"	"3"	"10"	"6"	"2"	"234"	"2"	"13"	"0"	"0"	"0"	"0"	"43"	"0"	"7"	"5"	"1"	"3"	"38"	"2"	"0"	"4"	"1"	"2"	"1"	"2"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"9"	"13"	"0"	"154"	"154"	"1"	"0"
"10459"	"3"	"10"	"6"	"2"	"380"	"4"	"9"	"3"	"7"	"0"	"1"	"29"	"1"	"33"	"0"	"7"	"2"	"14"	"3"	"1"	"12"	"0"	"7"	"2"	"0"	"0"	"0"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"151"	"141"	"16"	"31"	"0"	"198"	"188"	"0"	"0"
"10460"	"3"	"10"	"6"	"2"	"380"	"3"	"10"	"2"	"10"	"1"	"1"	"26"	"0"	"24"	"6"	"1"	"14"	"9"	"1"	"2"	"9"	"1"	"4"	"1"	"3"	"1"	"6"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"20"	"30"	"0"	"194"	"194"	"1"	"0"
"10461"	"3"	"10"	"6"	"2"	"380"	"2"	"9"	"0"	"3"	"1"	"0"	"24"	"0"	"24"	"6"	"0"	"6"	"15"	"2"	"4"	"4"	"1"	"5"	"6"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"14"	"23"	"0"	"153"	"153"	"1"	"0"
