"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CREO"	"UNIONISTA"	"EG"	"WINAQ"	"UNE"	"VALOR"	"UCN"	"URNG_MAIZ"	"PHG"	"PODEMOS"	"MLP"	"VIVA"	"PC"	"BIEN"	"UNIDOS"	"PAN"	"FCN_NACION"	"FUERZA"	"PPT"	"SEMILLA"	"VICTORIA"	"LIBRE"	"AVANZA"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"10237"	"3"	"10"	"1"	"2"	"0"	"7"	"9"	"9"	"3"	"3"	"3"	"13"	"2"	"7"	"12"	"12"	"3"	"1"	"8"	"6"	"2"	"1"	"2"	"1"	"9"	"1"	"17"	"11"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"20"	"11"	"0"	"176"	"176"	"1"	"0"
"10238"	"3"	"10"	"1"	"2"	"0"	"7"	"15"	"10"	"3"	"8"	"3"	"6"	"3"	"4"	"6"	"13"	"4"	"4"	"12"	"10"	"3"	"1"	"6"	"3"	"12"	"0"	"23"	"15"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"9"	"10"	"0"	"193"	"193"	"1"	"0"
"10239"	"3"	"10"	"1"	"2"	"400"	"14"	"8"	"10"	"3"	"7"	"5"	"29"	"4"	"4"	"15"	"12"	"8"	"3"	"11"	"17"	"2"	"1"	"5"	"3"	"21"	"1"	"21"	"16"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"32"	"10"	"0"	"269"	"269"	"1"	"0"
"10240"	"3"	"10"	"1"	"2"	"0"	"12"	"8"	"8"	"2"	"12"	"4"	"31"	"4"	"12"	"11"	"11"	"8"	"2"	"10"	"17"	"1"	"1"	"5"	"0"	"11"	"1"	"32"	"8"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"270"	"219"	"32"	"10"	"0"	"312"	"261"	"0"	"0"
"10241"	"3"	"10"	"1"	"2"	"397"	"17"	"10"	"13"	"4"	"9"	"6"	"24"	"9"	"12"	"9"	"12"	"4"	"2"	"17"	"10"	"4"	"4"	"4"	"6"	"20"	"0"	"29"	"8"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"43"	"8"	"0"	"293"	"293"	"1"	"0"
"10242"	"3"	"10"	"1"	"2"	"400"	"18"	"3"	"19"	"0"	"10"	"4"	"20"	"5"	"7"	"12"	"15"	"10"	"6"	"11"	"10"	"2"	"1"	"4"	"5"	"24"	"1"	"25"	"13"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"47"	"8"	"114"	"286"	"286"	"1"	"0"
"10243"	"3"	"10"	"1"	"2"	"0"	"9"	"8"	"12"	"2"	"12"	"4"	"37"	"5"	"8"	"8"	"11"	"1"	"8"	"11"	"12"	"1"	"1"	"4"	"5"	"19"	"1"	"17"	"13"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"45"	"11"	"0"	"273"	"273"	"1"	"0"
"10244"	"3"	"10"	"1"	"2"	"400"	"18"	"4"	"17"	"4"	"7"	"2"	"18"	"2"	"7"	"7"	"17"	"3"	"4"	"14"	"5"	"10"	"0"	"3"	"5"	"16"	"0"	"23"	"14"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"43"	"6"	"0"	"256"	"256"	"1"	"0"
"10245"	"3"	"10"	"1"	"2"	"0"	"14"	"10"	"20"	"3"	"12"	"4"	"13"	"4"	"16"	"5"	"12"	"1"	"5"	"9"	"12"	"4"	"0"	"7"	"8"	"23"	"2"	"21"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"31"	"11"	"0"	"264"	"264"	"1"	"0"
"10246"	"3"	"10"	"1"	"2"	"400"	"24"	"10"	"9"	"4"	"6"	"7"	"16"	"3"	"5"	"7"	"13"	"4"	"3"	"16"	"14"	"2"	"2"	"0"	"4"	"25"	"0"	"20"	"14"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"34"	"8"	"0"	"263"	"263"	"1"	"0"
"10247"	"3"	"10"	"1"	"2"	"400"	"16"	"9"	"15"	"7"	"4"	"6"	"14"	"11"	"8"	"12"	"16"	"5"	"0"	"7"	"8"	"2"	"1"	"1"	"4"	"25"	"0"	"24"	"11"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"30"	"15"	"0"	"258"	"258"	"1"	"0"
"10248"	"3"	"10"	"1"	"2"	"400"	"14"	"6"	"13"	"4"	"7"	"4"	"19"	"4"	"16"	"10"	"13"	"7"	"4"	"13"	"13"	"7"	"1"	"3"	"11"	"16"	"0"	"20"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"32"	"8"	"0"	"265"	"265"	"1"	"0"
"10249"	"3"	"10"	"1"	"2"	"386"	"12"	"6"	"8"	"1"	"7"	"9"	"15"	"5"	"6"	"10"	"10"	"5"	"2"	"15"	"10"	"2"	"0"	"4"	"5"	"21"	"1"	"15"	"21"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"193"	"18"	"11"	"0"	"212"	"222"	"0"	"0"
"10250"	"3"	"10"	"1"	"2"	"384"	"23"	"10"	"14"	"3"	"13"	"3"	"18"	"2"	"6"	"11"	"16"	"1"	"5"	"11"	"13"	"1"	"0"	"6"	"3"	"19"	"1"	"15"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"27"	"5"	"0"	"254"	"254"	"1"	"0"
"10251"	"3"	"10"	"1"	"2"	"400"	"15"	"4"	"15"	"0"	"4"	"4"	"51"	"2"	"3"	"6"	"7"	"8"	"5"	"8"	"6"	"1"	"1"	"3"	"1"	"7"	"1"	"28"	"11"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"15"	"20"	"0"	"398"	"233"	"0"	"0"
"10252"	"3"	"10"	"1"	"2"	"400"	"25"	"7"	"3"	"1"	"3"	"2"	"39"	"5"	"9"	"14"	"12"	"5"	"2"	"10"	"6"	"3"	"0"	"6"	"4"	"10"	"0"	"20"	"11"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"31"	"16"	"0"	"253"	"252"	"0"	"0"
"10253"	"3"	"10"	"1"	"2"	"400"	"19"	"7"	"13"	"1"	"3"	"2"	"39"	"3"	"10"	"16"	"13"	"2"	"4"	"6"	"11"	"6"	"0"	"3"	"8"	"14"	"4"	"37"	"16"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"30"	"14"	"0"	"287"	"287"	"1"	"0"
"10254"	"3"	"10"	"1"	"2"	"400"	"19"	"7"	"12"	"6"	"5"	"7"	"38"	"7"	"13"	"11"	"12"	"4"	"1"	"2"	"13"	"3"	"0"	"4"	"6"	"6"	"0"	"26"	"23"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"26"	"19"	"0"	"278"	"278"	"1"	"0"
"10255"	"3"	"10"	"1"	"2"	"400"	"11"	"13"	"9"	"1"	"5"	"4"	"18"	"5"	"7"	"11"	"20"	"1"	"4"	"7"	"13"	"6"	"0"	"9"	"9"	"10"	"1"	"34"	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"31"	"18"	"0"	"271"	"271"	"1"	"0"
"10256"	"3"	"10"	"1"	"2"	"400"	"11"	"18"	"13"	"3"	"4"	"6"	"43"	"4"	"10"	"14"	"10"	"6"	"2"	"8"	"7"	"4"	"2"	"3"	"6"	"12"	"0"	"19"	"13"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"227"	"221"	"49"	"0"	"0"	"270"	"270"	"0"	"0"
"10257"	"3"	"10"	"1"	"2"	"400"	"19"	"12"	"5"	"7"	"4"	"3"	"40"	"8"	"7"	"10"	"16"	"7"	"3"	"11"	"7"	"8"	"0"	"10"	"6"	"17"	"1"	"21"	"14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"16"	"0"	"272"	"272"	"1"	"0"
"10258"	"3"	"10"	"1"	"2"	"400"	"9"	"14"	"8"	"7"	"5"	"0"	"38"	"9"	"12"	"5"	"11"	"4"	"7"	"7"	"8"	"1"	"1"	"5"	"2"	"14"	"11"	"4"	"7"	"7"	"8"	"1"	"1"	"5"	"2"	"14"	"213"	"213"	"21"	"18"	"0"	"252"	"252"	"1"	"0"
"10259"	"3"	"10"	"1"	"2"	"400"	"13"	"7"	"10"	"4"	"9"	"4"	"21"	"7"	"12"	"9"	"10"	"5"	"3"	"10"	"7"	"3"	"0"	"2"	"6"	"8"	"1"	"23"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"27"	"10"	"0"	"228"	"228"	"1"	"0"
"10260"	"3"	"10"	"1"	"2"	"400"	"19"	"2"	"6"	"3"	"3"	"6"	"19"	"4"	"10"	"13"	"15"	"6"	"4"	"6"	"10"	"8"	"0"	"6"	"9"	"15"	"2"	"18"	"9"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"25"	"19"	"0"	"247"	"247"	"1"	"0"
"10261"	"3"	"10"	"1"	"2"	"400"	"19"	"14"	"9"	"1"	"2"	"2"	"24"	"5"	"3"	"5"	"14"	"8"	"6"	"6"	"8"	"4"	"1"	"3"	"5"	"25"	"1"	"24"	"13"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"22"	"11"	"0"	"243"	"243"	"1"	"0"
"10262"	"3"	"10"	"1"	"2"	"400"	"16"	"9"	"9"	"4"	"5"	"7"	"33"	"4"	"7"	"9"	"10"	"4"	"6"	"11"	"9"	"7"	"1"	"4"	"5"	"8"	"0"	"25"	"12"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"23"	"9"	"0"	"241"	"241"	"1"	"0"
"10263"	"3"	"10"	"1"	"2"	"400"	"13"	"11"	"7"	"2"	"2"	"5"	"25"	"3"	"9"	"15"	"16"	"6"	"9"	"14"	"4"	"4"	"0"	"6"	"9"	"9"	"1"	"18"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"17"	"11"	"0"	"233"	"233"	"1"	"0"
"10264"	"3"	"10"	"1"	"2"	"351"	"17"	"7"	"13"	"5"	"3"	"10"	"22"	"4"	"7"	"4"	"11"	"3"	"3"	"11"	"4"	"5"	"1"	"3"	"6"	"17"	"0"	"21"	"14"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"16"	"6"	"0"	"217"	"217"	"1"	"0"
"10265"	"3"	"10"	"1"	"2"	"352"	"10"	"7"	"8"	"4"	"7"	"4"	"10"	"9"	"5"	"6"	"12"	"4"	"3"	"6"	"6"	"4"	"0"	"7"	"3"	"14"	"0"	"27"	"19"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"20"	"8"	"0"	"210"	"210"	"1"	"0"
"10266"	"3"	"10"	"1"	"2"	"409"	"15"	"8"	"8"	"1"	"2"	"6"	"25"	"4"	"6"	"7"	"7"	"3"	"5"	"14"	"14"	"4"	"2"	"6"	"1"	"16"	"1"	"24"	"18"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"23"	"17"	"0"	"242"	"242"	"1"	"0"
"10267"	"3"	"10"	"1"	"2"	"400"	"23"	"6"	"11"	"5"	"8"	"9"	"25"	"8"	"8"	"16"	"16"	"7"	"6"	"8"	"6"	"6"	"1"	"3"	"2"	"13"	"1"	"27"	"21"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"250"	"247"	"26"	"8"	"0"	"284"	"281"	"0"	"0"
"10268"	"3"	"10"	"1"	"2"	"400"	"26"	"12"	"4"	"2"	"4"	"7"	"20"	"3"	"10"	"17"	"15"	"3"	"2"	"13"	"6"	"7"	"0"	"8"	"5"	"16"	"1"	"30"	"24"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"29"	"13"	"0"	"290"	"290"	"1"	"0"
"10269"	"3"	"10"	"1"	"2"	"400"	"23"	"4"	"8"	"3"	"6"	"8"	"16"	"1"	"7"	"11"	"14"	"5"	"6"	"15"	"6"	"4"	"1"	"10"	"9"	"15"	"1"	"31"	"27"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"31"	"7"	"0"	"284"	"284"	"1"	"0"
"10270"	"3"	"10"	"1"	"2"	"412"	"28"	"11"	"5"	"5"	"7"	"5"	"24"	"4"	"8"	"5"	"13"	"4"	"1"	"13"	"8"	"7"	"1"	"2"	"7"	"20"	"0"	"19"	"27"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"22"	"11"	"0"	"267"	"267"	"1"	"0"
"10271"	"3"	"10"	"1"	"2"	"400"	"22"	"7"	"9"	"2"	"8"	"7"	"22"	"7"	"11"	"9"	"7"	"4"	"6"	"8"	"4"	"3"	"0"	"5"	"1"	"15"	"2"	"30"	"26"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"43"	"12"	"0"	"275"	"275"	"1"	"0"
"10272"	"3"	"10"	"1"	"2"	"388"	"15"	"9"	"4"	"2"	"7"	"6"	"21"	"8"	"9"	"3"	"9"	"0"	"4"	"12"	"12"	"6"	"0"	"4"	"5"	"18"	"0"	"21"	"24"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"22"	"4"	"0"	"232"	"232"	"1"	"0"
"10273"	"3"	"10"	"1"	"2"	"0"	"12"	"4"	"2"	"15"	"4"	"10"	"9"	"13"	"12"	"4"	"2"	"4"	"8"	"4"	"6"	"6"	"3"	"3"	"17"	"36"	"17"	"9"	"12"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"3"	"4"	"0"	"0"	"227"	"0"	"0"
"10274"	"3"	"10"	"1"	"2"	"400"	"11"	"14"	"7"	"2"	"7"	"0"	"18"	"10"	"9"	"8"	"17"	"3"	"2"	"14"	"5"	"6"	"0"	"4"	"5"	"13"	"0"	"22"	"25"	"9"	"10"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"25"	"10"	"0"	"256"	"256"	"1"	"0"
"10275"	"3"	"10"	"1"	"2"	"400"	"8"	"8"	"3"	"9"	"4"	"3"	"17"	"4"	"8"	"9"	"10"	"2"	"4"	"10"	"9"	"2"	"0"	"10"	"3"	"11"	"0"	"20"	"22"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"32"	"14"	"0"	"226"	"226"	"1"	"0"
"10276"	"3"	"10"	"1"	"2"	"400"	"18"	"9"	"10"	"3"	"3"	"7"	"22"	"4"	"6"	"7"	"13"	"2"	"3"	"16"	"8"	"4"	"1"	"12"	"6"	"20"	"1"	"19"	"23"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"19"	"5"	"0"	"246"	"246"	"1"	"0"
"10277"	"3"	"10"	"1"	"2"	"226"	"8"	"5"	"5"	"2"	"5"	"6"	"8"	"2"	"2"	"5"	"14"	"1"	"2"	"13"	"5"	"1"	"0"	"0"	"3"	"12"	"0"	"11"	"15"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"11"	"5"	"0"	"148"	"148"	"1"	"0"
"10278"	"3"	"10"	"1"	"2"	"226"	"13"	"8"	"6"	"0"	"4"	"2"	"6"	"3"	"3"	"1"	"6"	"3"	"3"	"6"	"6"	"4"	"0"	"1"	"3"	"12"	"1"	"17"	"22"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"9"	"3"	"0"	"145"	"145"	"1"	"0"
"10279"	"3"	"10"	"1"	"2"	"380"	"11"	"35"	"2"	"1"	"0"	"4"	"49"	"6"	"3"	"5"	"2"	"1"	"8"	"4"	"2"	"2"	"1"	"9"	"1"	"3"	"1"	"4"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"29"	"31"	"0"	"218"	"218"	"1"	"0"
"10280"	"3"	"10"	"1"	"2"	"380"	"13"	"20"	"6"	"1"	"0"	"0"	"58"	"0"	"5"	"6"	"4"	"0"	"6"	"1"	"2"	"3"	"0"	"8"	"2"	"4"	"1"	"12"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"31"	"37"	"0"	"226"	"226"	"1"	"0"
"10281"	"3"	"10"	"1"	"2"	"380"	"11"	"30"	"1"	"3"	"1"	"2"	"62"	"2"	"4"	"6"	"7"	"2"	"9"	"7"	"5"	"2"	"0"	"10"	"1"	"4"	"0"	"6"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"21"	"35"	"0"	"237"	"237"	"1"	"0"
"10282"	"3"	"10"	"1"	"2"	"380"	"9"	"34"	"1"	"2"	"1"	"0"	"62"	"2"	"3"	"2"	"6"	"4"	"1"	"1"	"9"	"2"	"1"	"4"	"0"	"2"	"0"	"8"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"24"	"47"	"0"	"229"	"229"	"1"	"0"
"10283"	"3"	"10"	"1"	"2"	"380"	"4"	"43"	"2"	"4"	"0"	"2"	"61"	"2"	"2"	"5"	"5"	"1"	"9"	"6"	"2"	"5"	"2"	"10"	"1"	"0"	"0"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"22"	"38"	"0"	"235"	"235"	"1"	"0"
"10284"	"3"	"10"	"1"	"2"	"388"	"4"	"20"	"2"	"3"	"0"	"2"	"65"	"3"	"3"	"6"	"2"	"2"	"4"	"3"	"4"	"3"	"0"	"4"	"2"	"5"	"1"	"5"	"8"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"27"	"49"	"0"	"230"	"230"	"1"	"0"
"10285"	"3"	"10"	"1"	"2"	"0"	"8"	"25"	"7"	"0"	"2"	"7"	"44"	"1"	"4"	"4"	"8"	"2"	"5"	"6"	"3"	"2"	"0"	"5"	"4"	"4"	"0"	"13"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"18"	"20"	"0"	"198"	"198"	"1"	"0"
"10286"	"3"	"10"	"1"	"2"	"0"	"9"	"25"	"2"	"4"	"2"	"1"	"46"	"2"	"6"	"3"	"3"	"1"	"8"	"4"	"3"	"1"	"1"	"5"	"4"	"6"	"1"	"14"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"14"	"38"	"0"	"210"	"210"	"1"	"0"
"10287"	"3"	"10"	"1"	"2"	"254"	"3"	"19"	"3"	"2"	"0"	"1"	"40"	"3"	"3"	"2"	"1"	"3"	"2"	"3"	"3"	"2"	"3"	"5"	"2"	"2"	"0"	"6"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"10"	"10"	"0"	"132"	"132"	"1"	"0"
"10288"	"3"	"10"	"1"	"2"	"254"	"5"	"32"	"1"	"1"	"0"	"2"	"36"	"3"	"2"	"2"	"6"	"0"	"4"	"4"	"0"	"0"	"1"	"4"	"0"	"3"	"0"	"3"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"7"	"13"	"0"	"137"	"137"	"1"	"0"
"10289"	"3"	"10"	"1"	"2"	"380"	"4"	"7"	"3"	"4"	"9"	"1"	"38"	"1"	"5"	"26"	"9"	"2"	"1"	"10"	"12"	"1"	"0"	"6"	"5"	"0"	"0"	"11"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"19"	"19"	"0"	"198"	"198"	"1"	"0"
"10290"	"3"	"10"	"1"	"2"	"380"	"4"	"8"	"2"	"5"	"8"	"0"	"30"	"1"	"4"	"24"	"8"	"4"	"1"	"17"	"25"	"0"	"0"	"2"	"5"	"1"	"0"	"11"	"4"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"9"	"18"	"0"	"195"	"195"	"1"	"0"
"10291"	"3"	"10"	"1"	"2"	"289"	"5"	"8"	"2"	"2"	"3"	"2"	"26"	"3"	"0"	"11"	"4"	"5"	"1"	"13"	"15"	"3"	"2"	"4"	"4"	"1"	"0"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"17"	"15"	"0"	"160"	"160"	"1"	"0"
"10292"	"3"	"10"	"1"	"2"	"288"	"4"	"8"	"1"	"4"	"6"	"0"	"26"	"2"	"2"	"20"	"5"	"0"	"0"	"11"	"11"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"5"	"20"	"0"	"135"	"135"	"1"	"0"
"10293"	"3"	"10"	"1"	"2"	"380"	"12"	"12"	"1"	"1"	"5"	"2"	"54"	"9"	"4"	"5"	"7"	"7"	"9"	"3"	"10"	"6"	"1"	"2"	"2"	"5"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"20"	"23"	"0"	"206"	"206"	"1"	"0"
"10294"	"3"	"10"	"1"	"2"	"380"	"7"	"10"	"3"	"2"	"6"	"1"	"47"	"3"	"8"	"7"	"7"	"4"	"15"	"8"	"11"	"7"	"0"	"5"	"2"	"5"	"0"	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"11"	"19"	"0"	"199"	"199"	"1"	"0"
"10295"	"3"	"10"	"1"	"2"	"339"	"10"	"6"	"3"	"0"	"8"	"1"	"56"	"5"	"4"	"3"	"9"	"2"	"7"	"0"	"5"	"0"	"2"	"1"	"1"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"21"	"26"	"0"	"177"	"177"	"1"	"0"
"10296"	"3"	"10"	"1"	"2"	"338"	"9"	"5"	"2"	"2"	"2"	"0"	"28"	"3"	"5"	"2"	"7"	"5"	"5"	"3"	"21"	"5"	"0"	"4"	"1"	"1"	"0"	"1"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"9"	"10"	"0"	"136"	"136"	"1"	"0"
"10297"	"3"	"10"	"1"	"2"	"380"	"3"	"8"	"5"	"2"	"9"	"0"	"39"	"4"	"5"	"12"	"16"	"5"	"0"	"22"	"23"	"5"	"1"	"5"	"1"	"5"	"0"	"9"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"17"	"27"	"0"	"227"	"227"	"1"	"0"
"10298"	"3"	"10"	"1"	"2"	"380"	"0"	"11"	"5"	"1"	"26"	"0"	"30"	"0"	"5"	"14"	"15"	"2"	"1"	"17"	"9"	"1"	"0"	"6"	"1"	"4"	"1"	"11"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"19"	"19"	"0"	"204"	"204"	"1"	"0"
"10299"	"3"	"10"	"1"	"2"	"201"	"0"	"3"	"2"	"0"	"5"	"0"	"14"	"0"	"1"	"8"	"6"	"1"	"1"	"4"	"5"	"0"	"0"	"2"	"1"	"7"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"64"	"64"	"16"	"10"	"0"	"90"	"90"	"1"	"0"
"10300"	"3"	"10"	"1"	"2"	"200"	"1"	"6"	"3"	"1"	"15"	"1"	"15"	"1"	"1"	"4"	"11"	"0"	"0"	"10"	"8"	"0"	"0"	"2"	"0"	"6"	"0"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"92"	"92"	"6"	"7"	"0"	"105"	"105"	"1"	"0"
"10301"	"3"	"10"	"1"	"2"	"400"	"3"	"20"	"11"	"0"	"4"	"1"	"78"	"2"	"3"	"8"	"3"	"4"	"12"	"5"	"5"	"10"	"1"	"2"	"7"	"6"	"4"	"2"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"23"	"23"	"0"	"244"	"244"	"1"	"2"
"10302"	"3"	"10"	"1"	"2"	"412"	"4"	"19"	"13"	"3"	"4"	"2"	"66"	"7"	"2"	"12"	"7"	"1"	"9"	"7"	"10"	"3"	"1"	"4"	"9"	"3"	"2"	"8"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"23"	"30"	"0"	"254"	"254"	"1"	"0"
"10303"	"3"	"10"	"1"	"2"	"400"	"4"	"20"	"17"	"0"	"0"	"0"	"53"	"3"	"7"	"8"	"5"	"3"	"7"	"10"	"7"	"7"	"1"	"3"	"12"	"9"	"0"	"16"	"10"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"12"	"20"	"0"	"239"	"239"	"1"	"2"
"10304"	"3"	"10"	"1"	"2"	"217"	"6"	"9"	"3"	"0"	"5"	"3"	"41"	"3"	"1"	"1"	"2"	"0"	"2"	"5"	"4"	"6"	"0"	"2"	"4"	"8"	"0"	"5"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"4"	"19"	"0"	"143"	"140"	"0"	"3"
"10305"	"3"	"10"	"1"	"2"	"216"	"5"	"10"	"14"	"1"	"2"	"3"	"26"	"2"	"8"	"3"	"2"	"5"	"3"	"4"	"6"	"7"	"0"	"1"	"2"	"2"	"0"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"7"	"12"	"0"	"138"	"138"	"1"	"1"
"10306"	"3"	"10"	"1"	"2"	"599"	"18"	"5"	"5"	"1"	"3"	"3"	"16"	"4"	"6"	"11"	"7"	"1"	"7"	"2"	"1"	"3"	"1"	"5"	"4"	"9"	"2"	"29"	"10"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"26"	"17"	"0"	"203"	"203"	"1"	"0"
"10307"	"3"	"10"	"1"	"2"	"600"	"14"	"8"	"12"	"1"	"6"	"9"	"14"	"6"	"7"	"6"	"14"	"5"	"6"	"6"	"6"	"5"	"0"	"6"	"3"	"12"	"2"	"24"	"10"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"39"	"16"	"0"	"241"	"241"	"1"	"0"
"10308"	"3"	"10"	"1"	"2"	"598"	"11"	"8"	"9"	"2"	"0"	"8"	"22"	"4"	"12"	"6"	"5"	"4"	"1"	"7"	"7"	"8"	"1"	"9"	"6"	"10"	"2"	"23"	"8"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"32"	"19"	"0"	"232"	"232"	"1"	"0"
"10309"	"3"	"10"	"1"	"2"	"600"	"8"	"12"	"7"	"1"	"3"	"2"	"21"	"4"	"11"	"8"	"6"	"1"	"3"	"5"	"6"	"2"	"1"	"3"	"3"	"12"	"1"	"18"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"29"	"13"	"0"	"189"	"189"	"1"	"0"
"10310"	"3"	"10"	"1"	"2"	"600"	"12"	"2"	"18"	"2"	"3"	"1"	"20"	"8"	"7"	"12"	"16"	"0"	"3"	"10"	"6"	"5"	"0"	"7"	"3"	"12"	"2"	"21"	"25"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"178"	"198"	"27"	"13"	"0"	"218"	"238"	"0"	"0"
"10311"	"3"	"10"	"1"	"2"	"600"	"16"	"7"	"6"	"2"	"2"	"1"	"13"	"4"	"7"	"13"	"11"	"3"	"3"	"17"	"9"	"4"	"0"	"8"	"4"	"17"	"0"	"23"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"29"	"15"	"0"	"224"	"224"	"1"	"0"
