"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"PPT"	"FCN_NACION"	"VALOR"	"FUERZA"	"CREO"	"URNG_MAIZ"	"PAN"	"VIVA"	"UCN"	"PC"	"CONVERGENCIA"	"PHG"	"UNE"	"BIEN"	"LIBRE"	"VICTORIA"	"PODEMOS"	"EG"	"UNIONISTA"	"SEMILLA"	"MLP"	"UNIDOS"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"9901"	"3"	"9"	"19"	"2"	"380"	"20"	"2"	"7"	"0"	"10"	"24"	"4"	"1"	"2"	"4"	"53"	"4"	"0"	"0"	"13"	"35"	"5"	"0"	"1"	"1"	"0"	"0"	"5"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"16"	"33"	"0"	"254"	"254"	"1"	"0"
"9902"	"3"	"9"	"19"	"2"	"380"	"23"	"3"	"6"	"0"	"12"	"23"	"5"	"0"	"1"	"3"	"55"	"5"	"0"	"0"	"14"	"19"	"1"	"0"	"0"	"4"	"0"	"0"	"2"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"17"	"37"	"0"	"241"	"241"	"1"	"0"
"9903"	"3"	"9"	"19"	"2"	"383"	"18"	"1"	"4"	"0"	"16"	"17"	"6"	"1"	"3"	"3"	"62"	"1"	"0"	"0"	"4"	"35"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"11"	"30"	"0"	"220"	"220"	"1"	"0"
"9904"	"3"	"9"	"19"	"2"	"381"	"22"	"1"	"7"	"1"	"9"	"21"	"2"	"1"	"0"	"2"	"58"	"1"	"1"	"0"	"2"	"18"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"9"	"26"	"0"	"200"	"200"	"1"	"0"
"9905"	"3"	"9"	"19"	"2"	"380"	"12"	"1"	"4"	"0"	"8"	"14"	"4"	"0"	"2"	"2"	"69"	"2"	"1"	"0"	"12"	"27"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"20"	"26"	"0"	"221"	"221"	"1"	"0"
"9906"	"3"	"9"	"19"	"2"	"380"	"24"	"0"	"1"	"1"	"7"	"14"	"4"	"2"	"2"	"0"	"46"	"3"	"0"	"0"	"9"	"29"	"1"	"1"	"0"	"2"	"1"	"3"	"2"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"13"	"30"	"1"	"215"	"215"	"1"	"0"
"9907"	"3"	"9"	"19"	"2"	"338"	"21"	"0"	"3"	"0"	"8"	"17"	"4"	"4"	"1"	"1"	"48"	"2"	"0"	"0"	"7"	"14"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"17"	"26"	"0"	"195"	"195"	"1"	"0"
"9908"	"3"	"9"	"19"	"2"	"337"	"25"	"0"	"5"	"0"	"11"	"12"	"3"	"0"	"4"	"2"	"49"	"5"	"0"	"0"	"8"	"13"	"1"	"0"	"0"	"2"	"1"	"0"	"4"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"13"	"13"	"0"	"175"	"175"	"1"	"0"
"9909"	"3"	"9"	"19"	"2"	"463"	"16"	"1"	"0"	"0"	"7"	"15"	"3"	"0"	"3"	"2"	"13"	"0"	"1"	"1"	"11"	"4"	"0"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"85"	"85"	"12"	"14"	"0"	"111"	"111"	"1"	"0"
"9910"	"3"	"9"	"19"	"2"	"462"	"12"	"0"	"2"	"1"	"2"	"19"	"3"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"6"	"9"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"75"	"75"	"7"	"17"	"0"	"99"	"99"	"1"	"0"
"9911"	"3"	"9"	"20"	"2"	"397"	"14"	"9"	"7"	"0"	"1"	"28"	"9"	"10"	"5"	"8"	"39"	"3"	"3"	"0"	"19"	"23"	"5"	"0"	"6"	"5"	"4"	"2"	"7"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"36"	"15"	"0"	"263"	"263"	"1"	"0"
"9912"	"3"	"9"	"20"	"2"	"400"	"11"	"17"	"8"	"1"	"1"	"18"	"11"	"8"	"4"	"6"	"39"	"4"	"0"	"2"	"19"	"25"	"4"	"0"	"1"	"4"	"3"	"1"	"10"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"24"	"11"	"0"	"238"	"238"	"1"	"0"
"9913"	"3"	"9"	"20"	"2"	"400"	"16"	"8"	"6"	"0"	"5"	"28"	"9"	"6"	"14"	"8"	"38"	"0"	"2"	"0"	"12"	"26"	"6"	"2"	"4"	"8"	"5"	"3"	"11"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"34"	"13"	"0"	"267"	"267"	"1"	"0"
"9914"	"3"	"9"	"20"	"2"	"400"	"9"	"7"	"5"	"0"	"3"	"24"	"8"	"7"	"8"	"5"	"32"	"2"	"2"	"0"	"22"	"24"	"3"	"2"	"3"	"6"	"2"	"3"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"37"	"12"	"0"	"241"	"241"	"1"	"0"
"9915"	"3"	"9"	"20"	"2"	"400"	"14"	"9"	"5"	"2"	"3"	"20"	"10"	"12"	"10"	"8"	"53"	"1"	"5"	"1"	"16"	"24"	"11"	"4"	"4"	"7"	"2"	"0"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"35"	"5"	"0"	"275"	"275"	"1"	"0"
"9916"	"3"	"9"	"20"	"2"	"400"	"18"	"9"	"10"	"4"	"1"	"26"	"10"	"8"	"12"	"8"	"39"	"1"	"4"	"1"	"17"	"30"	"9"	"1"	"7"	"3"	"1"	"0"	"10"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"34"	"8"	"0"	"280"	"280"	"1"	"0"
"9917"	"3"	"9"	"20"	"2"	"401"	"17"	"10"	"10"	"2"	"2"	"16"	"9"	"6"	"8"	"6"	"50"	"1"	"6"	"2"	"24"	"21"	"6"	"0"	"3"	"7"	"1"	"3"	"10"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"235"	"231"	"39"	"5"	"1"	"274"	"275"	"0"	"0"
"9918"	"3"	"9"	"20"	"2"	"400"	"13"	"9"	"4"	"2"	"2"	"31"	"9"	"9"	"5"	"6"	"53"	"2"	"5"	"1"	"17"	"15"	"4"	"0"	"5"	"5"	"2"	"1"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"31"	"13"	"140"	"260"	"260"	"1"	"0"
"9919"	"3"	"9"	"20"	"2"	"400"	"15"	"4"	"6"	"1"	"5"	"23"	"10"	"7"	"9"	"7"	"47"	"1"	"5"	"1"	"13"	"19"	"4"	"1"	"5"	"5"	"5"	"1"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"26"	"7"	"0"	"236"	"236"	"1"	"0"
"9920"	"3"	"9"	"20"	"2"	"400"	"16"	"6"	"4"	"0"	"3"	"26"	"4"	"6"	"3"	"8"	"36"	"5"	"8"	"0"	"17"	"21"	"8"	"2"	"7"	"4"	"2"	"3"	"12"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"6"	"8"	"21"	"220"	"220"	"1"	"0"
"9921"	"3"	"9"	"20"	"2"	"400"	"14"	"12"	"11"	"1"	"4"	"18"	"7"	"3"	"3"	"2"	"45"	"3"	"0"	"1"	"0"	"27"	"4"	"0"	"6"	"8"	"2"	"1"	"25"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"206"	"29"	"8"	"0"	"260"	"243"	"0"	"0"
"9922"	"3"	"9"	"20"	"2"	"400"	"17"	"8"	"9"	"1"	"2"	"24"	"5"	"12"	"7"	"3"	"41"	"2"	"1"	"2"	"19"	"26"	"4"	"1"	"4"	"9"	"3"	"0"	"6"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"212"	"214"	"1"	"8"	"0"	"251"	"223"	"0"	"0"
"9923"	"3"	"9"	"20"	"2"	"400"	"6"	"7"	"7"	"1"	"5"	"26"	"8"	"10"	"8"	"11"	"36"	"5"	"4"	"0"	"13"	"27"	"6"	"0"	"7"	"1"	"0"	"1"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"35"	"16"	"0"	"251"	"251"	"1"	"0"
"9924"	"3"	"9"	"20"	"2"	"400"	"22"	"9"	"5"	"2"	"2"	"20"	"6"	"7"	"3"	"7"	"34"	"1"	"1"	"1"	"22"	"20"	"3"	"5"	"7"	"2"	"2"	"2"	"8"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"194"	"198"	"16"	"9"	"0"	"219"	"223"	"0"	"0"
"9925"	"3"	"9"	"20"	"2"	"400"	"13"	"6"	"11"	"3"	"1"	"20"	"9"	"9"	"6"	"3"	"38"	"4"	"5"	"1"	"18"	"19"	"1"	"1"	"3"	"2"	"1"	"0"	"10"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"25"	"7"	"0"	"220"	"220"	"1"	"0"
"9926"	"3"	"9"	"20"	"2"	"346"	"12"	"8"	"6"	"3"	"7"	"27"	"5"	"4"	"7"	"7"	"45"	"0"	"5"	"3"	"17"	"19"	"7"	"1"	"2"	"7"	"6"	"1"	"7"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"24"	"6"	"0"	"241"	"241"	"1"	"0"
"9927"	"3"	"9"	"20"	"2"	"345"	"7"	"4"	"7"	"2"	"2"	"18"	"4"	"3"	"4"	"5"	"33"	"1"	"2"	"0"	"24"	"18"	"2"	"0"	"3"	"9"	"1"	"2"	"12"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"8"	"11"	"0"	"186"	"186"	"1"	"0"
"9928"	"3"	"9"	"20"	"2"	"400"	"10"	"10"	"13"	"1"	"2"	"21"	"11"	"13"	"3"	"6"	"46"	"2"	"0"	"0"	"18"	"29"	"1"	"1"	"5"	"3"	"2"	"2"	"8"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"28"	"10"	"0"	"251"	"251"	"1"	"0"
"9929"	"3"	"9"	"20"	"2"	"400"	"7"	"5"	"6"	"6"	"6"	"16"	"10"	"7"	"8"	"5"	"26"	"2"	"3"	"1"	"28"	"30"	"4"	"0"	"6"	"6"	"1"	"0"	"8"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"52"	"150"	"0"	"400"	"400"	"1"	"0"
"9930"	"3"	"9"	"20"	"2"	"400"	"14"	"8"	"8"	"1"	"1"	"19"	"9"	"11"	"8"	"1"	"53"	"5"	"3"	"1"	"11"	"24"	"8"	"3"	"6"	"5"	"2"	"0"	"8"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"34"	"15"	"0"	"265"	"265"	"1"	"0"
"9931"	"3"	"9"	"20"	"2"	"400"	"14"	"4"	"12"	"1"	"5"	"22"	"5"	"12"	"9"	"5"	"46"	"3"	"3"	"0"	"17"	"25"	"4"	"2"	"4"	"7"	"1"	"3"	"12"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"28"	"14"	"0"	"263"	"263"	"1"	"0"
"9932"	"3"	"9"	"20"	"2"	"400"	"14"	"6"	"3"	"1"	"3"	"20"	"9"	"12"	"2"	"2"	"47"	"4"	"5"	"0"	"0"	"26"	"5"	"0"	"3"	"6"	"3"	"17"	"13"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"184"	"204"	"25"	"10"	"0"	"219"	"239"	"0"	"0"
"9933"	"3"	"9"	"20"	"2"	"400"	"12"	"8"	"7"	"1"	"3"	"16"	"10"	"9"	"6"	"5"	"46"	"4"	"4"	"1"	"10"	"22"	"4"	"2"	"5"	"3"	"4"	"3"	"13"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"39"	"13"	"0"	"256"	"256"	"1"	"0"
"9934"	"3"	"9"	"20"	"2"	"400"	"12"	"8"	"6"	"0"	"3"	"27"	"5"	"13"	"8"	"6"	"57"	"1"	"0"	"1"	"16"	"16"	"8"	"1"	"4"	"8"	"5"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"29"	"15"	"0"	"259"	"259"	"1"	"0"
"9935"	"3"	"9"	"20"	"2"	"400"	"11"	"5"	"3"	"0"	"4"	"20"	"3"	"17"	"9"	"6"	"46"	"3"	"3"	"2"	"10"	"37"	"1"	"0"	"6"	"9"	"0"	"1"	"10"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"37"	"15"	"0"	"263"	"263"	"1"	"0"
"9936"	"3"	"9"	"20"	"2"	"400"	"9"	"15"	"7"	"0"	"2"	"14"	"5"	"9"	"5"	"8"	"25"	"2"	"5"	"3"	"16"	"29"	"4"	"0"	"2"	"5"	"3"	"1"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"21"	"9"	"0"	"211"	"211"	"1"	"0"
"9937"	"3"	"9"	"20"	"2"	"400"	"6"	"7"	"7"	"1"	"2"	"12"	"5"	"8"	"0"	"5"	"23"	"3"	"3"	"0"	"12"	"10"	"1"	"2"	"1"	"7"	"1"	"0"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"15"	"5"	"0"	"145"	"145"	"1"	"0"
"9938"	"3"	"9"	"20"	"2"	"203"	"4"	"5"	"1"	"3"	"1"	"18"	"1"	"5"	"1"	"2"	"18"	"0"	"6"	"0"	"9"	"14"	"1"	"0"	"5"	"4"	"1"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"16"	"3"	"0"	"125"	"125"	"1"	"0"
"9939"	"3"	"9"	"20"	"2"	"400"	"16"	"6"	"3"	"1"	"5"	"13"	"11"	"6"	"8"	"6"	"30"	"5"	"3"	"0"	"19"	"32"	"1"	"0"	"1"	"3"	"0"	"0"	"6"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"33"	"11"	"0"	"224"	"224"	"1"	"0"
"9940"	"3"	"9"	"20"	"2"	"400"	"14"	"11"	"7"	"2"	"4"	"15"	"11"	"1"	"6"	"7"	"23"	"4"	"4"	"0"	"14"	"30"	"3"	"1"	"3"	"4"	"2"	"3"	"8"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"44"	"175"	"0"	"400"	"400"	"1"	"0"
"9941"	"3"	"9"	"20"	"2"	"397"	"8"	"2"	"6"	"1"	"1"	"28"	"10"	"10"	"11"	"7"	"42"	"4"	"5"	"0"	"18"	"46"	"2"	"1"	"1"	"7"	"5"	"1"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"35"	"7"	"0"	"270"	"270"	"1"	"0"
"9942"	"3"	"9"	"20"	"2"	"401"	"8"	"13"	"4"	"1"	"5"	"18"	"15"	"5"	"6"	"8"	"35"	"1"	"2"	"1"	"6"	"26"	"3"	"0"	"5"	"2"	"2"	"0"	"9"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"25"	"14"	"0"	"217"	"217"	"1"	"0"
"9943"	"3"	"9"	"20"	"2"	"400"	"9"	"13"	"1"	"0"	"2"	"21"	"7"	"4"	"4"	"5"	"36"	"2"	"1"	"2"	"13"	"20"	"3"	"1"	"2"	"2"	"5"	"2"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"28"	"10"	"38"	"207"	"207"	"1"	"0"
"9944"	"3"	"9"	"20"	"2"	"400"	"15"	"4"	"7"	"0"	"2"	"15"	"6"	"5"	"3"	"4"	"34"	"6"	"3"	"1"	"18"	"35"	"2"	"1"	"1"	"7"	"3"	"1"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"17"	"10"	"0"	"214"	"214"	"1"	"1"
"9945"	"3"	"9"	"20"	"2"	"400"	"10"	"13"	"3"	"0"	"3"	"19"	"10"	"7"	"6"	"3"	"31"	"2"	"6"	"0"	"17"	"26"	"5"	"0"	"5"	"3"	"4"	"0"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"186"	"33"	"12"	"0"	"231"	"231"	"0"	"0"
"9946"	"3"	"9"	"20"	"2"	"397"	"13"	"12"	"8"	"0"	"9"	"20"	"5"	"3"	"6"	"5"	"41"	"1"	"2"	"2"	"16"	"39"	"2"	"3"	"5"	"7"	"4"	"0"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"217"	"211"	"29"	"5"	"0"	"217"	"245"	"0"	"0"
"9947"	"3"	"9"	"20"	"2"	"400"	"4"	"10"	"3"	"1"	"4"	"16"	"13"	"5"	"5"	"6"	"22"	"1"	"2"	"2"	"14"	"39"	"3"	"0"	"3"	"3"	"0"	"3"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"14"	"10"	"0"	"193"	"193"	"1"	"0"
"9948"	"3"	"9"	"20"	"2"	"400"	"12"	"7"	"0"	"1"	"4"	"18"	"4"	"7"	"7"	"0"	"23"	"3"	"5"	"1"	"12"	"35"	"3"	"0"	"1"	"6"	"2"	"1"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"23"	"23"	"0"	"214"	"214"	"1"	"0"
"9949"	"3"	"9"	"20"	"2"	"209"	"7"	"3"	"3"	"0"	"2"	"11"	"4"	"4"	"3"	"0"	"16"	"0"	"2"	"1"	"13"	"21"	"1"	"0"	"2"	"4"	"4"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"12"	"3"	"0"	"121"	"121"	"1"	"0"
"9950"	"3"	"9"	"20"	"2"	"208"	"4"	"3"	"2"	"0"	"2"	"10"	"4"	"2"	"3"	"3"	"12"	"0"	"3"	"0"	"13"	"13"	"1"	"0"	"1"	"7"	"3"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"90"	"90"	"14"	"3"	"0"	"107"	"107"	"1"	"0"
"9951"	"3"	"9"	"20"	"2"	"400"	"9"	"7"	"6"	"3"	"3"	"16"	"7"	"4"	"4"	"7"	"34"	"5"	"3"	"3"	"23"	"50"	"1"	"0"	"1"	"2"	"0"	"1"	"6"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"200"	"202"	"20"	"13"	"0"	"233"	"235"	"0"	"0"
"9952"	"3"	"9"	"20"	"2"	"400"	"8"	"5"	"2"	"0"	"2"	"21"	"9"	"13"	"5"	"13"	"18"	"4"	"0"	"1"	"19"	"62"	"0"	"0"	"4"	"6"	"1"	"2"	"5"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"28"	"20"	"0"	"253"	"253"	"1"	"0"
"9953"	"3"	"9"	"20"	"2"	"396"	"15"	"6"	"5"	"0"	"7"	"15"	"8"	"8"	"11"	"8"	"36"	"1"	"3"	"0"	"21"	"26"	"8"	"3"	"2"	"6"	"6"	"3"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"30"	"12"	"0"	"249"	"249"	"1"	"0"
"9954"	"3"	"9"	"20"	"2"	"400"	"8"	"8"	"6"	"3"	"5"	"21"	"6"	"8"	"7"	"7"	"45"	"3"	"2"	"1"	"18"	"28"	"5"	"1"	"2"	"9"	"2"	"2"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"35"	"13"	"0"	"255"	"255"	"1"	"0"
"9955"	"3"	"9"	"20"	"2"	"400"	"14"	"11"	"2"	"3"	"4"	"18"	"10"	"7"	"5"	"7"	"48"	"6"	"0"	"1"	"19"	"29"	"12"	"3"	"5"	"1"	"3"	"0"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"221"	"0"	"12"	"0"	"277"	"233"	"0"	"0"
"9956"	"3"	"9"	"20"	"2"	"401"	"10"	"7"	"6"	"2"	"4"	"18"	"4"	"10"	"8"	"4"	"31"	"1"	"1"	"0"	"31"	"35"	"10"	"0"	"4"	"5"	"7"	"0"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"26"	"8"	"0"	"240"	"240"	"1"	"0"
"9957"	"3"	"9"	"20"	"2"	"400"	"10"	"5"	"4"	"0"	"2"	"20"	"9"	"9"	"3"	"11"	"42"	"3"	"1"	"0"	"28"	"38"	"1"	"1"	"3"	"3"	"5"	"5"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"24"	"13"	"0"	"248"	"248"	"1"	"0"
"9958"	"3"	"9"	"20"	"2"	"400"	"14"	"7"	"5"	"0"	"4"	"19"	"5"	"7"	"8"	"5"	"46"	"2"	"0"	"2"	"24"	"30"	"2"	"1"	"4"	"4"	"4"	"1"	"11"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"27"	"15"	"0"	"251"	"251"	"1"	"0"
"9959"	"3"	"9"	"20"	"2"	"400"	"9"	"11"	"5"	"1"	"5"	"14"	"4"	"4"	"8"	"3"	"39"	"3"	"5"	"2"	"30"	"31"	"5"	"1"	"3"	"2"	"2"	"1"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"29"	"7"	"0"	"236"	"236"	"1"	"0"
"9960"	"3"	"9"	"20"	"2"	"400"	"12"	"14"	"3"	"2"	"2"	"16"	"5"	"10"	"7"	"4"	"28"	"4"	"1"	"0"	"27"	"46"	"5"	"2"	"3"	"4"	"2"	"1"	"5"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"21"	"10"	"0"	"240"	"240"	"1"	"0"
"9961"	"3"	"9"	"20"	"2"	"400"	"8"	"9"	"8"	"0"	"5"	"12"	"14"	"9"	"4"	"6"	"29"	"1"	"2"	"0"	"28"	"40"	"2"	"1"	"3"	"3"	"2"	"0"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"22"	"27"	"0"	"248"	"248"	"1"	"0"
"9962"	"3"	"9"	"20"	"2"	"399"	"8"	"4"	"5"	"2"	"3"	"14"	"3"	"4"	"5"	"3"	"21"	"2"	"2"	"1"	"18"	"42"	"1"	"1"	"2"	"6"	"2"	"3"	"9"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"164"	"165"	"23"	"14"	"198"	"201"	"202"	"0"	"0"
"9963"	"3"	"9"	"20"	"2"	"331"	"10"	"8"	"5"	"2"	"7"	"9"	"7"	"5"	"5"	"6"	"28"	"1"	"1"	"0"	"20"	"29"	"5"	"1"	"4"	"4"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"11"	"7"	"0"	"184"	"184"	"1"	"0"
"9964"	"3"	"9"	"20"	"2"	"331"	"6"	"9"	"1"	"2"	"11"	"26"	"4"	"5"	"6"	"1"	"19"	"2"	"3"	"1"	"18"	"36"	"6"	"1"	"4"	"0"	"4"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"20"	"10"	"0"	"200"	"200"	"1"	"0"
"9965"	"3"	"9"	"20"	"2"	"400"	"11"	"7"	"4"	"2"	"2"	"25"	"3"	"9"	"7"	"8"	"17"	"5"	"3"	"0"	"10"	"48"	"4"	"1"	"2"	"4"	"3"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"41"	"30"	"0"	"255"	"255"	"1"	"0"
"9966"	"3"	"9"	"20"	"2"	"400"	"13"	"15"	"2"	"3"	"3"	"19"	"4"	"9"	"7"	"11"	"27"	"4"	"1"	"1"	"15"	"33"	"4"	"3"	"3"	"7"	"1"	"1"	"6"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"32"	"23"	"145"	"255"	"255"	"1"	"0"
"9967"	"3"	"9"	"20"	"2"	"246"	"14"	"13"	"4"	"3"	"2"	"16"	"8"	"7"	"4"	"11"	"35"	"1"	"4"	"0"	"26"	"26"	"2"	"1"	"6"	"3"	"4"	"1"	"7"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"27"	"14"	"0"	"246"	"246"	"1"	"0"
"9968"	"3"	"9"	"20"	"2"	"397"	"13"	"10"	"4"	"1"	"4"	"17"	"5"	"6"	"9"	"6"	"26"	"3"	"6"	"1"	"15"	"37"	"3"	"1"	"3"	"1"	"3"	"2"	"3"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"24"	"16"	"0"	"227"	"227"	"1"	"0"
"9969"	"3"	"9"	"20"	"2"	"400"	"9"	"9"	"6"	"3"	"7"	"23"	"5"	"7"	"7"	"3"	"29"	"1"	"1"	"3"	"8"	"38"	"2"	"2"	"3"	"4"	"1"	"1"	"7"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"29"	"15"	"0"	"233"	"233"	"1"	"0"
"9970"	"3"	"9"	"20"	"2"	"196"	"12"	"12"	"2"	"0"	"2"	"10"	"3"	"5"	"6"	"4"	"24"	"3"	"1"	"0"	"12"	"42"	"2"	"0"	"2"	"5"	"3"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"24"	"13"	"0"	"196"	"196"	"1"	"0"
"9971"	"3"	"9"	"20"	"2"	"314"	"8"	"12"	"0"	"1"	"1"	"7"	"3"	"3"	"3"	"5"	"18"	"0"	"1"	"0"	"8"	"25"	"2"	"1"	"1"	"5"	"1"	"2"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"15"	"13"	"0"	"144"	"144"	"1"	"0"
"9972"	"3"	"9"	"20"	"2"	"314"	"13"	"6"	"4"	"1"	"1"	"20"	"4"	"5"	"4"	"2"	"25"	"3"	"1"	"0"	"13"	"19"	"3"	"0"	"2"	"1"	"1"	"0"	"5"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"12"	"10"	"0"	"159"	"159"	"1"	"0"
"9973"	"3"	"9"	"20"	"2"	"380"	"5"	"12"	"2"	"6"	"5"	"22"	"5"	"2"	"7"	"2"	"16"	"3"	"1"	"0"	"27"	"18"	"3"	"0"	"3"	"4"	"0"	"3"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"20"	"22"	"0"	"194"	"194"	"1"	"0"
"9974"	"3"	"9"	"20"	"2"	"380"	"2"	"17"	"2"	"13"	"6"	"11"	"2"	"3"	"9"	"5"	"9"	"0"	"1"	"1"	"37"	"27"	"4"	"0"	"1"	"6"	"1"	"1"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"25"	"22"	"0"	"213"	"213"	"1"	"0"
"9975"	"3"	"9"	"20"	"2"	"380"	"4"	"9"	"0"	"7"	"2"	"15"	"0"	"3"	"7"	"2"	"8"	"1"	"1"	"2"	"21"	"35"	"6"	"1"	"2"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"19"	"40"	"0"	"190"	"190"	"1"	"0"
