"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VALOR"	"UNE"	"CREO"	"WINAQ"	"PC"	"TODOS"	"FCN_NACION"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"VICTORIA"	"PODEMOS"	"FUERZA"	"UCN"	"UNIONISTA"	"JUSTICIA"	"VAMOS"	"URNG_MAIZ"	"PHG"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16208"	"4"	"16"	"1"	"2"	"400"	"90"	"14"	"34"	"1"	"0"	"10"	"6"	"3"	"0"	"4"	"3"	"0"	"9"	"1"	"5"	"5"	"25"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"19"	"1"	"0"	"239"	"239"	"1"	"0"
"16209"	"4"	"16"	"1"	"2"	"400"	"98"	"11"	"34"	"0"	"11"	"10"	"5"	"2"	"0"	"4"	"1"	"4"	"10"	"0"	"2"	"4"	"27"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"18"	"4"	"0"	"253"	"253"	"1"	"0"
"16210"	"4"	"16"	"1"	"2"	"396"	"112"	"8"	"31"	"1"	"6"	"8"	"5"	"4"	"1"	"3"	"0"	"1"	"8"	"0"	"4"	"4"	"27"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"9"	"2"	"0"	"246"	"246"	"1"	"0"
"16211"	"4"	"16"	"1"	"2"	"400"	"81"	"6"	"44"	"2"	"9"	"9"	"3"	"2"	"0"	"5"	"5"	"3"	"12"	"0"	"2"	"2"	"24"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"16"	"5"	"0"	"239"	"239"	"1"	"0"
"16212"	"4"	"16"	"1"	"2"	"400"	"104"	"6"	"31"	"0"	"12"	"6"	"2"	"1"	"0"	"5"	"2"	"1"	"17"	"0"	"3"	"3"	"24"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"12"	"4"	"1"	"245"	"244"	"0"	"0"
"16213"	"4"	"16"	"1"	"2"	"400"	"77"	"8"	"31"	"2"	"18"	"6"	"3"	"2"	"1"	"4"	"2"	"2"	"14"	"2"	"4"	"6"	"29"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"21"	"9"	"0"	"247"	"247"	"1"	"0"
"16214"	"4"	"16"	"1"	"2"	"396"	"88"	"8"	"33"	"0"	"7"	"6"	"3"	"3"	"1"	"4"	"4"	"2"	"15"	"0"	"6"	"0"	"23"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"15"	"5"	"0"	"230"	"230"	"1"	"0"
"16215"	"4"	"16"	"1"	"2"	"400"	"76"	"6"	"42"	"2"	"12"	"9"	"1"	"0"	"1"	"4"	"2"	"1"	"7"	"1"	"2"	"4"	"21"	"8"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"10"	"3"	"0"	"216"	"216"	"1"	"0"
"16216"	"4"	"16"	"1"	"2"	"400"	"72"	"8"	"42"	"3"	"18"	"11"	"1"	"1"	"0"	"3"	"3"	"1"	"10"	"0"	"5"	"5"	"25"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"9"	"4"	"0"	"225"	"225"	"1"	"0"
"16217"	"4"	"16"	"1"	"2"	"400"	"91"	"4"	"41"	"3"	"15"	"13"	"2"	"3"	"0"	"7"	"2"	"3"	"10"	"3"	"3"	"3"	"23"	"13"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"3"	"2"	"0"	"245"	"245"	"1"	"0"
"16218"	"4"	"16"	"1"	"2"	"400"	"83"	"13"	"43"	"2"	"10"	"13"	"3"	"1"	"0"	"3"	"0"	"1"	"12"	"1"	"3"	"4"	"28"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"15"	"6"	"0"	"245"	"245"	"1"	"0"
"16219"	"4"	"16"	"1"	"2"	"400"	"103"	"8"	"41"	"3"	"14"	"12"	"1"	"1"	"0"	"5"	"1"	"0"	"15"	"0"	"3"	"4"	"23"	"9"	"2"	"1"	"1"	"0"	"15"	"0"	"3"	"4"	"23"	"9"	"2"	"1"	"246"	"246"	"3"	"1"	"0"	"250"	"250"	"1"	"0"
"16220"	"4"	"16"	"1"	"2"	"396"	"116"	"3"	"54"	"0"	"7"	"16"	"3"	"1"	"0"	"6"	"2"	"0"	"19"	"2"	"2"	"2"	"22"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"3"	"2"	"1"	"266"	"266"	"1"	"0"
"16221"	"4"	"16"	"1"	"2"	"401"	"113"	"9"	"45"	"0"	"16"	"22"	"4"	"0"	"0"	"1"	"3"	"1"	"12"	"0"	"2"	"2"	"24"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"6"	"1"	"0"	"265"	"265"	"1"	"0"
"16222"	"4"	"16"	"1"	"2"	"396"	"125"	"4"	"46"	"4"	"10"	"13"	"2"	"1"	"2"	"4"	"3"	"2"	"18"	"0"	"2"	"5"	"20"	"3"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"5"	"0"	"0"	"274"	"274"	"1"	"0"
"16223"	"4"	"16"	"1"	"2"	"379"	"98"	"6"	"30"	"4"	"13"	"8"	"4"	"2"	"2"	"5"	"3"	"2"	"17"	"1"	"1"	"5"	"11"	"5"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"9"	"1"	"0"	"232"	"232"	"1"	"0"
"16224"	"4"	"16"	"1"	"2"	"378"	"83"	"9"	"28"	"0"	"11"	"9"	"1"	"1"	"1"	"4"	"4"	"0"	"10"	"3"	"3"	"1"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"12"	"3"	"4"	"200"	"200"	"1"	"0"
"16225"	"4"	"16"	"1"	"2"	"400"	"97"	"17"	"28"	"1"	"10"	"10"	"3"	"2"	"1"	"5"	"2"	"2"	"4"	"3"	"1"	"5"	"15"	"8"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"20"	"6"	"0"	"246"	"246"	"1"	"0"
"16226"	"4"	"16"	"1"	"2"	"400"	"93"	"13"	"24"	"3"	"10"	"12"	"1"	"5"	"1"	"3"	"1"	"4"	"8"	"0"	"2"	"5"	"12"	"6"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"35"	"10"	"0"	"253"	"254"	"0"	"0"
"16227"	"4"	"16"	"1"	"2"	"400"	"93"	"20"	"31"	"1"	"11"	"25"	"5"	"4"	"2"	"5"	"0"	"0"	"11"	"0"	"0"	"2"	"16"	"9"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"25"	"7"	"0"	"269"	"269"	"1"	"0"
"16228"	"4"	"16"	"1"	"2"	"406"	"95"	"8"	"28"	"3"	"8"	"12"	"6"	"5"	"1"	"2"	"3"	"0"	"11"	"0"	"4"	"7"	"16"	"10"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"17"	"11"	"0"	"253"	"253"	"1"	"0"
"16229"	"4"	"16"	"1"	"2"	"400"	"114"	"10"	"27"	"4"	"8"	"12"	"1"	"4"	"1"	"5"	"0"	"3"	"6"	"2"	"3"	"2"	"8"	"6"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"221"	"18"	"13"	"0"	"262"	"252"	"0"	"8"
"16230"	"4"	"16"	"1"	"2"	"396"	"40"	"16"	"33"	"2"	"19"	"5"	"3"	"6"	"0"	"3"	"1"	"0"	"9"	"5"	"1"	"4"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"16"	"13"	"0"	"182"	"182"	"1"	"0"
"16231"	"4"	"16"	"1"	"2"	"400"	"88"	"12"	"39"	"3"	"11"	"12"	"5"	"4"	"0"	"5"	"2"	"2"	"11"	"2"	"2"	"6"	"10"	"12"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"10"	"28"	"266"	"266"	"1"	"0"
"16232"	"4"	"16"	"1"	"2"	"396"	"110"	"12"	"41"	"5"	"14"	"15"	"2"	"0"	"4"	"3"	"0"	"0"	"6"	"1"	"4"	"5"	"9"	"5"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"20"	"5"	"0"	"266"	"266"	"1"	"0"
"16233"	"4"	"16"	"1"	"2"	"399"	"117"	"10"	"41"	"4"	"7"	"17"	"1"	"6"	"0"	"9"	"0"	"4"	"7"	"2"	"5"	"5"	"23"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"16"	"12"	"0"	"295"	"295"	"1"	"0"
"16234"	"4"	"16"	"1"	"2"	"390"	"101"	"7"	"40"	"2"	"11"	"12"	"1"	"3"	"1"	"8"	"1"	"1"	"1"	"1"	"3"	"3"	"16"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"216"	"17"	"9"	"0"	"248"	"242"	"0"	"0"
"16235"	"4"	"16"	"1"	"2"	"400"	"98"	"8"	"25"	"5"	"10"	"16"	"3"	"0"	"3"	"5"	"1"	"1"	"5"	"2"	"5"	"1"	"15"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"6"	"3"	"0"	"220"	"220"	"1"	"0"
"16236"	"4"	"16"	"1"	"2"	"396"	"95"	"15"	"24"	"2"	"5"	"9"	"2"	"4"	"0"	"7"	"0"	"2"	"8"	"3"	"4"	"0"	"17"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"19"	"13"	"0"	"240"	"240"	"1"	"1"
"16237"	"4"	"16"	"1"	"2"	"400"	"106"	"13"	"26"	"4"	"7"	"9"	"4"	"4"	"2"	"4"	"0"	"0"	"8"	"1"	"4"	"3"	"17"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"9"	"10"	"0"	"239"	"239"	"1"	"0"
"16238"	"4"	"16"	"1"	"2"	"397"	"104"	"9"	"33"	"3"	"7"	"11"	"4"	"3"	"1"	"8"	"0"	"1"	"8"	"5"	"0"	"3"	"23"	"10"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"22"	"8"	"0"	"268"	"268"	"1"	"0"
"16239"	"4"	"16"	"1"	"2"	"400"	"107"	"10"	"34"	"0"	"14"	"15"	"6"	"6"	"1"	"5"	"0"	"2"	"5"	"0"	"3"	"4"	"12"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"28"	"8"	"0"	"273"	"273"	"1"	"0"
"16240"	"4"	"16"	"1"	"2"	"400"	"91"	"7"	"36"	"2"	"13"	"13"	"6"	"4"	"0"	"5"	"2"	"1"	"6"	"0"	"1"	"7"	"24"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"20"	"4"	"0"	"250"	"250"	"1"	"0"
"16241"	"4"	"16"	"1"	"2"	"400"	"99"	"10"	"31"	"2"	"12"	"13"	"6"	"3"	"1"	"4"	"0"	"1"	"8"	"2"	"3"	"4"	"26"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"16"	"6"	"0"	"256"	"256"	"1"	"0"
"16242"	"4"	"16"	"1"	"2"	"400"	"113"	"8"	"20"	"1"	"13"	"14"	"2"	"2"	"1"	"7"	"0"	"0"	"12"	"0"	"2"	"1"	"13"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"20"	"5"	"0"	"244"	"244"	"1"	"0"
"16243"	"4"	"16"	"1"	"2"	"400"	"93"	"10"	"25"	"2"	"13"	"8"	"1"	"4"	"2"	"6"	"4"	"2"	"13"	"1"	"1"	"5"	"16"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"21"	"8"	"0"	"243"	"243"	"1"	"0"
"16244"	"4"	"16"	"1"	"2"	"396"	"97"	"11"	"21"	"3"	"9"	"10"	"2"	"3"	"0"	"3"	"1"	"1"	"6"	"3"	"4"	"4"	"14"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"21"	"6"	"0"	"227"	"227"	"1"	"0"
"16245"	"4"	"16"	"1"	"2"	"396"	"89"	"12"	"30"	"1"	"9"	"14"	"3"	"1"	"2"	"4"	"0"	"2"	"9"	"2"	"3"	"1"	"18"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"20"	"5"	"0"	"230"	"230"	"1"	"0"
"16246"	"4"	"16"	"1"	"2"	"400"	"88"	"7"	"22"	"0"	"6"	"9"	"1"	"2"	"2"	"1"	"3"	"1"	"5"	"2"	"2"	"2"	"15"	"7"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"32"	"0"	"0"	"212"	"212"	"1"	"0"
"16247"	"4"	"16"	"1"	"2"	"396"	"90"	"6"	"30"	"1"	"18"	"18"	"2"	"1"	"0"	"3"	"0"	"2"	"1"	"2"	"1"	"1"	"8"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"190"	"13"	"4"	"0"	"237"	"207"	"0"	"0"
"16248"	"4"	"16"	"1"	"2"	"400"	"90"	"5"	"29"	"1"	"15"	"12"	"0"	"0"	"0"	"5"	"0"	"2"	"12"	"6"	"1"	"4"	"28"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"5"	"6"	"0"	"230"	"230"	"1"	"0"
"16249"	"4"	"16"	"1"	"2"	"252"	"79"	"3"	"21"	"1"	"8"	"7"	"1"	"0"	"0"	"6"	"0"	"0"	"7"	"0"	"2"	"2"	"18"	"4"	"0"	"0"	"0"	"0"	"7"	"0"	"2"	"2"	"18"	"4"	"0"	"0"	"159"	"159"	"2"	"3"	"0"	"164"	"164"	"1"	"0"
"16250"	"4"	"16"	"1"	"2"	"251"	"58"	"8"	"18"	"0"	"4"	"5"	"0"	"1"	"0"	"2"	"0"	"0"	"6"	"0"	"3"	"0"	"8"	"7"	"0"	"0"	"0"	"0"	"6"	"0"	"3"	"0"	"8"	"7"	"0"	"0"	"120"	"120"	"9"	"3"	"0"	"132"	"132"	"1"	"0"
"16251"	"4"	"16"	"1"	"2"	"398"	"109"	"25"	"51"	"1"	"7"	"0"	"3"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"5"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"24"	"21"	"0"	"257"	"257"	"1"	"0"
"16252"	"4"	"16"	"1"	"2"	"379"	"112"	"24"	"51"	"1"	"6"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"16"	"1"	"1"	"1"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"34"	"16"	"0"	"275"	"275"	"1"	"0"
"16253"	"4"	"16"	"1"	"2"	"396"	"93"	"34"	"45"	"2"	"15"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"3"	"1"	"9"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"9"	"15"	"0"	"235"	"235"	"1"	"0"
"16254"	"4"	"16"	"1"	"2"	"376"	"109"	"11"	"64"	"3"	"12"	"3"	"4"	"0"	"0"	"1"	"0"	"0"	"7"	"0"	"3"	"1"	"0"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"17"	"11"	"0"	"255"	"255"	"1"	"0"
"16255"	"4"	"16"	"1"	"2"	"400"	"126"	"19"	"52"	"0"	"9"	"4"	"2"	"3"	"2"	"1"	"1"	"1"	"3"	"0"	"2"	"0"	"0"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"28"	"26"	"0"	"289"	"289"	"1"	"0"
"16256"	"4"	"16"	"1"	"2"	"382"	"169"	"17"	"26"	"1"	"12"	"2"	"3"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"41"	"12"	"0"	"293"	"293"	"1"	"0"
"16257"	"4"	"16"	"1"	"2"	"380"	"113"	"17"	"38"	"1"	"11"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"15"	"5"	"0"	"213"	"213"	"1"	"0"
"16258"	"4"	"16"	"1"	"2"	"370"	"83"	"13"	"48"	"6"	"5"	"2"	"6"	"0"	"0"	"2"	"0"	"2"	"7"	"0"	"2"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"35"	"13"	"0"	"229"	"229"	"1"	"0"
"16259"	"4"	"16"	"1"	"2"	"383"	"110"	"16"	"44"	"3"	"2"	"0"	"3"	"1"	"2"	"2"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"28"	"13"	"0"	"233"	"233"	"1"	"0"
"16260"	"4"	"16"	"1"	"2"	"380"	"109"	"15"	"40"	"3"	"8"	"2"	"7"	"1"	"0"	"1"	"0"	"3"	"6"	"0"	"3"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"31"	"11"	"0"	"244"	"244"	"1"	"0"
"16261"	"4"	"16"	"1"	"2"	"377"	"114"	"12"	"36"	"4"	"6"	"3"	"4"	"0"	"0"	"0"	"0"	"2"	"4"	"1"	"2"	"2"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"29"	"13"	"0"	"238"	"238"	"1"	"0"
"16262"	"4"	"16"	"1"	"2"	"380"	"87"	"18"	"34"	"2"	"16"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"4"	"0"	"2"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"17"	"8"	"0"	"197"	"197"	"1"	"0"
"16263"	"4"	"16"	"1"	"2"	"230"	"77"	"8"	"26"	"1"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"6"	"6"	"0"	"137"	"137"	"1"	"0"
"16264"	"4"	"16"	"1"	"2"	"231"	"82"	"8"	"18"	"1"	"5"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"6"	"4"	"0"	"137"	"137"	"1"	"0"
"16265"	"4"	"16"	"1"	"2"	"376"	"42"	"30"	"44"	"2"	"20"	"2"	"1"	"1"	"2"	"0"	"0"	"3"	"4"	"1"	"1"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"30"	"15"	"0"	"206"	"206"	"1"	"0"
"16266"	"4"	"16"	"1"	"2"	"380"	"60"	"24"	"42"	"10"	"14"	"4"	"0"	"2"	"2"	"0"	"0"	"2"	"3"	"1"	"4"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"3"	"12"	"30"	"190"	"190"	"1"	"0"
"16267"	"4"	"16"	"1"	"2"	"380"	"56"	"21"	"47"	"5"	"18"	"3"	"1"	"0"	"5"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"15"	"10"	"0"	"189"	"189"	"1"	"0"
"16268"	"4"	"16"	"1"	"2"	"380"	"56"	"36"	"33"	"9"	"26"	"0"	"1"	"3"	"4"	"0"	"1"	"2"	"3"	"2"	"1"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"25"	"6"	"0"	"215"	"215"	"1"	"0"
"16269"	"4"	"16"	"1"	"2"	"380"	"36"	"27"	"44"	"8"	"18"	"6"	"1"	"2"	"3"	"1"	"0"	"1"	"4"	"2"	"3"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"36"	"12"	"0"	"210"	"210"	"1"	"0"
"16270"	"4"	"16"	"1"	"2"	"380"	"56"	"25"	"42"	"11"	"22"	"2"	"2"	"0"	"1"	"0"	"0"	"1"	"4"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"33"	"12"	"0"	"216"	"216"	"1"	"0"
"16271"	"4"	"16"	"1"	"2"	"380"	"66"	"32"	"33"	"11"	"15"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"3"	"1"	"3"	"1"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"20"	"13"	"0"	"212"	"212"	"1"	"0"
"16272"	"4"	"16"	"1"	"2"	"376"	"54"	"27"	"25"	"8"	"19"	"5"	"0"	"0"	"3"	"1"	"0"	"1"	"2"	"6"	"3"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"25"	"12"	"0"	"195"	"195"	"1"	"0"
"16273"	"4"	"16"	"1"	"2"	"380"	"36"	"21"	"19"	"12"	"25"	"1"	"1"	"3"	"3"	"0"	"1"	"1"	"3"	"0"	"1"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"43"	"15"	"0"	"191"	"191"	"1"	"0"
"16274"	"4"	"16"	"1"	"2"	"268"	"42"	"16"	"25"	"8"	"15"	"4"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"16"	"5"	"0"	"137"	"137"	"1"	"0"
"16275"	"4"	"16"	"1"	"2"	"269"	"54"	"15"	"27"	"3"	"12"	"5"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"123"	"12"	"14"	"0"	"150"	"149"	"0"	"0"
"16276"	"4"	"16"	"1"	"2"	"380"	"14"	"22"	"46"	"12"	"19"	"2"	"16"	"2"	"1"	"2"	"1"	"11"	"2"	"1"	"0"	"0"	"2"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"13"	"12"	"0"	"186"	"186"	"1"	"0"
"16277"	"4"	"16"	"1"	"2"	"380"	"7"	"21"	"56"	"14"	"8"	"4"	"16"	"1"	"1"	"0"	"0"	"5"	"4"	"0"	"1"	"0"	"2"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"7"	"10"	"0"	"166"	"166"	"1"	"0"
"16278"	"4"	"16"	"1"	"2"	"380"	"15"	"26"	"51"	"12"	"13"	"0"	"8"	"5"	"3"	"1"	"0"	"7"	"3"	"1"	"1"	"2"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"17"	"7"	"0"	"183"	"183"	"1"	"0"
"16279"	"4"	"16"	"1"	"2"	"380"	"10"	"19"	"46"	"8"	"19"	"1"	"14"	"4"	"4"	"1"	"0"	"5"	"4"	"2"	"2"	"1"	"2"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"22"	"13"	"0"	"190"	"190"	"1"	"0"
"16280"	"4"	"16"	"1"	"2"	"380"	"13"	"17"	"28"	"14"	"13"	"0"	"11"	"4"	"0"	"0"	"0"	"2"	"9"	"0"	"3"	"3"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"20"	"7"	"0"	"151"	"151"	"1"	"0"
"16281"	"4"	"16"	"1"	"2"	"254"	"12"	"8"	"19"	"5"	"0"	"3"	"11"	"0"	"1"	"1"	"1"	"6"	"3"	"2"	"1"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"78"	"11"	"10"	"0"	"109"	"99"	"0"	"0"
"16282"	"4"	"16"	"1"	"2"	"256"	"17"	"12"	"26"	"4"	"13"	"0"	"14"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"95"	"95"	"8"	"6"	"0"	"109"	"109"	"1"	"0"
