"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"VICTORIA"	"UNE"	"FCN_NACION"	"VIVA"	"CONVERGENCIA"	"CREO"	"WINAQ"	"UNIONISTA"	"FUERZA"	"LIBRE"	"PPT"	"PHG"	"BIEN"	"UCN"	"MLP"	"PC"	"VALOR"	"SEMILLA"	"EG"	"UNIDOS"	"PAN"	"URNG_MAIZ"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11861"	"3"	"12"	"6"	"2"	"594"	"11"	"0"	"1"	"30"	"2"	"2"	"1"	"10"	"6"	"1"	"5"	"0"	"1"	"0"	"38"	"1"	"11"	"8"	"5"	"3"	"25"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"16"	"42"	"0"	"223"	"223"	"1"	"0"
"11862"	"3"	"12"	"6"	"2"	"526"	"10"	"2"	"1"	"22"	"7"	"4"	"1"	"9"	"3"	"1"	"14"	"0"	"1"	"2"	"29"	"2"	"9"	"2"	"4"	"5"	"9"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"140"	"140"	"14"	"22"	"0"	"176"	"176"	"1"	"0"
"11863"	"3"	"12"	"6"	"2"	"525"	"3"	"1"	"0"	"14"	"1"	"3"	"1"	"10"	"0"	"1"	"7"	"0"	"0"	"0"	"24"	"0"	"3"	"3"	"1"	"2"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"82"	"82"	"8"	"19"	"0"	"109"	"109"	"1"	"0"
"11864"	"3"	"12"	"7"	"2"	"400"	"4"	"0"	"7"	"34"	"8"	"3"	"1"	"17"	"2"	"1"	"2"	"0"	"0"	"2"	"57"	"0"	"0"	"2"	"1"	"12"	"3"	"1"	"4"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"17"	"30"	"0"	"237"	"237"	"1"	"0"
"11865"	"3"	"12"	"7"	"2"	"396"	"1"	"4"	"3"	"29"	"9"	"3"	"0"	"19"	"2"	"0"	"3"	"0"	"0"	"1"	"65"	"0"	"2"	"0"	"4"	"25"	"3"	"0"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"9"	"35"	"0"	"235"	"235"	"1"	"0"
"11866"	"3"	"12"	"7"	"2"	"400"	"3"	"1"	"5"	"33"	"7"	"3"	"1"	"33"	"4"	"1"	"1"	"0"	"0"	"2"	"50"	"1"	"6"	"1"	"2"	"6"	"0"	"1"	"2"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"17"	"33"	"0"	"232"	"232"	"1"	"0"
"11867"	"3"	"12"	"7"	"2"	"400"	"10"	"5"	"1"	"37"	"12"	"2"	"2"	"23"	"2"	"1"	"0"	"2"	"0"	"3"	"62"	"3"	"3"	"1"	"1"	"6"	"4"	"0"	"1"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"20"	"28"	"0"	"250"	"250"	"1"	"0"
"11868"	"3"	"12"	"7"	"2"	"400"	"3"	"3"	"3"	"31"	"11"	"4"	"3"	"24"	"2"	"0"	"0"	"2"	"0"	"2"	"40"	"2"	"4"	"0"	"2"	"12"	"1"	"0"	"4"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"19"	"44"	"0"	"240"	"240"	"1"	"0"
"11869"	"3"	"12"	"7"	"2"	"400"	"4"	"6"	"5"	"40"	"9"	"2"	"4"	"26"	"3"	"0"	"2"	"5"	"0"	"3"	"49"	"0"	"3"	"0"	"1"	"3"	"1"	"0"	"2"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"23"	"39"	"0"	"253"	"253"	"1"	"0"
"11870"	"3"	"12"	"7"	"2"	"400"	"8"	"1"	"6"	"39"	"5"	"1"	"1"	"11"	"6"	"1"	"1"	"1"	"0"	"3"	"47"	"2"	"5"	"0"	"4"	"8"	"4"	"0"	"5"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"32"	"31"	"0"	"241"	"241"	"1"	"0"
"11871"	"3"	"12"	"7"	"2"	"400"	"10"	"3"	"6"	"21"	"8"	"3"	"1"	"26"	"0"	"6"	"2"	"1"	"0"	"0"	"42"	"1"	"5"	"1"	"6"	"9"	"0"	"0"	"1"	"60"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"13"	"27"	"0"	"252"	"252"	"1"	"0"
"11872"	"3"	"12"	"7"	"2"	"400"	"4"	"1"	"8"	"24"	"11"	"2"	"0"	"15"	"5"	"4"	"4"	"0"	"1"	"6"	"37"	"0"	"1"	"0"	"2"	"13"	"1"	"0"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"10"	"18"	"0"	"188"	"188"	"1"	"0"
"11873"	"3"	"12"	"7"	"2"	"400"	"4"	"2"	"6"	"13"	"7"	"5"	"0"	"20"	"3"	"1"	"1"	"1"	"0"	"3"	"38"	"1"	"2"	"0"	"1"	"15"	"0"	"1"	"2"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"12"	"10"	"0"	"168"	"168"	"1"	"0"
"11874"	"3"	"12"	"7"	"2"	"400"	"7"	"3"	"7"	"19"	"8"	"6"	"1"	"32"	"5"	"2"	"1"	"2"	"1"	"5"	"39"	"2"	"1"	"1"	"3"	"11"	"2"	"1"	"0"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"13"	"18"	"2"	"214"	"214"	"1"	"0"
"11875"	"3"	"12"	"7"	"2"	"400"	"9"	"2"	"2"	"31"	"13"	"2"	"0"	"22"	"4"	"2"	"0"	"3"	"0"	"5"	"46"	"3"	"6"	"1"	"7"	"23"	"1"	"3"	"2"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"13"	"15"	"0"	"245"	"245"	"1"	"0"
"11876"	"3"	"12"	"7"	"2"	"400"	"19"	"1"	"6"	"24"	"7"	"4"	"1"	"24"	"5"	"1"	"3"	"2"	"0"	"6"	"37"	"4"	"9"	"2"	"1"	"17"	"2"	"0"	"3"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"16"	"20"	"0"	"245"	"245"	"1"	"0"
"11877"	"3"	"12"	"7"	"2"	"400"	"11"	"1"	"9"	"22"	"9"	"4"	"1"	"18"	"6"	"1"	"7"	"1"	"0"	"0"	"42"	"1"	"3"	"2"	"5"	"17"	"2"	"0"	"7"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"17"	"21"	"0"	"238"	"238"	"1"	"0"
"11878"	"3"	"12"	"7"	"2"	"400"	"8"	"3"	"4"	"21"	"5"	"4"	"3"	"28"	"2"	"3"	"1"	"0"	"0"	"4"	"34"	"0"	"3"	"0"	"3"	"16"	"2"	"0"	"2"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"9"	"23"	"0"	"197"	"197"	"1"	"0"
"11879"	"3"	"12"	"7"	"2"	"400"	"8"	"6"	"18"	"17"	"9"	"2"	"4"	"17"	"6"	"1"	"2"	"0"	"0"	"3"	"32"	"1"	"4"	"2"	"3"	"16"	"2"	"0"	"2"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"8"	"12"	"0"	"195"	"195"	"1"	"0"
"11880"	"3"	"12"	"7"	"2"	"226"	"6"	"3"	"7"	"20"	"4"	"1"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"18"	"0"	"0"	"0"	"0"	"10"	"3"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"98"	"98"	"3"	"8"	"0"	"109"	"109"	"1"	"0"
"11881"	"3"	"12"	"7"	"2"	"226"	"4"	"0"	"4"	"22"	"8"	"4"	"0"	"12"	"1"	"2"	"1"	"1"	"1"	"1"	"10"	"0"	"2"	"1"	"0"	"3"	"2"	"0"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"90"	"90"	"3"	"4"	"0"	"97"	"97"	"1"	"0"
"11882"	"3"	"12"	"7"	"2"	"400"	"11"	"0"	"3"	"38"	"6"	"2"	"1"	"18"	"7"	"0"	"2"	"0"	"2"	"2"	"44"	"1"	"4"	"1"	"0"	"8"	"1"	"2"	"2"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"17"	"24"	"0"	"225"	"225"	"1"	"0"
"11883"	"3"	"12"	"7"	"2"	"400"	"6"	"1"	"2"	"42"	"8"	"1"	"1"	"19"	"4"	"2"	"2"	"1"	"0"	"0"	"47"	"2"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"30"	"31"	"0"	"236"	"236"	"1"	"0"
"11884"	"3"	"12"	"7"	"2"	"400"	"4"	"0"	"4"	"29"	"5"	"1"	"0"	"12"	"2"	"2"	"1"	"0"	"0"	"3"	"39"	"1"	"5"	"0"	"2"	"9"	"1"	"0"	"1"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"15"	"19"	"0"	"187"	"187"	"1"	"0"
"11885"	"3"	"12"	"7"	"2"	"400"	"3"	"0"	"0"	"18"	"3"	"1"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"24"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"81"	"81"	"5"	"19"	"0"	"105"	"105"	"1"	"0"
"11886"	"3"	"12"	"7"	"2"	"214"	"4"	"1"	"4"	"12"	"5"	"0"	"0"	"5"	"4"	"0"	"0"	"0"	"0"	"1"	"13"	"1"	"4"	"0"	"1"	"5"	"0"	"0"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"78"	"78"	"8"	"4"	"0"	"90"	"90"	"1"	"0"
"11887"	"3"	"12"	"7"	"2"	"400"	"6"	"3"	"6"	"34"	"9"	"1"	"1"	"21"	"2"	"0"	"2"	"1"	"0"	"3"	"84"	"0"	"4"	"1"	"1"	"5"	"1"	"0"	"1"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"12"	"28"	"0"	"242"	"242"	"1"	"0"
"11888"	"3"	"12"	"7"	"2"	"400"	"15"	"0"	"4"	"34"	"12"	"2"	"1"	"15"	"2"	"0"	"4"	"1"	"0"	"3"	"69"	"2"	"5"	"2"	"1"	"8"	"1"	"0"	"2"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"19"	"33"	"0"	"250"	"250"	"1"	"0"
"11889"	"3"	"12"	"7"	"2"	"400"	"9"	"1"	"6"	"30"	"14"	"4"	"0"	"17"	"4"	"0"	"3"	"0"	"0"	"4"	"77"	"0"	"1"	"2"	"2"	"9"	"0"	"0"	"2"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"10"	"30"	"0"	"252"	"252"	"1"	"0"
"11890"	"3"	"12"	"7"	"2"	"400"	"19"	"0"	"5"	"55"	"3"	"3"	"0"	"31"	"2"	"0"	"1"	"1"	"0"	"3"	"77"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"20"	"23"	"0"	"262"	"262"	"1"	"0"
"11891"	"3"	"12"	"7"	"2"	"400"	"2"	"1"	"7"	"45"	"9"	"0"	"0"	"15"	"1"	"1"	"3"	"0"	"0"	"4"	"76"	"0"	"1"	"1"	"1"	"5"	"1"	"0"	"1"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"14"	"22"	"0"	"240"	"240"	"1"	"0"
"11892"	"3"	"12"	"7"	"2"	"400"	"7"	"3"	"8"	"22"	"10"	"2"	"0"	"14"	"4"	"0"	"4"	"0"	"0"	"1"	"45"	"0"	"1"	"1"	"0"	"7"	"0"	"1"	"0"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"155"	"15"	"13"	"0"	"183"	"183"	"0"	"0"
"11893"	"3"	"12"	"7"	"2"	"400"	"7"	"2"	"6"	"29"	"13"	"0"	"0"	"17"	"1"	"2"	"2"	"0"	"0"	"2"	"49"	"2"	"0"	"1"	"2"	"8"	"2"	"0"	"3"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"13"	"36"	"0"	"220"	"220"	"1"	"0"
"11894"	"3"	"12"	"7"	"2"	"257"	"3"	"0"	"6"	"10"	"11"	"1"	"2"	"10"	"1"	"0"	"0"	"0"	"0"	"1"	"29"	"1"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"92"	"92"	"6"	"9"	"0"	"107"	"107"	"1"	"0"
"11895"	"3"	"12"	"7"	"2"	"257"	"6"	"1"	"12"	"5"	"2"	"0"	"1"	"13"	"1"	"1"	"1"	"0"	"0"	"1"	"22"	"0"	"2"	"0"	"0"	"7"	"0"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"89"	"89"	"3"	"7"	"0"	"99"	"99"	"1"	"0"
"11896"	"3"	"12"	"7"	"2"	"381"	"4"	"3"	"1"	"21"	"31"	"0"	"1"	"26"	"1"	"0"	"1"	"0"	"0"	"1"	"52"	"1"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"18"	"16"	"0"	"192"	"192"	"1"	"0"
"11897"	"3"	"12"	"7"	"2"	"380"	"5"	"2"	"0"	"25"	"22"	"1"	"0"	"21"	"2"	"0"	"4"	"1"	"0"	"0"	"36"	"0"	"2"	"1"	"1"	"1"	"0"	"1"	"1"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"17"	"15"	"1"	"175"	"175"	"1"	"0"
"11898"	"3"	"12"	"7"	"2"	"380"	"1"	"0"	"0"	"19"	"19"	"1"	"3"	"18"	"0"	"0"	"2"	"0"	"0"	"1"	"33"	"1"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"8"	"16"	"0"	"140"	"140"	"1"	"0"
"11899"	"3"	"12"	"7"	"2"	"199"	"5"	"1"	"0"	"6"	"13"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"24"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"75"	"75"	"9"	"4"	"0"	"88"	"88"	"1"	"0"
"11900"	"3"	"12"	"7"	"2"	"199"	"1"	"1"	"1"	"6"	"6"	"0"	"1"	"6"	"0"	"0"	"0"	"2"	"0"	"0"	"24"	"0"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"62"	"4"	"6"	"0"	"72"	"72"	"1"	"0"
"11901"	"3"	"12"	"7"	"2"	"379"	"4"	"4"	"1"	"36"	"17"	"2"	"2"	"6"	"16"	"1"	"3"	"1"	"0"	"7"	"4"	"1"	"13"	"0"	"1"	"8"	"2"	"2"	"1"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"19"	"23"	"0"	"215"	"215"	"1"	"0"
"11902"	"3"	"12"	"7"	"2"	"380"	"5"	"0"	"2"	"38"	"11"	"1"	"1"	"30"	"8"	"0"	"3"	"1"	"0"	"7"	"8"	"1"	"12"	"0"	"2"	"6"	"1"	"0"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"15"	"26"	"0"	"196"	"196"	"1"	"0"
"11903"	"3"	"12"	"7"	"2"	"225"	"1"	"0"	"1"	"19"	"3"	"1"	"1"	"6"	"6"	"0"	"3"	"0"	"0"	"4"	"9"	"2"	"14"	"0"	"1"	"1"	"1"	"2"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"90"	"90"	"5"	"9"	"0"	"104"	"104"	"1"	"0"
"11904"	"3"	"12"	"7"	"2"	"225"	"3"	"2"	"2"	"9"	"6"	"0"	"1"	"7"	"6"	"0"	"2"	"1"	"0"	"2"	"4"	"1"	"13"	"0"	"1"	"5"	"0"	"2"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"4"	"12"	"0"	"104"	"104"	"1"	"0"
"11905"	"3"	"12"	"7"	"2"	"380"	"4"	"5"	"1"	"65"	"17"	"4"	"1"	"32"	"2"	"3"	"7"	"0"	"1"	"5"	"14"	"6"	"1"	"0"	"1"	"2"	"1"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"18"	"18"	"2"	"222"	"222"	"1"	"0"
"11906"	"3"	"12"	"7"	"2"	"380"	"7"	"2"	"0"	"56"	"10"	"5"	"5"	"17"	"1"	"1"	"6"	"0"	"0"	"3"	"27"	"4"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"18"	"30"	"0"	"211"	"211"	"1"	"0"
"11907"	"3"	"12"	"7"	"2"	"380"	"2"	"1"	"4"	"41"	"7"	"2"	"2"	"28"	"8"	"0"	"0"	"0"	"0"	"3"	"23"	"1"	"2"	"3"	"1"	"0"	"3"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"8"	"36"	"0"	"194"	"194"	"1"	"0"
"11908"	"3"	"12"	"7"	"2"	"326"	"0"	"0"	"1"	"30"	"4"	"3"	"1"	"24"	"2"	"3"	"0"	"0"	"0"	"3"	"18"	"7"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"9"	"8"	"0"	"129"	"129"	"1"	"0"
"11909"	"3"	"12"	"7"	"2"	"326"	"1"	"4"	"2"	"38"	"8"	"1"	"2"	"17"	"0"	"1"	"0"	"0"	"0"	"4"	"13"	"4"	"3"	"1"	"0"	"2"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"5"	"17"	"0"	"130"	"130"	"1"	"0"
"11910"	"3"	"12"	"7"	"2"	"380"	"8"	"1"	"1"	"21"	"28"	"4"	"1"	"10"	"35"	"0"	"4"	"1"	"0"	"1"	"10"	"1"	"14"	"0"	"1"	"0"	"1"	"0"	"0"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"18"	"28"	"0"	"214"	"214"	"1"	"0"
"11911"	"3"	"12"	"7"	"2"	"380"	"3"	"0"	"3"	"26"	"29"	"0"	"2"	"13"	"30"	"0"	"7"	"1"	"0"	"2"	"10"	"2"	"9"	"0"	"1"	"3"	"2"	"1"	"0"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"30"	"26"	"0"	"226"	"226"	"1"	"0"
"11912"	"3"	"12"	"7"	"2"	"400"	"5"	"2"	"0"	"28"	"18"	"1"	"2"	"12"	"35"	"0"	"8"	"0"	"0"	"1"	"15"	"3"	"5"	"2"	"2"	"2"	"0"	"0"	"1"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"16"	"26"	"42"	"201"	"201"	"1"	"0"
"11913"	"3"	"12"	"7"	"2"	"380"	"3"	"1"	"2"	"25"	"19"	"0"	"3"	"5"	"19"	"1"	"1"	"0"	"0"	"3"	"18"	"1"	"16"	"0"	"0"	"3"	"0"	"0"	"1"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"140"	"140"	"11"	"11"	"0"	"162"	"162"	"1"	"0"
"11914"	"3"	"12"	"7"	"2"	"329"	"10"	"0"	"2"	"26"	"16"	"2"	"3"	"4"	"19"	"0"	"3"	"0"	"0"	"1"	"9"	"0"	"9"	"0"	"2"	"4"	"0"	"0"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"6"	"30"	"0"	"156"	"156"	"1"	"0"
"11915"	"3"	"12"	"7"	"2"	"329"	"7"	"2"	"3"	"15"	"27"	"1"	"0"	"3"	"18"	"0"	"1"	"0"	"0"	"2"	"9"	"0"	"4"	"0"	"0"	"2"	"0"	"0"	"3"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"11"	"15"	"0"	"136"	"136"	"1"	"0"
"11916"	"3"	"12"	"7"	"2"	"380"	"3"	"3"	"0"	"69"	"3"	"1"	"3"	"10"	"1"	"0"	"20"	"0"	"0"	"0"	"27"	"8"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"9"	"16"	"0"	"198"	"198"	"1"	"0"
"11917"	"3"	"12"	"7"	"2"	"380"	"1"	"2"	"2"	"81"	"10"	"2"	"3"	"22"	"0"	"0"	"15"	"1"	"0"	"3"	"21"	"4"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"17"	"9"	"0"	"215"	"215"	"1"	"0"
"11918"	"3"	"12"	"7"	"2"	"379"	"3"	"1"	"1"	"48"	"9"	"0"	"3"	"24"	"0"	"0"	"29"	"0"	"0"	"4"	"15"	"4"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"11"	"17"	"0"	"178"	"178"	"1"	"0"
"11919"	"3"	"12"	"7"	"2"	"238"	"0"	"1"	"0"	"49"	"6"	"0"	"2"	"7"	"3"	"0"	"9"	"0"	"0"	"0"	"14"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"105"	"105"	"6"	"7"	"0"	"118"	"118"	"1"	"0"
"11920"	"3"	"12"	"7"	"2"	"238"	"2"	"0"	"3"	"28"	"5"	"2"	"0"	"11"	"0"	"2"	"9"	"0"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"83"	"83"	"4"	"5"	"0"	"92"	"92"	"1"	"0"
"11921"	"3"	"12"	"7"	"2"	"380"	"3"	"1"	"1"	"16"	"22"	"4"	"2"	"10"	"4"	"1"	"3"	"0"	"1"	"0"	"21"	"0"	"11"	"1"	"0"	"0"	"0"	"0"	"1"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"140"	"140"	"10"	"25"	"0"	"175"	"175"	"1"	"0"
"11922"	"3"	"12"	"7"	"2"	"0"	"6"	"0"	"1"	"23"	"44"	"4"	"4"	"34"	"5"	"0"	"8"	"0"	"1"	"0"	"10"	"7"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"26"	"20"	"0"	"227"	"227"	"1"	"0"
"11923"	"3"	"12"	"7"	"2"	"380"	"3"	"0"	"1"	"22"	"17"	"0"	"3"	"12"	"1"	"0"	"4"	"0"	"1"	"1"	"17"	"0"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"9"	"17"	"0"	"147"	"147"	"1"	"0"
"11924"	"3"	"12"	"7"	"2"	"0"	"7"	"0"	"1"	"17"	"15"	"2"	"0"	"13"	"1"	"1"	"3"	"0"	"1"	"3"	"5"	"2"	"9"	"0"	"1"	"2"	"0"	"0"	"1"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"6"	"13"	"0"	"132"	"132"	"1"	"0"
"11925"	"3"	"12"	"7"	"2"	"333"	"5"	"1"	"1"	"6"	"14"	"0"	"1"	"12"	"7"	"1"	"4"	"0"	"0"	"0"	"7"	"1"	"6"	"0"	"0"	"2"	"0"	"0"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"90"	"90"	"6"	"11"	"0"	"107"	"107"	"1"	"0"
"11926"	"3"	"12"	"7"	"2"	"380"	"5"	"1"	"1"	"32"	"1"	"1"	"0"	"7"	"1"	"0"	"3"	"1"	"0"	"0"	"31"	"1"	"4"	"0"	"1"	"5"	"0"	"1"	"1"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"19"	"19"	"0"	"151"	"151"	"1"	"0"
"11927"	"3"	"12"	"7"	"2"	"380"	"5"	"1"	"1"	"50"	"7"	"2"	"0"	"14"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"3"	"1"	"2"	"10"	"0"	"4"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"120"	"16"	"27"	"0"	"197"	"163"	"0"	"0"
"11928"	"3"	"12"	"7"	"2"	"380"	"4"	"5"	"0"	"58"	"5"	"2"	"1"	"12"	"2"	"0"	"4"	"0"	"0"	"1"	"25"	"2"	"9"	"0"	"0"	"11"	"1"	"3"	"0"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"11"	"21"	"0"	"194"	"194"	"1"	"0"
"11929"	"3"	"12"	"7"	"2"	"380"	"4"	"4"	"0"	"25"	"3"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"27"	"0"	"2"	"0"	"3"	"5"	"0"	"4"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"92"	"92"	"3"	"18"	"0"	"113"	"113"	"1"	"0"
"11930"	"3"	"12"	"7"	"2"	"223"	"1"	"1"	"0"	"14"	"0"	"1"	"0"	"5"	"3"	"0"	"0"	"1"	"0"	"0"	"16"	"0"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"55"	"55"	"4"	"16"	"0"	"75"	"75"	"1"	"0"
"11931"	"3"	"12"	"7"	"2"	"225"	"1"	"0"	"0"	"15"	"1"	"0"	"0"	"7"	"2"	"1"	"1"	"0"	"0"	"0"	"25"	"1"	"1"	"0"	"0"	"2"	"1"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"66"	"66"	"4"	"3"	"1"	"73"	"73"	"1"	"0"
"11932"	"3"	"12"	"7"	"2"	"380"	"9"	"17"	"2"	"52"	"3"	"1"	"0"	"32"	"1"	"0"	"0"	"0"	"0"	"5"	"19"	"2"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"12"	"19"	"0"	"193"	"193"	"1"	"0"
"11933"	"3"	"12"	"7"	"2"	"380"	"9"	"17"	"0"	"45"	"3"	"0"	"1"	"38"	"1"	"1"	"2"	"0"	"0"	"6"	"30"	"2"	"3"	"1"	"1"	"6"	"0"	"0"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"13"	"17"	"0"	"207"	"207"	"1"	"0"
"11934"	"3"	"12"	"7"	"2"	"380"	"7"	"1"	"2"	"61"	"5"	"0"	"0"	"43"	"4"	"1"	"1"	"0"	"0"	"6"	"18"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"8"	"18"	"0"	"184"	"184"	"1"	"0"
"11935"	"3"	"12"	"7"	"2"	"0"	"4"	"12"	"1"	"56"	"3"	"1"	"0"	"39"	"0"	"1"	"0"	"0"	"0"	"7"	"20"	"1"	"0"	"0"	"1"	"3"	"0"	"1"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"4"	"13"	"17"	"181"	"181"	"1"	"0"
