"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"VICTORIA"	"UNE"	"FCN_NACION"	"VIVA"	"CONVERGENCIA"	"CREO"	"WINAQ"	"UNIONISTA"	"FUERZA"	"LIBRE"	"PPT"	"PHG"	"BIEN"	"UCN"	"MLP"	"PC"	"VALOR"	"SEMILLA"	"EG"	"UNIDOS"	"PAN"	"URNG_MAIZ"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"12200"	"3"	"12"	"13"	"2"	"400"	"5"	"15"	"3"	"56"	"2"	"5"	"1"	"16"	"2"	"4"	"5"	"1"	"1"	"6"	"3"	"28"	"3"	"1"	"5"	"0"	"1"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"15"	"31"	"0"	"217"	"217"	"1"	"0"
"12201"	"3"	"12"	"13"	"2"	"405"	"3"	"13"	"2"	"62"	"0"	"4"	"0"	"22"	"2"	"1"	"7"	"0"	"3"	"9"	"1"	"17"	"1"	"1"	"3"	"4"	"0"	"2"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"14"	"25"	"0"	"211"	"211"	"1"	"0"
"12202"	"3"	"12"	"13"	"2"	"324"	"0"	"11"	"1"	"52"	"3"	"3"	"0"	"22"	"1"	"1"	"3"	"1"	"0"	"14"	"1"	"23"	"2"	"1"	"3"	"3"	"2"	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"14"	"17"	"0"	"187"	"187"	"1"	"0"
"12203"	"3"	"12"	"13"	"2"	"324"	"0"	"7"	"3"	"41"	"5"	"4"	"0"	"30"	"2"	"2"	"7"	"2"	"3"	"13"	"2"	"23"	"2"	"1"	"6"	"3"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"14"	"16"	"0"	"190"	"190"	"1"	"0"
"12204"	"3"	"12"	"13"	"2"	"380"	"2"	"10"	"11"	"23"	"3"	"2"	"0"	"29"	"0"	"2"	"3"	"2"	"0"	"13"	"1"	"30"	"2"	"4"	"4"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"25"	"32"	"0"	"203"	"203"	"1"	"0"
"12205"	"3"	"12"	"13"	"2"	"379"	"2"	"8"	"15"	"27"	"5"	"2"	"1"	"25"	"1"	"1"	"8"	"0"	"1"	"19"	"6"	"34"	"0"	"2"	"3"	"0"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"18"	"42"	"0"	"227"	"227"	"1"	"0"
"12206"	"3"	"12"	"13"	"2"	"380"	"3"	"7"	"9"	"33"	"2"	"3"	"1"	"33"	"0"	"1"	"3"	"1"	"1"	"17"	"4"	"32"	"1"	"3"	"7"	"0"	"1"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"18"	"31"	"2"	"218"	"218"	"1"	"0"
"12207"	"3"	"12"	"13"	"2"	"381"	"2"	"9"	"12"	"32"	"2"	"4"	"1"	"24"	"0"	"3"	"1"	"1"	"0"	"0"	"3"	"49"	"0"	"4"	"11"	"1"	"0"	"2"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"35"	"51"	"0"	"0"	"257"	"0"	"0"
"12208"	"3"	"12"	"13"	"2"	"380"	"1"	"11"	"13"	"38"	"3"	"3"	"0"	"30"	"2"	"1"	"6"	"2"	"2"	"24"	"4"	"25"	"2"	"4"	"10"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"23"	"30"	"0"	"240"	"240"	"1"	"0"
"12209"	"3"	"12"	"13"	"2"	"380"	"1"	"10"	"10"	"43"	"4"	"1"	"0"	"26"	"0"	"1"	"4"	"4"	"2"	"18"	"3"	"38"	"2"	"2"	"4"	"1"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"32"	"27"	"0"	"238"	"238"	"1"	"0"
"12210"	"3"	"12"	"13"	"2"	"380"	"2"	"18"	"8"	"35"	"6"	"2"	"2"	"24"	"2"	"0"	"5"	"1"	"0"	"22"	"4"	"4"	"1"	"3"	"5"	"1"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"154"	"20"	"35"	"0"	"259"	"209"	"0"	"0"
"12211"	"3"	"12"	"13"	"2"	"380"	"4"	"13"	"9"	"35"	"4"	"8"	"0"	"34"	"0"	"1"	"5"	"0"	"0"	"19"	"0"	"30"	"1"	"6"	"7"	"2"	"1"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"20"	"37"	"0"	"244"	"244"	"1"	"0"
"12212"	"3"	"12"	"13"	"2"	"380"	"3"	"13"	"8"	"56"	"3"	"1"	"1"	"34"	"0"	"1"	"4"	"0"	"0"	"16"	"0"	"33"	"0"	"3"	"5"	"1"	"0"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"15"	"34"	"0"	"239"	"239"	"1"	"0"
"12213"	"3"	"12"	"13"	"2"	"377"	"3"	"6"	"9"	"34"	"4"	"1"	"1"	"24"	"0"	"3"	"9"	"0"	"0"	"26"	"1"	"28"	"1"	"4"	"6"	"0"	"2"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"167"	"20"	"33"	"0"	"221"	"220"	"0"	"0"
"12214"	"3"	"12"	"13"	"2"	"380"	"2"	"13"	"13"	"27"	"4"	"2"	"0"	"24"	"1"	"2"	"4"	"2"	"0"	"16"	"1"	"25"	"1"	"3"	"5"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"15"	"31"	"0"	"196"	"196"	"1"	"0"
"12215"	"3"	"12"	"13"	"2"	"380"	"4"	"8"	"7"	"28"	"5"	"2"	"0"	"24"	"1"	"6"	"3"	"4"	"0"	"22"	"1"	"28"	"2"	"1"	"6"	"2"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"23"	"29"	"0"	"212"	"212"	"1"	"0"
"12216"	"3"	"12"	"13"	"2"	"380"	"2"	"11"	"10"	"30"	"6"	"5"	"0"	"16"	"0"	"4"	"0"	"4"	"1"	"21"	"3"	"28"	"2"	"3"	"6"	"3"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"10"	"28"	"0"	"198"	"198"	"1"	"0"
"12217"	"3"	"12"	"13"	"2"	"370"	"2"	"8"	"9"	"46"	"4"	"4"	"0"	"17"	"1"	"2"	"3"	"0"	"0"	"14"	"4"	"26"	"3"	"2"	"12"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"13"	"10"	"0"	"184"	"184"	"1"	"0"
"12218"	"3"	"12"	"13"	"2"	"239"	"3"	"4"	"7"	"17"	"2"	"1"	"0"	"12"	"0"	"0"	"4"	"2"	"0"	"31"	"1"	"27"	"2"	"4"	"6"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"5"	"11"	"0"	"140"	"140"	"1"	"0"
"12219"	"3"	"12"	"13"	"2"	"239"	"0"	"7"	"6"	"16"	"2"	"3"	"0"	"21"	"0"	"1"	"1"	"2"	"0"	"27"	"0"	"19"	"2"	"4"	"8"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"7"	"7"	"0"	"136"	"136"	"1"	"0"
"12220"	"3"	"12"	"13"	"2"	"380"	"0"	"19"	"5"	"30"	"10"	"1"	"0"	"25"	"4"	"2"	"5"	"8"	"0"	"17"	"2"	"17"	"6"	"2"	"4"	"1"	"0"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"165"	"22"	"34"	"0"	"222"	"221"	"0"	"0"
"12221"	"3"	"12"	"13"	"2"	"380"	"0"	"29"	"5"	"30"	"5"	"2"	"3"	"27"	"1"	"0"	"6"	"5"	"0"	"20"	"2"	"15"	"16"	"0"	"4"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"20"	"20"	"0"	"216"	"216"	"1"	"0"
"12222"	"3"	"12"	"13"	"2"	"379"	"2"	"28"	"1"	"27"	"4"	"0"	"1"	"16"	"2"	"2"	"4"	"2"	"0"	"21"	"1"	"33"	"5"	"3"	"2"	"3"	"1"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"24"	"37"	"0"	"227"	"227"	"1"	"0"
"12223"	"3"	"12"	"13"	"2"	"369"	"1"	"59"	"3"	"36"	"9"	"0"	"2"	"22"	"0"	"3"	"2"	"3"	"0"	"23"	"1"	"9"	"9"	"3"	"0"	"1"	"1"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"26"	"41"	"0"	"262"	"262"	"1"	"0"
"12224"	"3"	"12"	"13"	"2"	"380"	"3"	"22"	"4"	"42"	"10"	"2"	"2"	"41"	"0"	"2"	"2"	"4"	"0"	"15"	"2"	"18"	"5"	"2"	"5"	"0"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"26"	"26"	"0"	"240"	"240"	"1"	"0"
"12225"	"3"	"12"	"13"	"2"	"380"	"2"	"29"	"6"	"34"	"9"	"2"	"0"	"26"	"1"	"0"	"6"	"6"	"0"	"25"	"1"	"15"	"7"	"4"	"0"	"2"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"11"	"19"	"0"	"210"	"210"	"1"	"0"
"12226"	"3"	"12"	"13"	"2"	"379"	"1"	"26"	"4"	"39"	"9"	"1"	"2"	"33"	"5"	"0"	"6"	"11"	"0"	"22"	"2"	"17"	"4"	"2"	"6"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"27"	"27"	"0"	"250"	"250"	"1"	"0"
"12227"	"3"	"12"	"13"	"2"	"380"	"1"	"18"	"4"	"39"	"3"	"2"	"0"	"27"	"3"	"1"	"1"	"6"	"14"	"0"	"25"	"4"	"17"	"9"	"2"	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"182"	"16"	"18"	"0"	"219"	"216"	"0"	"0"
"12228"	"3"	"12"	"13"	"2"	"380"	"0"	"26"	"4"	"29"	"10"	"0"	"0"	"28"	"0"	"0"	"0"	"7"	"0"	"29"	"3"	"17"	"9"	"2"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"170"	"14"	"30"	"0"	"220"	"214"	"0"	"0"
"12229"	"3"	"12"	"13"	"2"	"204"	"0"	"16"	"1"	"11"	"6"	"0"	"0"	"20"	"0"	"0"	"6"	"3"	"0"	"25"	"1"	"9"	"5"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"2"	"4"	"0"	"113"	"113"	"1"	"0"
"12230"	"3"	"12"	"13"	"2"	"204"	"0"	"10"	"0"	"16"	"3"	"0"	"0"	"18"	"0"	"1"	"5"	"5"	"0"	"31"	"0"	"12"	"7"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"11"	"7"	"0"	"130"	"130"	"1"	"0"
"12231"	"3"	"12"	"13"	"2"	"380"	"7"	"9"	"2"	"23"	"4"	"0"	"1"	"32"	"0"	"4"	"2"	"2"	"0"	"13"	"3"	"38"	"0"	"6"	"6"	"1"	"2"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"12"	"47"	"0"	"221"	"221"	"1"	"0"
"12232"	"3"	"12"	"13"	"2"	"292"	"6"	"26"	"1"	"20"	"0"	"0"	"2"	"27"	"2"	"5"	"1"	"2"	"0"	"10"	"8"	"17"	"3"	"7"	"2"	"1"	"1"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"18"	"29"	"0"	"196"	"196"	"1"	"0"
"12233"	"3"	"12"	"13"	"2"	"289"	"4"	"14"	"2"	"16"	"3"	"2"	"0"	"20"	"1"	"3"	"0"	"1"	"1"	"15"	"1"	"17"	"1"	"6"	"5"	"2"	"1"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"5"	"18"	"0"	"144"	"144"	"1"	"0"
"12234"	"3"	"12"	"13"	"2"	"600"	"3"	"4"	"1"	"12"	"2"	"0"	"0"	"16"	"3"	"1"	"4"	"1"	"0"	"0"	"1"	"13"	"2"	"3"	"2"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"83"	"73"	"4"	"14"	"0"	"101"	"91"	"0"	"0"
"12235"	"3"	"12"	"13"	"2"	"600"	"3"	"1"	"3"	"16"	"3"	"3"	"0"	"11"	"0"	"2"	"5"	"4"	"0"	"4"	"1"	"8"	"2"	"4"	"1"	"0"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"78"	"77"	"5"	"9"	"0"	"92"	"91"	"0"	"0"
"12236"	"3"	"12"	"13"	"2"	"600"	"4"	"3"	"1"	"15"	"1"	"0"	"0"	"9"	"3"	"4"	"1"	"2"	"0"	"5"	"3"	"5"	"2"	"3"	"1"	"1"	"2"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"70"	"70"	"9"	"10"	"0"	"89"	"89"	"1"	"0"
"12237"	"3"	"12"	"13"	"2"	"590"	"1"	"1"	"1"	"9"	"1"	"1"	"0"	"2"	"0"	"3"	"3"	"1"	"0"	"5"	"1"	"4"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"41"	"41"	"4"	"9"	"0"	"54"	"54"	"1"	"0"
"12238"	"3"	"12"	"14"	"2"	"400"	"19"	"1"	"2"	"30"	"15"	"6"	"2"	"24"	"1"	"1"	"2"	"0"	"1"	"25"	"3"	"4"	"2"	"0"	"6"	"9"	"0"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"17"	"27"	"0"	"205"	"205"	"1"	"0"
"12239"	"3"	"12"	"14"	"2"	"400"	"24"	"6"	"4"	"31"	"23"	"5"	"1"	"44"	"1"	"0"	"5"	"4"	"3"	"22"	"0"	"2"	"2"	"0"	"7"	"4"	"1"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"24"	"22"	"0"	"244"	"241"	"0"	"0"
"12240"	"3"	"12"	"14"	"2"	"396"	"21"	"2"	"2"	"54"	"19"	"3"	"0"	"32"	"1"	"0"	"8"	"5"	"5"	"20"	"5"	"3"	"2"	"1"	"2"	"14"	"0"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"31"	"41"	"0"	"278"	"278"	"1"	"0"
"12241"	"3"	"12"	"14"	"2"	"400"	"20"	"2"	"1"	"49"	"23"	"6"	"1"	"35"	"1"	"0"	"8"	"8"	"3"	"23"	"3"	"4"	"1"	"0"	"2"	"6"	"2"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"19"	"40"	"0"	"263"	"263"	"1"	"0"
"12242"	"3"	"12"	"14"	"2"	"400"	"35"	"3"	"3"	"42"	"30"	"4"	"1"	"29"	"3"	"0"	"6"	"3"	"4"	"32"	"6"	"2"	"2"	"0"	"6"	"8"	"1"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"27"	"34"	"0"	"288"	"287"	"0"	"1"
"12243"	"3"	"12"	"14"	"2"	"400"	"34"	"2"	"3"	"25"	"17"	"2"	"2"	"28"	"3"	"0"	"6"	"5"	"10"	"31"	"2"	"4"	"1"	"2"	"16"	"3"	"1"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"29"	"24"	"0"	"260"	"260"	"1"	"0"
"12244"	"3"	"12"	"14"	"2"	"400"	"13"	"2"	"5"	"33"	"20"	"4"	"1"	"32"	"2"	"2"	"10"	"1"	"3"	"23"	"1"	"2"	"1"	"1"	"6"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"13"	"26"	"0"	"209"	"209"	"1"	"0"
"12245"	"3"	"12"	"14"	"2"	"400"	"16"	"1"	"4"	"33"	"17"	"5"	"0"	"25"	"1"	"2"	"8"	"3"	"2"	"29"	"5"	"1"	"0"	"1"	"5"	"11"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"20"	"13"	"0"	"207"	"207"	"1"	"0"
"12246"	"3"	"12"	"14"	"2"	"277"	"18"	"1"	"1"	"26"	"12"	"1"	"2"	"20"	"1"	"0"	"6"	"1"	"0"	"28"	"1"	"4"	"1"	"0"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"7"	"16"	"0"	"160"	"160"	"1"	"0"
"12247"	"3"	"12"	"14"	"2"	"277"	"16"	"0"	"3"	"26"	"11"	"2"	"0"	"26"	"4"	"1"	"2"	"3"	"5"	"26"	"1"	"3"	"3"	"1"	"8"	"3"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"11"	"15"	"0"	"174"	"174"	"1"	"0"
"12248"	"3"	"12"	"14"	"2"	"380"	"13"	"12"	"2"	"36"	"39"	"1"	"0"	"39"	"5"	"0"	"2"	"2"	"0"	"13"	"1"	"7"	"4"	"0"	"2"	"1"	"0"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"16"	"39"	"0"	"242"	"242"	"1"	"0"
"12249"	"3"	"12"	"14"	"2"	"381"	"6"	"8"	"3"	"44"	"58"	"1"	"0"	"57"	"5"	"3"	"4"	"2"	"1"	"22"	"1"	"0"	"7"	"1"	"1"	"2"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"23"	"28"	"0"	"281"	"281"	"1"	"0"
"12250"	"3"	"12"	"14"	"2"	"381"	"16"	"4"	"4"	"39"	"48"	"7"	"1"	"30"	"6"	"1"	"8"	"0"	"4"	"24"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"23"	"27"	"0"	"252"	"252"	"1"	"0"
"12251"	"3"	"12"	"14"	"2"	"297"	"4"	"3"	"1"	"22"	"36"	"5"	"0"	"26"	"3"	"1"	"3"	"0"	"0"	"15"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"8"	"17"	"0"	"151"	"151"	"1"	"0"
"12252"	"3"	"12"	"14"	"2"	"296"	"3"	"1"	"2"	"34"	"33"	"3"	"2"	"40"	"5"	"1"	"4"	"0"	"1"	"19"	"2"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"16"	"12"	"0"	"186"	"186"	"1"	"0"
"12253"	"3"	"12"	"14"	"2"	"380"	"3"	"1"	"3"	"40"	"83"	"1"	"0"	"48"	"1"	"0"	"1"	"0"	"0"	"26"	"0"	"1"	"0"	"2"	"0"	"3"	"2"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"16"	"41"	"0"	"278"	"278"	"1"	"0"
"12254"	"3"	"12"	"14"	"2"	"380"	"3"	"1"	"0"	"42"	"106"	"1"	"2"	"29"	"1"	"2"	"2"	"0"	"1"	"39"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"21"	"36"	"0"	"289"	"289"	"1"	"0"
"12255"	"3"	"12"	"14"	"2"	"380"	"4"	"1"	"2"	"58"	"85"	"0"	"0"	"24"	"2"	"0"	"5"	"1"	"0"	"39"	"1"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"12"	"51"	"0"	"292"	"292"	"1"	"0"
"12256"	"3"	"12"	"14"	"2"	"380"	"3"	"1"	"2"	"46"	"92"	"1"	"0"	"31"	"1"	"0"	"2"	"0"	"0"	"19"	"0"	"4"	"0"	"0"	"3"	"2"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"2"	"30"	"0"	"243"	"243"	"1"	"0"
"12257"	"3"	"12"	"14"	"2"	"380"	"2"	"0"	"5"	"30"	"90"	"1"	"1"	"34"	"0"	"0"	"0"	"0"	"0"	"18"	"0"	"2"	"3"	"1"	"2"	"4"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"16"	"37"	"0"	"248"	"248"	"1"	"0"
"12258"	"3"	"12"	"14"	"2"	"281"	"1"	"0"	"1"	"18"	"58"	"0"	"0"	"25"	"1"	"0"	"1"	"0"	"0"	"23"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"5"	"25"	"1"	"161"	"161"	"1"	"0"
"12259"	"3"	"12"	"14"	"2"	"280"	"1"	"0"	"4"	"27"	"70"	"0"	"0"	"26"	"0"	"0"	"2"	"0"	"1"	"27"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"6"	"28"	"0"	"196"	"196"	"1"	"0"
"12260"	"3"	"12"	"14"	"2"	"380"	"28"	"1"	"4"	"75"	"25"	"0"	"0"	"47"	"1"	"0"	"5"	"0"	"1"	"24"	"4"	"3"	"4"	"0"	"2"	"2"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"10"	"30"	"0"	"271"	"271"	"1"	"0"
"12261"	"3"	"12"	"14"	"2"	"380"	"26"	"0"	"6"	"90"	"36"	"0"	"3"	"36"	"4"	"0"	"3"	"2"	"0"	"25"	"3"	"1"	"3"	"0"	"0"	"1"	"0"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"11"	"43"	"1"	"301"	"301"	"1"	"0"
"12262"	"3"	"12"	"14"	"2"	"331"	"18"	"2"	"1"	"57"	"24"	"1"	"0"	"34"	"3"	"2"	"2"	"0"	"0"	"22"	"1"	"2"	"4"	"0"	"1"	"2"	"0"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"9"	"22"	"0"	"216"	"216"	"1"	"0"
"12263"	"3"	"12"	"14"	"2"	"331"	"18"	"2"	"2"	"63"	"20"	"3"	"1"	"34"	"3"	"1"	"5"	"0"	"1"	"22"	"0"	"2"	"0"	"0"	"2"	"3"	"1"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"6"	"23"	"0"	"218"	"218"	"1"	"0"
"12264"	"3"	"12"	"14"	"2"	"400"	"5"	"5"	"1"	"96"	"34"	"1"	"1"	"9"	"4"	"0"	"9"	"0"	"0"	"34"	"1"	"3"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"19"	"30"	"0"	"258"	"258"	"1"	"0"
"12265"	"3"	"12"	"14"	"2"	"400"	"10"	"3"	"3"	"97"	"40"	"1"	"1"	"21"	"1"	"1"	"5"	"0"	"0"	"24"	"2"	"2"	"2"	"0"	"3"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"8"	"35"	"0"	"263"	"263"	"1"	"0"
"12266"	"3"	"12"	"14"	"2"	"270"	"4"	"1"	"2"	"43"	"19"	"0"	"2"	"9"	"2"	"0"	"8"	"0"	"0"	"14"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"8"	"11"	"0"	"129"	"129"	"1"	"0"
"12267"	"3"	"12"	"14"	"2"	"270"	"1"	"2"	"1"	"50"	"20"	"0"	"0"	"6"	"1"	"2"	"5"	"0"	"0"	"0"	"1"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"118"	"96"	"4"	"16"	"0"	"138"	"116"	"0"	"0"
"12268"	"3"	"12"	"14"	"2"	"505"	"6"	"0"	"1"	"7"	"4"	"1"	"0"	"2"	"2"	"1"	"3"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"35"	"35"	"4"	"3"	"0"	"42"	"42"	"1"	"0"
"12269"	"3"	"12"	"15"	"2"	"400"	"13"	"2"	"5"	"41"	"7"	"2"	"0"	"54"	"0"	"3"	"10"	"3"	"1"	"57"	"1"	"2"	"2"	"1"	"4"	"2"	"2"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"28"	"14"	"0"	"262"	"262"	"1"	"0"
"12270"	"3"	"12"	"15"	"2"	"400"	"17"	"2"	"3"	"39"	"14"	"7"	"3"	"35"	"2"	"2"	"4"	"6"	"0"	"48"	"2"	"4"	"0"	"0"	"5"	"4"	"3"	"2"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"19"	"11"	"0"	"240"	"240"	"1"	"0"
"12271"	"3"	"12"	"15"	"2"	"400"	"17"	"3"	"5"	"44"	"12"	"4"	"4"	"40"	"0"	"1"	"3"	"2"	"1"	"61"	"2"	"2"	"1"	"0"	"6"	"3"	"0"	"0"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"24"	"20"	"0"	"268"	"268"	"1"	"0"
"12272"	"3"	"12"	"15"	"2"	"400"	"19"	"1"	"4"	"44"	"9"	"3"	"7"	"63"	"4"	"1"	"3"	"5"	"2"	"47"	"1"	"2"	"1"	"4"	"5"	"4"	"1"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"20"	"12"	"0"	"272"	"272"	"1"	"0"
"12273"	"3"	"12"	"15"	"2"	"400"	"18"	"0"	"4"	"46"	"12"	"1"	"7"	"41"	"0"	"2"	"4"	"3"	"2"	"62"	"1"	"8"	"0"	"3"	"4"	"7"	"2"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"235"	"25"	"10"	"0"	"272"	"270"	"0"	"0"
"12274"	"3"	"12"	"15"	"2"	"400"	"11"	"6"	"10"	"40"	"12"	"1"	"3"	"44"	"3"	"2"	"7"	"1"	"0"	"64"	"0"	"5"	"3"	"2"	"3"	"4"	"1"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"21"	"9"	"0"	"261"	"261"	"1"	"0"
