MESA	TIPO_ELECCION	DEPTO	MUNI	ESTADO_ACTA	CANTIDAD_PAPELETAS	VAMOS	UNIONISTA	VALOR	BIEN	WINAQ	CREO	PPT	PODEMOS	EG	URNG_MAIZ	FCN_NACION	SEMILLA	AVANZA	UNE	VIVA	UNIDOS	PC	FUERZA	MLP	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	SUMATORIA	CUADRA VOTOS VALIDOS	VOTOS_VALIDOS_ACTA	VOTOS_VALIDOS	NULOS	BLANCOS	INVALIDOS	TOTAL_ACTA	TOTAL_VOTOS	ACTA_CUADRA	IMPUGNACIONES
2346	4	1	6	2	236	7	27	5	7	0	2	0	13	1	0	0	0	1	32	2	2	10	2	0	0	0	0	0	0	0	0	0	0	0	0	111	TRUE	111	111	7	0	0	118	118	1	2
2347	4	1	6	2	400	22	40	7	16	4	6	1	26	1	2	6	1	4	50	9	8	20	1	5	0	0	0	0	0	0	0	0	0	0	0	229	FALSE	242	229	12	2	0	242	243	0	0
2348	4	1	6	1	397	19	56	5	19	4	12	2	22	3	4	1	5	3	55	8	8	22	2	7	0	1	5	3	55	8	8	22	2	7	0	257	TRUE	257	257	12	5	0	274	274	1	0
2349	4	1	6	2	396	20	37	6	29	2	8	0	20	0	4	3	2	3	67	7	3	15	1	6	0	0	0	0	0	0	0	0	0	0	0	233	TRUE	233	233	17	4	0	254	254	1	0
2350	4	1	6	2	400	25	39	7	21	7	12	1	25	1	4	2	6	5	53	9	6	14	1	2	0	0	0	0	0	0	0	0	0	0	0	240	TRUE	240	240	16	2	0	258	258	1	0
2351	4	1	6	2	399	17	41	4	18	7	3	2	27	2	3	0	3	4	41	7	14	13	1	5	0	0	0	0	0	0	0	0	0	0	0	212	TRUE	212	212	9	4	0	225	225	1	0
2352	4	1	6	2	396	21	40	9	16	3	9	0	24	0	6	4	6	2	58	9	3	11	2	6	0	0	0	0	0	0	0	0	0	0	0	229	TRUE	229	229	13	3	0	245	245	1	0
2353	4	1	6	2	400	19	46	11	24	3	7	3	25	2	5	5	4	7	50	11	8	11	2	2	0	0	0	0	0	0	0	0	0	0	0	245	TRUE	245	245	19	0	0	264	264	1	0
2354	4	1	6	2	400	22	48	10	16	7	11	0	33	1	6	5	3	5	55	10	3	14	1	3	0	0	0	0	0	0	0	0	0	0	0	253	TRUE	253	253	10	3	0	266	266	1	0
2355	4	1	6	2	400	29	41	10	24	5	3	1	26	1	4	5	5	3	58	11	7	16	2	3	0	0	0	0	0	0	0	0	0	0	0	254	FALSE	263	254	1	5	0	269	260	0	0
2356	4	1	6	2	400	18	42	5	21	4	7	0	25	2	2	2	3	1	76	12	6	9	2	4	0	0	0	0	0	0	0	0	0	0	0	241	TRUE	241	241	18	2	0	261	261	1	0
2357	4	1	6	2	400	27	43	8	29	5	4	0	20	2	6	3	3	2	59	11	5	14	1	4	0	0	0	0	0	0	0	0	0	0	0	246	TRUE	246	246	12	4	0	262	262	1	0
2358	4	1	6	2	400	25	50	6	16	4	2	0	20	2	3	2	4	1	61	9	7	12	0	4	0	0	0	0	0	0	0	0	0	0	0	228	TRUE	228	228	14	3	0	245	245	1	0
2359	4	1	6	2	400	12	38	8	17	8	8	2	29	1	3	5	2	5	43	5	8	20	0	3	0	0	0	0	0	0	0	0	0	0	0	217	TRUE	217	217	6	4	0	227	227	1	0
2360	4	1	6	2	400	20	47	9	14	3	3	0	26	1	0	3	7	2	65	3	6	14	2	6	0	0	0	0	0	0	0	0	0	0	0	231	TRUE	231	231	8	3	0	242	242	1	0
2361	4	1	6	2	358	18	48	10	19	3	8	0	39	0	1	0	3	0	45	5	3	14	0	5	0	0	0	0	0	0	0	0	0	0	0	221	TRUE	221	221	5	1	0	227	227	1	0
2362	4	1	6	2	354	20	43	8	14	1	12	0	22	0	0	2	1	1	38	6	4	14	1	5	0	0	0	0	0	0	0	0	0	0	0	192	TRUE	192	192	7	1	0	200	200	1	0
2363	4	1	6	2	380	8	9	10	12	4	9	2	39	3	2	2	3	1	87	6	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	210	FALSE	220	210	19	5	0	234	234	0	0
2364	4	1	6	2	380	14	13	7	20	0	15	0	24	0	9	8	3	0	74	5	1	13	2	6	0	0	0	0	0	0	0	0	0	0	0	214	TRUE	214	214	10	3	0	227	227	1	0
2365	4	1	6	2	376	8	12	9	14	3	16	0	38	4	3	3	4	0	78	1	0	19	1	6	0	0	0	0	0	0	0	0	0	0	0	219	TRUE	219	219	12	3	0	234	234	1	0
2366	4	1	6	2	378	13	14	12	13	4	9	1	24	4	5	6	4	1	72	11	0	18	1	3	0	0	0	0	0	0	0	0	0	0	0	215	TRUE	215	215	10	2	0	227	227	1	0
2367	4	1	6	2	376	13	15	14	11	2	13	0	29	2	1	2	5	0	62	6	0	8	1	7	0	2	5	0	62	6	0	8	1	7	0	191	TRUE	191	191	8	0	0	199	199	1	0
2368	4	1	6	2	378	7	12	9	13	2	14	0	33	3	5	5	2	0	70	6	0	9	1	2	0	0	0	0	0	0	0	0	0	0	0	193	TRUE	193	193	15	6	0	214	214	1	0
2369	4	1	6	2	376	12	18	13	7	0	19	0	25	1	0	1	6	0	66	10	0	17	4	3	0	0	0	0	0	0	0	0	0	0	0	202	TRUE	202	202	8	5	0	215	215	1	0
2370	4	1	6	2	380	11	10	14	10	2	10	1	28	4	1	1	7	0	69	10	0	15	2	6	0	0	0	0	0	0	0	0	0	0	0	201	TRUE	201	201	13	4	0	218	218	1	0
2371	4	1	6	2	376	12	11	15	12	2	17	0	27	1	2	4	2	0	85	4	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	224	TRUE	224	224	15	6	0	245	245	1	0
2372	4	1	6	2	374	8	14	15	11	0	14	0	27	1	4	6	1	1	57	5	0	19	0	5	0	0	0	0	0	0	0	0	0	0	0	188	TRUE	188	188	17	4	0	209	209	1	0
2373	4	1	6	2	377	12	11	8	6	1	5	1	20	4	3	6	3	1	77	7	0	13	1	5	0	0	0	0	0	0	0	0	0	0	0	184	TRUE	184	184	13	3	1	200	200	1	0
2374	4	1	6	2	376	7	16	14	13	2	8	0	17	1	1	5	2	1	76	7	1	13	1	1	0	0	0	0	0	0	0	0	0	0	0	186	TRUE	186	186	11	3	0	200	200	1	0
2375	4	1	6	2	380	13	14	5	9	3	9	0	26	2	2	3	2	0	69	5	1	12	3	3	0	0	0	0	0	0	0	0	0	0	0	181	TRUE	181	181	11	2	0	194	194	1	0
2376	4	1	6	2	321	13	11	18	7	1	12	0	31	0	0	4	0	0	53	10	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	166	FALSE	190	166	6	0	0	196	172	0	0
2377	4	1	6	2	323	7	6	13	10	4	5	1	26	4	3	1	4	0	55	5	0	14	1	3	0	0	0	0	0	0	0	0	0	0	0	162	TRUE	162	162	6	1	0	169	169	1	0
2378	4	1	6	2	373	17	18	23	2	5	14	1	9	3	5	4	16	1	51	9	1	29	0	6	0	0	0	0	0	0	0	0	0	0	0	214	TRUE	214	214	10	6	0	230	230	1	0
2379	4	1	6	2	375	16	22	21	1	4	22	1	8	3	5	5	10	0	37	10	0	26	1	8	0	0	0	0	0	0	0	0	0	0	0	200	TRUE	200	200	12	2	0	214	214	1	0
2380	4	1	6	2	374	16	24	21	2	5	19	0	15	2	2	5	14	0	36	9	1	21	2	7	0	0	0	0	0	0	0	0	0	0	0	201	TRUE	201	201	20	1	0	222	222	1	0
2381	4	1	6	2	377	13	21	22	7	6	16	3	7	2	10	4	8	1	53	11	0	16	4	4	0	0	0	0	0	0	0	0	0	0	0	208	TRUE	208	208	16	5	0	229	229	1	0
2382	4	1	6	2	380	16	12	24	3	1	14	0	7	1	6	8	14	0	42	9	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	174	TRUE	174	174	21	7	0	202	202	1	0
2383	4	1	6	2	365	13	18	10	3	3	13	2	5	0	3	1	12	1	36	9	3	13	2	5	0	0	0	0	0	0	0	0	0	0	0	152	TRUE	152	152	20	6	0	178	178	1	0
2384	4	1	6	2	365	19	30	16	2	4	14	1	6	2	8	2	9	0	28	7	2	22	0	8	0	0	0	0	0	0	0	0	0	0	0	180	TRUE	180	180	4	2	0	186	186	1	0
2385	4	1	6	2	374	24	10	10	22	1	23	0	18	25	2	2	6	1	35	8	1	40	1	2	0	0	0	0	0	0	0	0	0	0	0	231	TRUE	231	231	19	6	0	256	256	1	0
2386	4	1	6	2	374	19	10	17	13	0	24	0	15	41	1	3	0	0	23	5	2	36	1	4	0	0	0	0	0	0	0	0	0	0	0	214	TRUE	214	214	6	9	0	229	229	1	0
2387	4	1	6	2	391	25	5	24	16	1	29	1	16	34	2	4	3	0	22	1	3	39	1	3	0	0	0	0	0	0	0	0	0	0	0	229	TRUE	229	229	11	5	0	245	245	1	0
2388	4	1	6	2	376	13	11	7	20	0	22	0	11	35	0	0	1	0	23	2	1	51	1	3	0	0	0	0	0	0	0	0	0	0	0	201	TRUE	201	201	15	9	0	225	225	1	0
2389	4	1	6	2	302	14	3	5	20	1	16	1	13	12	1	2	4	1	19	0	2	37	1	6	0	0	0	0	0	0	0	0	0	0	0	158	TRUE	158	158	9	5	0	172	172	1	0
2390	4	1	6	2	303	19	8	7	17	0	19	1	16	14	0	1	1	1	16	2	1	33	0	1	0	0	0	0	0	0	0	0	0	0	0	157	TRUE	157	157	5	3	0	165	165	1	0
2391	4	1	6	1	373	16	10	18	41	2	10	2	7	1	3	35	1	0	60	12	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	231	TRUE	231	231	10	4	0	245	245	1	0
2392	4	1	6	1	380	6	13	25	49	8	10	1	7	0	1	24	7	1	38	6	1	16	1	2	0	0	0	0	0	0	0	0	0	0	0	216	TRUE	216	216	6	3	1	225	225	1	0
2393	4	1	6	1	371	14	6	25	39	2	7	0	7	2	2	25	3	0	47	16	0	2	18	2	0	25	3	0	47	16	0	2	18	2	0	217	TRUE	217	217	11	4	0	232	232	1	0
2394	4	1	6	1	377	13	13	24	62	6	12	0	6	2	3	20	4	0	45	11	0	12	2	2	0	0	0	0	0	0	0	0	0	0	0	237	TRUE	237	237	7	4	0	248	248	1	0
2395	4	1	6	1	380	11	9	34	42	0	12	0	9	2	2	20	3	0	50	11	3	9	0	4	0	0	0	0	0	0	0	0	0	0	0	221	TRUE	221	221	12	4	0	237	237	1	0
2396	4	1	6	1	219	7	5	16	32	2	5	0	0	1	1	12	3	0	25	4	0	6	0	1	0	12	3	0	25	4	0	6	0	1	0	120	TRUE	120	120	5	0	0	125	125	1	0
2397	4	1	6	1	219	5	13	19	27	2	1	0	6	3	0	7	1	0	31	2	0	8	0	2	0	7	1	0	31	2	0	8	0	2	0	127	TRUE	127	127	3	0	3	130	130	1	0
2398	4	1	6	2	597	13	15	11	16	3	33	1	11	4	1	2	10	2	16	3	0	20	1	6	0	0	0	0	0	0	0	0	0	0	0	168	FALSE	181	168	10	3	13	181	181	0	0
2399	4	1	6	2	596	17	15	12	4	6	36	3	19	7	7	3	8	0	15	13	2	27	3	4	0	0	0	0	0	0	0	0	0	0	0	201	TRUE	201	201	14	2	0	217	217	1	0
2400	4	1	6	2	600	8	17	8	9	5	41	5	14	9	3	0	9	1	15	16	1	18	2	2	0	0	0	0	0	0	0	0	0	0	0	183	TRUE	183	183	23	3	0	209	209	1	0
2401	4	1	6	2	595	18	22	14	14	5	39	1	11	8	11	1	11	0	26	8	2	19	5	7	0	0	0	0	0	0	0	0	0	0	0	222	FALSE	223	222	17	2	0	242	241	0	0
2402	4	1	6	2	600	13	18	11	12	10	37	2	14	6	4	3	11	1	15	13	9	0	8	15	0	0	0	0	0	0	0	0	0	0	0	202	FALSE	199	202	13	5	0	217	220	0	0
2403	4	1	6	2	603	11	16	9	11	2	39	1	11	6	6	3	8	0	18	4	0	21	2	2	0	0	0	0	0	0	0	0	0	0	0	170	TRUE	170	170	14	2	0	186	186	1	0
2404	4	1	6	2	538	11	13	7	12	0	22	1	8	0	2	4	6	2	14	4	13	7	0	13	0	0	0	0	0	0	0	0	0	0	0	139	FALSE	118	139	8	3	0	129	150	0	0
2405	4	1	6	2	542	3	9	0	1	0	6	0	4	1	0	0	1	0	2	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	35	FALSE	36	35	1	0	0	37	36	0	0
											5778								6858																											
