"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"TODOS"	"WINAQ"	"VAMOS"	"UNIONISTA"	"PAN"	"CONVERGENCIA"	"UNIDOS"	"VICTORIA"	"VALOR"	"VIVA"	"FUERZA"	"UCN"	"EG"	"PHG"	"AVANZA"	"PC"	"CREO"	"MLP"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4925"	"3"	"2"	"8"	"2"	"400"	"32"	"26"	"16"	"9"	"7"	"9"	"5"	"1"	"7"	"9"	"18"	"17"	"6"	"1"	"14"	"1"	"2"	"42"	"7"	"4"	"2"	"32"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"31"	"9"	"0"	"308"	"308"	"1"	"0"
"4926"	"3"	"2"	"8"	"2"	"400"	"32"	"18"	"14"	"14"	"14"	"20"	"2"	"1"	"4"	"8"	"20"	"17"	"2"	"5"	"12"	"1"	"2"	"36"	"9"	"4"	"1"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"18"	"10"	"0"	"295"	"295"	"1"	"0"
"4927"	"3"	"2"	"8"	"2"	"400"	"23"	"20"	"12"	"19"	"7"	"8"	"3"	"1"	"4"	"4"	"18"	"12"	"3"	"3"	"20"	"0"	"2"	"39"	"7"	"1"	"3"	"34"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"38"	"11"	"2"	"293"	"293"	"1"	"2"
"4928"	"3"	"2"	"8"	"2"	"400"	"23"	"16"	"3"	"19"	"9"	"12"	"7"	"2"	"4"	"8"	"25"	"13"	"0"	"2"	"12"	"3"	"1"	"41"	"9"	"2"	"6"	"29"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"30"	"15"	"0"	"292"	"292"	"1"	"0"
"4929"	"3"	"2"	"8"	"2"	"401"	"26"	"27"	"9"	"10"	"9"	"13"	"2"	"1"	"6"	"7"	"27"	"18"	"0"	"6"	"17"	"3"	"3"	"38"	"5"	"2"	"1"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"31"	"11"	"0"	"296"	"296"	"1"	"0"
"4930"	"3"	"2"	"8"	"2"	"400"	"23"	"17"	"14"	"15"	"6"	"12"	"4"	"0"	"6"	"9"	"20"	"19"	"2"	"9"	"18"	"2"	"1"	"29"	"7"	"3"	"4"	"27"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"29"	"7"	"0"	"284"	"284"	"1"	"0"
"4931"	"3"	"2"	"8"	"2"	"400"	"22"	"11"	"9"	"13"	"5"	"11"	"3"	"1"	"6"	"11"	"31"	"9"	"3"	"10"	"17"	"2"	"5"	"37"	"13"	"3"	"0"	"46"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"37"	"12"	"0"	"320"	"320"	"1"	"0"
"4932"	"3"	"2"	"8"	"2"	"400"	"25"	"24"	"3"	"17"	"5"	"19"	"2"	"2"	"5"	"13"	"16"	"11"	"4"	"6"	"11"	"3"	"3"	"31"	"13"	"5"	"4"	"19"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"38"	"15"	"0"	"297"	"297"	"1"	"0"
"4933"	"3"	"2"	"8"	"2"	"400"	"38"	"21"	"10"	"15"	"5"	"10"	"4"	"2"	"3"	"8"	"25"	"19"	"0"	"4"	"13"	"2"	"1"	"20"	"6"	"8"	"7"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"39"	"26"	"0"	"317"	"317"	"1"	"0"
"4934"	"3"	"2"	"8"	"2"	"400"	"31"	"25"	"16"	"16"	"9"	"10"	"2"	"0"	"2"	"6"	"17"	"14"	"3"	"4"	"8"	"3"	"2"	"32"	"6"	"4"	"2"	"32"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"42"	"11"	"0"	"299"	"299"	"1"	"0"
"4935"	"3"	"2"	"8"	"2"	"401"	"24"	"19"	"16"	"11"	"7"	"9"	"2"	"0"	"4"	"3"	"14"	"16"	"2"	"5"	"17"	"2"	"3"	"27"	"5"	"7"	"2"	"42"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"34"	"11"	"0"	"284"	"284"	"1"	"0"
"4936"	"3"	"2"	"8"	"2"	"400"	"20"	"26"	"18"	"13"	"5"	"8"	"3"	"0"	"1"	"7"	"13"	"18"	"0"	"1"	"14"	"3"	"6"	"17"	"13"	"3"	"1"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"33"	"2"	"0"	"261"	"261"	"1"	"0"
"4937"	"3"	"2"	"8"	"2"	"401"	"26"	"25"	"18"	"15"	"9"	"10"	"3"	"1"	"7"	"9"	"18"	"18"	"2"	"6"	"12"	"1"	"1"	"27"	"5"	"5"	"4"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"30"	"10"	"0"	"289"	"289"	"1"	"0"
"4938"	"3"	"2"	"8"	"2"	"400"	"20"	"16"	"9"	"22"	"10"	"13"	"0"	"1"	"8"	"9"	"20"	"17"	"2"	"7"	"16"	"0"	"4"	"33"	"5"	"4"	"3"	"24"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"31"	"5"	"0"	"281"	"281"	"1"	"0"
"4939"	"3"	"2"	"8"	"2"	"401"	"26"	"20"	"6"	"18"	"8"	"7"	"3"	"0"	"3"	"14"	"21"	"22"	"1"	"9"	"9"	"0"	"4"	"26"	"6"	"2"	"2"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"32"	"8"	"1"	"277"	"277"	"1"	"0"
"4940"	"3"	"2"	"8"	"2"	"400"	"19"	"14"	"9"	"15"	"8"	"17"	"2"	"2"	"3"	"15"	"24"	"17"	"4"	"9"	"19"	"2"	"0"	"29"	"4"	"1"	"1"	"53"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"33"	"6"	"0"	"306"	"306"	"1"	"1"
"4941"	"3"	"2"	"8"	"2"	"400"	"15"	"30"	"14"	"17"	"5"	"11"	"3"	"1"	"5"	"10"	"26"	"14"	"2"	"12"	"14"	"1"	"4"	"33"	"8"	"5"	"5"	"38"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"26"	"10"	"0"	"310"	"310"	"1"	"0"
"4942"	"3"	"2"	"8"	"2"	"400"	"21"	"14"	"13"	"9"	"11"	"18"	"4"	"1"	"3"	"11"	"26"	"12"	"2"	"5"	"18"	"1"	"7"	"29"	"11"	"0"	"4"	"39"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"42"	"4"	"0"	"308"	"308"	"1"	"0"
"4943"	"3"	"2"	"8"	"2"	"400"	"18"	"25"	"11"	"19"	"3"	"9"	"6"	"1"	"0"	"17"	"25"	"17"	"4"	"6"	"14"	"4"	"0"	"34"	"7"	"3"	"2"	"36"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"30"	"8"	"0"	"302"	"302"	"1"	"0"
"4944"	"3"	"2"	"8"	"2"	"400"	"19"	"15"	"19"	"14"	"6"	"11"	"1"	"1"	"9"	"12"	"13"	"21"	"1"	"5"	"17"	"1"	"2"	"30"	"5"	"3"	"1"	"44"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"36"	"9"	"2"	"297"	"297"	"1"	"299"
"4945"	"3"	"2"	"8"	"2"	"400"	"18"	"20"	"8"	"19"	"3"	"6"	"1"	"1"	"2"	"6"	"24"	"25"	"1"	"8"	"11"	"1"	"4"	"28"	"12"	"3"	"0"	"31"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"35"	"16"	"111"	"289"	"289"	"1"	"0"
"4946"	"3"	"2"	"8"	"2"	"400"	"24"	"29"	"8"	"19"	"7"	"16"	"2"	"2"	"4"	"9"	"23"	"16"	"0"	"5"	"8"	"2"	"1"	"39"	"3"	"5"	"2"	"38"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"29"	"10"	"0"	"303"	"303"	"1"	"0"
"4947"	"3"	"2"	"8"	"2"	"400"	"26"	"23"	"13"	"14"	"5"	"10"	"0"	"0"	"2"	"14"	"15"	"16"	"2"	"4"	"17"	"1"	"4"	"41"	"8"	"3"	"4"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"20"	"15"	"0"	"290"	"286"	"0"	"0"
"4948"	"3"	"2"	"8"	"2"	"400"	"27"	"19"	"11"	"11"	"8"	"5"	"4"	"2"	"4"	"8"	"30"	"22"	"0"	"7"	"7"	"4"	"2"	"29"	"6"	"4"	"2"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"31"	"9"	"0"	"274"	"274"	"1"	"0"
"4949"	"3"	"2"	"8"	"2"	"400"	"15"	"16"	"11"	"4"	"5"	"17"	"2"	"2"	"3"	"8"	"21"	"16"	"1"	"6"	"19"	"1"	"4"	"32"	"5"	"3"	"0"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"22"	"12"	"0"	"264"	"264"	"1"	"0"
"4950"	"3"	"2"	"8"	"2"	"400"	"24"	"22"	"19"	"12"	"11"	"15"	"5"	"2"	"5"	"11"	"22"	"24"	"0"	"2"	"18"	"2"	"5"	"26"	"14"	"4"	"4"	"30"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"30"	"7"	"0"	"315"	"315"	"1"	"0"
"4951"	"3"	"2"	"8"	"2"	"400"	"23"	"25"	"17"	"24"	"11"	"13"	"4"	"1"	"1"	"9"	"20"	"25"	"0"	"2"	"16"	"1"	"3"	"34"	"13"	"0"	"1"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"29"	"8"	"0"	"312"	"312"	"1"	"1"
"4952"	"3"	"2"	"8"	"2"	"400"	"17"	"20"	"27"	"12"	"11"	"12"	"4"	"5"	"2"	"18"	"11"	"16"	"1"	"7"	"21"	"3"	"3"	"32"	"5"	"1"	"2"	"65"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"28"	"2"	"0"	"326"	"326"	"1"	"1"
"4953"	"3"	"2"	"8"	"2"	"339"	"23"	"27"	"9"	"14"	"8"	"9"	"3"	"0"	"3"	"8"	"11"	"19"	"2"	"2"	"24"	"1"	"3"	"33"	"8"	"5"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"34"	"11"	"0"	"268"	"268"	"1"	"0"
"4954"	"3"	"2"	"8"	"2"	"338"	"14"	"16"	"5"	"6"	"8"	"8"	"1"	"1"	"1"	"6"	"12"	"13"	"0"	"1"	"10"	"1"	"6"	"27"	"5"	"1"	"0"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"158"	"25"	"5"	"0"	"187"	"188"	"0"	"0"
"4955"	"3"	"2"	"8"	"2"	"380"	"36"	"16"	"12"	"24"	"2"	"17"	"0"	"0"	"3"	"7"	"14"	"10"	"2"	"3"	"20"	"1"	"3"	"36"	"12"	"3"	"1"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"19"	"17"	"0"	"276"	"276"	"1"	"0"
"4956"	"3"	"2"	"8"	"2"	"380"	"56"	"19"	"2"	"28"	"4"	"10"	"1"	"1"	"4"	"4"	"17"	"6"	"1"	"3"	"9"	"2"	"1"	"23"	"8"	"2"	"2"	"24"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"34"	"23"	"0"	"286"	"286"	"1"	"0"
"4957"	"3"	"2"	"8"	"2"	"277"	"27"	"17"	"7"	"22"	"6"	"11"	"1"	"0"	"2"	"6"	"11"	"7"	"4"	"5"	"16"	"1"	"2"	"37"	"8"	"0"	"1"	"33"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"28"	"12"	"0"	"264"	"264"	"1"	"0"
"4958"	"3"	"2"	"8"	"2"	"218"	"18"	"7"	"6"	"20"	"3"	"8"	"2"	"1"	"0"	"2"	"7"	"2"	"0"	"3"	"6"	"1"	"1"	"19"	"6"	"2"	"0"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"13"	"8"	"0"	"155"	"155"	"1"	"0"
"4959"	"3"	"2"	"8"	"2"	"218"	"21"	"12"	"8"	"17"	"0"	"7"	"0"	"0"	"0"	"6"	"7"	"5"	"0"	"1"	"0"	"0"	"0"	"12"	"8"	"3"	"1"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"130"	"17"	"7"	"0"	"168"	"154"	"0"	"0"
"4960"	"3"	"2"	"8"	"2"	"600"	"38"	"19"	"10"	"20"	"8"	"24"	"3"	"0"	"7"	"4"	"25"	"19"	"2"	"9"	"10"	"2"	"2"	"27"	"11"	"5"	"1"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"45"	"12"	"0"	"320"	"320"	"1"	"0"
"4961"	"3"	"2"	"8"	"2"	"435"	"22"	"14"	"7"	"10"	"10"	"8"	"2"	"1"	"5"	"12"	"16"	"14"	"4"	"2"	"10"	"3"	"1"	"30"	"8"	"2"	"2"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"30"	"19"	"0"	"250"	"250"	"1"	"0"
"4962"	"3"	"2"	"8"	"2"	"435"	"23"	"16"	"4"	"7"	"2"	"10"	"3"	"1"	"5"	"4"	"16"	"17"	"0"	"3"	"8"	"1"	"3"	"17"	"5"	"4"	"0"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"23"	"13"	"0"	"205"	"205"	"1"	"0"
"4963"	"3"	"2"	"9"	"2"	"400"	"6"	"44"	"6"	"13"	"57"	"14"	"0"	"2"	"3"	"5"	"3"	"8"	"4"	"3"	"11"	"4"	"3"	"8"	"14"	"5"	"3"	"18"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"27"	"31"	"0"	"294"	"294"	"1"	"0"
"4964"	"3"	"2"	"9"	"2"	"400"	"8"	"45"	"6"	"9"	"87"	"17"	"2"	"2"	"3"	"4"	"8"	"16"	"4"	"5"	"6"	"3"	"5"	"7"	"3"	"2"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"20"	"36"	"0"	"310"	"310"	"1"	"0"
"4965"	"3"	"2"	"9"	"2"	"401"	"8"	"36"	"5"	"23"	"88"	"13"	"2"	"2"	"6"	"4"	"6"	"14"	"4"	"2"	"7"	"2"	"5"	"9"	"6"	"2"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"22"	"33"	"0"	"312"	"312"	"1"	"0"
"4966"	"3"	"2"	"9"	"2"	"400"	"5"	"49"	"7"	"17"	"83"	"16"	"2"	"1"	"4"	"4"	"10"	"11"	"1"	"4"	"8"	"1"	"3"	"7"	"5"	"2"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"30"	"24"	"0"	"308"	"308"	"1"	"0"
"4967"	"3"	"2"	"9"	"2"	"400"	"11"	"55"	"9"	"12"	"99"	"7"	"3"	"0"	"4"	"5"	"11"	"8"	"1"	"4"	"11"	"0"	"3"	"8"	"6"	"5"	"4"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"20"	"21"	"0"	"315"	"315"	"1"	"0"
"4968"	"3"	"2"	"9"	"2"	"400"	"6"	"48"	"9"	"13"	"75"	"8"	"2"	"0"	"3"	"6"	"7"	"10"	"1"	"1"	"13"	"4"	"7"	"11"	"6"	"4"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"25"	"17"	"0"	"289"	"289"	"1"	"0"
"4969"	"3"	"2"	"9"	"2"	"400"	"11"	"54"	"14"	"9"	"63"	"14"	"0"	"0"	"3"	"4"	"8"	"11"	"5"	"2"	"7"	"1"	"2"	"7"	"5"	"3"	"3"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"26"	"18"	"0"	"290"	"290"	"1"	"0"
"4970"	"3"	"2"	"9"	"2"	"400"	"8"	"46"	"7"	"13"	"71"	"7"	"0"	"1"	"4"	"4"	"12"	"11"	"1"	"5"	"14"	"1"	"4"	"13"	"4"	"3"	"0"	"18"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"22"	"12"	"0"	"283"	"283"	"1"	"0"
"4971"	"3"	"2"	"9"	"2"	"400"	"6"	"37"	"6"	"17"	"58"	"11"	"0"	"2"	"6"	"7"	"13"	"11"	"2"	"6"	"15"	"1"	"2"	"10"	"3"	"3"	"2"	"22"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"20"	"12"	"0"	"276"	"276"	"1"	"0"
"4972"	"3"	"2"	"9"	"2"	"400"	"6"	"46"	"11"	"14"	"66"	"10"	"4"	"0"	"6"	"2"	"15"	"18"	"0"	"4"	"5"	"1"	"5"	"5"	"3"	"2"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"18"	"20"	"0"	"274"	"274"	"1"	"0"
"4973"	"3"	"2"	"9"	"2"	"400"	"11"	"48"	"11"	"17"	"81"	"3"	"1"	"0"	"3"	"5"	"5"	"8"	"2"	"1"	"12"	"1"	"3"	"10"	"5"	"1"	"2"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"22"	"25"	"0"	"292"	"292"	"1"	"0"
"4974"	"3"	"2"	"9"	"2"	"276"	"3"	"50"	"5"	"9"	"48"	"7"	"1"	"2"	"2"	"5"	"9"	"9"	"0"	"2"	"10"	"0"	"6"	"6"	"2"	"4"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"17"	"7"	"0"	"213"	"213"	"1"	"0"
"4975"	"3"	"2"	"9"	"2"	"275"	"2"	"43"	"7"	"9"	"55"	"2"	"1"	"0"	"0"	"2"	"7"	"8"	"0"	"1"	"19"	"0"	"6"	"4"	"3"	"2"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"8"	"14"	"0"	"199"	"199"	"1"	"0"
"4976"	"3"	"2"	"9"	"2"	"380"	"10"	"95"	"9"	"27"	"33"	"6"	"5"	"1"	"5"	"5"	"6"	"19"	"3"	"3"	"11"	"0"	"12"	"8"	"4"	"3"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"16"	"18"	"0"	"308"	"308"	"1"	"0"
"4977"	"3"	"2"	"9"	"2"	"380"	"10"	"99"	"5"	"22"	"42"	"5"	"12"	"0"	"7"	"3"	"8"	"45"	"2"	"0"	"7"	"1"	"0"	"6"	"6"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"15"	"23"	"0"	"327"	"327"	"1"	"0"
"4978"	"3"	"2"	"9"	"2"	"380"	"6"	"104"	"6"	"24"	"39"	"7"	"1"	"1"	"6"	"2"	"3"	"29"	"1"	"1"	"10"	"5"	"7"	"2"	"4"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"26"	"17"	"0"	"310"	"310"	"1"	"0"
"4979"	"3"	"2"	"9"	"2"	"380"	"6"	"86"	"4"	"18"	"35"	"9"	"2"	"0"	"7"	"1"	"4"	"29"	"1"	"6"	"12"	"0"	"10"	"8"	"5"	"1"	"4"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"23"	"21"	"0"	"297"	"297"	"1"	"0"
"4980"	"3"	"2"	"9"	"2"	"380"	"8"	"89"	"5"	"35"	"26"	"6"	"1"	"1"	"6"	"2"	"4"	"25"	"3"	"4"	"10"	"2"	"7"	"7"	"6"	"2"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"27"	"18"	"0"	"302"	"302"	"1"	"0"
"4981"	"3"	"2"	"9"	"2"	"380"	"5"	"67"	"11"	"17"	"26"	"6"	"5"	"1"	"4"	"3"	"6"	"30"	"2"	"7"	"12"	"0"	"10"	"9"	"12"	"4"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"14"	"16"	"0"	"277"	"277"	"1"	"0"
"4982"	"3"	"2"	"9"	"2"	"380"	"9"	"66"	"9"	"25"	"35"	"3"	"1"	"1"	"5"	"3"	"4"	"27"	"1"	"6"	"10"	"1"	"9"	"6"	"4"	"3"	"3"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"29"	"11"	"0"	"287"	"287"	"1"	"0"
"4983"	"3"	"2"	"9"	"2"	"380"	"4"	"78"	"7"	"28"	"35"	"4"	"1"	"2"	"6"	"2"	"4"	"35"	"4"	"4"	"7"	"0"	"6"	"11"	"1"	"2"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"23"	"13"	"0"	"287"	"287"	"1"	"0"
"4984"	"3"	"2"	"9"	"2"	"307"	"5"	"62"	"11"	"29"	"28"	"2"	"3"	"1"	"1"	"1"	"4"	"21"	"2"	"2"	"10"	"0"	"7"	"8"	"7"	"0"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"16"	"8"	"0"	"238"	"238"	"1"	"0"
"4985"	"3"	"2"	"9"	"2"	"307"	"5"	"52"	"8"	"31"	"32"	"6"	"1"	"1"	"4"	"2"	"6"	"20"	"2"	"5"	"13"	"1"	"8"	"6"	"5"	"1"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"18"	"12"	"0"	"249"	"249"	"1"	"0"
"4986"	"3"	"2"	"9"	"2"	"333"	"4"	"34"	"3"	"16"	"15"	"5"	"2"	"0"	"2"	"0"	"4"	"5"	"3"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"8"	"9"	"0"	"131"	"131"	"1"	"0"
"4987"	"3"	"2"	"10"	"2"	"399"	"32"	"28"	"5"	"5"	"18"	"6"	"0"	"0"	"4"	"2"	"13"	"55"	"4"	"2"	"2"	"5"	"18"	"20"	"7"	"4"	"2"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"16"	"23"	"0"	"286"	"286"	"1"	"0"
"4988"	"3"	"2"	"10"	"2"	"400"	"39"	"24"	"8"	"7"	"9"	"8"	"0"	"0"	"4"	"0"	"15"	"55"	"4"	"2"	"9"	"2"	"29"	"22"	"3"	"2"	"1"	"6"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"25"	"26"	"0"	"313"	"313"	"1"	"0"
"4989"	"3"	"2"	"10"	"2"	"400"	"22"	"18"	"4"	"2"	"13"	"7"	"5"	"0"	"6"	"2"	"15"	"66"	"7"	"0"	"6"	"3"	"29"	"22"	"3"	"3"	"5"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"22"	"23"	"0"	"294"	"294"	"1"	"0"
"4990"	"3"	"2"	"10"	"2"	"400"	"26"	"19"	"8"	"4"	"14"	"6"	"1"	"1"	"3"	"3"	"19"	"66"	"5"	"1"	"7"	"2"	"37"	"26"	"3"	"1"	"0"	"8"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"23"	"23"	"0"	"314"	"314"	"1"	"0"
"4991"	"3"	"2"	"10"	"2"	"400"	"20"	"31"	"7"	"11"	"11"	"17"	"0"	"1"	"9"	"3"	"15"	"33"	"0"	"2"	"8"	"3"	"35"	"16"	"6"	"3"	"3"	"12"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"34"	"24"	"0"	"313"	"313"	"1"	"0"
"4992"	"3"	"2"	"10"	"2"	"400"	"19"	"27"	"7"	"10"	"12"	"10"	"0"	"1"	"5"	"0"	"12"	"51"	"2"	"4"	"5"	"6"	"32"	"35"	"6"	"6"	"4"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"41"	"23"	"0"	"331"	"331"	"1"	"0"
"4993"	"3"	"2"	"10"	"2"	"400"	"28"	"27"	"10"	"12"	"8"	"10"	"2"	"0"	"6"	"0"	"15"	"48"	"4"	"1"	"7"	"1"	"35"	"25"	"5"	"3"	"2"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"31"	"27"	"0"	"319"	"319"	"1"	"0"
"4994"	"3"	"2"	"10"	"2"	"400"	"34"	"32"	"5"	"8"	"9"	"5"	"3"	"0"	"4"	"1"	"17"	"40"	"5"	"1"	"12"	"1"	"41"	"17"	"5"	"2"	"3"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"22"	"24"	"0"	"300"	"300"	"1"	"0"
"4995"	"3"	"2"	"10"	"2"	"400"	"28"	"22"	"5"	"8"	"13"	"6"	"2"	"0"	"3"	"1"	"14"	"61"	"0"	"1"	"7"	"4"	"31"	"28"	"6"	"3"	"2"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"29"	"22"	"0"	"308"	"308"	"1"	"0"
"4996"	"3"	"2"	"10"	"2"	"400"	"22"	"24"	"10"	"6"	"12"	"5"	"2"	"1"	"4"	"0"	"16"	"57"	"3"	"2"	"6"	"3"	"21"	"18"	"6"	"1"	"6"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"27"	"0"	"283"	"283"	"1"	"0"
"4997"	"3"	"2"	"10"	"2"	"400"	"35"	"24"	"5"	"9"	"11"	"7"	"2"	"1"	"3"	"6"	"16"	"56"	"1"	"1"	"6"	"1"	"30"	"22"	"10"	"2"	"3"	"8"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"27"	"18"	"0"	"313"	"313"	"1"	"0"
"4998"	"3"	"2"	"10"	"2"	"400"	"45"	"35"	"6"	"6"	"6"	"4"	"0"	"1"	"6"	"2"	"17"	"43"	"4"	"2"	"7"	"3"	"45"	"18"	"2"	"1"	"0"	"8"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"18"	"19"	"0"	"308"	"308"	"1"	"0"
"4999"	"3"	"2"	"10"	"2"	"400"	"28"	"20"	"4"	"5"	"4"	"4"	"4"	"1"	"4"	"3"	"10"	"54"	"1"	"0"	"11"	"2"	"23"	"26"	"4"	"1"	"5"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"26"	"16"	"0"	"271"	"271"	"1"	"0"
