"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"EG"	"WINAQ"	"URNG_MAIZ"	"FUERZA"	"FCN_NACION"	"MLP"	"PHG"	"VALOR"	"PODEMOS"	"UNE"	"UNIDOS"	"CREO"	"VIVA"	"SEMILLA"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"PPT"	"BIEN"	"PC"	"UCN"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11098"	"3"	"11"	"2"	"2"	"400"	"3"	"29"	"1"	"5"	"3"	"0"	"19"	"25"	"7"	"66"	"7"	"6"	"0"	"4"	"2"	"6"	"23"	"4"	"1"	"0"	"27"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"27"	"27"	"0"	"296"	"296"	"1"	"0"
"11099"	"3"	"11"	"2"	"2"	"400"	"3"	"24"	"7"	"6"	"1"	"0"	"17"	"18"	"10"	"74"	"6"	"7"	"0"	"6"	"3"	"9"	"26"	"3"	"0"	"1"	"26"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"19"	"24"	"0"	"293"	"293"	"1"	"0"
"11100"	"3"	"11"	"2"	"2"	"400"	"7"	"23"	"4"	"4"	"5"	"1"	"13"	"27"	"3"	"74"	"4"	"8"	"3"	"7"	"4"	"10"	"22"	"5"	"0"	"0"	"22"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"24"	"23"	"0"	"298"	"298"	"1"	"0"
"11101"	"3"	"11"	"2"	"2"	"402"	"1"	"29"	"3"	"5"	"3"	"2"	"16"	"14"	"1"	"78"	"8"	"10"	"1"	"3"	"1"	"2"	"29"	"4"	"0"	"0"	"26"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"29"	"24"	"0"	"294"	"294"	"1"	"0"
"11102"	"3"	"11"	"2"	"2"	"400"	"1"	"21"	"4"	"2"	"3"	"0"	"28"	"17"	"10"	"66"	"4"	"9"	"3"	"0"	"4"	"4"	"32"	"2"	"1"	"0"	"27"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"22"	"31"	"0"	"293"	"293"	"1"	"0"
"11103"	"3"	"11"	"2"	"2"	"400"	"6"	"22"	"1"	"5"	"4"	"0"	"15"	"16"	"6"	"71"	"8"	"12"	"0"	"2"	"1"	"3"	"25"	"6"	"0"	"0"	"27"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"17"	"23"	"0"	"275"	"275"	"1"	"0"
"11104"	"3"	"11"	"2"	"2"	"400"	"5"	"21"	"2"	"3"	"2"	"2"	"20"	"13"	"11"	"63"	"6"	"10"	"2"	"3"	"1"	"2"	"23"	"4"	"1"	"1"	"28"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"27"	"20"	"0"	"271"	"271"	"1"	"0"
"11105"	"3"	"11"	"2"	"2"	"400"	"3"	"20"	"0"	"4"	"2"	"1"	"15"	"19"	"14"	"94"	"11"	"6"	"0"	"6"	"2"	"3"	"21"	"7"	"1"	"0"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"14"	"17"	"3"	"283"	"283"	"1"	"0"
"11106"	"3"	"11"	"2"	"2"	"400"	"4"	"21"	"3"	"5"	"1"	"7"	"18"	"19"	"16"	"79"	"14"	"12"	"0"	"5"	"4"	"10"	"20"	"2"	"1"	"0"	"33"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"11"	"11"	"0"	"306"	"306"	"1"	"0"
"11107"	"3"	"11"	"2"	"2"	"389"	"4"	"23"	"0"	"3"	"2"	"3"	"16"	"14"	"11"	"102"	"10"	"7"	"0"	"9"	"3"	"0"	"37"	"3"	"1"	"0"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"18"	"22"	"0"	"312"	"312"	"1"	"0"
"11108"	"3"	"11"	"2"	"2"	"388"	"3"	"19"	"1"	"0"	"6"	"2"	"11"	"17"	"7"	"70"	"7"	"10"	"1"	"8"	"1"	"3"	"21"	"2"	"0"	"0"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"19"	"18"	"0"	"250"	"250"	"1"	"0"
"11109"	"3"	"11"	"2"	"2"	"380"	"3"	"41"	"3"	"2"	"6"	"10"	"12"	"9"	"4"	"72"	"4"	"10"	"1"	"5"	"5"	"3"	"18"	"2"	"0"	"1"	"57"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"14"	"20"	"0"	"302"	"302"	"1"	"0"
"11110"	"3"	"11"	"2"	"2"	"380"	"7"	"42"	"2"	"1"	"4"	"14"	"8"	"3"	"3"	"69"	"6"	"14"	"0"	"8"	"5"	"1"	"13"	"1"	"0"	"0"	"65"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"22"	"22"	"0"	"313"	"313"	"1"	"0"
"11111"	"3"	"11"	"2"	"2"	"380"	"7"	"50"	"3"	"6"	"2"	"5"	"10"	"7"	"3"	"67"	"4"	"12"	"1"	"5"	"1"	"0"	"12"	"0"	"0"	"3"	"45"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"20"	"39"	"0"	"305"	"305"	"1"	"0"
"11112"	"3"	"11"	"2"	"2"	"380"	"4"	"52"	"4"	"3"	"2"	"4"	"10"	"7"	"2"	"72"	"3"	"14"	"1"	"6"	"0"	"3"	"7"	"4"	"0"	"1"	"44"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"27"	"29"	"0"	"301"	"301"	"1"	"0"
"11113"	"3"	"11"	"2"	"2"	"380"	"4"	"30"	"1"	"6"	"3"	"6"	"13"	"10"	"5"	"70"	"4"	"11"	"4"	"4"	"6"	"2"	"8"	"1"	"0"	"1"	"58"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"19"	"23"	"0"	"294"	"294"	"1"	"0"
"11114"	"3"	"11"	"2"	"2"	"380"	"7"	"35"	"2"	"6"	"1"	"6"	"9"	"2"	"6"	"90"	"3"	"11"	"0"	"3"	"3"	"3"	"13"	"0"	"0"	"1"	"44"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"18"	"19"	"0"	"284"	"284"	"1"	"0"
"11115"	"3"	"11"	"2"	"2"	"380"	"2"	"37"	"2"	"5"	"2"	"6"	"7"	"10"	"4"	"74"	"4"	"12"	"1"	"4"	"5"	"1"	"18"	"0"	"1"	"2"	"50"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"15"	"20"	"0"	"286"	"286"	"1"	"0"
"11116"	"3"	"11"	"2"	"2"	"380"	"7"	"35"	"2"	"5"	"0"	"4"	"15"	"5"	"3"	"79"	"7"	"10"	"0"	"1"	"5"	"1"	"14"	"3"	"1"	"3"	"46"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"14"	"21"	"0"	"285"	"285"	"1"	"1"
"11117"	"3"	"11"	"2"	"2"	"380"	"4"	"39"	"1"	"3"	"2"	"7"	"10"	"6"	"6"	"58"	"9"	"10"	"2"	"3"	"1"	"3"	"15"	"6"	"0"	"1"	"53"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"19"	"34"	"0"	"294"	"294"	"1"	"0"
"11118"	"3"	"11"	"2"	"2"	"372"	"7"	"27"	"3"	"5"	"2"	"7"	"9"	"9"	"6"	"89"	"8"	"6"	"0"	"9"	"3"	"1"	"15"	"2"	"0"	"1"	"40"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"5"	"15"	"0"	"269"	"269"	"1"	"0"
"11119"	"3"	"11"	"2"	"2"	"372"	"2"	"26"	"3"	"0"	"3"	"12"	"9"	"3"	"4"	"105"	"9"	"4"	"1"	"3"	"2"	"1"	"17"	"2"	"0"	"1"	"63"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"9"	"13"	"0"	"295"	"295"	"1"	"0"
"11120"	"3"	"11"	"2"	"2"	"598"	"4"	"20"	"2"	"4"	"0"	"1"	"17"	"23"	"3"	"50"	"3"	"15"	"4"	"1"	"2"	"4"	"27"	"2"	"0"	"0"	"18"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"21"	"31"	"0"	"255"	"255"	"1"	"0"
"11121"	"3"	"11"	"2"	"2"	"317"	"5"	"11"	"0"	"2"	"5"	"0"	"6"	"9"	"4"	"30"	"2"	"2"	"1"	"2"	"3"	"2"	"9"	"0"	"0"	"3"	"2"	"2"	"1"	"2"	"3"	"2"	"9"	"0"	"0"	"3"	"111"	"111"	"20"	"18"	"0"	"149"	"149"	"1"	"0"
"11122"	"3"	"11"	"2"	"2"	"316"	"1"	"8"	"2"	"4"	"0"	"0"	"5"	"9"	"2"	"19"	"1"	"2"	"1"	"0"	"0"	"3"	"13"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"3"	"13"	"1"	"0"	"1"	"82"	"82"	"11"	"13"	"0"	"106"	"106"	"1"	"0"
"11123"	"3"	"11"	"3"	"2"	"399"	"26"	"2"	"0"	"0"	"3"	"2"	"4"	"7"	"6"	"110"	"3"	"15"	"1"	"8"	"3"	"2"	"0"	"1"	"1"	"0"	"1"	"32"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"26"	"23"	"0"	"278"	"278"	"1"	"0"
"11124"	"3"	"11"	"3"	"2"	"400"	"27"	"13"	"1"	"0"	"1"	"4"	"1"	"12"	"7"	"91"	"3"	"17"	"2"	"4"	"1"	"5"	"3"	"0"	"1"	"0"	"3"	"24"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"28"	"25"	"0"	"275"	"275"	"1"	"0"
"11125"	"3"	"11"	"3"	"2"	"400"	"15"	"11"	"0"	"4"	"3"	"5"	"6"	"14"	"6"	"112"	"0"	"16"	"3"	"8"	"2"	"1"	"3"	"3"	"0"	"1"	"3"	"27"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"20"	"28"	"0"	"294"	"294"	"1"	"0"
"11126"	"3"	"11"	"3"	"2"	"400"	"32"	"10"	"2"	"3"	"3"	"1"	"3"	"16"	"5"	"117"	"0"	"15"	"1"	"11"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"23"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"28"	"26"	"0"	"305"	"305"	"1"	"0"
"11127"	"3"	"11"	"3"	"2"	"400"	"33"	"13"	"0"	"2"	"3"	"3"	"5"	"12"	"2"	"97"	"1"	"12"	"1"	"7"	"0"	"5"	"0"	"4"	"0"	"1"	"6"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"12"	"40"	"0"	"283"	"281"	"0"	"0"
"11128"	"3"	"11"	"3"	"2"	"400"	"20"	"11"	"3"	"2"	"9"	"6"	"6"	"5"	"10"	"115"	"2"	"15"	"2"	"3"	"7"	"1"	"0"	"7"	"0"	"1"	"4"	"32"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"38"	"29"	"0"	"333"	"333"	"1"	"0"
"11129"	"3"	"11"	"3"	"2"	"400"	"31"	"13"	"1"	"3"	"4"	"3"	"6"	"3"	"5"	"140"	"2"	"14"	"0"	"6"	"1"	"2"	"1"	"4"	"0"	"0"	"8"	"36"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"21"	"32"	"0"	"339"	"339"	"1"	"0"
"11130"	"3"	"11"	"3"	"2"	"400"	"34"	"20"	"4"	"1"	"3"	"3"	"8"	"11"	"16"	"98"	"0"	"10"	"1"	"5"	"0"	"4"	"0"	"7"	"0"	"0"	"4"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"30"	"21"	"0"	"309"	"309"	"1"	"0"
"11131"	"3"	"11"	"3"	"2"	"400"	"28"	"7"	"2"	"2"	"0"	"2"	"6"	"13"	"7"	"91"	"0"	"15"	"0"	"6"	"2"	"7"	"0"	"1"	"0"	"1"	"3"	"20"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"18"	"12"	"0"	"246"	"246"	"1"	"0"
"11132"	"3"	"11"	"3"	"2"	"400"	"21"	"8"	"2"	"3"	"6"	"2"	"4"	"15"	"5"	"100"	"2"	"15"	"1"	"4"	"3"	"2"	"2"	"1"	"1"	"1"	"2"	"26"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"18"	"16"	"0"	"264"	"264"	"1"	"0"
"11133"	"3"	"11"	"3"	"2"	"400"	"30"	"12"	"3"	"3"	"6"	"2"	"2"	"9"	"5"	"99"	"0"	"18"	"1"	"3"	"3"	"4"	"0"	"3"	"1"	"1"	"1"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"16"	"26"	"0"	"277"	"277"	"1"	"0"
"11134"	"3"	"11"	"3"	"2"	"400"	"32"	"10"	"4"	"1"	"3"	"0"	"1"	"18"	"6"	"86"	"0"	"15"	"0"	"7"	"1"	"2"	"3"	"0"	"0"	"0"	"2"	"37"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"16"	"28"	"0"	"275"	"275"	"1"	"0"
"11135"	"3"	"11"	"3"	"2"	"400"	"27"	"8"	"0"	"1"	"7"	"2"	"6"	"10"	"8"	"90"	"2"	"12"	"0"	"8"	"2"	"1"	"1"	"2"	"2"	"0"	"4"	"33"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"14"	"17"	"4"	"265"	"265"	"1"	"1"
"11136"	"3"	"11"	"3"	"2"	"400"	"36"	"15"	"1"	"3"	"3"	"1"	"3"	"9"	"7"	"112"	"4"	"13"	"1"	"4"	"4"	"1"	"1"	"3"	"0"	"0"	"3"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"15"	"11"	"0"	"273"	"273"	"1"	"0"
"11137"	"3"	"11"	"3"	"2"	"257"	"22"	"12"	"1"	"2"	"0"	"2"	"5"	"3"	"7"	"96"	"1"	"5"	"1"	"8"	"1"	"2"	"2"	"1"	"1"	"0"	"2"	"20"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"10"	"5"	"0"	"214"	"214"	"1"	"0"
"11138"	"3"	"11"	"3"	"2"	"257"	"17"	"7"	"1"	"3"	"1"	"0"	"2"	"5"	"5"	"87"	"2"	"8"	"1"	"4"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"8"	"11"	"0"	"195"	"195"	"1"	"0"
"11139"	"3"	"11"	"3"	"2"	"400"	"8"	"2"	"1"	"1"	"7"	"0"	"2"	"92"	"1"	"102"	"1"	"28"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"18"	"26"	"0"	"305"	"305"	"1"	"0"
"11140"	"3"	"11"	"3"	"2"	"400"	"3"	"3"	"0"	"1"	"1"	"0"	"0"	"83"	"1"	"85"	"0"	"38"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"27"	"24"	"0"	"280"	"280"	"1"	"0"
"11141"	"3"	"11"	"3"	"2"	"400"	"4"	"3"	"0"	"0"	"3"	"2"	"2"	"60"	"2"	"90"	"1"	"24"	"0"	"4"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"18"	"27"	"0"	"257"	"257"	"1"	"0"
"11142"	"3"	"11"	"3"	"2"	"367"	"5"	"2"	"0"	"2"	"5"	"1"	"1"	"68"	"0"	"77"	"0"	"13"	"0"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"27"	"23"	"0"	"238"	"238"	"1"	"0"
"11143"	"3"	"11"	"3"	"2"	"366"	"3"	"2"	"1"	"1"	"12"	"0"	"1"	"77"	"1"	"86"	"0"	"12"	"0"	"2"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"9"	"5"	"0"	"231"	"231"	"1"	"0"
"11144"	"3"	"11"	"3"	"2"	"401"	"9"	"7"	"0"	"1"	"4"	"1"	"0"	"8"	"3"	"39"	"0"	"4"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"92"	"92"	"11"	"4"	"0"	"107"	"107"	"1"	"0"
"11145"	"3"	"11"	"4"	"2"	"400"	"8"	"75"	"6"	"2"	"2"	"3"	"3"	"3"	"1"	"46"	"19"	"36"	"0"	"2"	"1"	"2"	"2"	"3"	"0"	"0"	"4"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"28"	"0"	"270"	"270"	"1"	"0"
"11146"	"3"	"11"	"4"	"2"	"400"	"9"	"51"	"0"	"6"	"1"	"4"	"2"	"9"	"8"	"37"	"22"	"54"	"0"	"2"	"1"	"3"	"1"	"2"	"1"	"2"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"16"	"18"	"0"	"257"	"257"	"1"	"0"
"11147"	"3"	"11"	"4"	"2"	"400"	"7"	"70"	"4"	"3"	"5"	"1"	"5"	"4"	"2"	"42"	"33"	"42"	"1"	"0"	"5"	"5"	"1"	"1"	"1"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"25"	"21"	"0"	"285"	"285"	"1"	"0"
"11148"	"3"	"11"	"4"	"2"	"400"	"5"	"57"	"4"	"2"	"5"	"2"	"5"	"0"	"0"	"25"	"11"	"39"	"2"	"1"	"5"	"1"	"2"	"2"	"0"	"0"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"53"	"48"	"0"	"279"	"279"	"1"	"0"
"11149"	"3"	"11"	"4"	"2"	"400"	"5"	"69"	"6"	"3"	"2"	"2"	"4"	"9"	"6"	"44"	"16"	"32"	"0"	"1"	"5"	"1"	"3"	"1"	"0"	"0"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"23"	"31"	"0"	"272"	"272"	"1"	"0"
"11150"	"3"	"11"	"4"	"2"	"400"	"10"	"73"	"6"	"2"	"4"	"3"	"6"	"8"	"2"	"43"	"29"	"50"	"0"	"3"	"1"	"2"	"4"	"6"	"0"	"0"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"25"	"31"	"0"	"315"	"315"	"1"	"0"
"11151"	"3"	"11"	"4"	"2"	"396"	"4"	"71"	"3"	"5"	"7"	"3"	"0"	"7"	"3"	"49"	"18"	"39"	"2"	"5"	"4"	"0"	"1"	"4"	"3"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"31"	"38"	"0"	"302"	"302"	"1"	"0"
"11152"	"3"	"11"	"4"	"2"	"400"	"5"	"76"	"5"	"3"	"9"	"2"	"8"	"7"	"7"	"50"	"14"	"43"	"2"	"3"	"1"	"3"	"0"	"4"	"3"	"2"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"22"	"38"	"0"	"316"	"316"	"1"	"0"
"11153"	"3"	"11"	"4"	"2"	"400"	"4"	"75"	"3"	"2"	"7"	"1"	"2"	"4"	"3"	"78"	"14"	"48"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"21"	"48"	"0"	"320"	"320"	"1"	"0"
"11154"	"3"	"11"	"4"	"2"	"400"	"9"	"70"	"3"	"2"	"6"	"0"	"3"	"8"	"3"	"55"	"19"	"63"	"3"	"1"	"3"	"1"	"0"	"0"	"2"	"2"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"23"	"36"	"0"	"317"	"317"	"1"	"0"
"11155"	"3"	"11"	"4"	"2"	"400"	"6"	"66"	"3"	"7"	"4"	"4"	"5"	"8"	"2"	"52"	"10"	"53"	"1"	"4"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"15"	"26"	"0"	"279"	"279"	"1"	"0"
"11156"	"3"	"11"	"4"	"2"	"400"	"2"	"75"	"4"	"3"	"4"	"1"	"1"	"5"	"2"	"63"	"16"	"34"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"7"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"21"	"11"	"0"	"260"	"260"	"1"	"0"
"11157"	"3"	"11"	"4"	"2"	"400"	"3"	"60"	"6"	"1"	"4"	"1"	"8"	"2"	"5"	"43"	"17"	"48"	"1"	"3"	"1"	"4"	"2"	"2"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"22"	"18"	"0"	"257"	"257"	"1"	"0"
"11158"	"3"	"11"	"4"	"2"	"400"	"8"	"57"	"5"	"3"	"3"	"1"	"2"	"4"	"10"	"51"	"8"	"39"	"0"	"4"	"1"	"1"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"22"	"20"	"0"	"244"	"244"	"1"	"0"
"11159"	"3"	"11"	"4"	"2"	"400"	"9"	"66"	"7"	"4"	"4"	"1"	"5"	"6"	"3"	"50"	"17"	"28"	"1"	"2"	"2"	"4"	"1"	"6"	"0"	"0"	"5"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"16"	"15"	"0"	"258"	"258"	"1"	"0"
"11160"	"3"	"11"	"4"	"2"	"400"	"4"	"52"	"7"	"2"	"2"	"4"	"7"	"5"	"4"	"48"	"22"	"35"	"1"	"3"	"3"	"1"	"1"	"4"	"0"	"1"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"19"	"23"	"0"	"255"	"255"	"1"	"0"
"11161"	"3"	"11"	"4"	"2"	"400"	"4"	"62"	"3"	"5"	"4"	"1"	"2"	"3"	"4"	"52"	"13"	"34"	"0"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"19"	"27"	"0"	"242"	"242"	"1"	"0"
"11162"	"3"	"11"	"4"	"2"	"400"	"5"	"55"	"0"	"2"	"5"	"2"	"4"	"5"	"1"	"60"	"18"	"50"	"0"	"6"	"1"	"1"	"1"	"4"	"1"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"19"	"19"	"0"	"264"	"264"	"1"	"0"
"11163"	"3"	"11"	"4"	"2"	"400"	"3"	"77"	"3"	"2"	"6"	"3"	"5"	"6"	"4"	"70"	"20"	"45"	"1"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"20"	"45"	"1"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"261"	"261"	"15"	"19"	"0"	"295"	"295"	"1"	"0"
"11164"	"3"	"11"	"4"	"2"	"400"	"6"	"72"	"3"	"4"	"2"	"5"	"6"	"8"	"4"	"64"	"31"	"40"	"3"	"2"	"3"	"2"	"1"	"3"	"1"	"0"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"15"	"18"	"0"	"300"	"300"	"1"	"0"
"11165"	"3"	"11"	"4"	"2"	"393"	"3"	"84"	"2"	"1"	"2"	"6"	"6"	"3"	"8"	"78"	"25"	"54"	"1"	"2"	"0"	"1"	"5"	"2"	"0"	"0"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"17"	"12"	"0"	"319"	"319"	"1"	"0"
"11166"	"3"	"11"	"4"	"2"	"392"	"6"	"66"	"2"	"1"	"1"	"2"	"7"	"5"	"7"	"55"	"20"	"35"	"1"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"17"	"15"	"0"	"250"	"250"	"1"	"0"
"11167"	"3"	"11"	"5"	"2"	"400"	"16"	"11"	"2"	"7"	"8"	"0"	"4"	"7"	"4"	"81"	"27"	"28"	"1"	"1"	"2"	"6"	"2"	"4"	"0"	"1"	"42"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"12"	"23"	"0"	"293"	"293"	"1"	"0"
"11168"	"3"	"11"	"5"	"2"	"400"	"12"	"4"	"2"	"3"	"9"	"0"	"2"	"8"	"6"	"93"	"24"	"22"	"1"	"3"	"3"	"6"	"0"	"0"	"1"	"0"	"38"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"34"	"16"	"0"	"294"	"294"	"1"	"0"
"11169"	"3"	"11"	"5"	"2"	"400"	"17"	"12"	"2"	"4"	"9"	"2"	"7"	"9"	"6"	"76"	"35"	"19"	"2"	"0"	"2"	"3"	"5"	"4"	"1"	"0"	"41"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"38"	"23"	"0"	"322"	"322"	"1"	"0"
"11170"	"3"	"11"	"5"	"2"	"400"	"19"	"3"	"2"	"4"	"8"	"0"	"7"	"4"	"9"	"86"	"42"	"20"	"0"	"2"	"5"	"6"	"2"	"3"	"0"	"1"	"37"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"38"	"21"	"0"	"325"	"325"	"1"	"0"
"11171"	"3"	"11"	"5"	"2"	"400"	"21"	"4"	"1"	"10"	"3"	"1"	"5"	"9"	"4"	"91"	"32"	"25"	"1"	"0"	"7"	"7"	"1"	"1"	"1"	"0"	"60"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"27"	"19"	"0"	"332"	"332"	"1"	"0"
"11172"	"3"	"11"	"5"	"2"	"400"	"15"	"11"	"2"	"4"	"3"	"1"	"8"	"8"	"3"	"75"	"39"	"26"	"0"	"0"	"6"	"6"	"3"	"3"	"0"	"1"	"38"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"35"	"21"	"3"	"313"	"313"	"1"	"0"
