"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"UNE"	"VALOR"	"UCN"	"FCN_NACION"	"CREO"	"SEMILLA"	"CCP"	"PC"	"EG"	"VICTORIA"	"LIBRE"	"BIEN"	"MLP"	"TODOS"	"FUERZA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"18324"	"4"	"18"	"1"	"2"	"401"	"8"	"16"	"4"	"10"	"0"	"1"	"20"	"1"	"78"	"1"	"0"	"3"	"2"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"4"	"3"	"1"	"157"	"157"	"1"	"0"
"18325"	"4"	"18"	"1"	"2"	"396"	"9"	"16"	"3"	"12"	"0"	"2"	"20"	"2"	"84"	"0"	"0"	"2"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"8"	"4"	"0"	"170"	"170"	"1"	"0"
"18326"	"4"	"18"	"1"	"2"	"367"	"11"	"13"	"8"	"4"	"1"	"2"	"40"	"1"	"155"	"3"	"1"	"4"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"4"	"1"	"3"	"253"	"253"	"1"	"0"
"18327"	"4"	"18"	"1"	"2"	"397"	"10"	"22"	"3"	"11"	"2"	"2"	"38"	"2"	"146"	"2"	"1"	"4"	"8"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"5"	"1"	"0"	"265"	"265"	"1"	"0"
"18328"	"4"	"18"	"1"	"2"	"396"	"16"	"19"	"10"	"7"	"1"	"1"	"25"	"3"	"153"	"2"	"0"	"1"	"6"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"5"	"3"	"0"	"257"	"257"	"1"	"0"
"18329"	"4"	"18"	"1"	"2"	"400"	"11"	"33"	"3"	"9"	"4"	"0"	"37"	"0"	"109"	"4"	"1"	"0"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"4"	"4"	"0"	"226"	"226"	"1"	"0"
"18330"	"4"	"18"	"1"	"2"	"400"	"6"	"16"	"1"	"9"	"0"	"3"	"18"	"3"	"64"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"7"	"3"	"0"	"136"	"136"	"1"	"0"
"18331"	"4"	"18"	"1"	"2"	"396"	"5"	"18"	"3"	"9"	"2"	"1"	"18"	"1"	"59"	"1"	"0"	"0"	"3"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"4"	"2"	"0"	"133"	"133"	"1"	"0"
"18332"	"4"	"18"	"1"	"2"	"400"	"3"	"13"	"6"	"3"	"0"	"0"	"14"	"1"	"51"	"0"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"97"	"97"	"3"	"2"	"0"	"102"	"102"	"1"	"0"
"18333"	"4"	"18"	"1"	"2"	"400"	"2"	"7"	"1"	"6"	"3"	"0"	"9"	"1"	"39"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"70"	"70"	"4"	"0"	"0"	"74"	"74"	"1"	"0"
"18334"	"4"	"18"	"1"	"2"	"242"	"4"	"3"	"1"	"2"	"0"	"0"	"11"	"0"	"24"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"48"	"48"	"0"	"0"	"0"	"48"	"48"	"1"	"0"
"18335"	"4"	"18"	"1"	"2"	"242"	"2"	"6"	"1"	"3"	"0"	"0"	"3"	"0"	"20"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"36"	"36"	"2"	"4"	"0"	"42"	"42"	"1"	"0"
"18336"	"4"	"18"	"1"	"2"	"382"	"10"	"15"	"18"	"18"	"1"	"4"	"22"	"0"	"88"	"3"	"2"	"0"	"21"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"14"	"6"	"0"	"235"	"235"	"1"	"0"
"18337"	"4"	"18"	"1"	"2"	"380"	"7"	"30"	"21"	"11"	"2"	"5"	"25"	"0"	"80"	"2"	"2"	"2"	"12"	"3"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"12"	"9"	"0"	"239"	"239"	"1"	"0"
"18338"	"4"	"18"	"1"	"2"	"377"	"14"	"29"	"14"	"15"	"2"	"4"	"28"	"0"	"70"	"3"	"2"	"3"	"17"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"24"	"4"	"0"	"241"	"241"	"1"	"0"
"18339"	"4"	"18"	"1"	"2"	"380"	"14"	"18"	"18"	"18"	"5"	"4"	"19"	"4"	"80"	"2"	"3"	"0"	"17"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"20"	"9"	"2"	"243"	"243"	"1"	"0"
