"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"PHG"	"VAMOS"	"UCN"	"URNG_MAIZ"	"FUERZA"	"PC"	"PPT"	"TODOS"	"FCN_NACION"	"UNIONISTA"	"UNE"	"SEMILLA"	"CREO"	"PAN"	"VALOR"	"VIVA"	"CONVERGENCIA"	"PODEMOS"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"12908"	"4"	"13"	"1"	"2"	"398"	"3"	"74"	"21"	"12"	"2"	"17"	"2"	"5"	"37"	"8"	"10"	"4"	"1"	"3"	"7"	"5"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"14"	"3"	"0"	"233"	"233"	"1"	"0"
"12909"	"4"	"13"	"1"	"2"	"396"	"11"	"70"	"16"	"24"	"3"	"18"	"4"	"4"	"48"	"4"	"14"	"6"	"2"	"4"	"6"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"244"	"9"	"6"	"0"	"0"	"259"	"0"	"0"
"12910"	"4"	"13"	"1"	"2"	"396"	"11"	"85"	"10"	"8"	"6"	"18"	"2"	"5"	"35"	"13"	"12"	"8"	"0"	"5"	"9"	"4"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"12"	"3"	"1"	"253"	"253"	"1"	"0"
"12911"	"4"	"13"	"1"	"2"	"396"	"4"	"80"	"10"	"10"	"4"	"26"	"6"	"6"	"48"	"7"	"20"	"2"	"3"	"7"	"5"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"245"	"6"	"3"	"0"	"254"	"254"	"0"	"1"
"12912"	"4"	"13"	"1"	"2"	"397"	"6"	"89"	"9"	"13"	"0"	"18"	"2"	"7"	"44"	"6"	"15"	"6"	"2"	"5"	"6"	"8"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"13"	"4"	"0"	"257"	"257"	"1"	"0"
"12913"	"4"	"13"	"1"	"2"	"396"	"11"	"77"	"12"	"9"	"5"	"24"	"3"	"2"	"46"	"12"	"10"	"7"	"2"	"5"	"6"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"14"	"4"	"0"	"255"	"255"	"1"	"0"
"12914"	"4"	"13"	"1"	"2"	"396"	"7"	"71"	"18"	"8"	"1"	"21"	"3"	"4"	"35"	"6"	"13"	"8"	"3"	"1"	"7"	"3"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"15"	"11"	"0"	"246"	"246"	"1"	"0"
"12915"	"4"	"13"	"1"	"2"	"400"	"9"	"88"	"10"	"10"	"2"	"27"	"8"	"1"	"50"	"4"	"13"	"11"	"3"	"6"	"8"	"6"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"8"	"5"	"0"	"274"	"274"	"1"	"0"
"12916"	"4"	"13"	"1"	"2"	"400"	"6"	"83"	"12"	"16"	"3"	"23"	"5"	"2"	"40"	"13"	"6"	"3"	"1"	"9"	"11"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"9"	"2"	"0"	"252"	"252"	"1"	"0"
"12917"	"4"	"13"	"1"	"2"	"396"	"14"	"75"	"17"	"7"	"4"	"25"	"4"	"3"	"33"	"6"	"13"	"7"	"1"	"3"	"8"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"2"	"2"	"0"	"228"	"228"	"1"	"0"
"12918"	"4"	"13"	"1"	"2"	"398"	"8"	"70"	"15"	"7"	"0"	"16"	"6"	"2"	"40"	"3"	"3"	"15"	"0"	"3"	"6"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"2"	"3"	"194"	"204"	"204"	"1"	"0"
"12919"	"4"	"13"	"1"	"2"	"396"	"8"	"83"	"17"	"8"	"1"	"15"	"2"	"11"	"43"	"8"	"9"	"5"	"2"	"9"	"3"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"7"	"2"	"0"	"240"	"240"	"1"	"0"
"12920"	"4"	"13"	"1"	"2"	"400"	"7"	"91"	"10"	"2"	"3"	"21"	"2"	"7"	"50"	"4"	"13"	"6"	"0"	"3"	"10"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"8"	"4"	"0"	"246"	"246"	"1"	"0"
"12921"	"4"	"13"	"1"	"2"	"396"	"7"	"92"	"14"	"7"	"4"	"22"	"5"	"6"	"38"	"9"	"3"	"8"	"0"	"1"	"5"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"11"	"4"	"0"	"245"	"245"	"1"	"0"
"12922"	"4"	"13"	"1"	"2"	"396"	"13"	"94"	"11"	"8"	"2"	"19"	"3"	"9"	"35"	"10"	"13"	"8"	"2"	"8"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"250"	"9"	"1"	"0"	"228"	"260"	"0"	"0"
"12923"	"4"	"13"	"1"	"2"	"400"	"8"	"84"	"8"	"14"	"6"	"19"	"6"	"1"	"37"	"5"	"7"	"7"	"1"	"2"	"7"	"7"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"14"	"1"	"0"	"238"	"238"	"1"	"0"
"12924"	"4"	"13"	"1"	"2"	"398"	"10"	"80"	"13"	"7"	"5"	"23"	"2"	"5"	"42"	"10"	"9"	"14"	"0"	"2"	"13"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"10"	"5"	"0"	"259"	"259"	"1"	"0"
"12925"	"4"	"13"	"1"	"2"	"400"	"10"	"65"	"14"	"6"	"4"	"18"	"6"	"4"	"44"	"6"	"9"	"5"	"2"	"4"	"10"	"3"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"8"	"8"	"168"	"232"	"232"	"1"	"0"
"12926"	"4"	"13"	"1"	"2"	"400"	"13"	"77"	"12"	"5"	"4"	"21"	"3"	"7"	"48"	"10"	"8"	"8"	"2"	"6"	"9"	"4"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"6"	"6"	"0"	"254"	"254"	"1"	"0"
"12927"	"4"	"13"	"1"	"2"	"400"	"8"	"69"	"15"	"9"	"3"	"15"	"5"	"3"	"46"	"7"	"12"	"2"	"3"	"1"	"6"	"5"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"11"	"2"	"175"	"225"	"225"	"1"	"0"
"12928"	"4"	"13"	"1"	"2"	"400"	"10"	"90"	"9"	"5"	"4"	"20"	"1"	"3"	"38"	"2"	"14"	"8"	"2"	"6"	"11"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"10"	"0"	"0"	"240"	"240"	"1"	"0"
"12929"	"4"	"13"	"1"	"2"	"396"	"4"	"62"	"9"	"6"	"4"	"12"	"2"	"3"	"37"	"5"	"7"	"5"	"1"	"3"	"8"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"14"	"1"	"0"	"189"	"189"	"1"	"0"
"12930"	"4"	"13"	"1"	"2"	"405"	"5"	"60"	"14"	"7"	"3"	"15"	"2"	"3"	"32"	"7"	"14"	"3"	"1"	"1"	"7"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"3"	"2"	"0"	"188"	"188"	"1"	"0"
"12931"	"4"	"13"	"1"	"2"	"398"	"9"	"77"	"15"	"6"	"1"	"20"	"5"	"3"	"35"	"12"	"6"	"5"	"1"	"2"	"14"	"5"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"6"	"4"	"0"	"234"	"234"	"1"	"0"
"12932"	"4"	"13"	"1"	"2"	"342"	"12"	"71"	"19"	"8"	"3"	"33"	"4"	"3"	"32"	"12"	"5"	"8"	"0"	"1"	"8"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"6"	"3"	"0"	"234"	"234"	"1"	"0"
"12933"	"4"	"13"	"1"	"2"	"345"	"6"	"53"	"11"	"1"	"2"	"13"	"2"	"3"	"42"	"7"	"4"	"8"	"0"	"1"	"6"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"5"	"4"	"0"	"174"	"174"	"1"	"0"
"12934"	"4"	"13"	"1"	"2"	"400"	"4"	"70"	"11"	"6"	"6"	"37"	"4"	"8"	"38"	"15"	"4"	"5"	"1"	"3"	"6"	"5"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"7"	"12"	"0"	"250"	"250"	"1"	"0"
"12935"	"4"	"13"	"1"	"2"	"400"	"6"	"70"	"9"	"7"	"6"	"33"	"4"	"8"	"30"	"17"	"10"	"5"	"5"	"14"	"12"	"11"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"5"	"8"	"0"	"263"	"263"	"1"	"0"
"12936"	"4"	"13"	"1"	"2"	"394"	"9"	"78"	"17"	"3"	"8"	"24"	"2"	"6"	"29"	"14"	"7"	"12"	"1"	"7"	"6"	"6"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"26"	"0"	"0"	"263"	"263"	"1"	"0"
"12937"	"4"	"13"	"1"	"2"	"394"	"4"	"60"	"12"	"4"	"5"	"23"	"5"	"2"	"48"	"11"	"8"	"4"	"2"	"9"	"5"	"7"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"7"	"6"	"0"	"230"	"230"	"1"	"0"
"12938"	"4"	"13"	"1"	"2"	"400"	"4"	"70"	"13"	"7"	"5"	"23"	"6"	"8"	"29"	"11"	"8"	"4"	"0"	"4"	"9"	"6"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"14"	"5"	"0"	"238"	"238"	"1"	"0"
"12939"	"4"	"13"	"1"	"2"	"400"	"2"	"48"	"8"	"7"	"4"	"28"	"8"	"7"	"37"	"11"	"8"	"6"	"0"	"3"	"10"	"9"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"12"	"4"	"0"	"221"	"221"	"1"	"0"
"12940"	"4"	"13"	"1"	"2"	"329"	"3"	"56"	"10"	"5"	"6"	"20"	"5"	"4"	"31"	"8"	"9"	"4"	"3"	"3"	"7"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"6"	"2"	"0"	"193"	"193"	"1"	"0"
"12941"	"4"	"13"	"1"	"2"	"329"	"3"	"54"	"5"	"8"	"10"	"29"	"7"	"1"	"36"	"15"	"7"	"4"	"1"	"4"	"7"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"7"	"1"	"0"	"206"	"206"	"1"	"0"
"12942"	"4"	"13"	"1"	"2"	"400"	"9"	"70"	"11"	"1"	"5"	"17"	"2"	"2"	"47"	"7"	"18"	"10"	"4"	"8"	"1"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"3"	"5"	"0"	"220"	"228"	"0"	"0"
"12943"	"4"	"13"	"1"	"2"	"0"	"4"	"57"	"16"	"4"	"4"	"26"	"4"	"10"	"52"	"16"	"27"	"3"	"2"	"7"	"4"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"7"	"3"	"137"	"261"	"261"	"1"	"0"
"12944"	"4"	"13"	"1"	"2"	"396"	"6"	"82"	"8"	"5"	"9"	"0"	"0"	"3"	"51"	"17"	"17"	"5"	"2"	"11"	"6"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"232"	"7"	"4"	"0"	"264"	"243"	"0"	"0"
"12945"	"4"	"13"	"1"	"2"	"398"	"5"	"79"	"10"	"4"	"3"	"32"	"0"	"0"	"58"	"18"	"31"	"3"	"1"	"2"	"5"	"7"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"8"	"9"	"0"	"280"	"280"	"1"	"0"
"12946"	"4"	"13"	"1"	"2"	"398"	"4"	"75"	"6"	"6"	"15"	"16"	"0"	"2"	"41"	"19"	"25"	"8"	"2"	"15"	"5"	"4"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"14"	"5"	"0"	"271"	"271"	"1"	"0"
"12947"	"4"	"13"	"1"	"2"	"398"	"8"	"61"	"12"	"3"	"10"	"23"	"2"	"5"	"39"	"8"	"8"	"8"	"0"	"12"	"4"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"11"	"0"	"0"	"220"	"220"	"1"	"0"
