"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"VALOR"	"PC"	"WINAQ"	"COCIM"	"URNG_MAIZ"	"VIVA"	"BIEN"	"SEMILLA"	"MLP"	"VAMOS"	"FUERZA"	"UCN"	"FCN_NACION"	"UNIDOS"	"CCT"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"14905"	"4"	"14"	"6"	"2"	"380"	"95"	"5"	"35"	"0"	"30"	"2"	"0"	"3"	"0"	"30"	"46"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"11"	"12"	"0"	"274"	"274"	"1"	"0"
"14906"	"4"	"14"	"6"	"2"	"380"	"103"	"8"	"60"	"0"	"16"	"1"	"1"	"2"	"0"	"18"	"43"	"0"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"259"	"9"	"11"	"0"	"281"	"279"	"0"	"0"
"14907"	"4"	"14"	"6"	"2"	"380"	"74"	"4"	"50"	"1"	"10"	"3"	"1"	"3"	"0"	"23"	"49"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"12"	"7"	"0"	"243"	"243"	"1"	"0"
"14908"	"4"	"14"	"6"	"2"	"376"	"77"	"6"	"40"	"2"	"29"	"5"	"1"	"2"	"0"	"29"	"19"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"3"	"13"	"1"	"230"	"229"	"0"	"0"
"14909"	"4"	"14"	"6"	"2"	"380"	"95"	"2"	"24"	"0"	"23"	"0"	"1"	"0"	"0"	"21"	"29"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"17"	"19"	"0"	"232"	"232"	"1"	"0"
"14910"	"4"	"14"	"6"	"2"	"287"	"72"	"7"	"32"	"2"	"24"	"1"	"1"	"2"	"0"	"24"	"14"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"3"	"1"	"0"	"184"	"184"	"1"	"0"
"14911"	"4"	"14"	"6"	"2"	"287"	"81"	"6"	"22"	"1"	"24"	"2"	"0"	"5"	"0"	"10"	"27"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"3"	"2"	"0"	"187"	"187"	"1"	"0"
"14912"	"4"	"14"	"6"	"1"	"380"	"46"	"19"	"14"	"3"	"23"	"5"	"1"	"6"	"0"	"0"	"112"	"3"	"1"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"13"	"19"	"0"	"273"	"273"	"1"	"0"
"14913"	"4"	"14"	"6"	"1"	"380"	"32"	"18"	"15"	"5"	"8"	"0"	"1"	"4"	"0"	"1"	"111"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"20"	"17"	"0"	"235"	"235"	"1"	"0"
"14914"	"4"	"14"	"6"	"1"	"380"	"41"	"3"	"8"	"26"	"6"	"1"	"2"	"5"	"0"	"2"	"79"	"11"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"15"	"23"	"0"	"226"	"226"	"1"	"0"
"14915"	"4"	"14"	"6"	"1"	"376"	"46"	"20"	"3"	"10"	"18"	"1"	"1"	"1"	"0"	"2"	"84"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"15"	"18"	"0"	"233"	"233"	"1"	"2"
"14916"	"4"	"14"	"6"	"1"	"0"	"47"	"17"	"16"	"4"	"14"	"1"	"1"	"0"	"1"	"4"	"66"	"7"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"13"	"8"	"0"	"207"	"207"	"1"	"0"
"14917"	"4"	"14"	"6"	"1"	"0"	"24"	"20"	"9"	"6"	"16"	"2"	"1"	"3"	"0"	"2"	"86"	"4"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"11"	"16"	"0"	"205"	"205"	"1"	"0"
"14918"	"4"	"14"	"6"	"1"	"0"	"35"	"15"	"9"	"5"	"31"	"1"	"0"	"4"	"0"	"1"	"85"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"14"	"14"	"0"	"221"	"221"	"1"	"0"
"14919"	"4"	"14"	"6"	"1"	"380"	"35"	"22"	"10"	"3"	"17"	"0"	"1"	"3"	"0"	"2"	"90"	"3"	"1"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"13"	"14"	"0"	"221"	"221"	"1"	"0"
"14920"	"4"	"14"	"6"	"1"	"237"	"20"	"12"	"0"	"3"	"9"	"2"	"0"	"1"	"0"	"1"	"55"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"3"	"11"	"0"	"121"	"121"	"1"	"0"
"14921"	"4"	"14"	"6"	"1"	"236"	"33"	"14"	"6"	"2"	"12"	"1"	"1"	"2"	"0"	"3"	"47"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"47"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"3"	"8"	"0"	"134"	"134"	"1"	"0"
"14922"	"4"	"14"	"6"	"2"	"376"	"74"	"6"	"31"	"2"	"7"	"1"	"0"	"1"	"14"	"10"	"57"	"6"	"1"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"33"	"19"	"0"	"270"	"270"	"1"	"0"
"14923"	"4"	"14"	"6"	"2"	"380"	"118"	"8"	"17"	"0"	"15"	"2"	"0"	"5"	"1"	"5"	"30"	"10"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"23"	"23"	"0"	"259"	"259"	"1"	"0"
"14924"	"4"	"14"	"6"	"2"	"380"	"81"	"15"	"24"	"1"	"13"	"3"	"2"	"2"	"7"	"11"	"42"	"23"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"20"	"12"	"0"	"263"	"263"	"1"	"0"
"14925"	"4"	"14"	"6"	"2"	"376"	"95"	"9"	"23"	"0"	"13"	"4"	"1"	"3"	"4"	"18"	"42"	"1"	"2"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"11"	"18"	"0"	"254"	"254"	"1"	"0"
"14926"	"4"	"14"	"6"	"2"	"380"	"44"	"8"	"31"	"3"	"17"	"3"	"0"	"1"	"11"	"5"	"58"	"10"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"10"	"15"	"0"	"220"	"220"	"1"	"0"
"14927"	"4"	"14"	"6"	"2"	"376"	"50"	"3"	"31"	"3"	"11"	"7"	"0"	"3"	"11"	"8"	"43"	"1"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"14"	"14"	"0"	"205"	"205"	"1"	"0"
"14928"	"4"	"14"	"6"	"2"	"192"	"45"	"2"	"17"	"0"	"4"	"1"	"0"	"2"	"4"	"9"	"14"	"5"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"8"	"7"	"0"	"121"	"121"	"1"	"0"
"14929"	"4"	"14"	"6"	"2"	"191"	"52"	"6"	"15"	"0"	"3"	"0"	"0"	"1"	"2"	"6"	"16"	"7"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"6"	"9"	"0"	"129"	"129"	"1"	"0"
"14930"	"4"	"14"	"6"	"2"	"600"	"14"	"28"	"3"	"7"	"8"	"3"	"2"	"6"	"0"	"5"	"33"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"33"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"3"	"11"	"0"	"130"	"130"	"1"	"0"
"14931"	"4"	"14"	"6"	"2"	"601"	"14"	"46"	"5"	"1"	"5"	"4"	"4"	"7"	"2"	"5"	"29"	"4"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"29"	"4"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"132"	"132"	"9"	"9"	"0"	"150"	"150"	"1"	"0"
"14932"	"4"	"14"	"6"	"2"	"600"	"12"	"44"	"5"	"1"	"5"	"11"	"4"	"6"	"2"	"7"	"34"	"4"	"4"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"9"	"9"	"0"	"163"	"163"	"1"	"0"
"14933"	"4"	"14"	"6"	"2"	"570"	"13"	"54"	"4"	"0"	"7"	"11"	"7"	"7"	"1"	"11"	"23"	"10"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"23"	"10"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"150"	"150"	"9"	"4"	"0"	"163"	"163"	"1"	"0"
"14934"	"4"	"14"	"6"	"2"	"571"	"10"	"29"	"8"	"2"	"1"	"3"	"2"	"5"	"1"	"4"	"22"	"4"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"22"	"4"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"96"	"96"	"9"	"3"	"0"	"108"	"108"	"1"	"0"
