"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"BIEN"	"UCN"	"VAMOS"	"FCN_NACION"	"VALOR"	"MLP"	"UNIONISTA"	"FUERZA"	"SEMILLA"	"VIVA"	"TODOS"	"PC"	"CONVERGENCIA"	"PHG"	"AVANZA"	"UNIDOS"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"19788"	"4"	"21"	"1"	"2"	"393"	"78"	"14"	"69"	"11"	"17"	"6"	"3"	"0"	"6"	"21"	"5"	"2"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"15"	"5"	"1"	"257"	"257"	"1"	"0"
"19789"	"4"	"21"	"1"	"2"	"395"	"78"	"11"	"68"	"7"	"21"	"4"	"3"	"2"	"5"	"28"	"10"	"4"	"0"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"15"	"5"	"128"	"267"	"267"	"1"	"0"
"19790"	"4"	"21"	"1"	"2"	"400"	"80"	"16"	"46"	"2"	"36"	"6"	"3"	"1"	"8"	"16"	"6"	"1"	"0"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"21"	"11"	"0"	"259"	"259"	"1"	"0"
"19791"	"4"	"21"	"1"	"2"	"396"	"97"	"8"	"63"	"4"	"35"	"2"	"4"	"0"	"6"	"12"	"5"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"20"	"11"	"0"	"271"	"271"	"1"	"0"
"19792"	"4"	"21"	"1"	"2"	"400"	"82"	"14"	"73"	"8"	"10"	"11"	"2"	"4"	"2"	"18"	"6"	"6"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"11"	"6"	"0"	"260"	"260"	"1"	"0"
"19793"	"4"	"21"	"1"	"2"	"400"	"81"	"18"	"70"	"7"	"18"	"4"	"5"	"5"	"4"	"16"	"2"	"2"	"1"	"1"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"243"	"14"	"13"	"0"	"269"	"270"	"0"	"0"
"19794"	"4"	"21"	"1"	"2"	"396"	"85"	"16"	"73"	"7"	"23"	"5"	"7"	"1"	"4"	"11"	"8"	"3"	"1"	"1"	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"19"	"8"	"9"	"286"	"286"	"1"	"0"
"19795"	"4"	"21"	"1"	"2"	"396"	"91"	"13"	"61"	"5"	"20"	"5"	"2"	"0"	"5"	"16"	"7"	"6"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"33"	"13"	"0"	"281"	"281"	"1"	"0"
"19796"	"4"	"21"	"1"	"2"	"400"	"82"	"15"	"71"	"7"	"16"	"6"	"2"	"6"	"7"	"26"	"8"	"2"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"20"	"11"	"0"	"286"	"286"	"1"	"0"
"19797"	"4"	"21"	"1"	"2"	"400"	"78"	"13"	"67"	"9"	"18"	"6"	"2"	"0"	"0"	"24"	"2"	"4"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"17"	"3"	"0"	"251"	"251"	"1"	"0"
"19798"	"4"	"21"	"1"	"2"	"399"	"64"	"19"	"57"	"9"	"15"	"6"	"2"	"0"	"3"	"21"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"201"	"6"	"7"	"0"	"201"	"214"	"0"	"0"
"19799"	"4"	"21"	"1"	"2"	"400"	"78"	"11"	"73"	"6"	"16"	"2"	"3"	"2"	"5"	"27"	"5"	"6"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"8"	"5"	"1"	"253"	"253"	"1"	"0"
"19800"	"4"	"21"	"1"	"2"	"396"	"74"	"13"	"79"	"11"	"11"	"7"	"0"	"3"	"2"	"11"	"3"	"6"	"2"	"3"	"7"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"15"	"3"	"0"	"253"	"253"	"1"	"0"
"19801"	"4"	"21"	"1"	"2"	"396"	"59"	"17"	"82"	"7"	"15"	"7"	"1"	"3"	"6"	"28"	"4"	"5"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"11"	"4"	"0"	"255"	"255"	"1"	"0"
"19802"	"4"	"21"	"1"	"2"	"400"	"70"	"10"	"85"	"7"	"16"	"4"	"1"	"2"	"5"	"22"	"4"	"3"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"11"	"7"	"0"	"257"	"257"	"1"	"0"
"19803"	"4"	"21"	"1"	"2"	"396"	"73"	"8"	"79"	"10"	"14"	"7"	"2"	"2"	"7"	"17"	"6"	"0"	"0"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"8"	"2"	"0"	"242"	"242"	"1"	"0"
"19804"	"4"	"21"	"1"	"2"	"0"	"67"	"11"	"82"	"9"	"15"	"8"	"1"	"5"	"3"	"26"	"3"	"9"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"8"	"2"	"0"	"257"	"257"	"1"	"0"
"19805"	"4"	"21"	"1"	"2"	"0"	"65"	"15"	"69"	"8"	"12"	"3"	"3"	"2"	"3"	"13"	"6"	"3"	"1"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"7"	"5"	"0"	"222"	"222"	"1"	"0"
"19806"	"4"	"21"	"1"	"2"	"400"	"60"	"15"	"56"	"7"	"15"	"3"	"3"	"1"	"4"	"11"	"5"	"3"	"0"	"0"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"16"	"5"	"0"	"214"	"214"	"1"	"0"
"19807"	"4"	"21"	"1"	"2"	"0"	"66"	"11"	"61"	"9"	"15"	"6"	"3"	"2"	"3"	"17"	"9"	"1"	"1"	"0"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"4"	"3"	"0"	"216"	"216"	"1"	"0"
"19808"	"4"	"21"	"1"	"2"	"0"	"74"	"16"	"80"	"6"	"13"	"10"	"0"	"1"	"4"	"11"	"2"	"3"	"0"	"0"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"8"	"5"	"0"	"242"	"242"	"1"	"0"
"19809"	"4"	"21"	"1"	"2"	"0"	"65"	"20"	"92"	"7"	"17"	"9"	"2"	"2"	"3"	"20"	"5"	"2"	"0"	"1"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"2"	"1"	"0"	"254"	"254"	"1"	"0"
"19810"	"4"	"21"	"1"	"2"	"370"	"66"	"12"	"69"	"11"	"8"	"6"	"3"	"1"	"0"	"14"	"5"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"6"	"3"	"0"	"206"	"206"	"1"	"0"
"19811"	"4"	"21"	"1"	"2"	"396"	"77"	"10"	"59"	"11"	"13"	"5"	"6"	"2"	"6"	"20"	"5"	"4"	"1"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"14"	"4"	"0"	"243"	"243"	"1"	"0"
"19812"	"4"	"21"	"1"	"2"	"400"	"66"	"9"	"32"	"6"	"19"	"2"	"3"	"2"	"4"	"15"	"5"	"2"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"15"	"3"	"0"	"188"	"188"	"1"	"0"
"19813"	"4"	"21"	"1"	"2"	"400"	"71"	"16"	"46"	"8"	"7"	"8"	"24"	"7"	"3"	"25"	"0"	"5"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"23"	"10"	"0"	"260"	"260"	"1"	"0"
"19814"	"4"	"21"	"1"	"2"	"396"	"71"	"19"	"54"	"6"	"4"	"7"	"6"	"6"	"1"	"19"	"5"	"7"	"5"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"23"	"8"	"0"	"248"	"248"	"1"	"0"
"19815"	"4"	"21"	"1"	"2"	"396"	"71"	"14"	"78"	"4"	"12"	"6"	"10"	"8"	"3"	"25"	"1"	"6"	"1"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"16"	"4"	"0"	"269"	"269"	"1"	"0"
"19816"	"4"	"21"	"1"	"2"	"400"	"62"	"8"	"59"	"7"	"17"	"3"	"6"	"4"	"3"	"21"	"2"	"3"	"0"	"0"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"9"	"2"	"0"	"216"	"216"	"1"	"0"
"19817"	"4"	"21"	"1"	"2"	"393"	"52"	"11"	"76"	"3"	"20"	"8"	"3"	"4"	"3"	"35"	"5"	"6"	"4"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"3"	"1"	"0"	"238"	"238"	"1"	"0"
"19818"	"4"	"21"	"1"	"2"	"396"	"77"	"15"	"73"	"1"	"17"	"11"	"1"	"1"	"7"	"24"	"1"	"3"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"11"	"8"	"0"	"255"	"255"	"1"	"0"
"19819"	"4"	"21"	"1"	"2"	"396"	"75"	"16"	"51"	"5"	"11"	"12"	"0"	"1"	"7"	"29"	"2"	"1"	"2"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"6"	"7"	"0"	"231"	"231"	"1"	"0"
"19820"	"4"	"21"	"1"	"2"	"395"	"45"	"18"	"50"	"12"	"12"	"9"	"6"	"3"	"3"	"16"	"1"	"3"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"12"	"4"	"0"	"201"	"201"	"1"	"0"
"19821"	"4"	"21"	"1"	"2"	"242"	"27"	"10"	"49"	"6"	"11"	"5"	"1"	"0"	"4"	"15"	"2"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"3"	"2"	"0"	"140"	"140"	"1"	"0"
"19822"	"4"	"21"	"1"	"2"	"241"	"34"	"14"	"46"	"4"	"10"	"4"	"2"	"1"	"2"	"6"	"3"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"5"	"4"	"0"	"141"	"141"	"1"	"0"
"19823"	"4"	"21"	"1"	"2"	"395"	"67"	"11"	"51"	"8"	"22"	"7"	"6"	"3"	"6"	"15"	"3"	"3"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"18"	"8"	"0"	"236"	"236"	"1"	"0"
"19824"	"4"	"21"	"1"	"2"	"400"	"71"	"11"	"36"	"1"	"21"	"4"	"6"	"1"	"10"	"8"	"23"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"16"	"6"	"0"	"220"	"220"	"1"	"0"
"19825"	"4"	"21"	"1"	"2"	"400"	"63"	"13"	"65"	"8"	"14"	"9"	"2"	"4"	"2"	"13"	"4"	"1"	"1"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"16"	"9"	"0"	"230"	"230"	"1"	"0"
