"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"UNE"	"CREO"	"BIEN"	"UNIDOS"	"VICTORIA"	"FCN_NACION"	"PHG"	"PC"	"FUERZA"	"UNIONISTA"	"VALOR"	"MLP"	"PAN"	"UCN"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6232"	"3"	"4"	"8"	"2"	"380"	"37"	"11"	"131"	"8"	"17"	"1"	"0"	"5"	"8"	"2"	"9"	"2"	"5"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"16"	"34"	"0"	"293"	"293"	"1"	"0"
"6233"	"3"	"4"	"8"	"2"	"380"	"28"	"11"	"110"	"11"	"13"	"0"	"2"	"3"	"7"	"2"	"6"	"5"	"7"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"13"	"31"	"0"	"257"	"257"	"1"	"0"
"6234"	"3"	"4"	"8"	"2"	"400"	"31"	"8"	"99"	"5"	"16"	"0"	"1"	"8"	"9"	"1"	"8"	"9"	"10"	"0"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"11"	"12"	"0"	"243"	"243"	"1"	"0"
"6235"	"3"	"4"	"8"	"2"	"382"	"25"	"7"	"99"	"7"	"9"	"0"	"2"	"3"	"11"	"1"	"12"	"6"	"11"	"2"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"16"	"14"	"0"	"237"	"237"	"1"	"0"
"6236"	"3"	"4"	"8"	"2"	"403"	"25"	"6"	"102"	"6"	"10"	"0"	"3"	"5"	"7"	"1"	"6"	"3"	"9"	"5"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"17"	"20"	"0"	"236"	"236"	"1"	"0"
"6237"	"3"	"4"	"8"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6238"	"3"	"4"	"8"	"2"	"246"	"18"	"5"	"65"	"6"	"7"	"1"	"1"	"2"	"7"	"1"	"7"	"2"	"4"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"8"	"19"	"0"	"160"	"160"	"1"	"0"
"6239"	"3"	"4"	"8"	"2"	"246"	"19"	"9"	"94"	"4"	"7"	"1"	"1"	"2"	"4"	"0"	"3"	"3"	"4"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"11"	"0"	"0"	"171"	"171"	"1"	"0"
"6240"	"3"	"4"	"8"	"2"	"380"	"47"	"4"	"60"	"12"	"33"	"0"	"5"	"4"	"14"	"0"	"10"	"3"	"18"	"6"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"16"	"23"	"0"	"271"	"271"	"1"	"0"
"6241"	"3"	"4"	"8"	"2"	"380"	"44"	"7"	"74"	"10"	"19"	"0"	"4"	"3"	"11"	"1"	"7"	"3"	"9"	"9"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"35"	"31"	"0"	"279"	"279"	"1"	"0"
"6242"	"3"	"4"	"8"	"2"	"380"	"74"	"4"	"70"	"6"	"20"	"2"	"3"	"5"	"12"	"1"	"15"	"4"	"11"	"6"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"19"	"35"	"0"	"294"	"294"	"1"	"0"
"6243"	"3"	"4"	"8"	"2"	"380"	"57"	"5"	"70"	"11"	"16"	"2"	"2"	"3"	"8"	"2"	"13"	"7"	"10"	"5"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"33"	"47"	"1"	"300"	"300"	"1"	"0"
"6244"	"3"	"4"	"8"	"2"	"380"	"55"	"4"	"49"	"13"	"12"	"0"	"2"	"8"	"11"	"1"	"10"	"6"	"11"	"8"	"8"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"21"	"18"	"0"	"243"	"243"	"1"	"0"
"6245"	"3"	"4"	"8"	"2"	"380"	"52"	"4"	"52"	"21"	"17"	"0"	"5"	"11"	"12"	"1"	"11"	"5"	"5"	"3"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"25"	"17"	"0"	"248"	"248"	"1"	"0"
"6246"	"3"	"4"	"8"	"2"	"380"	"52"	"5"	"43"	"10"	"21"	"1"	"3"	"7"	"16"	"0"	"10"	"6"	"14"	"6"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"17"	"22"	"0"	"248"	"248"	"1"	"0"
"6247"	"3"	"4"	"8"	"2"	"210"	"34"	"4"	"22"	"8"	"8"	"0"	"1"	"14"	"8"	"4"	"6"	"2"	"7"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"4"	"11"	"0"	"141"	"141"	"1"	"0"
"6248"	"3"	"4"	"8"	"2"	"210"	"46"	"0"	"26"	"6"	"10"	"0"	"1"	"4"	"12"	"1"	"3"	"1"	"10"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"9"	"14"	"0"	"151"	"151"	"1"	"0"
"6249"	"3"	"4"	"8"	"2"	"332"	"24"	"2"	"11"	"5"	"12"	"0"	"1"	"2"	"5"	"1"	"5"	"5"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"5"	"5"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"80"	"80"	"7"	"12"	"0"	"99"	"99"	"1"	"0"
"6250"	"3"	"4"	"8"	"2"	"331"	"13"	"1"	"9"	"2"	"9"	"0"	"0"	"3"	"3"	"0"	"2"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"48"	"48"	"4"	"3"	"0"	"55"	"55"	"1"	"0"
