"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"UNE"	"WINAQ"	"TODOS"	"UCN"	"PAN"	"PODEMOS"	"CREO"	"VALOR"	"VICTORIA"	"PC"	"SEMILLA"	"VIVA"	"BIEN"	"LIBRE"	"CONVERGENCIA"	"UNIONISTA"	"PPT"	"FUERZA"	"MLP"	"EG"	"FCN_NACION"	"AVANZA"	"UNIDOS"	"URNG_MAIZ"	"PHG"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7009"	"3"	"5"	"10"	"2"	"400"	"6"	"82"	"0"	"9"	"2"	"10"	"2"	"4"	"1"	"2"	"68"	"4"	"6"	"34"	"2"	"4"	"19"	"0"	"6"	"3"	"0"	"8"	"2"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"284"	"284"	"3"	"25"	"30"	"312"	"312"	"1"	"2"
"7010"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7011"	"3"	"5"	"10"	"2"	"400"	"9"	"84"	"1"	"7"	"4"	"10"	"3"	"3"	"0"	"3"	"55"	"2"	"11"	"41"	"0"	"2"	"18"	"2"	"1"	"5"	"55"	"2"	"11"	"41"	"0"	"2"	"18"	"2"	"1"	"5"	"283"	"283"	"24"	"36"	"0"	"343"	"343"	"1"	"0"
"7012"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7013"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7014"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7015"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7016"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7017"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7018"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7019"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7020"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7021"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7022"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7023"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7024"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7025"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7026"	"3"	"5"	"10"	"2"	"211"	"2"	"23"	"2"	"2"	"3"	"12"	"3"	"0"	"2"	"4"	"23"	"0"	"4"	"13"	"0"	"0"	"25"	"0"	"0"	"1"	"0"	"1"	"0"	"2"	"2"	"6"	"0"	"0"	"0"	"0"	"140"	"130"	"18"	"14"	"0"	"172"	"162"	"0"	"0"
"7027"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7028"	"3"	"5"	"10"	"2"	"380"	"4"	"44"	"0"	"4"	"2"	"4"	"0"	"3"	"1"	"1"	"94"	"1"	"3"	"10"	"1"	"8"	"7"	"0"	"0"	"0"	"0"	"15"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"208"	"208"	"30"	"37"	"0"	"275"	"275"	"1"	"0"
"7029"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7030"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7031"	"3"	"5"	"10"	"2"	"380"	"4"	"54"	"1"	"0"	"8"	"1"	"0"	"1"	"2"	"0"	"104"	"3"	"1"	"11"	"0"	"0"	"5"	"6"	"1"	"0"	"0"	"22"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"231"	"230"	"16"	"38"	"0"	"285"	"284"	"0"	"0"
"7032"	"3"	"5"	"10"	"2"	"380"	"0"	"57"	"0"	"6"	"4"	"2"	"1"	"2"	"1"	"2"	"106"	"0"	"5"	"12"	"0"	"5"	"6"	"0"	"0"	"2"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"223"	"16"	"37"	"3"	"282"	"276"	"0"	"0"
"7033"	"3"	"5"	"10"	"2"	"353"	"4"	"38"	"0"	"1"	"4"	"6"	"1"	"0"	"0"	"0"	"92"	"0"	"1"	"15"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"20"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"193"	"193"	"18"	"39"	"0"	"250"	"250"	"1"	"0"
"7034"	"3"	"5"	"10"	"2"	"352"	"1"	"54"	"2"	"2"	"1"	"8"	"1"	"1"	"0"	"1"	"130"	"0"	"2"	"31"	"0"	"3"	"5"	"0"	"1"	"2"	"0"	"11"	"1"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"264"	"264"	"7"	"24"	"0"	"295"	"295"	"1"	"0"
"7035"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7036"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7037"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7038"	"3"	"5"	"10"	"2"	"400"	"5"	"60"	"3"	"8"	"11"	"11"	"2"	"0"	"0"	"2"	"57"	"2"	"6"	"24"	"1"	"3"	"14"	"0"	"2"	"0"	"57"	"2"	"6"	"24"	"1"	"3"	"14"	"0"	"2"	"0"	"259"	"269"	"21"	"27"	"0"	"307"	"317"	"0"	"0"
"7039"	"3"	"5"	"10"	"2"	"400"	"5"	"50"	"2"	"8"	"5"	"6"	"1"	"2"	"1"	"1"	"45"	"3"	"9"	"28"	"0"	"6"	"20"	"0"	"0"	"2"	"45"	"3"	"9"	"28"	"0"	"6"	"20"	"0"	"0"	"2"	"224"	"224"	"22"	"30"	"0"	"276"	"276"	"1"	"0"
"7040"	"3"	"5"	"10"	"2"	"238"	"6"	"37"	"3"	"3"	"5"	"6"	"1"	"1"	"2"	"0"	"31"	"2"	"1"	"21"	"1"	"1"	"16"	"2"	"1"	"1"	"0"	"19"	"2"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"169"	"169"	"9"	"11"	"0"	"189"	"189"	"1"	"0"
"7041"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7042"	"3"	"5"	"10"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7043"	"3"	"5"	"11"	"2"	"400"	"49"	"65"	"33"	"3"	"4"	"8"	"0"	"1"	"4"	"5"	"31"	"7"	"6"	"5"	"1"	"1"	"1"	"5"	"9"	"9"	"0"	"2"	"1"	"3"	"16"	"9"	"0"	"0"	"0"	"0"	"278"	"278"	"32"	"16"	"0"	"326"	"326"	"1"	"0"
"7044"	"3"	"5"	"11"	"2"	"400"	"43"	"56"	"38"	"4"	"5"	"9"	"3"	"4"	"4"	"4"	"26"	"4"	"8"	"5"	"2"	"1"	"2"	"2"	"6"	"8"	"2"	"4"	"1"	"1"	"17"	"13"	"0"	"0"	"0"	"0"	"272"	"272"	"16"	"34"	"0"	"322"	"322"	"1"	"0"
"7045"	"3"	"5"	"11"	"2"	"400"	"47"	"55"	"31"	"6"	"3"	"10"	"2"	"5"	"7"	"4"	"31"	"4"	"7"	"5"	"1"	"2"	"7"	"8"	"2"	"14"	"1"	"6"	"3"	"1"	"11"	"8"	"0"	"0"	"0"	"0"	"281"	"281"	"18"	"29"	"0"	"328"	"328"	"1"	"0"
"7046"	"3"	"5"	"11"	"2"	"400"	"52"	"54"	"37"	"7"	"2"	"7"	"3"	"4"	"6"	"10"	"29"	"0"	"3"	"3"	"4"	"4"	"2"	"7"	"4"	"9"	"1"	"4"	"2"	"3"	"7"	"12"	"0"	"0"	"0"	"0"	"276"	"276"	"23"	"21"	"0"	"320"	"320"	"1"	"0"
"7047"	"3"	"5"	"11"	"2"	"400"	"61"	"54"	"25"	"5"	"2"	"4"	"2"	"3"	"8"	"10"	"25"	"9"	"6"	"3"	"0"	"4"	"2"	"3"	"7"	"13"	"3"	"9"	"0"	"3"	"12"	"6"	"0"	"0"	"0"	"0"	"279"	"279"	"30"	"21"	"0"	"330"	"330"	"1"	"0"
"7048"	"3"	"5"	"11"	"2"	"400"	"41"	"43"	"35"	"4"	"1"	"19"	"1"	"7"	"4"	"5"	"30"	"4"	"9"	"7"	"1"	"2"	"4"	"9"	"2"	"11"	"2"	"6"	"0"	"2"	"10"	"11"	"0"	"0"	"0"	"0"	"270"	"270"	"23"	"25"	"0"	"318"	"318"	"1"	"0"
"7049"	"3"	"5"	"11"	"2"	"400"	"46"	"57"	"36"	"4"	"2"	"9"	"2"	"2"	"3"	"7"	"26"	"3"	"5"	"6"	"0"	"4"	"4"	"6"	"2"	"16"	"0"	"4"	"0"	"5"	"15"	"11"	"0"	"0"	"0"	"0"	"275"	"275"	"29"	"34"	"0"	"338"	"338"	"1"	"0"
"7050"	"3"	"5"	"11"	"2"	"0"	"57"	"56"	"36"	"5"	"4"	"11"	"1"	"4"	"7"	"5"	"26"	"4"	"4"	"10"	"1"	"1"	"3"	"2"	"9"	"6"	"4"	"4"	"2"	"0"	"11"	"9"	"0"	"0"	"0"	"0"	"282"	"282"	"26"	"26"	"0"	"334"	"334"	"1"	"0"
"7051"	"3"	"5"	"11"	"2"	"400"	"57"	"36"	"32"	"4"	"1"	"15"	"2"	"4"	"8"	"7"	"25"	"2"	"7"	"7"	"2"	"5"	"2"	"8"	"0"	"12"	"3"	"8"	"0"	"1"	"17"	"11"	"0"	"0"	"0"	"0"	"276"	"276"	"30"	"24"	"0"	"330"	"330"	"1"	"0"
"7052"	"3"	"5"	"11"	"2"	"400"	"48"	"51"	"33"	"0"	"3"	"8"	"0"	"3"	"8"	"4"	"27"	"7"	"8"	"10"	"0"	"4"	"3"	"4"	"3"	"15"	"1"	"2"	"1"	"2"	"11"	"9"	"0"	"0"	"0"	"0"	"265"	"265"	"33"	"29"	"0"	"327"	"327"	"1"	"0"
"7053"	"3"	"5"	"11"	"2"	"400"	"52"	"42"	"27"	"5"	"2"	"13"	"3"	"3"	"7"	"10"	"37"	"6"	"4"	"3"	"0"	"5"	"3"	"4"	"3"	"14"	"2"	"3"	"1"	"1"	"10"	"7"	"0"	"0"	"0"	"0"	"267"	"267"	"26"	"18"	"0"	"311"	"311"	"1"	"0"
"7054"	"3"	"5"	"11"	"2"	"0"	"63"	"43"	"30"	"2"	"6"	"4"	"4"	"1"	"5"	"8"	"24"	"10"	"6"	"4"	"2"	"2"	"0"	"6"	"5"	"7"	"4"	"3"	"0"	"4"	"18"	"8"	"0"	"0"	"0"	"0"	"269"	"269"	"24"	"26"	"0"	"0"	"319"	"0"	"0"
"7055"	"3"	"5"	"11"	"2"	"400"	"51"	"49"	"47"	"6"	"2"	"6"	"5"	"3"	"3"	"4"	"26"	"8"	"8"	"8"	"2"	"2"	"0"	"6"	"5"	"10"	"5"	"7"	"3"	"4"	"10"	"2"	"0"	"0"	"0"	"0"	"282"	"282"	"32"	"14"	"0"	"328"	"328"	"1"	"0"
"7056"	"3"	"5"	"11"	"2"	"400"	"41"	"47"	"50"	"6"	"0"	"4"	"1"	"1"	"4"	"4"	"34"	"7"	"11"	"10"	"2"	"7"	"4"	"4"	"1"	"9"	"2"	"7"	"2"	"4"	"13"	"10"	"0"	"0"	"0"	"0"	"285"	"285"	"20"	"11"	"0"	"316"	"316"	"1"	"0"
"7057"	"3"	"5"	"11"	"2"	"400"	"43"	"47"	"40"	"2"	"4"	"2"	"3"	"2"	"7"	"8"	"37"	"9"	"5"	"6"	"0"	"3"	"16"	"11"	"4"	"20"	"0"	"1"	"1"	"1"	"11"	"4"	"0"	"0"	"0"	"0"	"287"	"287"	"13"	"19"	"0"	"319"	"319"	"1"	"0"
"7058"	"3"	"5"	"11"	"2"	"400"	"44"	"38"	"52"	"3"	"2"	"6"	"3"	"6"	"5"	"6"	"29"	"13"	"5"	"2"	"1"	"4"	"1"	"8"	"2"	"17"	"29"	"13"	"5"	"2"	"1"	"4"	"1"	"8"	"2"	"17"	"282"	"282"	"16"	"5"	"0"	"303"	"303"	"1"	"0"
"7059"	"3"	"5"	"11"	"2"	"0"	"46"	"50"	"32"	"2"	"4"	"10"	"2"	"5"	"7"	"3"	"26"	"9"	"7"	"10"	"3"	"2"	"1"	"7"	"5"	"9"	"2"	"3"	"2"	"2"	"15"	"9"	"0"	"0"	"0"	"0"	"270"	"273"	"18"	"12"	"0"	"0"	"303"	"0"	"0"
"7060"	"3"	"5"	"11"	"2"	"0"	"45"	"53"	"32"	"8"	"3"	"12"	"2"	"4"	"3"	"6"	"25"	"8"	"4"	"7"	"1"	"3"	"1"	"7"	"3"	"13"	"1"	"5"	"1"	"4"	"7"	"11"	"0"	"0"	"0"	"0"	"269"	"269"	"24"	"17"	"0"	"310"	"310"	"1"	"0"
"7061"	"3"	"5"	"11"	"2"	"400"	"42"	"48"	"50"	"7"	"4"	"5"	"2"	"5"	"5"	"5"	"29"	"5"	"10"	"4"	"0"	"1"	"2"	"8"	"1"	"11"	"3"	"8"	"3"	"1"	"15"	"12"	"0"	"0"	"0"	"0"	"286"	"286"	"18"	"15"	"0"	"319"	"319"	"1"	"0"
"7062"	"3"	"5"	"11"	"2"	"0"	"46"	"40"	"37"	"3"	"0"	"4"	"0"	"5"	"3"	"8"	"33"	"5"	"10"	"6"	"2"	"2"	"1"	"9"	"3"	"6"	"3"	"8"	"1"	"5"	"8"	"7"	"0"	"0"	"0"	"0"	"255"	"255"	"31"	"10"	"0"	"296"	"296"	"1"	"0"
"7063"	"3"	"5"	"11"	"2"	"400"	"46"	"38"	"49"	"6"	"3"	"5"	"2"	"3"	"6"	"5"	"31"	"3"	"9"	"4"	"4"	"6"	"6"	"6"	"3"	"13"	"2"	"3"	"0"	"2"	"10"	"12"	"0"	"0"	"0"	"0"	"277"	"277"	"25"	"11"	"0"	"313"	"313"	"1"	"0"
"7064"	"3"	"5"	"11"	"2"	"400"	"52"	"44"	"44"	"6"	"3"	"5"	"3"	"6"	"6"	"7"	"23"	"8"	"4"	"2"	"3"	"1"	"1"	"3"	"7"	"8"	"1"	"4"	"4"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"260"	"260"	"25"	"24"	"0"	"309"	"309"	"1"	"0"
"7065"	"3"	"5"	"11"	"2"	"400"	"53"	"53"	"43"	"2"	"2"	"10"	"5"	"1"	"4"	"8"	"24"	"4"	"8"	"3"	"1"	"2"	"2"	"5"	"1"	"9"	"1"	"4"	"1"	"3"	"14"	"7"	"0"	"0"	"0"	"0"	"269"	"270"	"27"	"27"	"0"	"323"	"324"	"0"	"0"
"7066"	"3"	"5"	"11"	"2"	"400"	"45"	"42"	"38"	"5"	"4"	"5"	"3"	"4"	"7"	"6"	"34"	"5"	"6"	"2"	"3"	"5"	"1"	"6"	"4"	"7"	"5"	"5"	"3"	"2"	"9"	"7"	"0"	"0"	"0"	"0"	"263"	"263"	"31"	"19"	"0"	"313"	"313"	"1"	"0"
"7067"	"3"	"5"	"11"	"2"	"0"	"45"	"32"	"40"	"10"	"1"	"9"	"1"	"4"	"7"	"7"	"30"	"2"	"7"	"6"	"3"	"5"	"4"	"3"	"3"	"10"	"0"	"2"	"1"	"3"	"13"	"15"	"0"	"0"	"0"	"0"	"263"	"263"	"27"	"19"	"0"	"309"	"309"	"1"	"0"
"7068"	"3"	"5"	"11"	"2"	"0"	"52"	"51"	"29"	"6"	"0"	"6"	"1"	"5"	"3"	"9"	"24"	"6"	"8"	"4"	"3"	"4"	"3"	"9"	"2"	"9"	"2"	"4"	"3"	"4"	"14"	"11"	"0"	"0"	"0"	"0"	"272"	"272"	"30"	"18"	"0"	"320"	"320"	"1"	"0"
"7069"	"3"	"5"	"11"	"2"	"403"	"53"	"55"	"32"	"3"	"1"	"5"	"1"	"2"	"2"	"4"	"34"	"8"	"8"	"8"	"1"	"5"	"1"	"4"	"5"	"12"	"3"	"6"	"1"	"10"	"12"	"11"	"0"	"0"	"0"	"0"	"287"	"287"	"26"	"17"	"0"	"330"	"330"	"1"	"0"
"7070"	"3"	"5"	"11"	"2"	"400"	"47"	"68"	"38"	"2"	"2"	"6"	"3"	"3"	"4"	"6"	"32"	"4"	"1"	"4"	"1"	"4"	"7"	"4"	"7"	"6"	"2"	"9"	"2"	"6"	"14"	"12"	"0"	"0"	"0"	"0"	"294"	"294"	"24"	"24"	"0"	"342"	"342"	"1"	"0"
"7071"	"3"	"5"	"11"	"2"	"396"	"42"	"63"	"34"	"3"	"6"	"7"	"1"	"1"	"4"	"4"	"21"	"13"	"5"	"7"	"6"	"0"	"1"	"9"	"2"	"10"	"3"	"4"	"5"	"1"	"14"	"6"	"0"	"0"	"0"	"0"	"272"	"272"	"17"	"36"	"0"	"325"	"325"	"1"	"0"
"7072"	"3"	"5"	"11"	"2"	"400"	"54"	"57"	"36"	"0"	"2"	"4"	"2"	"3"	"4"	"8"	"22"	"9"	"5"	"7"	"0"	"0"	"1"	"8"	"4"	"14"	"1"	"5"	"3"	"1"	"12"	"7"	"0"	"0"	"0"	"0"	"269"	"269"	"28"	"19"	"0"	"316"	"316"	"1"	"1"
"7073"	"3"	"5"	"11"	"2"	"400"	"57"	"52"	"35"	"5"	"3"	"10"	"1"	"5"	"4"	"0"	"27"	"5"	"3"	"7"	"3"	"2"	"4"	"5"	"5"	"12"	"2"	"7"	"3"	"2"	"7"	"9"	"0"	"0"	"0"	"0"	"275"	"275"	"27"	"21"	"0"	"323"	"323"	"1"	"0"
"7074"	"3"	"5"	"11"	"2"	"400"	"51"	"55"	"45"	"8"	"0"	"11"	"1"	"2"	"4"	"6"	"27"	"9"	"6"	"10"	"1"	"4"	"2"	"4"	"5"	"1"	"1"	"5"	"1"	"2"	"10"	"7"	"0"	"0"	"0"	"0"	"337"	"278"	"25"	"24"	"0"	"337"	"327"	"0"	"0"
"7075"	"3"	"5"	"11"	"2"	"400"	"55"	"37"	"45"	"4"	"3"	"5"	"0"	"0"	"11"	"2"	"29"	"9"	"5"	"8"	"1"	"3"	"6"	"2"	"3"	"17"	"1"	"5"	"4"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"268"	"268"	"22"	"30"	"0"	"320"	"320"	"1"	"0"
"7076"	"3"	"5"	"11"	"2"	"400"	"49"	"56"	"32"	"4"	"5"	"6"	"5"	"2"	"4"	"3"	"26"	"4"	"3"	"5"	"1"	"3"	"2"	"4"	"5"	"13"	"2"	"3"	"0"	"1"	"11"	"5"	"0"	"0"	"0"	"0"	"254"	"254"	"28"	"23"	"0"	"305"	"305"	"1"	"0"
"7077"	"3"	"5"	"11"	"2"	"400"	"54"	"57"	"44"	"3"	"4"	"4"	"0"	"1"	"5"	"6"	"35"	"5"	"6"	"4"	"0"	"2"	"2"	"3"	"3"	"8"	"2"	"0"	"5"	"0"	"12"	"14"	"0"	"0"	"0"	"0"	"279"	"279"	"25"	"17"	"0"	"321"	"321"	"1"	"0"
"7078"	"3"	"5"	"11"	"2"	"401"	"55"	"44"	"42"	"7"	"3"	"9"	"2"	"2"	"7"	"2"	"20"	"2"	"8"	"6"	"1"	"2"	"3"	"8"	"3"	"17"	"3"	"5"	"1"	"3"	"7"	"8"	"0"	"0"	"0"	"0"	"270"	"270"	"26"	"18"	"0"	"314"	"314"	"1"	"0"
"7079"	"3"	"5"	"11"	"2"	"400"	"52"	"52"	"32"	"5"	"0"	"3"	"4"	"2"	"5"	"5"	"30"	"6"	"6"	"7"	"2"	"3"	"1"	"1"	"6"	"16"	"2"	"4"	"3"	"3"	"15"	"12"	"0"	"0"	"0"	"0"	"279"	"277"	"9"	"24"	"11"	"312"	"310"	"0"	"2"
"7080"	"3"	"5"	"11"	"2"	"401"	"52"	"44"	"39"	"2"	"4"	"5"	"0"	"5"	"4"	"3"	"28"	"8"	"4"	"4"	"0"	"3"	"3"	"0"	"2"	"15"	"3"	"2"	"4"	"3"	"8"	"11"	"0"	"0"	"0"	"0"	"256"	"256"	"27"	"25"	"0"	"308"	"308"	"1"	"0"
"7081"	"3"	"5"	"11"	"2"	"400"	"50"	"48"	"40"	"5"	"4"	"11"	"3"	"3"	"5"	"3"	"24"	"11"	"14"	"7"	"3"	"0"	"2"	"3"	"2"	"12"	"5"	"3"	"1"	"1"	"21"	"11"	"0"	"0"	"0"	"0"	"292"	"292"	"25"	"11"	"0"	"329"	"328"	"0"	"0"
"7082"	"3"	"5"	"11"	"2"	"400"	"52"	"50"	"40"	"1"	"0"	"12"	"7"	"5"	"8"	"5"	"20"	"5"	"6"	"5"	"2"	"3"	"2"	"4"	"3"	"11"	"2"	"5"	"0"	"2"	"4"	"7"	"0"	"0"	"0"	"0"	"261"	"261"	"21"	"25"	"0"	"307"	"307"	"1"	"0"
"7083"	"3"	"5"	"11"	"2"	"400"	"38"	"56"	"47"	"5"	"0"	"7"	"2"	"3"	"7"	"6"	"35"	"8"	"3"	"8"	"3"	"4"	"1"	"6"	"6"	"8"	"0"	"3"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"277"	"263"	"17"	"14"	"0"	"308"	"294"	"0"	"0"
"7084"	"3"	"5"	"11"	"2"	"399"	"48"	"38"	"34"	"7"	"1"	"11"	"2"	"6"	"2"	"6"	"26"	"7"	"0"	"7"	"4"	"1"	"4"	"6"	"7"	"6"	"5"	"8"	"2"	"10"	"7"	"15"	"0"	"0"	"0"	"0"	"270"	"270"	"23"	"11"	"0"	"304"	"304"	"1"	"0"
"7085"	"3"	"5"	"11"	"2"	"0"	"48"	"66"	"27"	"7"	"1"	"9"	"2"	"3"	"11"	"3"	"35"	"4"	"8"	"2"	"2"	"2"	"3"	"12"	"4"	"9"	"2"	"2"	"1"	"2"	"9"	"18"	"0"	"0"	"0"	"0"	"292"	"292"	"23"	"8"	"0"	"323"	"323"	"1"	"0"
"7086"	"3"	"5"	"11"	"2"	"400"	"53"	"52"	"20"	"4"	"4"	"7"	"3"	"3"	"3"	"2"	"37"	"8"	"7"	"5"	"5"	"1"	"5"	"15"	"7"	"13"	"37"	"8"	"7"	"5"	"5"	"1"	"5"	"15"	"7"	"13"	"286"	"286"	"14"	"15"	"0"	"315"	"315"	"1"	"0"
"7087"	"3"	"5"	"11"	"2"	"0"	"71"	"63"	"63"	"5"	"1"	"3"	"0"	"4"	"4"	"2"	"36"	"4"	"15"	"1"	"2"	"1"	"1"	"8"	"5"	"13"	"1"	"7"	"0"	"1"	"18"	"10"	"0"	"0"	"0"	"0"	"339"	"339"	"11"	"11"	"0"	"361"	"361"	"1"	"0"
"7088"	"3"	"5"	"11"	"2"	"400"	"54"	"50"	"70"	"8"	"1"	"4"	"3"	"2"	"3"	"4"	"24"	"9"	"3"	"4"	"4"	"3"	"6"	"12"	"2"	"21"	"1"	"3"	"0"	"4"	"19"	"16"	"0"	"0"	"0"	"0"	"330"	"330"	"9"	"15"	"0"	"0"	"354"	"0"	"0"
"7089"	"3"	"5"	"11"	"2"	"0"	"49"	"47"	"25"	"3"	"3"	"9"	"1"	"2"	"7"	"4"	"36"	"4"	"6"	"3"	"0"	"1"	"1"	"7"	"4"	"11"	"0"	"1"	"0"	"3"	"6"	"7"	"0"	"0"	"0"	"0"	"240"	"240"	"14"	"12"	"0"	"266"	"266"	"1"	"0"
"7090"	"3"	"5"	"11"	"2"	"353"	"50"	"63"	"17"	"5"	"1"	"6"	"2"	"1"	"3"	"5"	"29"	"3"	"5"	"5"	"0"	"1"	"1"	"7"	"4"	"8"	"3"	"5"	"0"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"233"	"233"	"14"	"9"	"0"	"256"	"256"	"1"	"0"
"7091"	"3"	"5"	"11"	"2"	"380"	"36"	"96"	"12"	"1"	"0"	"5"	"0"	"4"	"8"	"4"	"13"	"0"	"4"	"11"	"1"	"0"	"0"	"6"	"3"	"2"	"0"	"13"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"226"	"226"	"16"	"23"	"0"	"265"	"265"	"1"	"0"
"7092"	"3"	"5"	"11"	"2"	"380"	"59"	"69"	"10"	"8"	"2"	"6"	"2"	"2"	"4"	"8"	"9"	"4"	"6"	"9"	"1"	"0"	"1"	"1"	"5"	"7"	"1"	"11"	"4"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"236"	"236"	"17"	"16"	"0"	"269"	"269"	"1"	"0"
"7093"	"3"	"5"	"11"	"2"	"380"	"53"	"70"	"10"	"6"	"1"	"6"	"1"	"1"	"16"	"0"	"7"	"5"	"8"	"7"	"0"	"0"	"0"	"4"	"3"	"5"	"2"	"2"	"3"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"218"	"218"	"10"	"21"	"0"	"249"	"249"	"1"	"0"
