"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"UNE"	"WINAQ"	"TODOS"	"UCN"	"PAN"	"PODEMOS"	"CREO"	"VALOR"	"VICTORIA"	"PC"	"SEMILLA"	"VIVA"	"BIEN"	"LIBRE"	"CONVERGENCIA"	"UNIONISTA"	"PPT"	"FUERZA"	"MLP"	"EG"	"FCN_NACION"	"AVANZA"	"UNIDOS"	"URNG_MAIZ"	"PHG"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6483"	"3"	"5"	"2"	"2"	"0"	"10"	"49"	"5"	"2"	"13"	"5"	"3"	"11"	"5"	"5"	"6"	"20"	"8"	"10"	"3"	"0"	"0"	"37"	"2"	"3"	"0"	"7"	"0"	"2"	"2"	"25"	"0"	"0"	"0"	"0"	"233"	"233"	"28"	"12"	"0"	"273"	"273"	"1"	"0"
"6484"	"3"	"5"	"2"	"2"	"403"	"5"	"25"	"3"	"10"	"13"	"8"	"0"	"18"	"21"	"1"	"0"	"19"	"1"	"12"	"10"	"3"	"1"	"38"	"0"	"0"	"0"	"3"	"2"	"0"	"8"	"2"	"0"	"0"	"0"	"0"	"203"	"203"	"71"	"10"	"0"	"284"	"284"	"1"	"0"
"6485"	"3"	"5"	"2"	"2"	"400"	"3"	"71"	"3"	"7"	"17"	"5"	"2"	"8"	"5"	"0"	"11"	"17"	"4"	"6"	"3"	"2"	"0"	"32"	"3"	"3"	"3"	"3"	"2"	"1"	"3"	"21"	"0"	"0"	"0"	"0"	"235"	"235"	"21"	"11"	"0"	"267"	"267"	"1"	"0"
"6486"	"3"	"5"	"2"	"2"	"400"	"8"	"40"	"4"	"10"	"14"	"2"	"1"	"19"	"5"	"3"	"11"	"14"	"3"	"9"	"3"	"1"	"0"	"30"	"1"	"5"	"0"	"6"	"2"	"2"	"4"	"15"	"0"	"0"	"0"	"0"	"212"	"212"	"17"	"11"	"0"	"240"	"240"	"1"	"0"
"6487"	"3"	"5"	"2"	"2"	"245"	"2"	"26"	"3"	"5"	"12"	"0"	"2"	"4"	"4"	"0"	"5"	"18"	"2"	"6"	"4"	"1"	"0"	"30"	"0"	"0"	"0"	"4"	"0"	"0"	"2"	"24"	"0"	"0"	"0"	"0"	"154"	"154"	"15"	"2"	"0"	"171"	"171"	"1"	"0"
"6488"	"3"	"5"	"2"	"2"	"0"	"6"	"33"	"3"	"3"	"4"	"3"	"0"	"17"	"2"	"2"	"3"	"12"	"4"	"3"	"8"	"1"	"0"	"24"	"0"	"1"	"0"	"4"	"1"	"0"	"1"	"18"	"0"	"0"	"0"	"0"	"153"	"153"	"8"	"12"	"0"	"173"	"173"	"1"	"0"
"6489"	"3"	"5"	"2"	"2"	"400"	"10"	"37"	"3"	"6"	"14"	"7"	"2"	"25"	"12"	"1"	"11"	"37"	"8"	"10"	"9"	"3"	"4"	"27"	"4"	"3"	"6"	"12"	"2"	"2"	"5"	"28"	"0"	"0"	"0"	"0"	"288"	"288"	"17"	"12"	"0"	"317"	"317"	"1"	"0"
"6490"	"3"	"5"	"2"	"2"	"334"	"6"	"33"	"3"	"7"	"15"	"6"	"1"	"14"	"8"	"6"	"4"	"23"	"4"	"3"	"7"	"0"	"1"	"25"	"3"	"2"	"0"	"9"	"0"	"0"	"5"	"17"	"0"	"0"	"0"	"0"	"202"	"202"	"22"	"8"	"0"	"232"	"232"	"1"	"0"
"6491"	"3"	"5"	"2"	"2"	"334"	"6"	"42"	"6"	"3"	"14"	"3"	"1"	"8"	"7"	"1"	"6"	"28"	"7"	"6"	"6"	"3"	"0"	"24"	"7"	"2"	"0"	"10"	"2"	"2"	"3"	"12"	"0"	"0"	"0"	"0"	"209"	"209"	"15"	"5"	"0"	"229"	"229"	"1"	"0"
"6492"	"3"	"5"	"2"	"2"	"400"	"6"	"65"	"95"	"13"	"17"	"7"	"0"	"15"	"20"	"4"	"5"	"10"	"5"	"7"	"2"	"2"	"5"	"0"	"2"	"0"	"2"	"6"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"0"	"0"	"0"	"293"	"293"	"1"	"0"
"6493"	"3"	"5"	"2"	"2"	"400"	"4"	"67"	"1"	"7"	"16"	"4"	"1"	"18"	"5"	"3"	"5"	"22"	"6"	"8"	"4"	"5"	"1"	"55"	"2"	"3"	"1"	"5"	"0"	"0"	"5"	"13"	"0"	"0"	"0"	"0"	"261"	"261"	"17"	"19"	"0"	"297"	"297"	"1"	"0"
"6494"	"3"	"5"	"2"	"2"	"399"	"9"	"46"	"3"	"7"	"10"	"6"	"1"	"14"	"10"	"2"	"4"	"22"	"4"	"10"	"2"	"3"	"1"	"49"	"5"	"3"	"4"	"6"	"0"	"0"	"7"	"22"	"0"	"0"	"0"	"0"	"250"	"250"	"30"	"8"	"0"	"288"	"288"	"1"	"0"
"6495"	"3"	"5"	"2"	"2"	"400"	"3"	"65"	"5"	"6"	"14"	"7"	"0"	"11"	"9"	"3"	"9"	"30"	"3"	"8"	"2"	"1"	"0"	"36"	"5"	"2"	"1"	"9"	"0"	"0"	"1"	"23"	"0"	"0"	"0"	"0"	"256"	"253"	"21"	"15"	"0"	"292"	"289"	"0"	"0"
"6496"	"3"	"5"	"2"	"2"	"400"	"13"	"47"	"4"	"8"	"13"	"10"	"1"	"23"	"8"	"5"	"7"	"31"	"9"	"17"	"1"	"3"	"1"	"26"	"3"	"7"	"1"	"5"	"0"	"0"	"4"	"16"	"0"	"0"	"0"	"0"	"263"	"263"	"21"	"13"	"0"	"297"	"297"	"1"	"0"
"6497"	"3"	"5"	"2"	"2"	"400"	"5"	"53"	"7"	"3"	"15"	"4"	"1"	"21"	"7"	"6"	"6"	"33"	"2"	"8"	"2"	"2"	"0"	"26"	"5"	"4"	"1"	"9"	"2"	"0"	"5"	"17"	"0"	"0"	"0"	"0"	"244"	"244"	"24"	"20"	"0"	"288"	"288"	"1"	"0"
"6498"	"3"	"5"	"2"	"2"	"400"	"11"	"53"	"4"	"6"	"17"	"7"	"0"	"18"	"7"	"5"	"4"	"26"	"6"	"9"	"1"	"3"	"2"	"36"	"3"	"2"	"2"	"9"	"1"	"1"	"5"	"11"	"0"	"0"	"0"	"0"	"249"	"249"	"24"	"14"	"0"	"287"	"287"	"1"	"0"
"6499"	"3"	"5"	"2"	"2"	"400"	"6"	"44"	"4"	"9"	"15"	"6"	"1"	"13"	"7"	"7"	"6"	"36"	"4"	"10"	"5"	"4"	"1"	"39"	"3"	"4"	"2"	"2"	"3"	"1"	"2"	"18"	"0"	"0"	"0"	"0"	"182"	"252"	"24"	"16"	"0"	"222"	"292"	"0"	"0"
"6500"	"3"	"5"	"2"	"2"	"400"	"11"	"46"	"1"	"4"	"13"	"5"	"2"	"18"	"1"	"2"	"7"	"20"	"5"	"7"	"5"	"0"	"0"	"35"	"1"	"1"	"0"	"6"	"0"	"1"	"4"	"20"	"0"	"0"	"0"	"0"	"222"	"215"	"28"	"20"	"0"	"270"	"263"	"0"	"0"
"6501"	"3"	"5"	"2"	"2"	"400"	"6"	"51"	"4"	"9"	"15"	"11"	"1"	"14"	"13"	"2"	"4"	"27"	"3"	"15"	"2"	"4"	"1"	"24"	"4"	"2"	"4"	"6"	"1"	"2"	"2"	"19"	"0"	"0"	"0"	"0"	"246"	"246"	"32"	"7"	"0"	"285"	"285"	"1"	"0"
"6502"	"3"	"5"	"2"	"2"	"400"	"10"	"54"	"4"	"9"	"10"	"5"	"0"	"14"	"7"	"6"	"0"	"32"	"6"	"16"	"1"	"2"	"2"	"35"	"3"	"2"	"2"	"9"	"1"	"4"	"4"	"22"	"0"	"0"	"0"	"0"	"267"	"260"	"20"	"10"	"0"	"297"	"290"	"0"	"0"
"6503"	"3"	"5"	"2"	"2"	"400"	"13"	"47"	"10"	"3"	"19"	"3"	"1"	"13"	"6"	"4"	"8"	"26"	"3"	"15"	"4"	"2"	"1"	"31"	"1"	"0"	"3"	"5"	"0"	"0"	"5"	"21"	"0"	"0"	"0"	"0"	"244"	"244"	"29"	"7"	"0"	"280"	"280"	"1"	"0"
"6504"	"3"	"5"	"2"	"2"	"400"	"13"	"34"	"9"	"8"	"17"	"9"	"1"	"14"	"14"	"4"	"3"	"38"	"3"	"15"	"4"	"3"	"0"	"35"	"2"	"0"	"0"	"2"	"0"	"1"	"2"	"20"	"0"	"0"	"0"	"0"	"251"	"251"	"28"	"22"	"0"	"301"	"301"	"1"	"0"
"6505"	"3"	"5"	"2"	"2"	"400"	"4"	"48"	"4"	"10"	"18"	"6"	"1"	"15"	"9"	"2"	"6"	"29"	"1"	"17"	"4"	"2"	"2"	"41"	"4"	"1"	"2"	"7"	"0"	"0"	"4"	"22"	"0"	"0"	"0"	"0"	"267"	"259"	"28"	"8"	"0"	"303"	"295"	"0"	"0"
"6506"	"3"	"5"	"2"	"2"	"0"	"9"	"37"	"6"	"8"	"10"	"9"	"4"	"24"	"10"	"3"	"6"	"19"	"5"	"8"	"3"	"3"	"3"	"32"	"1"	"1"	"2"	"7"	"0"	"0"	"4"	"26"	"0"	"0"	"0"	"0"	"240"	"240"	"30"	"19"	"0"	"289"	"289"	"1"	"0"
"6507"	"3"	"5"	"2"	"2"	"400"	"11"	"42"	"7"	"8"	"16"	"4"	"0"	"16"	"6"	"6"	"7"	"35"	"8"	"11"	"4"	"2"	"1"	"24"	"4"	"4"	"2"	"7"	"0"	"0"	"2"	"21"	"0"	"0"	"0"	"0"	"248"	"248"	"25"	"18"	"43"	"291"	"291"	"1"	"0"
"6508"	"3"	"5"	"2"	"2"	"400"	"4"	"46"	"7"	"5"	"13"	"6"	"2"	"16"	"10"	"5"	"7"	"16"	"9"	"10"	"6"	"1"	"0"	"35"	"4"	"4"	"1"	"7"	"0"	"0"	"8"	"30"	"0"	"0"	"0"	"0"	"252"	"252"	"36"	"15"	"0"	"303"	"303"	"1"	"0"
"6509"	"3"	"5"	"2"	"2"	"397"	"9"	"33"	"3"	"8"	"15"	"10"	"1"	"23"	"13"	"0"	"7"	"29"	"8"	"14"	"7"	"3"	"0"	"29"	"3"	"1"	"1"	"6"	"2"	"3"	"2"	"25"	"0"	"0"	"0"	"0"	"295"	"255"	"26"	"14"	"0"	"295"	"295"	"0"	"0"
"6510"	"3"	"5"	"2"	"2"	"0"	"8"	"41"	"3"	"8"	"13"	"4"	"2"	"18"	"12"	"12"	"12"	"37"	"9"	"11"	"5"	"2"	"0"	"31"	"4"	"0"	"1"	"6"	"0"	"1"	"0"	"28"	"0"	"0"	"0"	"0"	"268"	"268"	"22"	"6"	"0"	"296"	"296"	"1"	"0"
"6511"	"3"	"5"	"2"	"2"	"397"	"9"	"58"	"6"	"10"	"17"	"8"	"1"	"16"	"6"	"7"	"13"	"40"	"7"	"6"	"3"	"1"	"0"	"40"	"0"	"1"	"2"	"5"	"0"	"5"	"4"	"24"	"0"	"0"	"0"	"0"	"289"	"289"	"16"	"9"	"0"	"314"	"314"	"1"	"0"
"6512"	"3"	"5"	"2"	"2"	"0"	"6"	"45"	"4"	"7"	"11"	"7"	"1"	"18"	"7"	"2"	"5"	"32"	"9"	"10"	"4"	"4"	"22"	"30"	"3"	"2"	"3"	"4"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"37"	"10"	"0"	"288"	"288"	"1"	"0"
"6513"	"3"	"5"	"2"	"2"	"0"	"16"	"44"	"3"	"7"	"12"	"7"	"2"	"9"	"13"	"3"	"8"	"24"	"3"	"11"	"1"	"0"	"1"	"34"	"3"	"3"	"3"	"8"	"1"	"0"	"6"	"32"	"0"	"0"	"0"	"0"	"255"	"254"	"22"	"13"	"0"	"290"	"289"	"0"	"0"
"6514"	"3"	"5"	"2"	"2"	"402"	"9"	"40"	"6"	"8"	"11"	"5"	"1"	"18"	"7"	"5"	"10"	"30"	"6"	"16"	"7"	"4"	"0"	"29"	"1"	"0"	"0"	"2"	"1"	"4"	"3"	"17"	"0"	"0"	"0"	"0"	"240"	"240"	"25"	"9"	"0"	"274"	"274"	"1"	"1"
"6515"	"3"	"5"	"2"	"2"	"399"	"12"	"41"	"3"	"6"	"14"	"2"	"0"	"11"	"5"	"7"	"12"	"31"	"2"	"7"	"3"	"2"	"0"	"38"	"1"	"2"	"1"	"5"	"0"	"1"	"4"	"19"	"0"	"0"	"0"	"0"	"229"	"229"	"29"	"8"	"0"	"266"	"266"	"1"	"0"
"6516"	"3"	"5"	"2"	"2"	"0"	"12"	"30"	"7"	"6"	"9"	"3"	"3"	"17"	"10"	"1"	"17"	"30"	"4"	"13"	"2"	"3"	"0"	"37"	"1"	"3"	"3"	"1"	"0"	"1"	"0"	"19"	"0"	"0"	"0"	"0"	"232"	"232"	"13"	"7"	"4"	"252"	"252"	"1"	"0"
"6517"	"3"	"5"	"2"	"2"	"0"	"10"	"39"	"6"	"4"	"14"	"4"	"0"	"16"	"6"	"3"	"14"	"33"	"6"	"12"	"1"	"1"	"0"	"32"	"3"	"4"	"2"	"7"	"0"	"1"	"0"	"17"	"0"	"0"	"0"	"0"	"235"	"235"	"22"	"4"	"0"	"261"	"261"	"1"	"0"
"6518"	"3"	"5"	"2"	"2"	"401"	"4"	"42"	"6"	"8"	"17"	"3"	"1"	"13"	"7"	"3"	"6"	"24"	"4"	"14"	"3"	"1"	"1"	"34"	"1"	"1"	"3"	"5"	"0"	"1"	"1"	"23"	"0"	"0"	"0"	"0"	"226"	"226"	"17"	"7"	"0"	"250"	"250"	"1"	"0"
"6519"	"3"	"5"	"2"	"2"	"0"	"6"	"61"	"2"	"4"	"15"	"6"	"3"	"18"	"8"	"6"	"5"	"31"	"5"	"12"	"2"	"1"	"1"	"31"	"3"	"3"	"2"	"5"	"0"	"1"	"0"	"25"	"0"	"0"	"0"	"0"	"256"	"256"	"24"	"8"	"0"	"288"	"288"	"1"	"0"
"6520"	"3"	"5"	"2"	"2"	"0"	"10"	"60"	"4"	"4"	"12"	"7"	"0"	"8"	"9"	"3"	"4"	"28"	"5"	"8"	"5"	"2"	"0"	"40"	"4"	"1"	"0"	"7"	"0"	"0"	"3"	"18"	"0"	"0"	"0"	"0"	"242"	"242"	"24"	"7"	"0"	"273"	"273"	"1"	"0"
"6521"	"3"	"5"	"2"	"2"	"400"	"5"	"49"	"3"	"6"	"11"	"11"	"0"	"11"	"5"	"1"	"11"	"20"	"7"	"8"	"2"	"2"	"0"	"38"	"2"	"3"	"1"	"6"	"0"	"2"	"5"	"14"	"0"	"0"	"0"	"0"	"223"	"223"	"30"	"16"	"0"	"269"	"269"	"1"	"2"
"6522"	"3"	"5"	"2"	"2"	"0"	"13"	"54"	"0"	"2"	"9"	"4"	"2"	"17"	"10"	"5"	"7"	"19"	"8"	"13"	"5"	"0"	"0"	"40"	"1"	"5"	"2"	"5"	"0"	"1"	"5"	"17"	"0"	"0"	"0"	"0"	"0"	"244"	"23"	"7"	"30"	"244"	"274"	"0"	"0"
"6523"	"3"	"5"	"2"	"2"	"400"	"8"	"53"	"2"	"7"	"15"	"2"	"1"	"11"	"6"	"3"	"9"	"20"	"5"	"10"	"5"	"2"	"1"	"38"	"3"	"3"	"2"	"6"	"0"	"1"	"2"	"16"	"0"	"0"	"0"	"0"	"231"	"231"	"24"	"8"	"0"	"263"	"263"	"1"	"0"
"6524"	"3"	"5"	"2"	"2"	"0"	"10"	"56"	"5"	"6"	"8"	"3"	"1"	"12"	"8"	"6"	"9"	"20"	"5"	"5"	"2"	"3"	"1"	"33"	"2"	"0"	"2"	"4"	"2"	"1"	"3"	"24"	"0"	"0"	"0"	"0"	"231"	"231"	"30"	"13"	"0"	"274"	"274"	"1"	"0"
"6525"	"3"	"5"	"2"	"2"	"0"	"6"	"47"	"4"	"8"	"11"	"5"	"0"	"12"	"9"	"7"	"8"	"32"	"7"	"6"	"1"	"0"	"1"	"33"	"3"	"1"	"1"	"5"	"2"	"1"	"1"	"15"	"0"	"0"	"0"	"0"	"226"	"226"	"16"	"10"	"0"	"252"	"252"	"1"	"0"
"6526"	"3"	"5"	"2"	"2"	"0"	"4"	"51"	"2"	"6"	"6"	"4"	"0"	"13"	"11"	"2"	"12"	"23"	"6"	"13"	"1"	"1"	"0"	"26"	"1"	"2"	"2"	"8"	"0"	"0"	"7"	"15"	"0"	"0"	"0"	"0"	"218"	"216"	"22"	"8"	"0"	"248"	"246"	"0"	"0"
"6527"	"3"	"5"	"2"	"2"	"0"	"10"	"59"	"6"	"5"	"10"	"8"	"1"	"6"	"4"	"1"	"6"	"35"	"7"	"16"	"5"	"1"	"0"	"27"	"1"	"1"	"0"	"8"	"0"	"0"	"4"	"16"	"0"	"0"	"0"	"0"	"237"	"237"	"25"	"13"	"0"	"275"	"275"	"1"	"0"
"6528"	"3"	"5"	"2"	"2"	"0"	"6"	"48"	"3"	"3"	"15"	"3"	"0"	"12"	"8"	"4"	"6"	"27"	"4"	"7"	"2"	"3"	"0"	"36"	"5"	"2"	"2"	"3"	"1"	"2"	"3"	"17"	"0"	"0"	"0"	"0"	"222"	"222"	"22"	"10"	"1"	"254"	"254"	"1"	"0"
"6529"	"3"	"5"	"2"	"2"	"0"	"5"	"49"	"4"	"8"	"15"	"5"	"1"	"8"	"13"	"4"	"4"	"29"	"7"	"12"	"2"	"0"	"0"	"33"	"1"	"4"	"1"	"2"	"3"	"2"	"3"	"23"	"0"	"0"	"0"	"0"	"238"	"238"	"30"	"6"	"0"	"274"	"274"	"1"	"0"
"6530"	"3"	"5"	"2"	"2"	"0"	"7"	"46"	"5"	"10"	"13"	"2"	"0"	"16"	"9"	"3"	"3"	"30"	"6"	"15"	"1"	"1"	"1"	"30"	"2"	"2"	"4"	"2"	"1"	"1"	"4"	"14"	"0"	"0"	"0"	"0"	"228"	"228"	"2"	"19"	"24"	"249"	"249"	"1"	"0"
"6531"	"3"	"5"	"2"	"2"	"400"	"12"	"63"	"5"	"4"	"15"	"4"	"2"	"10"	"8"	"4"	"7"	"27"	"11"	"11"	"4"	"3"	"1"	"27"	"1"	"2"	"2"	"2"	"0"	"1"	"4"	"19"	"0"	"0"	"0"	"0"	"249"	"249"	"21"	"12"	"5"	"287"	"282"	"0"	"0"
"6532"	"3"	"5"	"2"	"2"	"400"	"13"	"48"	"6"	"4"	"18"	"4"	"1"	"13"	"5"	"1"	"9"	"27"	"0"	"5"	"4"	"2"	"0"	"35"	"3"	"2"	"10"	"6"	"2"	"4"	"5"	"1"	"0"	"0"	"0"	"0"	"228"	"228"	"21"	"17"	"0"	"266"	"266"	"1"	"0"
"6533"	"3"	"5"	"2"	"2"	"398"	"6"	"60"	"2"	"8"	"11"	"1"	"2"	"14"	"6"	"3"	"5"	"19"	"3"	"11"	"4"	"0"	"1"	"38"	"4"	"2"	"0"	"5"	"0"	"1"	"2"	"14"	"0"	"0"	"0"	"0"	"222"	"222"	"31"	"10"	"0"	"263"	"263"	"1"	"0"
"6534"	"3"	"5"	"2"	"2"	"400"	"7"	"67"	"1"	"10"	"15"	"7"	"1"	"15"	"6"	"4"	"8"	"22"	"4"	"10"	"5"	"0"	"0"	"36"	"4"	"4"	"0"	"9"	"3"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"249"	"249"	"22"	"16"	"0"	"287"	"287"	"1"	"0"
"6535"	"3"	"5"	"2"	"2"	"400"	"10"	"58"	"3"	"6"	"11"	"3"	"1"	"15"	"14"	"2"	"6"	"23"	"2"	"13"	"3"	"3"	"0"	"26"	"3"	"2"	"1"	"5"	"0"	"1"	"3"	"19"	"0"	"0"	"0"	"0"	"233"	"233"	"30"	"14"	"0"	"277"	"277"	"1"	"0"
"6536"	"3"	"5"	"2"	"2"	"395"	"3"	"51"	"5"	"2"	"10"	"6"	"1"	"9"	"4"	"1"	"10"	"24"	"7"	"9"	"1"	"4"	"1"	"32"	"3"	"1"	"2"	"4"	"1"	"0"	"3"	"15"	"0"	"0"	"0"	"0"	"209"	"209"	"27"	"14"	"0"	"250"	"250"	"1"	"0"
"6537"	"3"	"5"	"2"	"2"	"400"	"11"	"42"	"6"	"6"	"12"	"7"	"1"	"13"	"5"	"1"	"7"	"20"	"3"	"12"	"3"	"4"	"3"	"30"	"0"	"3"	"1"	"7"	"1"	"1"	"1"	"15"	"0"	"0"	"0"	"0"	"215"	"215"	"21"	"15"	"0"	"251"	"251"	"1"	"0"
"6538"	"3"	"5"	"2"	"2"	"400"	"4"	"45"	"0"	"8"	"11"	"3"	"0"	"15"	"7"	"3"	"3"	"12"	"1"	"10"	"5"	"1"	"0"	"35"	"2"	"3"	"1"	"6"	"0"	"0"	"1"	"16"	"0"	"0"	"0"	"0"	"192"	"192"	"25"	"17"	"0"	"234"	"234"	"1"	"0"
"6539"	"3"	"5"	"2"	"2"	"394"	"3"	"48"	"9"	"9"	"12"	"4"	"1"	"9"	"13"	"3"	"6"	"18"	"4"	"7"	"3"	"2"	"1"	"40"	"4"	"2"	"1"	"6"	"1"	"1"	"3"	"23"	"0"	"0"	"0"	"0"	"233"	"233"	"24"	"7"	"0"	"264"	"264"	"1"	"0"
"6540"	"3"	"5"	"2"	"2"	"397"	"7"	"50"	"2"	"3"	"8"	"3"	"0"	"23"	"9"	"2"	"6"	"28"	"7"	"10"	"1"	"0"	"2"	"25"	"3"	"0"	"1"	"5"	"2"	"0"	"2"	"15"	"0"	"0"	"0"	"0"	"214"	"214"	"26"	"7"	"0"	"247"	"247"	"1"	"0"
"6541"	"3"	"5"	"2"	"2"	"597"	"8"	"43"	"3"	"2"	"11"	"7"	"0"	"15"	"7"	"4"	"5"	"25"	"4"	"11"	"0"	"1"	"0"	"29"	"3"	"2"	"0"	"5"	"0"	"2"	"2"	"29"	"0"	"0"	"0"	"0"	"218"	"218"	"21"	"14"	"0"	"253"	"253"	"1"	"0"
"6542"	"3"	"5"	"2"	"2"	"400"	"6"	"40"	"7"	"9"	"14"	"5"	"2"	"16"	"9"	"7"	"7"	"28"	"5"	"7"	"2"	"5"	"2"	"38"	"2"	"0"	"0"	"3"	"1"	"0"	"3"	"21"	"0"	"0"	"0"	"0"	"239"	"239"	"14"	"11"	"0"	"264"	"264"	"1"	"0"
"6543"	"3"	"5"	"2"	"2"	"400"	"5"	"43"	"11"	"2"	"16"	"3"	"1"	"15"	"7"	"2"	"4"	"31"	"3"	"6"	"5"	"1"	"1"	"46"	"3"	"1"	"0"	"3"	"2"	"2"	"1"	"21"	"0"	"0"	"0"	"0"	"235"	"235"	"23"	"10"	"0"	"268"	"268"	"1"	"0"
"6544"	"3"	"5"	"2"	"2"	"400"	"8"	"56"	"11"	"5"	"10"	"1"	"1"	"9"	"11"	"5"	"6"	"27"	"1"	"15"	"3"	"1"	"1"	"38"	"1"	"3"	"1"	"8"	"1"	"1"	"1"	"29"	"0"	"0"	"0"	"0"	"253"	"254"	"23"	"8"	"0"	"285"	"285"	"0"	"0"
"6545"	"3"	"5"	"2"	"2"	"400"	"9"	"38"	"5"	"4"	"12"	"4"	"0"	"18"	"7"	"6"	"12"	"43"	"5"	"17"	"1"	"1"	"1"	"47"	"5"	"5"	"2"	"6"	"1"	"0"	"1"	"25"	"0"	"0"	"0"	"0"	"274"	"275"	"12"	"9"	"0"	"295"	"296"	"0"	"0"
"6546"	"3"	"5"	"2"	"2"	"250"	"12"	"36"	"11"	"2"	"10"	"4"	"1"	"18"	"5"	"0"	"11"	"31"	"6"	"11"	"4"	"3"	"0"	"32"	"3"	"3"	"0"	"10"	"1"	"1"	"1"	"22"	"0"	"0"	"0"	"0"	"234"	"238"	"11"	"5"	"0"	"250"	"254"	"0"	"0"
"6547"	"3"	"5"	"2"	"2"	"328"	"2"	"31"	"2"	"4"	"12"	"1"	"0"	"10"	"5"	"4"	"3"	"7"	"3"	"5"	"3"	"0"	"0"	"27"	"1"	"0"	"0"	"7"	"0"	"0"	"3"	"14"	"0"	"0"	"0"	"0"	"144"	"144"	"15"	"14"	"0"	"173"	"173"	"1"	"0"
"6548"	"3"	"5"	"2"	"2"	"380"	"3"	"83"	"0"	"4"	"6"	"4"	"3"	"6"	"3"	"2"	"1"	"2"	"3"	"6"	"2"	"1"	"1"	"83"	"1"	"0"	"2"	"2"	"1"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"228"	"228"	"27"	"31"	"0"	"286"	"286"	"1"	"0"
"6549"	"3"	"5"	"2"	"2"	"380"	"4"	"78"	"2"	"6"	"7"	"3"	"1"	"14"	"5"	"3"	"0"	"7"	"2"	"6"	"1"	"0"	"8"	"94"	"2"	"3"	"0"	"4"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"29"	"22"	"0"	"309"	"309"	"1"	"0"
"6550"	"3"	"5"	"2"	"2"	"0"	"5"	"78"	"1"	"3"	"22"	"6"	"2"	"12"	"3"	"4"	"3"	"6"	"2"	"10"	"0"	"0"	"0"	"89"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"248"	"258"	"29"	"27"	"0"	"304"	"314"	"0"	"0"
"6551"	"3"	"5"	"2"	"2"	"380"	"4"	"74"	"0"	"7"	"8"	"3"	"2"	"7"	"2"	"4"	"0"	"5"	"4"	"7"	"0"	"0"	"1"	"93"	"0"	"0"	"0"	"2"	"1"	"1"	"4"	"9"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"20"	"0"	"276"	"276"	"1"	"0"
"6552"	"3"	"5"	"2"	"2"	"0"	"3"	"89"	"0"	"8"	"7"	"3"	"0"	"11"	"2"	"3"	"4"	"9"	"3"	"6"	"0"	"1"	"1"	"79"	"1"	"0"	"0"	"4"	"1"	"0"	"3"	"8"	"0"	"0"	"0"	"0"	"246"	"246"	"34"	"18"	"0"	"298"	"298"	"1"	"0"
"6553"	"3"	"5"	"2"	"2"	"0"	"2"	"83"	"0"	"6"	"9"	"4"	"1"	"9"	"4"	"4"	"1"	"4"	"4"	"7"	"0"	"0"	"8"	"73"	"0"	"2"	"0"	"3"	"1"	"2"	"4"	"8"	"0"	"0"	"0"	"0"	"231"	"239"	"33"	"32"	"0"	"296"	"304"	"0"	"0"
"6554"	"3"	"5"	"2"	"2"	"380"	"5"	"88"	"0"	"2"	"7"	"5"	"0"	"9"	"0"	"1"	"1"	"3"	"2"	"6"	"0"	"1"	"0"	"80"	"1"	"2"	"1"	"5"	"0"	"3"	"4"	"8"	"0"	"0"	"0"	"0"	"234"	"234"	"40"	"22"	"0"	"296"	"296"	"1"	"0"
"6555"	"3"	"5"	"2"	"2"	"0"	"3"	"84"	"3"	"1"	"12"	"3"	"3"	"15"	"3"	"2"	"3"	"7"	"1"	"1"	"2"	"0"	"0"	"76"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"227"	"227"	"13"	"15"	"0"	"255"	"255"	"1"	"0"
"6556"	"3"	"5"	"2"	"2"	"338"	"0"	"81"	"1"	"4"	"12"	"2"	"0"	"17"	"2"	"4"	"1"	"7"	"2"	"6"	"0"	"1"	"0"	"90"	"1"	"2"	"0"	"1"	"1"	"0"	"1"	"11"	"0"	"0"	"0"	"0"	"247"	"247"	"10"	"12"	"0"	"269"	"269"	"1"	"0"
"6557"	"3"	"5"	"2"	"2"	"380"	"10"	"43"	"0"	"7"	"35"	"2"	"4"	"29"	"3"	"3"	"1"	"5"	"2"	"14"	"1"	"1"	"2"	"78"	"0"	"0"	"3"	"4"	"2"	"0"	"6"	"5"	"0"	"0"	"0"	"0"	"260"	"260"	"24"	"25"	"0"	"309"	"309"	"1"	"0"
