"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"VAMOS"	"FCN_NACION"	"MLP"	"TODOS"	"WINAQ"	"UNE"	"PC"	"VALOR"	"UCN"	"PODEMOS"	"BIEN"	"VIVA"	"SEMILLA"	"UNIDOS"	"CONVERGENCIA"	"PPT"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"EG"	"PAN"	"FUERZA"	"URNG_MAIZ"	"PHG"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16121"	"3"	"16"	"1"	"2"	"400"	"10"	"15"	"4"	"6"	"6"	"8"	"8"	"6"	"74"	"5"	"13"	"10"	"7"	"9"	"1"	"2"	"1"	"2"	"1"	"3"	"0"	"4"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"206"	"39"	"31"	"0"	"282"	"276"	"0"	"0"
"16122"	"3"	"16"	"1"	"2"	"400"	"11"	"11"	"7"	"5"	"6"	"13"	"12"	"5"	"59"	"4"	"15"	"12"	"9"	"6"	"1"	"0"	"3"	"3"	"4"	"1"	"1"	"6"	"1"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"49"	"29"	"0"	"283"	"283"	"1"	"0"
"16123"	"3"	"16"	"1"	"2"	"400"	"12"	"12"	"6"	"5"	"5"	"10"	"11"	"6"	"72"	"4"	"16"	"5"	"12"	"17"	"2"	"0"	"1"	"6"	"1"	"4"	"1"	"8"	"2"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"45"	"23"	"0"	"299"	"299"	"1"	"0"
"16124"	"3"	"16"	"1"	"2"	"400"	"13"	"10"	"8"	"6"	"2"	"4"	"16"	"3"	"74"	"6"	"21"	"4"	"7"	"18"	"0"	"0"	"0"	"11"	"6"	"6"	"2"	"11"	"3"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"46"	"19"	"0"	"304"	"304"	"1"	"0"
"16125"	"3"	"16"	"1"	"2"	"400"	"8"	"12"	"7"	"7"	"21"	"3"	"16"	"7"	"86"	"5"	"18"	"8"	"6"	"7"	"1"	"1"	"0"	"6"	"2"	"3"	"3"	"5"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"41"	"16"	"0"	"297"	"297"	"1"	"0"
"16126"	"3"	"16"	"1"	"2"	"400"	"14"	"9"	"6"	"6"	"6"	"3"	"14"	"2"	"86"	"7"	"8"	"7"	"8"	"6"	"1"	"3"	"1"	"5"	"5"	"0"	"3"	"2"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"29"	"10"	"0"	"250"	"250"	"1"	"1"
"16127"	"3"	"16"	"1"	"2"	"400"	"6"	"8"	"5"	"6"	"4"	"8"	"10"	"3"	"82"	"3"	"16"	"6"	"12"	"12"	"1"	"0"	"0"	"4"	"6"	"1"	"1"	"4"	"4"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"16"	"10"	"0"	"236"	"236"	"1"	"0"
"16128"	"3"	"16"	"1"	"2"	"401"	"8"	"12"	"5"	"7"	"12"	"6"	"7"	"7"	"69"	"4"	"8"	"13"	"8"	"4"	"0"	"2"	"1"	"8"	"2"	"3"	"2"	"5"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"19"	"8"	"0"	"226"	"226"	"1"	"0"
"16129"	"3"	"16"	"1"	"2"	"400"	"11"	"11"	"6"	"6"	"7"	"3"	"28"	"2"	"60"	"3"	"12"	"10"	"7"	"6"	"1"	"0"	"0"	"4"	"3"	"1"	"2"	"8"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"43"	"15"	"0"	"253"	"253"	"1"	"0"
"16130"	"3"	"16"	"1"	"2"	"400"	"7"	"8"	"6"	"3"	"7"	"5"	"21"	"9"	"49"	"5"	"9"	"17"	"10"	"15"	"2"	"2"	"1"	"4"	"2"	"0"	"4"	"3"	"0"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"43"	"20"	"0"	"261"	"261"	"1"	"0"
"16131"	"3"	"16"	"1"	"2"	"400"	"10"	"12"	"5"	"3"	"6"	"7"	"6"	"4"	"60"	"4"	"18"	"10"	"14"	"6"	"0"	"0"	"3"	"5"	"0"	"1"	"1"	"7"	"0"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"42"	"23"	"0"	"260"	"260"	"1"	"0"
"16132"	"3"	"16"	"1"	"2"	"400"	"8"	"11"	"6"	"3"	"6"	"5"	"12"	"6"	"63"	"12"	"5"	"9"	"6"	"9"	"0"	"1"	"1"	"4"	"3"	"6"	"6"	"3"	"0"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"22"	"27"	"0"	"245"	"245"	"1"	"0"
"16133"	"3"	"16"	"1"	"2"	"400"	"13"	"20"	"7"	"3"	"5"	"4"	"25"	"8"	"61"	"3"	"13"	"10"	"10"	"8"	"0"	"3"	"1"	"7"	"0"	"1"	"1"	"1"	"1"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"34"	"10"	"0"	"259"	"259"	"1"	"0"
"16134"	"3"	"16"	"1"	"2"	"400"	"8"	"15"	"3"	"5"	"5"	"4"	"9"	"4"	"62"	"3"	"17"	"7"	"6"	"12"	"1"	"0"	"3"	"15"	"2"	"4"	"1"	"5"	"4"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"42"	"21"	"0"	"270"	"270"	"1"	"0"
"16135"	"3"	"16"	"1"	"2"	"400"	"12"	"12"	"6"	"3"	"4"	"6"	"10"	"6"	"65"	"3"	"13"	"11"	"6"	"9"	"2"	"1"	"1"	"4"	"2"	"1"	"1"	"6"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"34"	"25"	"0"	"250"	"250"	"1"	"0"
"16136"	"3"	"16"	"1"	"2"	"400"	"18"	"5"	"1"	"2"	"7"	"4"	"19"	"5"	"77"	"2"	"8"	"10"	"9"	"8"	"1"	"0"	"1"	"5"	"1"	"4"	"0"	"5"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"45"	"22"	"0"	"267"	"267"	"1"	"0"
"16137"	"3"	"16"	"1"	"2"	"400"	"9"	"16"	"5"	"4"	"6"	"3"	"7"	"5"	"57"	"3"	"14"	"10"	"5"	"3"	"1"	"0"	"1"	"6"	"2"	"2"	"1"	"6"	"2"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"53"	"16"	"1"	"247"	"247"	"1"	"0"
"16138"	"3"	"16"	"1"	"2"	"396"	"11"	"15"	"5"	"4"	"10"	"5"	"13"	"3"	"61"	"3"	"13"	"9"	"7"	"6"	"1"	"0"	"0"	"8"	"5"	"2"	"1"	"6"	"3"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"40"	"22"	"0"	"259"	"259"	"1"	"0"
"16139"	"3"	"16"	"1"	"2"	"400"	"12"	"11"	"8"	"3"	"6"	"14"	"12"	"4"	"55"	"4"	"14"	"12"	"9"	"3"	"1"	"0"	"2"	"8"	"2"	"4"	"0"	"6"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"30"	"17"	"0"	"244"	"244"	"1"	"0"
"16140"	"3"	"16"	"1"	"2"	"400"	"6"	"9"	"6"	"4"	"6"	"6"	"15"	"9"	"52"	"3"	"12"	"9"	"9"	"6"	"0"	"0"	"1"	"10"	"4"	"1"	"2"	"1"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"37"	"20"	"0"	"238"	"238"	"1"	"0"
"16141"	"3"	"16"	"1"	"2"	"400"	"9"	"11"	"8"	"3"	"10"	"8"	"21"	"5"	"71"	"2"	"17"	"2"	"4"	"8"	"1"	"0"	"1"	"6"	"2"	"2"	"2"	"2"	"2"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"23"	"24"	"0"	"256"	"256"	"1"	"0"
"16142"	"3"	"16"	"1"	"2"	"400"	"15"	"14"	"6"	"3"	"7"	"5"	"9"	"5"	"64"	"0"	"9"	"6"	"8"	"2"	"1"	"0"	"2"	"8"	"4"	"5"	"2"	"4"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"34"	"16"	"0"	"240"	"240"	"1"	"0"
"16143"	"3"	"16"	"1"	"2"	"400"	"16"	"8"	"3"	"3"	"3"	"4"	"14"	"8"	"56"	"6"	"14"	"3"	"6"	"9"	"1"	"0"	"1"	"6"	"3"	"3"	"3"	"7"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"49"	"18"	"0"	"252"	"252"	"1"	"0"
"16144"	"3"	"16"	"1"	"2"	"400"	"16"	"12"	"8"	"3"	"4"	"2"	"10"	"6"	"62"	"7"	"4"	"9"	"6"	"4"	"3"	"1"	"2"	"3"	"4"	"6"	"1"	"3"	"1"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"40"	"17"	"0"	"242"	"242"	"1"	"0"
"16145"	"3"	"16"	"1"	"2"	"400"	"11"	"18"	"3"	"3"	"6"	"4"	"22"	"6"	"65"	"1"	"8"	"3"	"6"	"8"	"0"	"2"	"0"	"2"	"4"	"1"	"1"	"4"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"33"	"25"	"0"	"242"	"242"	"1"	"0"
"16146"	"3"	"16"	"1"	"2"	"400"	"9"	"17"	"6"	"1"	"7"	"8"	"8"	"3"	"47"	"5"	"12"	"4"	"12"	"12"	"0"	"0"	"1"	"3"	"1"	"1"	"0"	"1"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"39"	"20"	"0"	"224"	"224"	"1"	"0"
"16147"	"3"	"16"	"1"	"2"	"400"	"16"	"11"	"8"	"2"	"7"	"6"	"13"	"7"	"56"	"4"	"13"	"11"	"16"	"9"	"2"	"0"	"1"	"3"	"1"	"2"	"3"	"6"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"17"	"11"	"0"	"230"	"230"	"1"	"0"
"16148"	"3"	"16"	"1"	"2"	"400"	"5"	"14"	"4"	"4"	"6"	"8"	"14"	"5"	"63"	"5"	"8"	"9"	"6"	"5"	"1"	"1"	"4"	"5"	"3"	"3"	"2"	"7"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"38"	"11"	"0"	"236"	"236"	"1"	"0"
"16149"	"3"	"16"	"1"	"2"	"400"	"13"	"15"	"1"	"3"	"11"	"1"	"22"	"6"	"48"	"4"	"9"	"6"	"5"	"6"	"0"	"1"	"2"	"5"	"6"	"4"	"0"	"9"	"0"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"20"	"9"	"18"	"215"	"215"	"1"	"0"
"16150"	"3"	"16"	"1"	"2"	"400"	"8"	"10"	"13"	"2"	"7"	"8"	"12"	"4"	"52"	"8"	"8"	"5"	"6"	"5"	"4"	"2"	"0"	"4"	"0"	"2"	"1"	"4"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"170"	"174"	"27"	"13"	"0"	"210"	"214"	"0"	"0"
"16151"	"3"	"16"	"1"	"2"	"400"	"3"	"14"	"3"	"4"	"5"	"5"	"23"	"6"	"50"	"6"	"14"	"6"	"7"	"7"	"1"	"0"	"0"	"7"	"6"	"2"	"3"	"3"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"21"	"7"	"0"	"210"	"210"	"1"	"0"
"16152"	"3"	"16"	"1"	"2"	"400"	"9"	"20"	"4"	"3"	"6"	"4"	"12"	"3"	"67"	"7"	"14"	"7"	"6"	"3"	"1"	"1"	"0"	"4"	"2"	"3"	"1"	"4"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"24"	"8"	"0"	"222"	"222"	"1"	"0"
"16153"	"3"	"16"	"1"	"2"	"400"	"12"	"17"	"2"	"1"	"7"	"8"	"14"	"6"	"65"	"6"	"17"	"7"	"8"	"10"	"1"	"0"	"0"	"5"	"2"	"0"	"1"	"0"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"221"	"198"	"14"	"9"	"1"	"222"	"221"	"0"	"0"
"16154"	"3"	"16"	"1"	"2"	"401"	"11"	"14"	"6"	"2"	"10"	"7"	"7"	"4"	"84"	"11"	"14"	"7"	"8"	"13"	"2"	"1"	"1"	"5"	"3"	"2"	"1"	"1"	"4"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"22"	"8"	"0"	"259"	"259"	"1"	"0"
"16155"	"3"	"16"	"1"	"2"	"400"	"9"	"13"	"5"	"2"	"8"	"5"	"16"	"6"	"99"	"8"	"11"	"4"	"7"	"12"	"0"	"1"	"3"	"4"	"1"	"3"	"5"	"5"	"2"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"24"	"10"	"0"	"275"	"275"	"1"	"0"
"16156"	"3"	"16"	"1"	"2"	"271"	"2"	"8"	"4"	"3"	"4"	"5"	"15"	"1"	"35"	"4"	"8"	"4"	"6"	"9"	"3"	"0"	"1"	"3"	"1"	"0"	"3"	"3"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"6"	"10"	"0"	"143"	"143"	"1"	"0"
"16157"	"3"	"16"	"1"	"2"	"270"	"5"	"3"	"3"	"3"	"9"	"4"	"5"	"2"	"38"	"3"	"14"	"0"	"12"	"3"	"0"	"0"	"4"	"4"	"2"	"1"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"13"	"7"	"0"	"140"	"140"	"1"	"0"
"16158"	"3"	"16"	"1"	"2"	"394"	"12"	"13"	"8"	"5"	"9"	"6"	"7"	"14"	"42"	"5"	"12"	"11"	"11"	"24"	"3"	"0"	"2"	"5"	"4"	"3"	"3"	"3"	"5"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"34"	"14"	"0"	"263"	"263"	"1"	"0"
"16159"	"3"	"16"	"1"	"2"	"400"	"22"	"13"	"3"	"4"	"10"	"8"	"17"	"6"	"72"	"2"	"10"	"13"	"5"	"5"	"0"	"1"	"0"	"5"	"4"	"3"	"1"	"9"	"3"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"201"	"226"	"30"	"15"	"0"	"271"	"271"	"0"	"0"
"16160"	"3"	"16"	"1"	"2"	"405"	"13"	"16"	"3"	"6"	"4"	"2"	"15"	"7"	"43"	"9"	"8"	"19"	"7"	"7"	"0"	"1"	"2"	"9"	"6"	"5"	"4"	"4"	"2"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"39"	"19"	"0"	"261"	"261"	"1"	"0"
"16161"	"3"	"16"	"1"	"2"	"400"	"20"	"16"	"7"	"1"	"5"	"3"	"10"	"8"	"67"	"7"	"9"	"16"	"8"	"8"	"3"	"3"	"2"	"7"	"3"	"4"	"1"	"4"	"2"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"39"	"14"	"0"	"275"	"275"	"1"	"0"
"16162"	"3"	"16"	"1"	"2"	"400"	"16"	"19"	"8"	"5"	"6"	"10"	"15"	"11"	"51"	"6"	"12"	"15"	"11"	"13"	"1"	"0"	"2"	"7"	"1"	"1"	"0"	"6"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"300"	"228"	"44"	"28"	"0"	"299"	"300"	"0"	"0"
"16163"	"3"	"16"	"1"	"2"	"400"	"17"	"21"	"12"	"1"	"9"	"5"	"10"	"5"	"46"	"7"	"13"	"14"	"15"	"17"	"2"	"1"	"1"	"20"	"3"	"4"	"2"	"10"	"1"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"39"	"14"	"0"	"299"	"299"	"1"	"0"
"16164"	"3"	"16"	"1"	"2"	"400"	"15"	"16"	"11"	"6"	"3"	"4"	"4"	"4"	"59"	"3"	"8"	"12"	"14"	"15"	"5"	"2"	"1"	"6"	"5"	"2"	"4"	"7"	"0"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"47"	"23"	"0"	"290"	"290"	"1"	"0"
"16165"	"3"	"16"	"1"	"2"	"400"	"12"	"22"	"1"	"2"	"7"	"3"	"8"	"9"	"47"	"10"	"16"	"14"	"8"	"21"	"1"	"2"	"2"	"7"	"2"	"1"	"1"	"7"	"2"	"7"	"11"	"0"	"0"	"0"	"0"	"0"	"222"	"223"	"49"	"19"	"0"	"290"	"291"	"0"	"0"
"16166"	"3"	"16"	"1"	"2"	"400"	"14"	"11"	"8"	"6"	"7"	"7"	"2"	"10"	"45"	"5"	"12"	"16"	"15"	"14"	"2"	"0"	"4"	"10"	"2"	"6"	"1"	"5"	"6"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"51"	"18"	"0"	"292"	"292"	"1"	"0"
"16167"	"3"	"16"	"1"	"2"	"400"	"15"	"17"	"7"	"3"	"9"	"7"	"15"	"6"	"51"	"7"	"11"	"11"	"7"	"8"	"4"	"1"	"3"	"7"	"4"	"2"	"1"	"10"	"6"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"35"	"12"	"0"	"267"	"267"	"1"	"0"
"16168"	"3"	"16"	"1"	"2"	"400"	"13"	"24"	"3"	"4"	"10"	"5"	"11"	"10"	"58"	"7"	"17"	"12"	"9"	"15"	"1"	"0"	"1"	"7"	"0"	"5"	"3"	"6"	"4"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"38"	"14"	"0"	"292"	"292"	"1"	"0"
"16169"	"3"	"16"	"1"	"2"	"400"	"10"	"14"	"4"	"2"	"4"	"10"	"6"	"14"	"35"	"7"	"11"	"11"	"14"	"20"	"2"	"3"	"3"	"10"	"1"	"3"	"4"	"8"	"3"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"67"	"11"	"111"	"289"	"289"	"1"	"0"
"16170"	"3"	"16"	"1"	"2"	"400"	"13"	"14"	"6"	"3"	"6"	"2"	"7"	"10"	"49"	"6"	"9"	"15"	"11"	"22"	"1"	"1"	"5"	"11"	"0"	"5"	"1"	"5"	"3"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"37"	"15"	"0"	"264"	"264"	"1"	"0"
"16171"	"3"	"16"	"1"	"2"	"400"	"10"	"16"	"5"	"3"	"9"	"6"	"12"	"11"	"48"	"9"	"12"	"7"	"12"	"18"	"3"	"1"	"1"	"11"	"2"	"5"	"3"	"11"	"2"	"7"	"12"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"3"	"13"	"36"	"252"	"252"	"1"	"0"
"16172"	"3"	"16"	"1"	"2"	"400"	"12"	"19"	"12"	"0"	"5"	"8"	"4"	"10"	"39"	"10"	"13"	"15"	"17"	"25"	"4"	"0"	"6"	"9"	"1"	"9"	"3"	"6"	"3"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"59"	"12"	"0"	"312"	"312"	"1"	"0"
"16173"	"3"	"16"	"1"	"2"	"400"	"14"	"19"	"8"	"6"	"9"	"10"	"10"	"4"	"47"	"18"	"10"	"15"	"9"	"18"	"5"	"1"	"4"	"8"	"4"	"6"	"3"	"5"	"3"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"37"	"11"	"0"	"291"	"291"	"1"	"0"
"16174"	"3"	"16"	"1"	"2"	"400"	"17"	"11"	"9"	"8"	"7"	"3"	"8"	"12"	"55"	"4"	"10"	"15"	"7"	"10"	"3"	"0"	"5"	"4"	"2"	"2"	"1"	"5"	"3"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"41"	"20"	"0"	"271"	"271"	"1"	"0"
"16175"	"3"	"16"	"1"	"2"	"400"	"13"	"19"	"11"	"4"	"11"	"7"	"5"	"3"	"51"	"12"	"11"	"12"	"14"	"21"	"5"	"1"	"2"	"13"	"3"	"5"	"2"	"9"	"7"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"48"	"9"	"0"	"309"	"309"	"1"	"0"
"16176"	"3"	"16"	"1"	"2"	"400"	"19"	"20"	"10"	"5"	"10"	"6"	"7"	"12"	"32"	"6"	"13"	"11"	"9"	"17"	"0"	"4"	"2"	"11"	"2"	"3"	"2"	"7"	"0"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"50"	"13"	"0"	"285"	"285"	"1"	"0"
"16177"	"3"	"16"	"1"	"2"	"399"	"12"	"20"	"6"	"1"	"10"	"7"	"9"	"8"	"42"	"12"	"18"	"12"	"15"	"17"	"2"	"2"	"2"	"6"	"6"	"3"	"2"	"6"	"1"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"43"	"15"	"0"	"288"	"288"	"1"	"0"
"16178"	"3"	"16"	"1"	"2"	"400"	"19"	"18"	"7"	"5"	"8"	"8"	"6"	"9"	"41"	"4"	"18"	"10"	"8"	"23"	"1"	"3"	"3"	"3"	"4"	"4"	"1"	"6"	"2"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"40"	"15"	"120"	"280"	"280"	"1"	"0"
"16179"	"3"	"16"	"1"	"2"	"400"	"13"	"13"	"5"	"3"	"21"	"4"	"14"	"10"	"65"	"4"	"7"	"9"	"11"	"18"	"1"	"1"	"5"	"9"	"2"	"4"	"0"	"6"	"2"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"52"	"11"	"0"	"302"	"302"	"1"	"0"
"16180"	"3"	"16"	"1"	"2"	"400"	"9"	"22"	"7"	"1"	"14"	"4"	"9"	"11"	"43"	"7"	"9"	"10"	"12"	"13"	"1"	"0"	"4"	"5"	"0"	"0"	"1"	"4"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"26"	"13"	"0"	"235"	"234"	"0"	"0"
"16181"	"3"	"16"	"1"	"2"	"400"	"14"	"11"	"6"	"7"	"5"	"5"	"7"	"10"	"47"	"4"	"19"	"14"	"14"	"15"	"1"	"1"	"3"	"11"	"1"	"5"	"2"	"3"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"27"	"4"	"0"	"246"	"246"	"1"	"0"
"16182"	"3"	"16"	"1"	"2"	"400"	"17"	"14"	"5"	"4"	"7"	"7"	"5"	"6"	"44"	"9"	"11"	"21"	"7"	"12"	"1"	"3"	"5"	"6"	"1"	"3"	"1"	"2"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"7"	"9"	"19"	"234"	"215"	"0"	"0"
"16183"	"3"	"16"	"1"	"2"	"400"	"7"	"16"	"11"	"5"	"11"	"11"	"8"	"8"	"48"	"8"	"17"	"21"	"13"	"14"	"1"	"0"	"3"	"10"	"1"	"3"	"1"	"2"	"1"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"39"	"13"	"0"	"284"	"284"	"1"	"0"
"16184"	"3"	"16"	"1"	"2"	"400"	"8"	"16"	"5"	"4"	"4"	"8"	"15"	"16"	"57"	"8"	"12"	"10"	"12"	"11"	"1"	"0"	"2"	"4"	"3"	"1"	"4"	"4"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"34"	"11"	"0"	"255"	"255"	"1"	"0"
"16185"	"3"	"16"	"1"	"2"	"400"	"12"	"16"	"7"	"4"	"3"	"4"	"15"	"7"	"47"	"10"	"12"	"8"	"17"	"14"	"0"	"3"	"2"	"11"	"4"	"5"	"3"	"6"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"33"	"9"	"0"	"260"	"260"	"1"	"0"
"16186"	"3"	"16"	"1"	"2"	"400"	"10"	"24"	"5"	"3"	"9"	"4"	"8"	"15"	"53"	"6"	"11"	"10"	"11"	"18"	"0"	"1"	"1"	"12"	"1"	"4"	"2"	"5"	"3"	"8"	"10"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"31"	"9"	"0"	"274"	"274"	"1"	"0"
"16187"	"3"	"16"	"1"	"2"	"400"	"13"	"13"	"11"	"3"	"6"	"6"	"8"	"4"	"44"	"2"	"15"	"14"	"8"	"17"	"1"	"1"	"6"	"12"	"3"	"3"	"0"	"5"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"44"	"14"	"0"	"263"	"263"	"1"	"0"
"16188"	"3"	"16"	"1"	"2"	"400"	"18"	"18"	"10"	"3"	"4"	"4"	"8"	"7"	"44"	"5"	"9"	"5"	"8"	"11"	"4"	"0"	"3"	"12"	"3"	"2"	"1"	"2"	"1"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"51"	"17"	"0"	"268"	"268"	"1"	"0"
"16189"	"3"	"16"	"1"	"2"	"400"	"7"	"28"	"8"	"3"	"6"	"8"	"16"	"6"	"41"	"9"	"11"	"6"	"11"	"17"	"1"	"4"	"2"	"8"	"1"	"6"	"5"	"2"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"35"	"7"	"0"	"260"	"260"	"1"	"0"
"16190"	"3"	"16"	"1"	"2"	"400"	"11"	"16"	"6"	"6"	"11"	"5"	"17"	"14"	"36"	"3"	"6"	"5"	"13"	"19"	"0"	"1"	"4"	"12"	"1"	"4"	"1"	"7"	"0"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"46"	"12"	"1"	"207"	"267"	"0"	"0"
"16191"	"3"	"16"	"1"	"2"	"400"	"15"	"24"	"8"	"3"	"5"	"6"	"8"	"7"	"34"	"14"	"11"	"14"	"18"	"24"	"0"	"1"	"3"	"6"	"3"	"7"	"4"	"8"	"1"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"52"	"10"	"0"	"298"	"298"	"1"	"0"
"16192"	"3"	"16"	"1"	"2"	"400"	"14"	"18"	"2"	"6"	"10"	"9"	"7"	"9"	"40"	"3"	"7"	"8"	"18"	"19"	"0"	"0"	"2"	"12"	"2"	"4"	"1"	"10"	"3"	"4"	"12"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"40"	"10"	"1"	"270"	"270"	"1"	"0"
"16193"	"3"	"16"	"1"	"2"	"400"	"8"	"15"	"7"	"2"	"2"	"4"	"15"	"7"	"40"	"2"	"8"	"19"	"6"	"16"	"2"	"2"	"3"	"5"	"3"	"3"	"1"	"8"	"1"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"43"	"20"	"0"	"252"	"252"	"1"	"0"
"16194"	"3"	"16"	"1"	"2"	"400"	"10"	"16"	"7"	"2"	"10"	"6"	"9"	"7"	"39"	"3"	"11"	"12"	"17"	"17"	"0"	"0"	"2"	"7"	"3"	"3"	"2"	"3"	"2"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"44"	"24"	"0"	"267"	"267"	"1"	"0"
"16195"	"3"	"16"	"1"	"2"	"400"	"15"	"25"	"9"	"3"	"7"	"2"	"8"	"15"	"49"	"5"	"16"	"8"	"7"	"9"	"2"	"1"	"1"	"5"	"2"	"3"	"3"	"4"	"2"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"19"	"11"	"0"	"242"	"242"	"1"	"0"
