"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"VAMOS"	"FCN_NACION"	"MLP"	"TODOS"	"WINAQ"	"UNE"	"PC"	"VALOR"	"UCN"	"PODEMOS"	"BIEN"	"VIVA"	"SEMILLA"	"UNIDOS"	"CONVERGENCIA"	"PPT"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"EG"	"PAN"	"FUERZA"	"URNG_MAIZ"	"PHG"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16783"	"3"	"16"	"8"	"2"	"380"	"3"	"1"	"87"	"0"	"25"	"6"	"70"	"1"	"37"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"18"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"25"	"6"	"0"	"287"	"287"	"1"	"0"
"16784"	"3"	"16"	"8"	"2"	"380"	"4"	"0"	"107"	"1"	"14"	"0"	"63"	"0"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"25"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"19"	"9"	"0"	"271"	"271"	"1"	"0"
"16785"	"3"	"16"	"8"	"2"	"380"	"3"	"1"	"89"	"1"	"15"	"3"	"88"	"0"	"54"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"13"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"21"	"6"	"0"	"299"	"299"	"1"	"0"
"16786"	"3"	"16"	"8"	"2"	"205"	"0"	"1"	"44"	"1"	"16"	"2"	"44"	"1"	"27"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"6"	"0"	"1"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"8"	"8"	"0"	"166"	"166"	"1"	"0"
"16787"	"3"	"16"	"8"	"2"	"205"	"0"	"0"	"28"	"0"	"13"	"0"	"37"	"1"	"30"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"6"	"5"	"0"	"136"	"136"	"1"	"0"
"16788"	"3"	"16"	"8"	"2"	"383"	"1"	"0"	"18"	"1"	"1"	"0"	"14"	"0"	"27"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"13"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"13"	"1"	"84"	"84"	"10"	"4"	"0"	"98"	"98"	"1"	"0"
"16789"	"3"	"16"	"8"	"2"	"382"	"0"	"1"	"21"	"0"	"0"	"0"	"8"	"0"	"16"	"1"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"11"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"11"	"0"	"65"	"64"	"7"	"1"	"0"	"73"	"72"	"0"	"0"
"16790"	"3"	"16"	"9"	"2"	"400"	"1"	"12"	"5"	"4"	"4"	"15"	"22"	"14"	"6"	"8"	"8"	"19"	"41"	"6"	"1"	"0"	"4"	"2"	"31"	"5"	"2"	"3"	"3"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"30"	"16"	"0"	"273"	"273"	"1"	"0"
"16791"	"3"	"16"	"9"	"2"	"400"	"7"	"7"	"7"	"1"	"10"	"7"	"19"	"15"	"8"	"4"	"7"	"29"	"53"	"8"	"2"	"3"	"3"	"2"	"18"	"7"	"2"	"3"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"29"	"16"	"0"	"275"	"275"	"1"	"1"
"16792"	"3"	"16"	"9"	"2"	"400"	"1"	"9"	"6"	"3"	"8"	"11"	"14"	"8"	"5"	"9"	"11"	"34"	"38"	"11"	"2"	"1"	"1"	"10"	"22"	"4"	"1"	"5"	"4"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"33"	"18"	"0"	"277"	"277"	"1"	"0"
"16793"	"3"	"16"	"9"	"2"	"400"	"4"	"8"	"1"	"9"	"9"	"13"	"18"	"17"	"11"	"6"	"5"	"42"	"50"	"5"	"1"	"7"	"2"	"7"	"21"	"5"	"0"	"8"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"30"	"6"	"0"	"0"	"293"	"0"	"0"
"16794"	"3"	"16"	"9"	"2"	"400"	"6"	"9"	"7"	"2"	"8"	"14"	"20"	"12"	"8"	"5"	"11"	"31"	"42"	"15"	"1"	"3"	"1"	"5"	"22"	"1"	"0"	"5"	"1"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"29"	"7"	"0"	"277"	"277"	"1"	"0"
"16795"	"3"	"16"	"9"	"2"	"400"	"4"	"12"	"3"	"6"	"6"	"4"	"9"	"22"	"7"	"6"	"5"	"32"	"57"	"6"	"0"	"6"	"1"	"6"	"22"	"5"	"1"	"1"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"20"	"7"	"0"	"257"	"257"	"1"	"0"
"16796"	"3"	"16"	"9"	"2"	"400"	"3"	"14"	"3"	"4"	"6"	"11"	"11"	"17"	"4"	"8"	"4"	"25"	"47"	"11"	"2"	"2"	"2"	"6"	"19"	"4"	"1"	"9"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"221"	"30"	"8"	"0"	"263"	"259"	"0"	"0"
"16797"	"3"	"16"	"9"	"2"	"400"	"7"	"13"	"3"	"3"	"11"	"18"	"8"	"17"	"11"	"4"	"7"	"35"	"39"	"10"	"2"	"4"	"5"	"9"	"11"	"5"	"3"	"6"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"31"	"7"	"0"	"278"	"278"	"1"	"0"
"16798"	"3"	"16"	"9"	"2"	"400"	"2"	"8"	"5"	"2"	"8"	"7"	"16"	"15"	"10"	"5"	"5"	"20"	"61"	"14"	"1"	"1"	"1"	"10"	"25"	"10"	"0"	"2"	"2"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"26"	"8"	"0"	"274"	"274"	"1"	"0"
"16799"	"3"	"16"	"9"	"2"	"400"	"2"	"16"	"6"	"4"	"15"	"18"	"10"	"11"	"6"	"6"	"3"	"28"	"52"	"13"	"3"	"3"	"2"	"7"	"18"	"20"	"0"	"7"	"3"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"26"	"15"	"0"	"305"	"305"	"1"	"0"
"16800"	"3"	"16"	"9"	"2"	"400"	"3"	"16"	"8"	"4"	"10"	"10"	"17"	"11"	"5"	"7"	"7"	"29"	"53"	"8"	"1"	"1"	"2"	"10"	"15"	"5"	"0"	"3"	"7"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"30"	"8"	"0"	"274"	"274"	"1"	"0"
"16801"	"3"	"16"	"9"	"2"	"377"	"3"	"14"	"7"	"2"	"8"	"10"	"21"	"16"	"4"	"4"	"7"	"35"	"50"	"12"	"1"	"4"	"2"	"6"	"21"	"6"	"1"	"2"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"32"	"5"	"0"	"282"	"282"	"1"	"0"
"16802"	"3"	"16"	"9"	"2"	"400"	"1"	"11"	"3"	"7"	"9"	"10"	"8"	"12"	"3"	"5"	"9"	"27"	"60"	"14"	"1"	"3"	"4"	"6"	"16"	"6"	"3"	"7"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"21"	"7"	"0"	"260"	"260"	"1"	"0"
"16803"	"3"	"16"	"9"	"2"	"400"	"4"	"20"	"5"	"2"	"6"	"6"	"12"	"14"	"10"	"5"	"4"	"40"	"47"	"6"	"0"	"3"	"1"	"5"	"15"	"3"	"1"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"27"	"6"	"33"	"248"	"248"	"1"	"0"
"16804"	"3"	"16"	"9"	"2"	"400"	"1"	"14"	"5"	"2"	"6"	"16"	"19"	"16"	"7"	"11"	"7"	"31"	"53"	"11"	"2"	"4"	"2"	"5"	"13"	"5"	"0"	"3"	"4"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"12"	"8"	"0"	"268"	"268"	"1"	"0"
