"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"AVANZA"	"UNE"	"VIVA"	"VALOR"	"WINAQ"	"TODOS"	"CREO"	"UCN"	"PAN"	"FCN_NACION"	"UNIDOS"	"VICTORIA"	"BIEN"	"SEMILLA"	"PHG"	"UNIONISTA"	"PC"	"MLP"	"EG"	"FUERZA"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7758"	"3"	"6"	"11"	"2"	"400"	"5"	"2"	"115"	"6"	"0"	"3"	"0"	"0"	"37"	"3"	"57"	"0"	"0"	"7"	"5"	"51"	"9"	"8"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"311"	"311"	"5"	"32"	"0"	"348"	"348"	"1"	"0"
"7759"	"3"	"6"	"11"	"2"	"399"	"6"	"2"	"124"	"6"	"2"	"1"	"2"	"3"	"28"	"4"	"55"	"0"	"0"	"2"	"2"	"42"	"7"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"297"	"20"	"28"	"0"	"345"	"345"	"1"	"0"
"7760"	"3"	"6"	"11"	"2"	"400"	"3"	"0"	"94"	"7"	"1"	"3"	"1"	"4"	"28"	"4"	"47"	"1"	"0"	"4"	"9"	"36"	"10"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"9"	"24"	"0"	"296"	"296"	"1"	"0"
"7761"	"3"	"6"	"11"	"2"	"400"	"4"	"1"	"103"	"6"	"2"	"3"	"3"	"1"	"30"	"4"	"38"	"3"	"1"	"4"	"2"	"54"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"13"	"21"	"0"	"309"	"309"	"1"	"0"
"7762"	"3"	"6"	"11"	"2"	"400"	"3"	"1"	"85"	"5"	"5"	"2"	"2"	"0"	"24"	"5"	"56"	"1"	"1"	"3"	"4"	"41"	"7"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"15"	"22"	"0"	"292"	"292"	"1"	"0"
"7763"	"3"	"6"	"11"	"2"	"351"	"2"	"2"	"84"	"6"	"3"	"0"	"2"	"1"	"31"	"6"	"40"	"1"	"0"	"1"	"2"	"24"	"9"	"16"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"16"	"14"	"0"	"263"	"263"	"1"	"0"
"7764"	"3"	"6"	"11"	"2"	"350"	"5"	"0"	"83"	"1"	"2"	"3"	"2"	"2"	"28"	"3"	"33"	"1"	"0"	"3"	"1"	"45"	"6"	"11"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"9"	"10"	"0"	"253"	"253"	"1"	"0"
"7765"	"3"	"6"	"11"	"2"	"514"	"5"	"1"	"53"	"6"	"3"	"3"	"1"	"3"	"17"	"4"	"20"	"0"	"0"	"2"	"8"	"52"	"6"	"3"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"22"	"17"	"0"	"231"	"231"	"1"	"0"
"7766"	"3"	"6"	"11"	"2"	"514"	"5"	"0"	"31"	"1"	"4"	"0"	"1"	"2"	"15"	"3"	"15"	"1"	"0"	"2"	"7"	"30"	"5"	"7"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"14"	"23"	"4"	"169"	"169"	"1"	"0"
"7767"	"3"	"6"	"12"	"2"	"400"	"14"	"2"	"18"	"4"	"19"	"1"	"3"	"11"	"14"	"7"	"5"	"2"	"3"	"3"	"8"	"5"	"19"	"65"	"1"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"29"	"49"	"0"	"293"	"293"	"1"	"0"
"7768"	"3"	"6"	"12"	"2"	"400"	"27"	"3"	"22"	"6"	"27"	"2"	"3"	"17"	"9"	"7"	"13"	"0"	"4"	"6"	"8"	"6"	"23"	"59"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"36"	"51"	"0"	"336"	"336"	"1"	"0"
"7769"	"3"	"6"	"12"	"2"	"400"	"27"	"4"	"28"	"6"	"21"	"2"	"4"	"19"	"14"	"4"	"12"	"2"	"4"	"4"	"5"	"2"	"29"	"51"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"31"	"59"	"0"	"335"	"335"	"1"	"0"
"7770"	"3"	"6"	"12"	"2"	"400"	"27"	"4"	"33"	"5"	"22"	"2"	"7"	"16"	"9"	"4"	"10"	"3"	"1"	"2"	"6"	"6"	"16"	"66"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"26"	"59"	"0"	"336"	"336"	"1"	"0"
"7771"	"3"	"6"	"12"	"2"	"400"	"25"	"4"	"29"	"1"	"22"	"2"	"4"	"10"	"9"	"8"	"17"	"1"	"2"	"5"	"4"	"2"	"25"	"46"	"0"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"29"	"69"	"0"	"325"	"325"	"1"	"0"
"7772"	"3"	"6"	"12"	"2"	"400"	"19"	"1"	"16"	"3"	"24"	"4"	"3"	"16"	"14"	"2"	"16"	"0"	"1"	"3"	"14"	"3"	"31"	"41"	"2"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"23"	"32"	"0"	"279"	"279"	"1"	"0"
"7773"	"3"	"6"	"12"	"2"	"400"	"16"	"7"	"22"	"3"	"15"	"4"	"3"	"9"	"22"	"7"	"14"	"2"	"3"	"4"	"10"	"8"	"16"	"60"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"27"	"34"	"0"	"288"	"288"	"1"	"0"
"7774"	"3"	"6"	"12"	"2"	"391"	"19"	"4"	"18"	"3"	"19"	"3"	"3"	"15"	"15"	"4"	"11"	"0"	"5"	"3"	"3"	"7"	"22"	"57"	"2"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"9"	"46"	"0"	"279"	"279"	"1"	"0"
"7775"	"3"	"6"	"12"	"2"	"390"	"13"	"6"	"28"	"5"	"19"	"6"	"6"	"11"	"24"	"2"	"13"	"0"	"1"	"5"	"9"	"7"	"22"	"78"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"19"	"26"	"0"	"312"	"312"	"1"	"0"
"7776"	"3"	"6"	"12"	"2"	"380"	"30"	"4"	"16"	"1"	"12"	"2"	"3"	"26"	"15"	"8"	"6"	"2"	"1"	"1"	"6"	"3"	"54"	"36"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"19"	"44"	"0"	"292"	"292"	"1"	"0"
"7777"	"3"	"6"	"12"	"2"	"380"	"26"	"2"	"18"	"3"	"25"	"3"	"4"	"15"	"12"	"9"	"8"	"2"	"0"	"3"	"2"	"9"	"31"	"42"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"30"	"52"	"0"	"302"	"302"	"1"	"0"
"7778"	"3"	"6"	"12"	"2"	"380"	"24"	"6"	"19"	"3"	"12"	"3"	"1"	"28"	"13"	"2"	"10"	"3"	"1"	"2"	"1"	"4"	"28"	"32"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"21"	"75"	"0"	"295"	"295"	"1"	"0"
"7779"	"3"	"6"	"12"	"2"	"379"	"32"	"4"	"24"	"0"	"18"	"2"	"6"	"27"	"16"	"9"	"5"	"3"	"0"	"7"	"0"	"5"	"25"	"39"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"32"	"59"	"0"	"315"	"315"	"1"	"0"
"7780"	"3"	"6"	"12"	"2"	"380"	"28"	"3"	"25"	"2"	"12"	"2"	"6"	"29"	"15"	"3"	"6"	"3"	"2"	"2"	"5"	"6"	"30"	"54"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"29"	"40"	"0"	"307"	"307"	"1"	"0"
"7781"	"3"	"6"	"12"	"2"	"380"	"32"	"1"	"17"	"5"	"20"	"3"	"6"	"27"	"16"	"6"	"6"	"1"	"3"	"0"	"3"	"8"	"27"	"32"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"21"	"30"	"0"	"271"	"271"	"1"	"0"
"7782"	"3"	"6"	"12"	"2"	"399"	"27"	"0"	"24"	"1"	"19"	"2"	"3"	"15"	"12"	"11"	"2"	"0"	"4"	"4"	"5"	"9"	"27"	"39"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"30"	"28"	"0"	"269"	"269"	"1"	"0"
"7783"	"3"	"6"	"12"	"2"	"316"	"24"	"2"	"13"	"2"	"12"	"1"	"2"	"14"	"10"	"3"	"5"	"0"	"2"	"4"	"5"	"4"	"28"	"34"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"16"	"29"	"0"	"219"	"219"	"1"	"0"
"7784"	"3"	"6"	"12"	"2"	"315"	"33"	"6"	"16"	"0"	"13"	"1"	"1"	"22"	"10"	"2"	"8"	"2"	"1"	"1"	"1"	"9"	"40"	"42"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"10"	"18"	"0"	"242"	"242"	"1"	"0"
"7785"	"3"	"6"	"12"	"2"	"380"	"32"	"2"	"20"	"3"	"12"	"2"	"4"	"18"	"28"	"7"	"16"	"1"	"2"	"2"	"1"	"7"	"29"	"40"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"13"	"53"	"4"	"296"	"296"	"1"	"0"
"7786"	"3"	"6"	"12"	"2"	"380"	"15"	"2"	"9"	"2"	"12"	"2"	"6"	"11"	"14"	"9"	"24"	"1"	"3"	"4"	"1"	"9"	"21"	"57"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"19"	"60"	"0"	"291"	"291"	"1"	"0"
"7787"	"3"	"6"	"12"	"2"	"380"	"30"	"0"	"23"	"3"	"9"	"1"	"2"	"7"	"17"	"5"	"31"	"0"	"1"	"1"	"4"	"3"	"17"	"48"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"16"	"71"	"0"	"295"	"295"	"1"	"0"
"7788"	"3"	"6"	"12"	"2"	"380"	"34"	"3"	"7"	"3"	"14"	"2"	"2"	"15"	"23"	"2"	"12"	"0"	"2"	"8"	"2"	"5"	"21"	"45"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"19"	"52"	"0"	"277"	"277"	"1"	"0"
"7789"	"3"	"6"	"12"	"2"	"329"	"24"	"1"	"13"	"7"	"14"	"1"	"3"	"9"	"14"	"6"	"9"	"0"	"0"	"3"	"3"	"8"	"18"	"33"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"23"	"44"	"0"	"240"	"240"	"1"	"0"
"7790"	"3"	"6"	"12"	"2"	"328"	"12"	"3"	"17"	"1"	"11"	"2"	"3"	"13"	"15"	"6"	"18"	"0"	"0"	"5"	"1"	"14"	"33"	"60"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"18"	"18"	"0"	"257"	"257"	"1"	"0"
"7791"	"3"	"6"	"12"	"2"	"357"	"10"	"3"	"11"	"3"	"10"	"2"	"2"	"11"	"5"	"2"	"1"	"1"	"3"	"1"	"4"	"6"	"7"	"11"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"98"	"98"	"18"	"27"	"0"	"143"	"143"	"1"	"0"
"7792"	"3"	"6"	"12"	"2"	"357"	"6"	"1"	"6"	"1"	"11"	"1"	"5"	"5"	"8"	"2"	"3"	"0"	"0"	"0"	"2"	"0"	"6"	"12"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"74"	"74"	"16"	"11"	"0"	"101"	"101"	"1"	"0"
"7793"	"3"	"6"	"13"	"2"	"400"	"0"	"11"	"68"	"6"	"7"	"0"	"2"	"4"	"78"	"5"	"18"	"0"	"1"	"1"	"2"	"5"	"15"	"4"	"2"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"22"	"19"	"0"	"281"	"281"	"1"	"0"
"7794"	"3"	"6"	"13"	"2"	"400"	"4"	"9"	"48"	"6"	"2"	"2"	"7"	"6"	"56"	"8"	"19"	"0"	"1"	"4"	"2"	"6"	"18"	"5"	"1"	"4"	"19"	"0"	"1"	"4"	"2"	"6"	"18"	"5"	"1"	"4"	"229"	"229"	"23"	"29"	"0"	"281"	"281"	"1"	"0"
"7795"	"3"	"6"	"13"	"2"	"400"	"3"	"7"	"77"	"1"	"6"	"3"	"2"	"8"	"73"	"2"	"16"	"2"	"1"	"0"	"7"	"4"	"12"	"9"	"3"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"29"	"26"	"0"	"300"	"300"	"1"	"0"
"7796"	"3"	"6"	"13"	"2"	"400"	"3"	"6"	"64"	"8"	"5"	"2"	"3"	"8"	"73"	"4"	"20"	"2"	"2"	"3"	"3"	"5"	"16"	"7"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"18"	"33"	"3"	"294"	"294"	"1"	"0"
"7797"	"3"	"6"	"13"	"2"	"400"	"3"	"7"	"63"	"3"	"7"	"4"	"2"	"7"	"81"	"8"	"31"	"1"	"1"	"1"	"1"	"5"	"13"	"4"	"2"	"1"	"31"	"1"	"1"	"1"	"1"	"5"	"13"	"4"	"2"	"1"	"250"	"250"	"19"	"40"	"0"	"309"	"309"	"1"	"0"
"7798"	"3"	"6"	"13"	"2"	"400"	"2"	"7"	"58"	"9"	"1"	"4"	"3"	"6"	"88"	"5"	"14"	"2"	"1"	"2"	"5"	"4"	"17"	"7"	"2"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"34"	"27"	"0"	"312"	"312"	"1"	"0"
"7799"	"3"	"6"	"13"	"2"	"400"	"5"	"7"	"65"	"3"	"4"	"3"	"1"	"5"	"78"	"5"	"18"	"0"	"1"	"3"	"5"	"5"	"11"	"7"	"7"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"20"	"32"	"6"	"296"	"296"	"1"	"0"
"7800"	"3"	"6"	"13"	"2"	"400"	"6"	"6"	"44"	"5"	"3"	"1"	"4"	"2"	"85"	"7"	"20"	"0"	"2"	"2"	"4"	"6"	"22"	"11"	"1"	"6"	"20"	"0"	"2"	"2"	"4"	"6"	"22"	"11"	"1"	"6"	"242"	"242"	"26"	"27"	"0"	"295"	"295"	"1"	"0"
"7801"	"3"	"6"	"13"	"2"	"400"	"2"	"2"	"52"	"12"	"6"	"6"	"0"	"5"	"63"	"6"	"15"	"2"	"0"	"2"	"5"	"9"	"22"	"10"	"3"	"7"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"26"	"20"	"0"	"289"	"289"	"1"	"0"
"7802"	"3"	"6"	"13"	"2"	"400"	"0"	"4"	"39"	"11"	"5"	"5"	"4"	"8"	"80"	"6"	"20"	"0"	"1"	"0"	"4"	"3"	"20"	"4"	"2"	"1"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"10"	"18"	"0"	"259"	"259"	"1"	"0"
"7803"	"3"	"6"	"13"	"2"	"400"	"1"	"3"	"53"	"3"	"7"	"3"	"2"	"8"	"91"	"2"	"12"	"2"	"2"	"3"	"4"	"3"	"24"	"7"	"4"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"20"	"16"	"0"	"283"	"283"	"1"	"0"
"7804"	"3"	"6"	"13"	"2"	"380"	"3"	"7"	"50"	"7"	"5"	"3"	"3"	"6"	"73"	"7"	"18"	"1"	"0"	"0"	"4"	"3"	"21"	"7"	"3"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"22"	"24"	"0"	"278"	"278"	"1"	"0"
"7805"	"3"	"6"	"13"	"2"	"400"	"2"	"12"	"45"	"6"	"7"	"4"	"4"	"9"	"60"	"7"	"14"	"1"	"0"	"1"	"1"	"4"	"18"	"2"	"3"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"20"	"19"	"0"	"251"	"251"	"1"	"0"
"7806"	"3"	"6"	"13"	"2"	"400"	"3"	"2"	"40"	"6"	"8"	"1"	"4"	"4"	"66"	"7"	"18"	"0"	"1"	"2"	"6"	"4"	"22"	"9"	"0"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"21"	"22"	"0"	"256"	"256"	"1"	"0"
"7807"	"3"	"6"	"13"	"2"	"400"	"1"	"8"	"54"	"6"	"2"	"2"	"2"	"6"	"73"	"4"	"13"	"3"	"3"	"3"	"2"	"3"	"22"	"5"	"3"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"7"	"21"	"6"	"253"	"253"	"1"	"0"
"7808"	"3"	"6"	"13"	"2"	"400"	"1"	"7"	"46"	"8"	"6"	"4"	"8"	"10"	"102"	"3"	"18"	"0"	"0"	"3"	"2"	"5"	"37"	"5"	"2"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"19"	"12"	"0"	"311"	"311"	"1"	"0"
"7809"	"3"	"6"	"13"	"2"	"227"	"0"	"2"	"29"	"4"	"5"	"3"	"4"	"5"	"82"	"3"	"11"	"1"	"1"	"1"	"2"	"1"	"19"	"3"	"1"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"8"	"11"	"2"	"204"	"204"	"1"	"0"
"7810"	"3"	"6"	"13"	"2"	"226"	"3"	"2"	"30"	"5"	"2"	"2"	"1"	"5"	"52"	"1"	"9"	"1"	"0"	"2"	"1"	"4"	"15"	"3"	"2"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"4"	"11"	"0"	"168"	"168"	"1"	"0"
"7811"	"3"	"6"	"13"	"2"	"380"	"0"	"2"	"49"	"3"	"4"	"0"	"1"	"6"	"59"	"2"	"19"	"4"	"2"	"1"	"1"	"3"	"4"	"7"	"17"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"16"	"28"	"1"	"231"	"231"	"1"	"0"
"7812"	"3"	"6"	"13"	"2"	"380"	"0"	"1"	"77"	"1"	"8"	"1"	"0"	"5"	"57"	"1"	"18"	"0"	"0"	"2"	"0"	"6"	"16"	"6"	"18"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"14"	"30"	"0"	"266"	"266"	"1"	"0"
"7813"	"3"	"6"	"13"	"2"	"248"	"2"	"0"	"31"	"2"	"3"	"2"	"0"	"2"	"28"	"1"	"7"	"0"	"0"	"1"	"1"	"3"	"6"	"1"	"10"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"15"	"17"	"0"	"134"	"134"	"1"	"0"
"7814"	"3"	"6"	"13"	"2"	"247"	"1"	"0"	"32"	"0"	"0"	"3"	"1"	"7"	"39"	"1"	"6"	"0"	"0"	"0"	"0"	"5"	"10"	"3"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"	"115"	"8"	"10"	"0"	"133"	"133"	"1"	"0"
"7815"	"3"	"6"	"13"	"2"	"380"	"2"	"2"	"93"	"0"	"1"	"2"	"1"	"7"	"67"	"1"	"0"	"2"	"1"	"8"	"2"	"1"	"4"	"1"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"18"	"32"	"0"	"257"	"257"	"1"	"0"
"7816"	"3"	"6"	"13"	"2"	"380"	"8"	"4"	"84"	"2"	"0"	"2"	"4"	"3"	"82"	"3"	"2"	"1"	"0"	"3"	"2"	"2"	"7"	"2"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"15"	"43"	"1"	"278"	"278"	"1"	"0"
"7817"	"3"	"6"	"13"	"2"	"380"	"4"	"2"	"102"	"2"	"1"	"3"	"1"	"6"	"81"	"1"	"2"	"1"	"1"	"6"	"0"	"1"	"9"	"1"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"15"	"42"	"0"	"293"	"293"	"1"	"0"
"7818"	"3"	"6"	"13"	"2"	"380"	"4"	"1"	"85"	"0"	"1"	"1"	"2"	"10"	"90"	"2"	"1"	"2"	"1"	"10"	"1"	"0"	"5"	"1"	"0"	"2"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"19"	"39"	"0"	"291"	"291"	"1"	"0"
"7819"	"3"	"6"	"13"	"2"	"380"	"2"	"1"	"82"	"3"	"2"	"0"	"3"	"10"	"68"	"1"	"3"	"0"	"2"	"4"	"1"	"4"	"3"	"0"	"0"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"8"	"30"	"0"	"237"	"237"	"1"	"0"
"7820"	"3"	"6"	"13"	"2"	"380"	"4"	"1"	"71"	"1"	"1"	"1"	"0"	"14"	"61"	"2"	"3"	"1"	"3"	"8"	"4"	"5"	"3"	"0"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"14"	"33"	"0"	"237"	"237"	"1"	"0"
"7821"	"3"	"6"	"13"	"2"	"318"	"5"	"0"	"53"	"0"	"2"	"0"	"2"	"4"	"72"	"1"	"3"	"1"	"0"	"2"	"0"	"0"	"5"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"4"	"28"	"0"	"187"	"187"	"1"	"0"
"7822"	"3"	"6"	"13"	"2"	"318"	"4"	"0"	"66"	"1"	"1"	"0"	"2"	"15"	"78"	"0"	"0"	"0"	"0"	"7"	"0"	"4"	"8"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"6"	"23"	"0"	"229"	"229"	"1"	"0"
"7823"	"3"	"6"	"13"	"2"	"400"	"5"	"2"	"80"	"4"	"4"	"5"	"5"	"6"	"63"	"7"	"17"	"1"	"2"	"1"	"1"	"1"	"12"	"0"	"0"	"1"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"32"	"30"	"0"	"296"	"296"	"1"	"0"
"7824"	"3"	"6"	"13"	"2"	"380"	"4"	"3"	"93"	"4"	"3"	"1"	"3"	"8"	"75"	"7"	"14"	"0"	"5"	"1"	"3"	"3"	"9"	"1"	"1"	"6"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"21"	"17"	"0"	"298"	"298"	"1"	"0"
"7825"	"3"	"6"	"13"	"2"	"400"	"4"	"5"	"82"	"3"	"4"	"1"	"3"	"5"	"70"	"7"	"16"	"1"	"5"	"3"	"2"	"3"	"7"	"1"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"21"	"46"	"0"	"303"	"303"	"1"	"0"
"7826"	"3"	"6"	"13"	"2"	"380"	"10"	"4"	"73"	"6"	"6"	"2"	"6"	"7"	"73"	"8"	"11"	"2"	"2"	"2"	"2"	"6"	"14"	"5"	"4"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"25"	"37"	"0"	"317"	"317"	"1"	"0"
"7827"	"3"	"6"	"13"	"2"	"398"	"2"	"4"	"62"	"4"	"5"	"1"	"7"	"6"	"62"	"6"	"11"	"0"	"4"	"3"	"6"	"4"	"12"	"2"	"2"	"2"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"13"	"21"	"4"	"258"	"258"	"1"	"0"
"7828"	"3"	"6"	"13"	"2"	"400"	"4"	"2"	"62"	"2"	"5"	"3"	"3"	"5"	"49"	"1"	"15"	"0"	"3"	"8"	"1"	"3"	"12"	"4"	"1"	"5"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"16"	"34"	"0"	"253"	"253"	"1"	"0"
"7829"	"3"	"6"	"13"	"2"	"251"	"5"	"3"	"28"	"2"	"2"	"0"	"2"	"3"	"43"	"2"	"5"	"1"	"0"	"1"	"0"	"3"	"10"	"0"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"7"	"15"	"2"	"143"	"143"	"1"	"0"
"7830"	"3"	"6"	"13"	"2"	"251"	"2"	"1"	"56"	"1"	"3"	"0"	"2"	"1"	"55"	"3"	"8"	"0"	"0"	"1"	"3"	"3"	"9"	"3"	"4"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"5"	"14"	"1"	"190"	"190"	"1"	"0"
"7831"	"3"	"6"	"13"	"2"	"600"	"3"	"3"	"34"	"1"	"4"	"1"	"3"	"5"	"37"	"7"	"2"	"0"	"1"	"2"	"2"	"1"	"4"	"1"	"3"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"27"	"26"	"0"	"175"	"175"	"1"	"0"
"7832"	"3"	"6"	"13"	"2"	"308"	"0"	"6"	"10"	"6"	"1"	"2"	"2"	"2"	"14"	"2"	"3"	"1"	"2"	"1"	"2"	"0"	"3"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"62"	"6"	"9"	"0"	"77"	"77"	"1"	"0"
