"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"UNE"	"VAMOS"	"TODOS"	"VALOR"	"URNG_MAIZ"	"PHG"	"BIEN"	"UNIDOS"	"WINAQ"	"FCN_NACION"	"MLP"	"PODEMOS"	"UCN"	"SEMILLA"	"UNIONISTA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16047"	"3"	"15"	"8"	"2"	"397"	"4"	"71"	"31"	"10"	"5"	"5"	"33"	"8"	"0"	"15"	"13"	"7"	"8"	"1"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"33"	"54"	"0"	"313"	"313"	"1"	"0"
"16048"	"3"	"15"	"8"	"2"	"400"	"3"	"95"	"19"	"27"	"3"	"4"	"29"	"6"	"5"	"9"	"11"	"8"	"22"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"26"	"46"	"0"	"328"	"328"	"1"	"0"
"16049"	"3"	"15"	"8"	"2"	"400"	"3"	"106"	"19"	"25"	"5"	"2"	"18"	"5"	"0"	"3"	"7"	"13"	"19"	"2"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"24"	"56"	"0"	"334"	"334"	"1"	"0"
"16050"	"3"	"15"	"8"	"2"	"400"	"2"	"94"	"40"	"20"	"6"	"4"	"16"	"7"	"2"	"7"	"5"	"9"	"27"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"20"	"43"	"0"	"314"	"314"	"1"	"0"
"16051"	"3"	"15"	"8"	"2"	"400"	"3"	"73"	"32"	"12"	"5"	"2"	"16"	"6"	"1"	"5"	"5"	"10"	"18"	"4"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"28"	"42"	"0"	"281"	"281"	"1"	"0"
"16052"	"3"	"15"	"8"	"2"	"400"	"4"	"58"	"27"	"16"	"5"	"0"	"18"	"5"	"0"	"2"	"15"	"8"	"12"	"1"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"18"	"41"	"1"	"247"	"247"	"1"	"0"
"16053"	"3"	"15"	"8"	"2"	"400"	"2"	"68"	"22"	"15"	"9"	"3"	"16"	"3"	"0"	"7"	"11"	"13"	"19"	"2"	"17"	"1"	"0"	"0"	"0"	"0"	"11"	"13"	"19"	"2"	"17"	"1"	"0"	"0"	"0"	"0"	"208"	"208"	"23"	"43"	"0"	"274"	"274"	"1"	"0"
"16054"	"3"	"15"	"8"	"2"	"400"	"4"	"63"	"32"	"13"	"8"	"3"	"22"	"6"	"0"	"6"	"11"	"10"	"17"	"1"	"20"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"23"	"33"	"0"	"274"	"274"	"1"	"0"
"16055"	"3"	"15"	"8"	"2"	"400"	"3"	"78"	"17"	"17"	"5"	"5"	"16"	"6"	"0"	"4"	"9"	"8"	"13"	"2"	"28"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"20"	"43"	"0"	"275"	"275"	"1"	"0"
"16056"	"3"	"15"	"8"	"2"	"400"	"1"	"73"	"28"	"30"	"4"	"1"	"20"	"4"	"1"	"8"	"7"	"11"	"19"	"1"	"24"	"0"	"0"	"0"	"0"	"0"	"7"	"11"	"19"	"1"	"24"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"13"	"21"	"0"	"266"	"266"	"1"	"0"
"16057"	"3"	"15"	"8"	"2"	"291"	"1"	"44"	"27"	"12"	"7"	"1"	"19"	"2"	"0"	"4"	"7"	"11"	"18"	"1"	"20"	"0"	"0"	"0"	"0"	"0"	"7"	"11"	"18"	"1"	"20"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"16"	"18"	"0"	"208"	"208"	"1"	"0"
"16058"	"3"	"15"	"8"	"2"	"290"	"0"	"49"	"18"	"16"	"3"	"0"	"8"	"4"	"0"	"5"	"4"	"14"	"13"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"18"	"24"	"0"	"188"	"188"	"1"	"0"
"16059"	"3"	"15"	"8"	"2"	"400"	"2"	"111"	"17"	"24"	"4"	"2"	"17"	"6"	"1"	"4"	"12"	"10"	"19"	"2"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"30"	"38"	"0"	"310"	"310"	"1"	"0"
"16060"	"3"	"15"	"8"	"2"	"400"	"7"	"112"	"21"	"18"	"0"	"2"	"21"	"5"	"0"	"8"	"8"	"8"	"29"	"4"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"18"	"49"	"0"	"318"	"318"	"1"	"0"
"16061"	"3"	"15"	"8"	"2"	"400"	"4"	"148"	"31"	"22"	"1"	"2"	"14"	"6"	"1"	"7"	"13"	"12"	"17"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"14"	"59"	"0"	"359"	"359"	"1"	"0"
"16062"	"3"	"15"	"8"	"2"	"400"	"4"	"133"	"20"	"11"	"0"	"2"	"30"	"6"	"1"	"3"	"5"	"12"	"17"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"21"	"42"	"0"	"314"	"314"	"1"	"0"
"16063"	"3"	"15"	"8"	"2"	"400"	"3"	"99"	"19"	"24"	"3"	"0"	"12"	"6"	"0"	"15"	"7"	"5"	"15"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"10"	"38"	"0"	"267"	"267"	"1"	"0"
"16064"	"3"	"15"	"8"	"2"	"302"	"0"	"68"	"23"	"12"	"1"	"2"	"14"	"3"	"0"	"9"	"9"	"7"	"8"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"23"	"17"	"0"	"211"	"211"	"1"	"0"
"16065"	"3"	"15"	"8"	"2"	"300"	"1"	"83"	"15"	"9"	"1"	"3"	"11"	"2"	"1"	"4"	"7"	"11"	"17"	"0"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"14"	"25"	"0"	"215"	"215"	"1"	"0"
"16066"	"3"	"15"	"8"	"2"	"380"	"2"	"152"	"31"	"4"	"1"	"0"	"14"	"1"	"0"	"3"	"7"	"3"	"15"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"11"	"41"	"0"	"291"	"291"	"1"	"0"
"16067"	"3"	"15"	"8"	"2"	"380"	"2"	"162"	"34"	"3"	"3"	"1"	"15"	"2"	"0"	"3"	"3"	"2"	"21"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"21"	"30"	"0"	"311"	"311"	"1"	"0"
"16068"	"3"	"15"	"8"	"2"	"380"	"4"	"128"	"40"	"1"	"3"	"4"	"16"	"0"	"0"	"5"	"7"	"4"	"21"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"11"	"43"	"0"	"291"	"291"	"1"	"0"
"16069"	"3"	"15"	"8"	"2"	"196"	"2"	"53"	"17"	"3"	"1"	"1"	"7"	"4"	"0"	"3"	"1"	"1"	"8"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"7"	"20"	"0"	"134"	"134"	"1"	"0"
"16070"	"3"	"15"	"8"	"2"	"196"	"1"	"72"	"17"	"2"	"1"	"0"	"10"	"1"	"0"	"1"	"4"	"0"	"7"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"5"	"14"	"0"	"138"	"138"	"1"	"0"
"16071"	"3"	"15"	"8"	"2"	"380"	"2"	"97"	"12"	"3"	"3"	"3"	"12"	"3"	"0"	"8"	"6"	"38"	"17"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"33"	"28"	"0"	"268"	"268"	"1"	"0"
"16072"	"3"	"15"	"8"	"2"	"378"	"2"	"130"	"15"	"7"	"2"	"4"	"8"	"2"	"0"	"3"	"4"	"35"	"7"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"19"	"54"	"0"	"298"	"298"	"1"	"0"
"16073"	"3"	"15"	"8"	"2"	"282"	"3"	"71"	"14"	"2"	"0"	"7"	"6"	"0"	"0"	"2"	"3"	"20"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"5"	"26"	"0"	"169"	"169"	"1"	"0"
"16074"	"3"	"15"	"8"	"2"	"278"	"1"	"65"	"14"	"1"	"3"	"4"	"1"	"0"	"0"	"3"	"2"	"26"	"8"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"11"	"31"	"0"	"173"	"173"	"1"	"0"
"16075"	"3"	"15"	"8"	"2"	"382"	"0"	"109"	"5"	"0"	"1"	"7"	"13"	"0"	"1"	"22"	"9"	"13"	"17"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"27"	"12"	"0"	"242"	"242"	"1"	"0"
"16076"	"3"	"15"	"8"	"2"	"380"	"1"	"116"	"4"	"2"	"1"	"7"	"14"	"1"	"0"	"15"	"4"	"9"	"26"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"31"	"24"	"0"	"259"	"259"	"1"	"0"
"16077"	"3"	"15"	"8"	"2"	"380"	"0"	"110"	"3"	"2"	"1"	"18"	"0"	"2"	"0"	"12"	"1"	"21"	"48"	"2"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"21"	"20"	"0"	"280"	"280"	"1"	"0"
"16078"	"3"	"15"	"8"	"2"	"380"	"1"	"94"	"4"	"2"	"1"	"12"	"15"	"2"	"0"	"15"	"7"	"18"	"18"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"16"	"17"	"0"	"231"	"231"	"1"	"0"
"16079"	"3"	"15"	"8"	"2"	"260"	"0"	"58"	"3"	"3"	"1"	"4"	"6"	"2"	"0"	"11"	"4"	"2"	"21"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"14"	"12"	"0"	"150"	"150"	"1"	"0"
"16080"	"3"	"15"	"8"	"2"	"263"	"2"	"46"	"4"	"1"	"0"	"10"	"12"	"0"	"0"	"8"	"3"	"8"	"28"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"8"	"28"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"6"	"7"	"0"	"140"	"140"	"1"	"0"
"16081"	"3"	"15"	"8"	"2"	"380"	"2"	"119"	"32"	"7"	"0"	"0"	"10"	"9"	"1"	"3"	"13"	"4"	"35"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"23"	"19"	"0"	"281"	"281"	"1"	"0"
"16082"	"3"	"15"	"8"	"2"	"380"	"0"	"114"	"40"	"6"	"0"	"0"	"14"	"5"	"0"	"4"	"6"	"2"	"22"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"29"	"23"	"0"	"271"	"271"	"1"	"0"
"16083"	"3"	"15"	"8"	"2"	"380"	"1"	"84"	"69"	"2"	"5"	"1"	"15"	"10"	"0"	"10"	"7"	"1"	"25"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"38"	"20"	"0"	"293"	"293"	"1"	"0"
"16084"	"3"	"15"	"8"	"2"	"380"	"1"	"115"	"31"	"5"	"2"	"0"	"14"	"5"	"0"	"3"	"8"	"4"	"32"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"14"	"30"	"0"	"267"	"267"	"1"	"0"
"16085"	"3"	"15"	"8"	"2"	"302"	"0"	"86"	"23"	"4"	"2"	"0"	"9"	"5"	"1"	"2"	"6"	"4"	"25"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"22"	"24"	"0"	"218"	"218"	"1"	"0"
"16086"	"3"	"15"	"8"	"2"	"302"	"0"	"82"	"43"	"4"	"3"	"0"	"8"	"4"	"1"	"4"	"5"	"1"	"28"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"25"	"20"	"0"	"236"	"236"	"1"	"0"
"16087"	"3"	"15"	"8"	"2"	"380"	"3"	"97"	"27"	"2"	"1"	"6"	"24"	"1"	"1"	"34"	"8"	"7"	"26"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"22"	"33"	"0"	"297"	"297"	"1"	"0"
"16088"	"3"	"15"	"8"	"2"	"380"	"0"	"127"	"41"	"1"	"3"	"1"	"9"	"5"	"1"	"15"	"13"	"9"	"17"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"36"	"17"	"0"	"298"	"298"	"1"	"0"
"16089"	"3"	"15"	"8"	"2"	"263"	"2"	"118"	"29"	"3"	"1"	"0"	"9"	"5"	"1"	"17"	"10"	"8"	"19"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"14"	"17"	"0"	"260"	"260"	"1"	"0"
"16090"	"3"	"15"	"8"	"2"	"363"	"1"	"106"	"25"	"1"	"3"	"4"	"9"	"5"	"1"	"15"	"11"	"15"	"24"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"26"	"0"	"268"	"268"	"1"	"0"
"16091"	"3"	"15"	"8"	"2"	"380"	"1"	"112"	"11"	"8"	"3"	"0"	"23"	"4"	"0"	"37"	"4"	"4"	"49"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"25"	"41"	"0"	"325"	"325"	"1"	"0"
"16092"	"3"	"15"	"8"	"2"	"380"	"1"	"87"	"20"	"3"	"0"	"4"	"36"	"3"	"0"	"25"	"13"	"3"	"47"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"26"	"30"	"0"	"302"	"302"	"1"	"0"
"16093"	"3"	"15"	"8"	"2"	"380"	"1"	"121"	"13"	"2"	"3"	"3"	"48"	"1"	"0"	"11"	"6"	"3"	"34"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"16"	"26"	"0"	"291"	"291"	"1"	"0"
"16094"	"3"	"15"	"8"	"2"	"253"	"1"	"70"	"14"	"4"	"0"	"2"	"16"	"0"	"0"	"11"	"8"	"2"	"20"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"22"	"15"	"0"	"188"	"188"	"1"	"0"
"16095"	"3"	"15"	"8"	"2"	"252"	"0"	"58"	"11"	"4"	"1"	"2"	"23"	"1"	"1"	"12"	"10"	"7"	"29"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"20"	"11"	"0"	"195"	"195"	"1"	"0"
"16096"	"3"	"15"	"8"	"2"	"380"	"0"	"137"	"9"	"1"	"1"	"29"	"4"	"1"	"0"	"16"	"1"	"3"	"6"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"29"	"9"	"0"	"251"	"251"	"1"	"0"
"16097"	"3"	"15"	"8"	"2"	"380"	"1"	"111"	"3"	"0"	"0"	"34"	"2"	"2"	"1"	"20"	"3"	"5"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"32"	"11"	"0"	"233"	"233"	"1"	"0"
"16098"	"3"	"15"	"8"	"2"	"380"	"0"	"114"	"4"	"3"	"0"	"25"	"2"	"0"	"1"	"15"	"7"	"5"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"20"	"14"	"0"	"217"	"217"	"1"	"0"
"16099"	"3"	"15"	"8"	"2"	"265"	"0"	"82"	"8"	"0"	"1"	"20"	"6"	"0"	"0"	"2"	"1"	"6"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"17"	"5"	"0"	"152"	"152"	"1"	"0"
"16100"	"3"	"15"	"8"	"2"	"264"	"1"	"75"	"2"	"1"	"0"	"20"	"2"	"2"	"0"	"3"	"2"	"3"	"4"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"9"	"12"	"0"	"140"	"140"	"1"	"0"
"16101"	"3"	"15"	"8"	"2"	"380"	"4"	"76"	"23"	"7"	"3"	"10"	"20"	"7"	"0"	"5"	"11"	"38"	"23"	"3"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"24"	"49"	"0"	"310"	"310"	"1"	"0"
"16102"	"3"	"15"	"8"	"2"	"400"	"4"	"118"	"11"	"8"	"1"	"11"	"11"	"5"	"1"	"5"	"9"	"20"	"34"	"3"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"33"	"28"	"0"	"314"	"314"	"1"	"0"
"16103"	"3"	"15"	"8"	"2"	"380"	"2"	"112"	"22"	"5"	"2"	"8"	"15"	"6"	"0"	"4"	"11"	"29"	"42"	"1"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"20"	"43"	"0"	"329"	"329"	"1"	"0"
"16104"	"3"	"15"	"8"	"2"	"380"	"1"	"66"	"33"	"7"	"1"	"6"	"13"	"6"	"1"	"1"	"9"	"36"	"34"	"5"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"20"	"34"	"0"	"282"	"282"	"1"	"0"
"16105"	"3"	"15"	"8"	"2"	"224"	"1"	"58"	"23"	"7"	"2"	"2"	"2"	"5"	"1"	"2"	"8"	"16"	"14"	"4"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"10"	"24"	"4"	"184"	"184"	"1"	"0"
"16106"	"3"	"15"	"8"	"2"	"222"	"1"	"49"	"13"	"1"	"1"	"3"	"9"	"2"	"0"	"2"	"6"	"17"	"23"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"8"	"26"	"0"	"162"	"162"	"1"	"0"
"16107"	"3"	"15"	"8"	"2"	"308"	"0"	"35"	"6"	"3"	"0"	"0"	"4"	"3"	"0"	"0"	"2"	"10"	"3"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"2"	"10"	"3"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"73"	"73"	"14"	"14"	"0"	"101"	"101"	"1"	"0"
"16108"	"3"	"15"	"8"	"2"	"308"	"0"	"15"	"7"	"3"	"1"	"2"	"5"	"3"	"0"	"0"	"2"	"4"	"5"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"53"	"53"	"6"	"9"	"0"	"68"	"68"	"1"	"0"
