"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"UCN"	"BIEN"	"CREO"	"UNIONISTA"	"FUERZA"	"VALOR"	"WINAQ"	"FCN_NACION"	"VAMOS"	"EG"	"UNIDOS"	"SEMILLA"	"TODOS"	"CONVERGENCIA"	"PHG"	"PAN"	"PODEMOS"	"URNG_MAIZ"	"AVANZA"	"VIVA"	"MLP"	"PC"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"17840"	"3"	"17"	"7"	"2"	"380"	"74"	"0"	"102"	"2"	"2"	"1"	"0"	"0"	"0"	"5"	"0"	"0"	"1"	"0"	"3"	"5"	"3"	"4"	"3"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"8"	"34"	"0"	"259"	"259"	"1"	"0"
"17841"	"3"	"17"	"7"	"2"	"380"	"66"	"1"	"92"	"8"	"1"	"1"	"0"	"1"	"0"	"7"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"5"	"1"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"9"	"34"	"0"	"239"	"239"	"1"	"0"
"17842"	"3"	"17"	"7"	"2"	"380"	"72"	"0"	"97"	"10"	"2"	"1"	"0"	"1"	"2"	"4"	"0"	"0"	"4"	"0"	"0"	"4"	"3"	"4"	"2"	"2"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"15"	"26"	"0"	"256"	"256"	"1"	"0"
"17843"	"3"	"17"	"7"	"2"	"380"	"79"	"0"	"81"	"0"	"0"	"1"	"0"	"1"	"1"	"11"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"16"	"34"	"0"	"238"	"238"	"1"	"0"
"17844"	"3"	"17"	"7"	"2"	"278"	"54"	"0"	"89"	"2"	"0"	"0"	"1"	"1"	"3"	"5"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"8"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"8"	"15"	"1"	"195"	"195"	"1"	"0"
"17845"	"3"	"17"	"7"	"2"	"277"	"72"	"0"	"98"	"4"	"0"	"0"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"5"	"0"	"1"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"5"	"21"	"0"	"219"	"219"	"1"	"0"
"17846"	"3"	"17"	"7"	"2"	"380"	"61"	"2"	"82"	"1"	"1"	"0"	"1"	"5"	"4"	"13"	"0"	"0"	"1"	"1"	"2"	"3"	"3"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"14"	"29"	"0"	"227"	"227"	"1"	"0"
"17847"	"3"	"17"	"7"	"2"	"377"	"85"	"0"	"54"	"1"	"0"	"0"	"1"	"1"	"4"	"2"	"0"	"1"	"5"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"12"	"30"	"0"	"211"	"211"	"1"	"0"
"17848"	"3"	"17"	"7"	"2"	"238"	"44"	"0"	"48"	"1"	"0"	"1"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"109"	"109"	"1"	"22"	"19"	"132"	"132"	"1"	"0"
"17849"	"3"	"17"	"7"	"2"	"238"	"53"	"2"	"52"	"3"	"1"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"4"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"7"	"22"	"0"	"159"	"159"	"1"	"0"
"17850"	"3"	"17"	"7"	"2"	"536"	"21"	"0"	"16"	"6"	"0"	"0"	"2"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"4"	"0"	"1"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"65"	"64"	"6"	"15"	"0"	"86"	"85"	"0"	"0"
"17851"	"3"	"17"	"8"	"2"	"400"	"65"	"2"	"71"	"8"	"1"	"1"	"0"	"1"	"14"	"5"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"20"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"15"	"34"	"0"	"248"	"248"	"1"	"0"
"17852"	"3"	"17"	"8"	"2"	"400"	"88"	"4"	"63"	"9"	"3"	"0"	"0"	"2"	"12"	"4"	"0"	"0"	"1"	"5"	"1"	"3"	"1"	"1"	"0"	"0"	"18"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"23"	"20"	"0"	"268"	"268"	"1"	"0"
"17853"	"3"	"17"	"8"	"2"	"400"	"78"	"1"	"65"	"11"	"6"	"1"	"0"	"2"	"11"	"6"	"0"	"1"	"2"	"2"	"1"	"4"	"0"	"0"	"5"	"1"	"33"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"17"	"20"	"0"	"273"	"273"	"1"	"0"
"17854"	"3"	"17"	"8"	"2"	"400"	"95"	"2"	"72"	"6"	"4"	"0"	"0"	"0"	"8"	"7"	"0"	"0"	"1"	"4"	"0"	"2"	"3"	"0"	"3"	"1"	"20"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"21"	"30"	"0"	"284"	"284"	"1"	"0"
"17855"	"3"	"17"	"8"	"2"	"400"	"93"	"3"	"50"	"16"	"1"	"2"	"0"	"0"	"8"	"2"	"3"	"0"	"3"	"5"	"1"	"5"	"2"	"0"	"2"	"0"	"17"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"16"	"34"	"0"	"272"	"272"	"1"	"0"
"17856"	"3"	"17"	"8"	"2"	"400"	"103"	"0"	"77"	"10"	"2"	"2"	"0"	"2"	"8"	"1"	"0"	"0"	"3"	"5"	"0"	"3"	"3"	"0"	"3"	"0"	"14"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"19"	"25"	"0"	"293"	"293"	"1"	"0"
"17857"	"3"	"17"	"8"	"2"	"400"	"131"	"6"	"67"	"9"	"4"	"1"	"1"	"1"	"9"	"5"	"0"	"0"	"2"	"10"	"1"	"1"	"1"	"0"	"1"	"0"	"16"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"13"	"29"	"0"	"315"	"315"	"1"	"0"
"17858"	"3"	"17"	"8"	"2"	"400"	"86"	"3"	"42"	"11"	"2"	"2"	"0"	"1"	"14"	"6"	"0"	"0"	"1"	"6"	"6"	"2"	"0"	"0"	"3"	"0"	"21"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"14"	"23"	"0"	"247"	"247"	"1"	"0"
"17859"	"3"	"17"	"8"	"2"	"400"	"72"	"2"	"69"	"8"	"0"	"1"	"0"	"0"	"9"	"3"	"0"	"0"	"6"	"8"	"2"	"2"	"2"	"0"	"2"	"1"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"13"	"18"	"0"	"234"	"234"	"1"	"0"
"17860"	"3"	"17"	"8"	"2"	"400"	"82"	"1"	"74"	"8"	"2"	"0"	"0"	"0"	"7"	"2"	"1"	"0"	"0"	"6"	"0"	"4"	"2"	"1"	"2"	"1"	"20"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"10"	"19"	"0"	"248"	"248"	"1"	"0"
"17861"	"3"	"17"	"8"	"2"	"400"	"81"	"2"	"78"	"9"	"2"	"2"	"1"	"1"	"7"	"2"	"0"	"0"	"1"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"26"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"11"	"17"	"0"	"255"	"255"	"1"	"0"
"17862"	"3"	"17"	"8"	"2"	"400"	"71"	"0"	"68"	"4"	"3"	"0"	"0"	"0"	"18"	"6"	"0"	"0"	"0"	"4"	"0"	"0"	"1"	"0"	"1"	"0"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"14"	"20"	"0"	"233"	"233"	"1"	"0"
"17863"	"3"	"17"	"8"	"2"	"400"	"83"	"1"	"56"	"11"	"1"	"1"	"0"	"0"	"8"	"4"	"0"	"0"	"5"	"3"	"1"	"3"	"2"	"1"	"5"	"1"	"18"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"13"	"13"	"0"	"233"	"233"	"1"	"0"
"17864"	"3"	"17"	"8"	"2"	"397"	"103"	"2"	"78"	"14"	"1"	"1"	"0"	"0"	"15"	"3"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"2"	"0"	"16"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"8"	"12"	"0"	"268"	"268"	"1"	"0"
"17865"	"3"	"17"	"8"	"2"	"240"	"68"	"2"	"56"	"6"	"1"	"0"	"0"	"0"	"9"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"5"	"8"	"0"	"173"	"173"	"1"	"0"
"17866"	"3"	"17"	"8"	"2"	"243"	"52"	"0"	"30"	"6"	"2"	"1"	"1"	"1"	"9"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"5"	"14"	"0"	"142"	"142"	"1"	"0"
"17867"	"3"	"17"	"8"	"2"	"400"	"98"	"2"	"62"	"10"	"1"	"0"	"0"	"1"	"13"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"2"	"12"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"220"	"20"	"19"	"0"	"259"	"259"	"0"	"0"
"17868"	"3"	"17"	"8"	"2"	"400"	"110"	"4"	"51"	"14"	"0"	"1"	"2"	"3"	"13"	"4"	"0"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"2"	"0"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"25"	"22"	"0"	"272"	"272"	"1"	"0"
"17869"	"3"	"17"	"8"	"2"	"400"	"89"	"0"	"52"	"9"	"2"	"0"	"0"	"0"	"16"	"6"	"0"	"0"	"0"	"5"	"2"	"1"	"0"	"0"	"1"	"2"	"18"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"17"	"26"	"0"	"252"	"252"	"1"	"0"
"17870"	"3"	"17"	"8"	"2"	"397"	"78"	"1"	"51"	"15"	"3"	"0"	"0"	"0"	"10"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"2"	"0"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"8"	"19"	"0"	"212"	"212"	"1"	"0"
"17871"	"3"	"17"	"8"	"2"	"400"	"79"	"4"	"66"	"9"	"1"	"0"	"1"	"1"	"15"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"2"	"9"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"9"	"24"	"0"	"231"	"231"	"1"	"0"
"17872"	"3"	"17"	"8"	"2"	"400"	"86"	"0"	"53"	"6"	"5"	"0"	"0"	"1"	"7"	"5"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"5"	"1"	"19"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"22"	"26"	"0"	"250"	"250"	"1"	"0"
"17873"	"3"	"17"	"8"	"2"	"400"	"72"	"3"	"46"	"8"	"0"	"0"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"1"	"0"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"20"	"34"	"0"	"209"	"209"	"1"	"0"
"17874"	"3"	"17"	"8"	"2"	"347"	"63"	"1"	"57"	"8"	"4"	"0"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"14"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"10"	"19"	"0"	"195"	"195"	"1"	"0"
"17875"	"3"	"17"	"8"	"2"	"346"	"83"	"4"	"64"	"15"	"2"	"0"	"1"	"0"	"12"	"2"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"19"	"6"	"0"	"225"	"225"	"1"	"0"
"17876"	"3"	"17"	"8"	"2"	"380"	"61"	"14"	"8"	"15"	"4"	"1"	"2"	"3"	"17"	"4"	"0"	"0"	"0"	"0"	"12"	"1"	"5"	"1"	"1"	"1"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"19"	"21"	"0"	"214"	"214"	"1"	"0"
"17877"	"3"	"17"	"8"	"2"	"399"	"52"	"13"	"11"	"7"	"6"	"0"	"1"	"3"	"14"	"0"	"0"	"0"	"0"	"1"	"9"	"3"	"0"	"0"	"0"	"0"	"24"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"19"	"32"	"0"	"203"	"203"	"1"	"0"
"17878"	"3"	"17"	"8"	"2"	"226"	"26"	"4"	"6"	"5"	"4"	"0"	"2"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"2"	"0"	"0"	"0"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"80"	"10"	"9"	"0"	"99"	"99"	"1"	"0"
"17879"	"3"	"17"	"8"	"2"	"225"	"36"	"6"	"4"	"9"	"2"	"2"	"2"	"0"	"15"	"2"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"91"	"91"	"5"	"7"	"0"	"103"	"103"	"1"	"0"
"17880"	"3"	"17"	"8"	"2"	"380"	"71"	"1"	"20"	"20"	"4"	"0"	"0"	"0"	"17"	"4"	"0"	"1"	"1"	"0"	"1"	"0"	"4"	"0"	"0"	"2"	"18"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"14"	"33"	"0"	"214"	"214"	"1"	"0"
"17881"	"3"	"17"	"8"	"2"	"380"	"73"	"1"	"14"	"17"	"6"	"1"	"0"	"0"	"23"	"6"	"1"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"18"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"22"	"38"	"0"	"228"	"228"	"1"	"0"
"17882"	"3"	"17"	"8"	"2"	"380"	"72"	"2"	"12"	"21"	"7"	"0"	"0"	"2"	"20"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"3"	"0"	"0"	"27"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"14"	"46"	"0"	"233"	"233"	"1"	"0"
"17883"	"3"	"17"	"8"	"2"	"377"	"40"	"0"	"18"	"14"	"7"	"1"	"1"	"0"	"21"	"5"	"2"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"10"	"23"	"0"	"166"	"166"	"1"	"0"
"17884"	"3"	"17"	"8"	"2"	"380"	"53"	"4"	"22"	"19"	"1"	"1"	"0"	"0"	"19"	"2"	"1"	"0"	"1"	"1"	"2"	"2"	"2"	"0"	"5"	"0"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"17"	"23"	"0"	"193"	"193"	"1"	"0"
"17885"	"3"	"17"	"8"	"2"	"376"	"59"	"0"	"10"	"12"	"1"	"0"	"1"	"1"	"16"	"5"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"15"	"26"	"0"	"173"	"173"	"1"	"0"
"17886"	"3"	"17"	"8"	"2"	"375"	"45"	"0"	"32"	"12"	"7"	"0"	"1"	"2"	"21"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"12"	"22"	"1"	"183"	"183"	"1"	"0"
"17887"	"3"	"17"	"8"	"2"	"600"	"18"	"2"	"22"	"1"	"0"	"0"	"0"	"0"	"9"	"4"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"75"	"75"	"8"	"14"	"0"	"97"	"97"	"1"	"0"
"17888"	"3"	"17"	"8"	"2"	"344"	"17"	"0"	"13"	"3"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"43"	"43"	"6"	"10"	"1"	"59"	"59"	"1"	"0"
"17889"	"3"	"17"	"8"	"2"	"344"	"3"	"0"	"12"	"5"	"1"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"39"	"39"	"1"	"5"	"0"	"45"	"45"	"1"	"0"
"17890"	"3"	"17"	"9"	"2"	"400"	"53"	"44"	"2"	"31"	"5"	"3"	"1"	"1"	"10"	"5"	"0"	"0"	"5"	"0"	"0"	"4"	"5"	"1"	"9"	"0"	"17"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"11"	"29"	"0"	"245"	"245"	"1"	"0"
"17891"	"3"	"17"	"9"	"2"	"400"	"74"	"47"	"1"	"54"	"4"	"4"	"0"	"2"	"8"	"6"	"1"	"3"	"0"	"3"	"0"	"2"	"4"	"0"	"8"	"3"	"14"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"13"	"25"	"0"	"286"	"286"	"1"	"0"
"17892"	"3"	"17"	"9"	"2"	"400"	"47"	"45"	"4"	"38"	"1"	"1"	"2"	"3"	"7"	"4"	"0"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"10"	"2"	"22"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"27"	"31"	"0"	"259"	"259"	"1"	"0"
"17893"	"3"	"17"	"9"	"2"	"400"	"49"	"52"	"3"	"40"	"1"	"1"	"2"	"1"	"14"	"7"	"0"	"2"	"2"	"1"	"1"	"4"	"6"	"0"	"14"	"1"	"19"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"17"	"30"	"0"	"274"	"274"	"1"	"0"
"17894"	"3"	"17"	"9"	"2"	"400"	"61"	"59"	"1"	"48"	"0"	"0"	"1"	"7"	"9"	"6"	"1"	"0"	"1"	"3"	"0"	"2"	"5"	"1"	"7"	"1"	"19"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"19"	"16"	"0"	"272"	"272"	"1"	"0"
"17895"	"3"	"17"	"9"	"2"	"400"	"63"	"51"	"0"	"50"	"1"	"0"	"2"	"0"	"12"	"4"	"1"	"0"	"2"	"3"	"0"	"3"	"8"	"2"	"9"	"0"	"29"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"18"	"27"	"0"	"293"	"293"	"1"	"0"
"17896"	"3"	"17"	"9"	"2"	"400"	"45"	"45"	"2"	"44"	"1"	"4"	"1"	"2"	"9"	"5"	"1"	"2"	"7"	"2"	"1"	"0"	"5"	"0"	"7"	"1"	"30"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"27"	"33"	"0"	"284"	"284"	"1"	"0"
"17897"	"3"	"17"	"9"	"2"	"400"	"38"	"56"	"1"	"54"	"3"	"0"	"0"	"1"	"8"	"10"	"0"	"1"	"3"	"1"	"0"	"3"	"5"	"0"	"7"	"2"	"27"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"9"	"11"	"0"	"248"	"248"	"1"	"0"
"17898"	"3"	"17"	"9"	"2"	"400"	"53"	"35"	"4"	"36"	"1"	"3"	"0"	"3"	"14"	"4"	"1"	"0"	"6"	"1"	"0"	"4"	"1"	"1"	"8"	"1"	"20"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"12"	"17"	"0"	"230"	"230"	"1"	"0"
"17899"	"3"	"17"	"9"	"2"	"400"	"53"	"51"	"4"	"45"	"0"	"0"	"1"	"3"	"18"	"6"	"0"	"1"	"6"	"3"	"0"	"3"	"1"	"0"	"7"	"1"	"20"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"12"	"8"	"0"	"255"	"255"	"1"	"0"
"17900"	"3"	"17"	"9"	"2"	"400"	"55"	"40"	"1"	"51"	"0"	"3"	"0"	"1"	"9"	"10"	"0"	"0"	"2"	"1"	"0"	"3"	"6"	"0"	"5"	"0"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"15"	"19"	"1"	"243"	"243"	"1"	"3"
"17901"	"3"	"17"	"9"	"2"	"400"	"56"	"54"	"2"	"45"	"1"	"0"	"0"	"4"	"7"	"7"	"0"	"0"	"3"	"2"	"0"	"4"	"5"	"0"	"7"	"0"	"15"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"23"	"15"	"0"	"260"	"260"	"1"	"0"
"17902"	"3"	"17"	"9"	"2"	"400"	"41"	"44"	"2"	"32"	"2"	"2"	"3"	"2"	"15"	"10"	"1"	"0"	"2"	"1"	"0"	"3"	"1"	"0"	"6"	"1"	"18"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"15"	"15"	"0"	"225"	"225"	"1"	"0"
"17903"	"3"	"17"	"9"	"2"	"400"	"55"	"43"	"2"	"45"	"0"	"1"	"0"	"2"	"17"	"5"	"0"	"1"	"4"	"2"	"0"	"4"	"1"	"0"	"4"	"0"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"23"	"21"	"0"	"245"	"245"	"1"	"0"
"17904"	"3"	"17"	"9"	"2"	"400"	"60"	"46"	"1"	"57"	"1"	"0"	"2"	"2"	"13"	"4"	"0"	"0"	"2"	"6"	"0"	"5"	"2"	"0"	"3"	"1"	"16"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"15"	"12"	"0"	"251"	"251"	"1"	"0"
"17905"	"3"	"17"	"9"	"2"	"359"	"45"	"59"	"0"	"53"	"0"	"4"	"0"	"0"	"14"	"7"	"0"	"0"	"4"	"2"	"0"	"1"	"3"	"0"	"7"	"1"	"28"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"12"	"7"	"0"	"250"	"250"	"1"	"0"
"17906"	"3"	"17"	"9"	"2"	"358"	"50"	"53"	"0"	"39"	"1"	"2"	"0"	"1"	"15"	"1"	"0"	"0"	"1"	"2"	"1"	"3"	"2"	"0"	"5"	"0"	"22"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"10"	"13"	"0"	"226"	"226"	"1"	"0"
"17907"	"3"	"17"	"9"	"2"	"401"	"60"	"58"	"5"	"29"	"0"	"1"	"0"	"1"	"10"	"2"	"0"	"3"	"0"	"1"	"0"	"7"	"2"	"0"	"7"	"0"	"16"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"23"	"28"	"0"	"257"	"257"	"1"	"0"
"17908"	"3"	"17"	"9"	"2"	"400"	"55"	"67"	"1"	"29"	"1"	"2"	"0"	"3"	"15"	"4"	"2"	"0"	"1"	"0"	"2"	"3"	"4"	"1"	"4"	"2"	"16"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"29"	"27"	"0"	"272"	"272"	"1"	"0"
"17909"	"3"	"17"	"9"	"2"	"400"	"67"	"73"	"6"	"29"	"0"	"2"	"1"	"1"	"14"	"2"	"0"	"1"	"0"	"4"	"0"	"6"	"3"	"0"	"5"	"0"	"19"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"19"	"18"	"0"	"275"	"275"	"1"	"0"
"17910"	"3"	"17"	"9"	"2"	"400"	"58"	"47"	"4"	"41"	"0"	"4"	"2"	"1"	"12"	"2"	"0"	"0"	"1"	"0"	"0"	"2"	"5"	"0"	"3"	"1"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"19"	"25"	"0"	"248"	"248"	"1"	"0"
"17911"	"3"	"17"	"9"	"2"	"400"	"50"	"45"	"3"	"39"	"1"	"3"	"2"	"1"	"7"	"3"	"1"	"1"	"1"	"1"	"1"	"2"	"5"	"0"	"4"	"0"	"16"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"16"	"31"	"0"	"236"	"236"	"1"	"0"
"17912"	"3"	"17"	"9"	"2"	"400"	"56"	"47"	"1"	"43"	"0"	"1"	"1"	"1"	"12"	"5"	"1"	"1"	"0"	"3"	"3"	"1"	"2"	"1"	"3"	"0"	"12"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"16"	"29"	"0"	"242"	"242"	"1"	"0"
"17913"	"3"	"17"	"9"	"2"	"400"	"53"	"76"	"1"	"25"	"0"	"2"	"1"	"3"	"8"	"2"	"0"	"0"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"11"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"19"	"25"	"0"	"236"	"236"	"1"	"0"
"17914"	"3"	"17"	"9"	"2"	"300"	"46"	"49"	"2"	"32"	"2"	"2"	"0"	"3"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"4"	"0"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"2"	"21"	"0"	"194"	"194"	"1"	"0"
