"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CONVERGENCIA"	"EG"	"UNIDOS"	"UNE"	"VALOR"	"FUERZA"	"PHG"	"FCN_NACION"	"UNIONISTA"	"VICTORIA"	"MLP"	"VIVA"	"PPT"	"URNG_MAIZ"	"SEMILLA"	"BIEN"	"PC"	"LIBRE"	"AVANZA"	"UCN"	"PODEMOS"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8635"	"3"	"8"	"1"	"2"	"380"	"9"	"44"	"7"	"3"	"1"	"35"	"3"	"10"	"4"	"3"	"2"	"4"	"3"	"1"	"0"	"2"	"3"	"4"	"1"	"5"	"4"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"18"	"14"	"1"	"195"	"195"	"1"	"0"
"8636"	"3"	"8"	"1"	"2"	"379"	"6"	"27"	"6"	"2"	"2"	"41"	"1"	"6"	"5"	"2"	"1"	"2"	"9"	"1"	"1"	"5"	"3"	"1"	"0"	"5"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"18"	"20"	"0"	"173"	"173"	"1"	"0"
"8637"	"3"	"8"	"1"	"2"	"378"	"4"	"27"	"6"	"3"	"0"	"29"	"3"	"8"	"14"	"2"	"2"	"1"	"13"	"2"	"0"	"4"	"1"	"1"	"0"	"5"	"0"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"6"	"7"	"0"	"150"	"150"	"1"	"0"
"8638"	"3"	"8"	"1"	"2"	"380"	"14"	"14"	"3"	"6"	"1"	"84"	"0"	"8"	"0"	"3"	"0"	"2"	"7"	"0"	"2"	"8"	"3"	"4"	"0"	"2"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"19"	"28"	"0"	"214"	"214"	"1"	"0"
"8639"	"3"	"8"	"1"	"2"	"380"	"11"	"16"	"0"	"3"	"1"	"77"	"3"	"6"	"1"	"5"	"4"	"1"	"4"	"1"	"0"	"5"	"5"	"1"	"9"	"0"	"2"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"15"	"26"	"0"	"210"	"210"	"1"	"0"
"8640"	"3"	"8"	"1"	"2"	"241"	"9"	"8"	"0"	"3"	"0"	"54"	"2"	"4"	"3"	"3"	"0"	"0"	"3"	"2"	"1"	"5"	"0"	"4"	"1"	"1"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"11"	"10"	"0"	"133"	"133"	"1"	"0"
"8641"	"3"	"8"	"1"	"2"	"237"	"6"	"11"	"0"	"1"	"1"	"44"	"0"	"5"	"3"	"3"	"0"	"3"	"1"	"3"	"0"	"0"	"2"	"2"	"1"	"2"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"93"	"9"	"12"	"0"	"114"	"114"	"1"	"0"
"8642"	"3"	"8"	"1"	"2"	"377"	"8"	"7"	"6"	"0"	"0"	"131"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"3"	"0"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"34"	"15"	"0"	"251"	"251"	"1"	"0"
"8643"	"3"	"8"	"1"	"2"	"380"	"5"	"8"	"7"	"0"	"0"	"157"	"0"	"6"	"1"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"3"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"12"	"17"	"0"	"243"	"243"	"1"	"0"
"8644"	"3"	"8"	"1"	"2"	"380"	"5"	"8"	"17"	"0"	"0"	"174"	"2"	"3"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"31"	"16"	"0"	"287"	"287"	"1"	"0"
"8645"	"3"	"8"	"1"	"2"	"380"	"3"	"5"	"5"	"1"	"0"	"160"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"0"	"1"	"3"	"1"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"21"	"15"	"0"	"251"	"251"	"1"	"0"
"8646"	"3"	"8"	"1"	"2"	"232"	"1"	"3"	"7"	"1"	"0"	"72"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"13"	"10"	"0"	"129"	"129"	"1"	"0"
"8647"	"3"	"8"	"1"	"2"	"232"	"2"	"5"	"8"	"0"	"0"	"80"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"8"	"6"	"0"	"130"	"130"	"1"	"0"
"8648"	"3"	"8"	"1"	"2"	"380"	"11"	"19"	"3"	"2"	"0"	"27"	"0"	"4"	"6"	"8"	"0"	"5"	"27"	"1"	"3"	"13"	"6"	"12"	"2"	"4"	"0"	"19"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"24"	"21"	"0"	"222"	"222"	"1"	"0"
"8649"	"3"	"8"	"1"	"2"	"371"	"8"	"27"	"2"	"8"	"2"	"31"	"2"	"2"	"7"	"8"	"1"	"3"	"26"	"5"	"0"	"21"	"6"	"8"	"2"	"2"	"1"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"18"	"13"	"0"	"220"	"220"	"1"	"0"
"8650"	"3"	"8"	"1"	"2"	"372"	"5"	"27"	"8"	"12"	"0"	"15"	"3"	"4"	"0"	"4"	"13"	"2"	"33"	"4"	"0"	"16"	"9"	"10"	"2"	"8"	"1"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"16"	"16"	"0"	"226"	"226"	"1"	"0"
"8651"	"3"	"8"	"1"	"2"	"600"	"6"	"39"	"1"	"6"	"1"	"34"	"2"	"16"	"7"	"3"	"0"	"1"	"12"	"3"	"0"	"7"	"7"	"4"	"3"	"8"	"1"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"23"	"18"	"0"	"217"	"217"	"1"	"0"
"8652"	"3"	"8"	"1"	"2"	"600"	"9"	"27"	"0"	"9"	"0"	"22"	"3"	"8"	"5"	"5"	"1"	"2"	"7"	"3"	"2"	"12"	"3"	"6"	"2"	"3"	"2"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"141"	"141"	"4"	"22"	"0"	"167"	"167"	"1"	"0"
"8653"	"3"	"8"	"1"	"2"	"600"	"15"	"52"	"1"	"8"	"2"	"24"	"8"	"9"	"6"	"4"	"1"	"5"	"7"	"6"	"3"	"3"	"6"	"0"	"1"	"3"	"4"	"6"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"27"	"16"	"0"	"231"	"231"	"1"	"0"
"8654"	"3"	"8"	"1"	"2"	"600"	"11"	"33"	"3"	"2"	"2"	"23"	"4"	"9"	"3"	"8"	"2"	"1"	"5"	"3"	"1"	"9"	"5"	"5"	"3"	"0"	"3"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"24"	"10"	"0"	"182"	"182"	"1"	"0"
"8655"	"3"	"8"	"1"	"2"	"600"	"12"	"27"	"6"	"2"	"1"	"30"	"4"	"13"	"6"	"2"	"3"	"1"	"10"	"4"	"0"	"8"	"10"	"1"	"0"	"2"	"3"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"28"	"18"	"0"	"202"	"202"	"1"	"0"
"8656"	"3"	"8"	"1"	"2"	"600"	"16"	"29"	"3"	"2"	"1"	"34"	"7"	"12"	"3"	"5"	"2"	"1"	"8"	"3"	"1"	"7"	"7"	"3"	"4"	"3"	"0"	"8"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"29"	"15"	"0"	"219"	"219"	"1"	"0"
"8657"	"3"	"8"	"1"	"2"	"598"	"16"	"35"	"3"	"3"	"2"	"19"	"2"	"9"	"1"	"2"	"1"	"5"	"6"	"4"	"0"	"9"	"4"	"1"	"7"	"3"	"3"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"25"	"17"	"0"	"194"	"194"	"1"	"0"
"8658"	"3"	"8"	"1"	"2"	"600"	"13"	"31"	"1"	"4"	"2"	"20"	"4"	"8"	"8"	"4"	"1"	"5"	"9"	"6"	"1"	"7"	"4"	"4"	"2"	"1"	"1"	"3"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"157"	"22"	"14"	"0"	"194"	"193"	"0"	"0"
"8659"	"3"	"8"	"1"	"2"	"600"	"13"	"23"	"0"	"0"	"2"	"29"	"7"	"10"	"6"	"4"	"2"	"2"	"4"	"5"	"1"	"2"	"4"	"2"	"2"	"1"	"0"	"4"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"137"	"24"	"7"	"0"	"173"	"168"	"0"	"0"
"8660"	"3"	"8"	"1"	"2"	"423"	"3"	"13"	"1"	"2"	"2"	"15"	"2"	"8"	"4"	"0"	"0"	"2"	"2"	"4"	"0"	"2"	"2"	"4"	"0"	"0"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"73"	"73"	"10"	"4"	"0"	"87"	"87"	"1"	"0"
"8661"	"3"	"8"	"1"	"2"	"423"	"4"	"7"	"1"	"3"	"0"	"12"	"1"	"1"	"0"	"1"	"1"	"1"	"3"	"0"	"0"	"3"	"2"	"2"	"1"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"49"	"49"	"6"	"5"	"0"	"60"	"60"	"1"	"0"
"8662"	"3"	"8"	"2"	"2"	"400"	"15"	"3"	"17"	"3"	"1"	"22"	"4"	"5"	"17"	"21"	"19"	"7"	"8"	"0"	"3"	"6"	"6"	"42"	"2"	"5"	"2"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"22"	"23"	"0"	"265"	"265"	"1"	"0"
"8663"	"3"	"8"	"2"	"2"	"397"	"21"	"4"	"12"	"2"	"0"	"17"	"7"	"7"	"31"	"13"	"17"	"4"	"11"	"2"	"1"	"4"	"10"	"32"	"13"	"3"	"4"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"46"	"19"	"0"	"294"	"294"	"1"	"0"
"8664"	"3"	"8"	"2"	"2"	"400"	"23"	"4"	"6"	"2"	"2"	"16"	"4"	"5"	"28"	"36"	"8"	"9"	"11"	"12"	"0"	"8"	"7"	"37"	"9"	"1"	"8"	"9"	"11"	"12"	"0"	"8"	"7"	"37"	"9"	"1"	"237"	"237"	"30"	"20"	"0"	"287"	"287"	"1"	"0"
"8665"	"3"	"8"	"2"	"2"	"400"	"13"	"6"	"14"	"0"	"0"	"8"	"5"	"2"	"28"	"48"	"4"	"16"	"9"	"1"	"1"	"4"	"4"	"34"	"5"	"0"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"19"	"20"	"0"	"251"	"251"	"1"	"0"
"8666"	"3"	"8"	"2"	"2"	"400"	"15"	"8"	"13"	"5"	"0"	"14"	"3"	"2"	"31"	"22"	"9"	"6"	"6"	"4"	"1"	"11"	"5"	"41"	"8"	"0"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"30"	"20"	"0"	"263"	"263"	"1"	"0"
"8667"	"3"	"8"	"2"	"2"	"400"	"22"	"5"	"8"	"0"	"1"	"21"	"3"	"4"	"22"	"30"	"13"	"4"	"6"	"2"	"0"	"13"	"6"	"56"	"6"	"4"	"1"	"3"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"33"	"28"	"0"	"305"	"305"	"1"	"0"
"8668"	"3"	"8"	"2"	"2"	"400"	"13"	"6"	"12"	"1"	"0"	"14"	"3"	"8"	"15"	"31"	"12"	"9"	"10"	"5"	"1"	"8"	"11"	"53"	"6"	"2"	"0"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"39"	"15"	"0"	"286"	"286"	"1"	"0"
"8669"	"3"	"8"	"2"	"2"	"400"	"14"	"5"	"12"	"3"	"1"	"11"	"3"	"5"	"23"	"15"	"14"	"7"	"10"	"1"	"1"	"5"	"5"	"44"	"5"	"4"	"1"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"30"	"13"	"0"	"245"	"245"	"1"	"0"
"8670"	"3"	"8"	"2"	"2"	"400"	"20"	"7"	"12"	"3"	"0"	"15"	"1"	"8"	"28"	"13"	"19"	"2"	"7"	"4"	"2"	"3"	"7"	"49"	"6"	"4"	"0"	"5"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"25"	"13"	"0"	"272"	"272"	"1"	"0"
"8671"	"3"	"8"	"2"	"2"	"400"	"10"	"9"	"7"	"4"	"1"	"11"	"7"	"4"	"27"	"20"	"13"	"12"	"15"	"6"	"1"	"8"	"14"	"40"	"8"	"3"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"35"	"12"	"0"	"278"	"278"	"1"	"0"
"8672"	"3"	"8"	"2"	"2"	"401"	"21"	"3"	"8"	"6"	"3"	"18"	"8"	"7"	"29"	"11"	"19"	"8"	"7"	"4"	"1"	"3"	"19"	"48"	"7"	"1"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"43"	"16"	"0"	"298"	"298"	"1"	"0"
"8673"	"3"	"8"	"2"	"2"	"400"	"26"	"10"	"8"	"1"	"0"	"14"	"2"	"3"	"25"	"10"	"21"	"7"	"13"	"6"	"2"	"9"	"17"	"55"	"7"	"3"	"2"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"16"	"11"	"7"	"281"	"281"	"1"	"0"
"8674"	"3"	"8"	"2"	"2"	"399"	"23"	"4"	"11"	"6"	"0"	"19"	"3"	"4"	"25"	"11"	"19"	"3"	"7"	"4"	"1"	"2"	"12"	"46"	"4"	"1"	"19"	"3"	"7"	"4"	"1"	"2"	"12"	"46"	"4"	"1"	"219"	"219"	"22"	"17"	"0"	"258"	"258"	"1"	"0"
"8675"	"3"	"8"	"2"	"2"	"389"	"25"	"11"	"5"	"2"	"0"	"18"	"4"	"3"	"30"	"17"	"19"	"4"	"12"	"7"	"0"	"5"	"6"	"39"	"10"	"2"	"3"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"28"	"11"	"0"	"271"	"271"	"1"	"0"
"8676"	"3"	"8"	"2"	"2"	"388"	"27"	"6"	"12"	"1"	"1"	"13"	"4"	"8"	"17"	"7"	"16"	"6"	"11"	"6"	"1"	"7"	"12"	"47"	"10"	"2"	"1"	"7"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"29"	"11"	"0"	"275"	"275"	"1"	"0"
"8677"	"3"	"8"	"2"	"2"	"400"	"17"	"1"	"8"	"6"	"2"	"24"	"4"	"5"	"26"	"34"	"7"	"6"	"15"	"6"	"0"	"12"	"5"	"45"	"6"	"1"	"6"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"18"	"22"	"0"	"284"	"284"	"1"	"0"
"8678"	"3"	"8"	"2"	"2"	"398"	"22"	"3"	"13"	"4"	"1"	"23"	"2"	"8"	"22"	"31"	"0"	"2"	"7"	"2"	"0"	"12"	"2"	"36"	"10"	"1"	"3"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"27"	"12"	"0"	"261"	"261"	"1"	"0"
"8679"	"3"	"8"	"2"	"2"	"400"	"24"	"4"	"8"	"4"	"1"	"18"	"5"	"14"	"23"	"21"	"4"	"4"	"10"	"5"	"1"	"5"	"5"	"52"	"7"	"7"	"3"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"30"	"16"	"0"	"281"	"281"	"1"	"0"
"8680"	"3"	"8"	"2"	"2"	"398"	"15"	"6"	"5"	"2"	"0"	"34"	"6"	"10"	"48"	"36"	"9"	"8"	"8"	"6"	"1"	"6"	"7"	"30"	"2"	"5"	"2"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"23"	"20"	"0"	"301"	"301"	"1"	"0"
"8681"	"3"	"8"	"2"	"2"	"400"	"11"	"5"	"6"	"1"	"1"	"39"	"8"	"7"	"22"	"16"	"3"	"6"	"6"	"4"	"0"	"13"	"3"	"58"	"3"	"2"	"3"	"12"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"22"	"17"	"0"	"285"	"285"	"1"	"0"
"8682"	"3"	"8"	"2"	"2"	"398"	"23"	"6"	"7"	"2"	"1"	"28"	"5"	"5"	"24"	"21"	"8"	"8"	"15"	"2"	"0"	"9"	"4"	"65"	"5"	"3"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"24"	"13"	"0"	"290"	"290"	"1"	"0"
"8683"	"3"	"8"	"2"	"2"	"401"	"18"	"8"	"15"	"0"	"3"	"18"	"3"	"6"	"25"	"30"	"5"	"8"	"9"	"5"	"1"	"9"	"4"	"56"	"1"	"4"	"0"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"18"	"9"	"1"	"266"	"266"	"1"	"0"
"8684"	"3"	"8"	"2"	"2"	"399"	"13"	"11"	"13"	"3"	"2"	"16"	"3"	"8"	"17"	"17"	"6"	"3"	"14"	"6"	"0"	"8"	"14"	"42"	"4"	"4"	"0"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"21"	"22"	"0"	"260"	"260"	"1"	"0"
"8685"	"3"	"8"	"2"	"2"	"400"	"17"	"10"	"14"	"3"	"0"	"22"	"3"	"8"	"26"	"10"	"6"	"4"	"14"	"6"	"2"	"8"	"8"	"51"	"2"	"2"	"1"	"8"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"241"	"24"	"13"	"0"	"279"	"278"	"0"	"0"
"8686"	"3"	"8"	"2"	"2"	"397"	"18"	"9"	"9"	"4"	"0"	"18"	"3"	"4"	"22"	"21"	"7"	"7"	"11"	"4"	"0"	"7"	"8"	"37"	"7"	"4"	"7"	"7"	"11"	"4"	"0"	"7"	"8"	"37"	"7"	"4"	"213"	"213"	"24"	"12"	"0"	"249"	"249"	"1"	"0"
"8687"	"3"	"8"	"2"	"2"	"304"	"11"	"6"	"11"	"0"	"0"	"13"	"3"	"5"	"22"	"10"	"5"	"7"	"14"	"2"	"0"	"7"	"9"	"41"	"3"	"4"	"5"	"7"	"14"	"2"	"0"	"7"	"9"	"41"	"3"	"4"	"219"	"187"	"22"	"10"	"0"	"219"	"219"	"0"	"0"
"8688"	"3"	"8"	"2"	"2"	"304"	"19"	"5"	"3"	"0"	"3"	"13"	"4"	"4"	"18"	"22"	"1"	"1"	"12"	"2"	"0"	"2"	"11"	"41"	"6"	"2"	"0"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"19"	"5"	"0"	"207"	"207"	"1"	"0"
"8689"	"3"	"8"	"2"	"2"	"380"	"4"	"3"	"10"	"1"	"0"	"8"	"1"	"1"	"18"	"39"	"0"	"23"	"3"	"4"	"0"	"2"	"2"	"30"	"2"	"2"	"0"	"7"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"15"	"26"	"0"	"212"	"212"	"1"	"0"
"8690"	"3"	"8"	"2"	"2"	"379"	"9"	"3"	"8"	"0"	"0"	"9"	"0"	"1"	"24"	"37"	"1"	"25"	"3"	"0"	"0"	"0"	"1"	"47"	"2"	"0"	"1"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"187"	"28"	"15"	"0"	"231"	"230"	"0"	"0"
"8691"	"3"	"8"	"2"	"2"	"380"	"10"	"5"	"8"	"3"	"0"	"15"	"2"	"0"	"28"	"41"	"2"	"27"	"1"	"1"	"0"	"0"	"2"	"27"	"1"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"24"	"18"	"0"	"229"	"229"	"1"	"0"
"8692"	"3"	"8"	"2"	"2"	"380"	"15"	"3"	"12"	"1"	"0"	"7"	"0"	"5"	"21"	"30"	"1"	"28"	"7"	"2"	"0"	"3"	"1"	"35"	"5"	"0"	"4"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"29"	"17"	"0"	"242"	"242"	"1"	"0"
"8693"	"3"	"8"	"2"	"2"	"390"	"5"	"1"	"9"	"0"	"0"	"12"	"2"	"3"	"28"	"62"	"1"	"21"	"1"	"2"	"0"	"1"	"2"	"29"	"3"	"0"	"1"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"21"	"17"	"0"	"232"	"232"	"1"	"0"
"8694"	"3"	"8"	"2"	"2"	"377"	"5"	"4"	"12"	"2"	"1"	"2"	"1"	"5"	"24"	"53"	"2"	"21"	"3"	"0"	"0"	"3"	"4"	"31"	"2"	"1"	"2"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"29"	"11"	"146"	"231"	"231"	"1"	"0"
"8695"	"3"	"8"	"2"	"2"	"380"	"9"	"2"	"2"	"3"	"0"	"10"	"3"	"11"	"28"	"42"	"5"	"12"	"5"	"3"	"0"	"3"	"8"	"37"	"2"	"0"	"2"	"1"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"26"	"18"	"0"	"250"	"250"	"1"	"2"
"8696"	"3"	"8"	"2"	"2"	"380"	"5"	"3"	"9"	"1"	"0"	"10"	"0"	"3"	"67"	"36"	"1"	"27"	"6"	"0"	"0"	"3"	"1"	"18"	"1"	"0"	"0"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"33"	"31"	"0"	"268"	"268"	"1"	"0"
"8697"	"3"	"8"	"2"	"2"	"380"	"8"	"2"	"14"	"0"	"1"	"9"	"0"	"5"	"26"	"34"	"2"	"29"	"5"	"2"	"1"	"1"	"0"	"31"	"0"	"0"	"3"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"183"	"6"	"9"	"0"	"200"	"198"	"0"	"0"
"8698"	"3"	"8"	"2"	"2"	"413"	"7"	"5"	"16"	"0"	"1"	"7"	"0"	"7"	"31"	"48"	"2"	"22"	"7"	"0"	"7"	"2"	"1"	"34"	"2"	"4"	"3"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"212"	"12"	"110"	"0"	"230"	"334"	"0"	"0"
"8699"	"3"	"8"	"2"	"2"	"368"	"4"	"1"	"7"	"0"	"0"	"5"	"1"	"7"	"20"	"34"	"2"	"22"	"6"	"1"	"1"	"1"	"3"	"29"	"3"	"1"	"0"	"3"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"13"	"3"	"0"	"180"	"180"	"1"	"0"
"8700"	"3"	"8"	"2"	"2"	"367"	"13"	"0"	"8"	"0"	"0"	"9"	"0"	"5"	"36"	"21"	"2"	"33"	"3"	"1"	"0"	"0"	"3"	"24"	"1"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"165"	"14"	"10"	"0"	"199"	"189"	"0"	"0"
"8701"	"3"	"8"	"2"	"2"	"380"	"8"	"2"	"12"	"4"	"1"	"7"	"2"	"5"	"23"	"15"	"2"	"6"	"9"	"1"	"1"	"9"	"9"	"46"	"3"	"1"	"1"	"2"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"15"	"23"	"0"	"230"	"230"	"1"	"0"
"8702"	"3"	"8"	"2"	"2"	"380"	"8"	"1"	"11"	"4"	"0"	"15"	"2"	"3"	"26"	"32"	"2"	"2"	"7"	"1"	"2"	"11"	"2"	"39"	"3"	"0"	"3"	"6"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"12"	"15"	"0"	"244"	"244"	"1"	"0"
"8703"	"3"	"8"	"2"	"2"	"379"	"8"	"1"	"9"	"1"	"0"	"16"	"0"	"6"	"26"	"25"	"1"	"5"	"3"	"0"	"2"	"6"	"4"	"41"	"0"	"0"	"1"	"5"	"3"	"0"	"2"	"6"	"4"	"41"	"0"	"0"	"188"	"188"	"30"	"36"	"0"	"254"	"254"	"1"	"0"
"8704"	"3"	"8"	"2"	"2"	"380"	"9"	"0"	"10"	"0"	"0"	"11"	"2"	"5"	"54"	"20"	"6"	"3"	"7"	"1"	"0"	"13"	"5"	"44"	"3"	"0"	"1"	"1"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"20"	"30"	"0"	"266"	"266"	"1"	"0"
"8705"	"3"	"8"	"2"	"2"	"380"	"11"	"4"	"4"	"0"	"0"	"10"	"1"	"1"	"28"	"11"	"4"	"2"	"6"	"1"	"0"	"9"	"6"	"35"	"4"	"0"	"4"	"2"	"6"	"1"	"0"	"9"	"6"	"35"	"4"	"0"	"162"	"162"	"12"	"16"	"0"	"190"	"190"	"1"	"0"
"8706"	"3"	"8"	"2"	"2"	"299"	"13"	"6"	"9"	"3"	"0"	"10"	"4"	"2"	"22"	"13"	"1"	"0"	"14"	"2"	"0"	"5"	"10"	"36"	"1"	"0"	"1"	"0"	"14"	"2"	"0"	"5"	"10"	"36"	"1"	"0"	"163"	"163"	"16"	"9"	"0"	"188"	"188"	"1"	"0"
"8707"	"3"	"8"	"2"	"2"	"299"	"5"	"5"	"6"	"0"	"0"	"10"	"1"	"2"	"30"	"14"	"0"	"2"	"9"	"1"	"0"	"6"	"3"	"43"	"2"	"0"	"0"	"2"	"9"	"1"	"0"	"6"	"3"	"43"	"2"	"0"	"162"	"162"	"6"	"5"	"0"	"173"	"173"	"1"	"0"
"8708"	"3"	"8"	"2"	"2"	"380"	"11"	"0"	"22"	"1"	"1"	"4"	"4"	"11"	"18"	"37"	"1"	"15"	"10"	"2"	"1"	"6"	"0"	"29"	"3"	"3"	"3"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"20"	"14"	"0"	"223"	"223"	"1"	"0"
"8709"	"3"	"8"	"2"	"2"	"386"	"3"	"3"	"20"	"0"	"0"	"6"	"1"	"4"	"10"	"37"	"2"	"11"	"7"	"2"	"0"	"1"	"2"	"16"	"2"	"0"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"16"	"19"	"0"	"172"	"172"	"1"	"0"
