"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CONVERGENCIA"	"EG"	"UNIDOS"	"UNE"	"VALOR"	"FUERZA"	"PHG"	"FCN_NACION"	"UNIONISTA"	"VICTORIA"	"MLP"	"VIVA"	"PPT"	"URNG_MAIZ"	"SEMILLA"	"BIEN"	"PC"	"LIBRE"	"AVANZA"	"UCN"	"PODEMOS"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8785"	"3"	"8"	"3"	"2"	"399"	"51"	"12"	"24"	"2"	"1"	"5"	"5"	"4"	"2"	"2"	"3"	"2"	"6"	"16"	"1"	"5"	"1"	"2"	"13"	"1"	"6"	"6"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"22"	"22"	"0"	"255"	"255"	"1"	"0"
"8786"	"3"	"8"	"3"	"2"	"315"	"38"	"10"	"17"	"2"	"3"	"3"	"4"	"6"	"3"	"4"	"2"	"4"	"7"	"4"	"1"	"5"	"0"	"2"	"8"	"1"	"7"	"1"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"164"	"17"	"25"	"0"	"204"	"206"	"0"	"0"
"8787"	"3"	"8"	"3"	"2"	"314"	"27"	"6"	"11"	"0"	"1"	"8"	"4"	"2"	"5"	"8"	"0"	"1"	"4"	"8"	"0"	"1"	"2"	"6"	"4"	"0"	"3"	"1"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"11"	"10"	"0"	"141"	"141"	"1"	"0"
"8788"	"3"	"8"	"3"	"2"	"599"	"25"	"10"	"7"	"0"	"1"	"3"	"2"	"9"	"0"	"6"	"2"	"2"	"3"	"2"	"1"	"5"	"0"	"6"	"0"	"3"	"3"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"17"	"22"	"0"	"145"	"145"	"1"	"0"
"8789"	"3"	"8"	"3"	"2"	"517"	"19"	"5"	"11"	"1"	"0"	"2"	"2"	"4"	"6"	"4"	"1"	"0"	"4"	"3"	"1"	"9"	"5"	"3"	"4"	"3"	"1"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99"	"99"	"12"	"18"	"0"	"129"	"129"	"1"	"0"
"8790"	"3"	"8"	"3"	"2"	"516"	"16"	"4"	"13"	"2"	"0"	"1"	"3"	"7"	"6"	"4"	"2"	"0"	"5"	"3"	"0"	"1"	"3"	"1"	"1"	"2"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"81"	"81"	"12"	"18"	"0"	"111"	"111"	"1"	"0"
"8791"	"3"	"8"	"4"	"2"	"398"	"10"	"2"	"8"	"3"	"0"	"15"	"2"	"3"	"25"	"13"	"3"	"3"	"19"	"6"	"1"	"15"	"42"	"26"	"1"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"16"	"46"	"0"	"267"	"267"	"1"	"0"
"8792"	"3"	"8"	"4"	"2"	"400"	"15"	"3"	"5"	"2"	"1"	"25"	"6"	"1"	"65"	"13"	"2"	"2"	"14"	"2"	"1"	"5"	"41"	"30"	"0"	"0"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"242"	"22"	"30"	"0"	"296"	"294"	"0"	"0"
"8793"	"3"	"8"	"4"	"2"	"398"	"13"	"4"	"8"	"3"	"0"	"33"	"5"	"0"	"51"	"12"	"2"	"1"	"16"	"3"	"0"	"11"	"53"	"17"	"0"	"1"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"22"	"35"	"0"	"299"	"299"	"1"	"0"
"8794"	"3"	"8"	"4"	"2"	"402"	"13"	"3"	"6"	"0"	"2"	"25"	"3"	"0"	"52"	"20"	"2"	"2"	"19"	"4"	"3"	"16"	"55"	"9"	"1"	"2"	"2"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"29"	"31"	"0"	"308"	"308"	"1"	"0"
"8795"	"3"	"8"	"4"	"2"	"400"	"9"	"9"	"3"	"5"	"1"	"27"	"0"	"1"	"64"	"16"	"1"	"0"	"24"	"2"	"2"	"16"	"57"	"7"	"1"	"1"	"4"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"20"	"37"	"0"	"315"	"315"	"1"	"0"
"8796"	"3"	"8"	"4"	"2"	"400"	"11"	"1"	"5"	"0"	"0"	"20"	"0"	"1"	"60"	"31"	"2"	"2"	"12"	"4"	"1"	"15"	"54"	"9"	"0"	"3"	"5"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"246"	"25"	"28"	"0"	"299"	"299"	"0"	"0"
"8797"	"3"	"8"	"4"	"2"	"400"	"11"	"2"	"7"	"1"	"1"	"14"	"2"	"0"	"53"	"7"	"1"	"3"	"23"	"4"	"2"	"12"	"51"	"17"	"0"	"1"	"1"	"3"	"23"	"4"	"2"	"12"	"51"	"17"	"0"	"1"	"217"	"217"	"16"	"13"	"0"	"246"	"246"	"1"	"0"
"8798"	"3"	"8"	"4"	"2"	"400"	"16"	"2"	"2"	"2"	"2"	"14"	"5"	"5"	"56"	"14"	"2"	"1"	"18"	"6"	"4"	"9"	"58"	"12"	"2"	"3"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"27"	"16"	"0"	"281"	"281"	"1"	"0"
"8799"	"3"	"8"	"4"	"2"	"327"	"13"	"3"	"7"	"2"	"2"	"6"	"0"	"1"	"42"	"11"	"2"	"5"	"17"	"2"	"2"	"2"	"49"	"19"	"2"	"2"	"2"	"5"	"17"	"2"	"2"	"2"	"49"	"19"	"2"	"2"	"197"	"197"	"8"	"20"	"0"	"225"	"225"	"1"	"0"
"8800"	"3"	"8"	"4"	"2"	"327"	"8"	"1"	"8"	"0"	"0"	"14"	"3"	"2"	"48"	"14"	"2"	"3"	"23"	"4"	"1"	"4"	"58"	"13"	"0"	"2"	"2"	"3"	"23"	"4"	"1"	"4"	"58"	"13"	"0"	"2"	"214"	"214"	"12"	"10"	"0"	"236"	"236"	"1"	"0"
"8801"	"3"	"8"	"4"	"2"	"380"	"55"	"5"	"10"	"2"	"1"	"33"	"1"	"3"	"36"	"13"	"0"	"2"	"13"	"7"	"2"	"3"	"3"	"45"	"4"	"2"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"23"	"41"	"0"	"310"	"310"	"1"	"0"
"8802"	"3"	"8"	"4"	"2"	"380"	"57"	"2"	"16"	"0"	"1"	"36"	"2"	"12"	"37"	"21"	"2"	"1"	"10"	"4"	"2"	"9"	"5"	"41"	"0"	"0"	"4"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"272"	"18"	"28"	"0"	"318"	"318"	"0"	"0"
"8803"	"3"	"8"	"4"	"2"	"379"	"49"	"2"	"7"	"1"	"1"	"32"	"2"	"7"	"43"	"25"	"0"	"3"	"10"	"6"	"0"	"5"	"5"	"60"	"0"	"1"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"19"	"46"	"0"	"331"	"331"	"1"	"0"
"8804"	"3"	"8"	"4"	"2"	"380"	"43"	"2"	"10"	"0"	"0"	"44"	"2"	"5"	"46"	"16"	"1"	"4"	"14"	"7"	"0"	"7"	"4"	"49"	"0"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"18"	"38"	"0"	"317"	"317"	"1"	"0"
"8805"	"3"	"8"	"4"	"2"	"377"	"46"	"1"	"8"	"0"	"0"	"31"	"4"	"12"	"42"	"16"	"3"	"5"	"10"	"8"	"2"	"7"	"7"	"38"	"5"	"0"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"13"	"19"	"0"	"285"	"285"	"1"	"0"
"8806"	"3"	"8"	"4"	"2"	"380"	"43"	"6"	"16"	"1"	"1"	"23"	"1"	"10"	"35"	"19"	"4"	"5"	"19"	"5"	"0"	"4"	"5"	"45"	"2"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"19"	"36"	"0"	"306"	"306"	"1"	"0"
"8807"	"3"	"8"	"4"	"2"	"240"	"22"	"3"	"11"	"2"	"0"	"19"	"0"	"6"	"29"	"19"	"0"	"2"	"9"	"7"	"1"	"1"	"2"	"29"	"4"	"0"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"6"	"8"	"0"	"187"	"187"	"1"	"0"
"8808"	"3"	"8"	"4"	"2"	"235"	"22"	"2"	"9"	"0"	"2"	"22"	"2"	"5"	"22"	"12"	"2"	"3"	"12"	"4"	"2"	"8"	"5"	"28"	"4"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"171"	"4"	"8"	"0"	"183"	"183"	"0"	"0"
"8809"	"3"	"8"	"4"	"2"	"378"	"26"	"2"	"11"	"2"	"1"	"38"	"1"	"4"	"13"	"23"	"2"	"2"	"39"	"4"	"10"	"9"	"7"	"47"	"0"	"0"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"21"	"46"	"0"	"330"	"330"	"1"	"0"
"8810"	"3"	"8"	"4"	"2"	"380"	"26"	"4"	"6"	"2"	"1"	"53"	"3"	"3"	"13"	"21"	"1"	"4"	"34"	"7"	"10"	"12"	"2"	"33"	"5"	"3"	"3"	"22"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"18"	"31"	"0"	"320"	"320"	"1"	"0"
"8811"	"3"	"8"	"4"	"2"	"377"	"21"	"2"	"4"	"1"	"2"	"55"	"4"	"3"	"12"	"22"	"4"	"5"	"25"	"4"	"11"	"10"	"4"	"48"	"2"	"3"	"4"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"24"	"49"	"0"	"332"	"332"	"1"	"0"
"8812"	"3"	"8"	"4"	"2"	"380"	"9"	"2"	"3"	"2"	"2"	"35"	"1"	"3"	"18"	"28"	"1"	"4"	"42"	"3"	"5"	"16"	"5"	"51"	"1"	"5"	"6"	"16"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"22"	"30"	"0"	"313"	"313"	"1"	"0"
"8813"	"3"	"8"	"4"	"2"	"380"	"25"	"2"	"9"	"2"	"1"	"32"	"2"	"3"	"21"	"24"	"2"	"4"	"38"	"4"	"14"	"8"	"4"	"39"	"0"	"8"	"1"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"10"	"23"	"0"	"293"	"293"	"1"	"0"
"8814"	"3"	"8"	"4"	"2"	"308"	"19"	"6"	"7"	"3"	"0"	"20"	"2"	"3"	"15"	"35"	"4"	"2"	"32"	"3"	"6"	"6"	"8"	"26"	"1"	"3"	"1"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"5"	"15"	"0"	"234"	"234"	"1"	"0"
"8815"	"3"	"8"	"4"	"2"	"308"	"16"	"1"	"7"	"2"	"0"	"30"	"0"	"5"	"9"	"33"	"1"	"3"	"38"	"10"	"3"	"12"	"7"	"36"	"0"	"5"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"0"	"13"	"0"	"243"	"243"	"1"	"0"
"8816"	"3"	"8"	"4"	"2"	"380"	"9"	"0"	"4"	"0"	"0"	"106"	"0"	"1"	"33"	"5"	"1"	"3"	"20"	"4"	"0"	"8"	"8"	"38"	"3"	"0"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"13"	"52"	"0"	"315"	"315"	"1"	"0"
"8817"	"3"	"8"	"4"	"2"	"380"	"6"	"1"	"6"	"0"	"3"	"111"	"1"	"1"	"42"	"7"	"0"	"3"	"7"	"3"	"1"	"7"	"5"	"26"	"0"	"0"	"3"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"18"	"52"	"0"	"309"	"309"	"1"	"0"
"8818"	"3"	"8"	"4"	"2"	"379"	"10"	"1"	"4"	"2"	"0"	"108"	"2"	"2"	"34"	"3"	"2"	"2"	"15"	"10"	"2"	"6"	"6"	"36"	"1"	"0"	"4"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"22"	"42"	"0"	"319"	"319"	"1"	"0"
"8819"	"3"	"8"	"4"	"2"	"380"	"20"	"4"	"2"	"0"	"0"	"88"	"0"	"2"	"55"	"13"	"0"	"2"	"9"	"10"	"3"	"7"	"13"	"37"	"7"	"0"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"10"	"21"	"0"	"312"	"312"	"1"	"0"
"8820"	"3"	"8"	"4"	"2"	"380"	"6"	"4"	"4"	"1"	"1"	"83"	"3"	"6"	"33"	"13"	"1"	"1"	"15"	"7"	"0"	"14"	"8"	"38"	"3"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"12"	"30"	"1"	"289"	"288"	"0"	"0"
"8821"	"3"	"8"	"4"	"2"	"377"	"14"	"4"	"7"	"1"	"0"	"77"	"2"	"3"	"40"	"5"	"1"	"1"	"21"	"8"	"0"	"14"	"8"	"36"	"1"	"1"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"16"	"36"	"0"	"302"	"302"	"1"	"0"
"8822"	"3"	"8"	"4"	"2"	"222"	"9"	"1"	"3"	"1"	"0"	"49"	"0"	"3"	"23"	"7"	"0"	"0"	"12"	"3"	"0"	"3"	"10"	"28"	"0"	"0"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"6"	"17"	"0"	"182"	"182"	"1"	"0"
"8823"	"3"	"8"	"4"	"2"	"224"	"9"	"1"	"2"	"1"	"0"	"45"	"0"	"2"	"29"	"6"	"0"	"0"	"13"	"10"	"3"	"5"	"10"	"26"	"1"	"0"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"5"	"6"	"2"	"182"	"182"	"1"	"0"
"8824"	"3"	"8"	"4"	"2"	"400"	"39"	"4"	"13"	"2"	"3"	"26"	"5"	"4"	"23"	"17"	"0"	"1"	"15"	"12"	"3"	"5"	"10"	"33"	"0"	"1"	"2"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"20"	"23"	"0"	"272"	"272"	"1"	"0"
"8825"	"3"	"8"	"4"	"2"	"400"	"33"	"4"	"15"	"1"	"0"	"27"	"2"	"1"	"24"	"22"	"3"	"3"	"21"	"6"	"5"	"7"	"3"	"41"	"1"	"2"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"32"	"38"	"0"	"300"	"300"	"1"	"0"
"8826"	"3"	"8"	"4"	"2"	"400"	"45"	"3"	"15"	"1"	"0"	"30"	"4"	"4"	"18"	"28"	"1"	"5"	"16"	"17"	"2"	"3"	"5"	"38"	"2"	"1"	"3"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"22"	"35"	"0"	"310"	"310"	"1"	"0"
"8827"	"3"	"8"	"4"	"2"	"398"	"36"	"5"	"13"	"1"	"0"	"36"	"6"	"3"	"15"	"27"	"1"	"2"	"11"	"13"	"6"	"5"	"5"	"28"	"0"	"5"	"6"	"5"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"20"	"35"	"0"	"295"	"295"	"1"	"0"
"8828"	"3"	"8"	"4"	"2"	"396"	"34"	"1"	"10"	"2"	"0"	"14"	"3"	"4"	"18"	"23"	"0"	"3"	"17"	"14"	"5"	"5"	"11"	"31"	"0"	"0"	"1"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"16"	"22"	"0"	"246"	"246"	"1"	"0"
"8829"	"3"	"8"	"4"	"2"	"233"	"23"	"3"	"10"	"0"	"0"	"13"	"1"	"1"	"11"	"10"	"0"	"1"	"9"	"4"	"0"	"4"	"7"	"18"	"1"	"0"	"1"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"128"	"14"	"17"	"0"	"159"	"159"	"0"	"0"
"8830"	"3"	"8"	"4"	"2"	"232"	"26"	"1"	"6"	"0"	"1"	"11"	"3"	"6"	"13"	"16"	"0"	"1"	"13"	"5"	"4"	"4"	"4"	"24"	"1"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"2"	"11"	"0"	"162"	"162"	"1"	"0"
"8831"	"3"	"8"	"4"	"2"	"584"	"14"	"3"	"4"	"2"	"0"	"16"	"3"	"0"	"32"	"6"	"1"	"0"	"13"	"5"	"1"	"7"	"15"	"24"	"2"	"0"	"2"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"11"	"18"	"0"	"188"	"188"	"1"	"0"
"8832"	"3"	"8"	"5"	"2"	"400"	"8"	"36"	"11"	"0"	"1"	"18"	"9"	"3"	"17"	"6"	"5"	"1"	"5"	"3"	"3"	"5"	"12"	"23"	"9"	"7"	"3"	"3"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"22"	"20"	"0"	"246"	"246"	"1"	"0"
"8833"	"3"	"8"	"5"	"2"	"399"	"10"	"65"	"14"	"4"	"2"	"26"	"10"	"1"	"10"	"8"	"1"	"4"	"9"	"3"	"0"	"4"	"8"	"18"	"4"	"4"	"1"	"2"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"26"	"16"	"0"	"272"	"272"	"1"	"0"
"8834"	"3"	"8"	"5"	"2"	"400"	"7"	"75"	"9"	"4"	"3"	"27"	"10"	"3"	"14"	"2"	"9"	"2"	"6"	"4"	"1"	"4"	"9"	"20"	"1"	"6"	"0"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"26"	"26"	"0"	"282"	"282"	"1"	"0"
"8835"	"3"	"8"	"5"	"2"	"394"	"13"	"48"	"14"	"5"	"1"	"16"	"11"	"3"	"15"	"5"	"2"	"4"	"5"	"5"	"3"	"7"	"9"	"18"	"4"	"7"	"3"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"36"	"27"	"0"	"278"	"278"	"1"	"0"
"8836"	"3"	"8"	"5"	"2"	"401"	"13"	"49"	"12"	"7"	"2"	"21"	"10"	"1"	"11"	"9"	"9"	"5"	"6"	"5"	"3"	"8"	"7"	"21"	"2"	"10"	"4"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"20"	"24"	"124"	"277"	"277"	"1"	"0"
"8837"	"3"	"8"	"5"	"2"	"397"	"9"	"40"	"10"	"1"	"1"	"14"	"8"	"5"	"4"	"9"	"6"	"4"	"7"	"4"	"7"	"6"	"10"	"19"	"6"	"3"	"1"	"6"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"30"	"25"	"0"	"247"	"247"	"1"	"0"
"8838"	"3"	"8"	"5"	"2"	"402"	"12"	"49"	"22"	"3"	"0"	"13"	"5"	"3"	"9"	"1"	"8"	"5"	"10"	"5"	"2"	"4"	"9"	"18"	"3"	"10"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"32"	"25"	"0"	"260"	"260"	"1"	"0"
"8839"	"3"	"8"	"5"	"2"	"397"	"11"	"37"	"28"	"6"	"0"	"27"	"10"	"2"	"14"	"3"	"2"	"1"	"3"	"4"	"1"	"6"	"3"	"20"	"4"	"3"	"1"	"7"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"205"	"27"	"20"	"0"	"251"	"252"	"0"	"0"
"8840"	"3"	"8"	"5"	"2"	"400"	"15"	"27"	"22"	"5"	"0"	"11"	"12"	"7"	"12"	"4"	"4"	"3"	"9"	"7"	"4"	"6"	"9"	"20"	"6"	"7"	"2"	"3"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"25"	"6"	"0"	"242"	"242"	"1"	"0"
"8841"	"3"	"8"	"5"	"2"	"397"	"10"	"36"	"12"	"3"	"2"	"23"	"9"	"0"	"12"	"3"	"4"	"3"	"12"	"5"	"2"	"8"	"2"	"17"	"4"	"5"	"0"	"3"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"26"	"11"	"0"	"234"	"234"	"1"	"0"
"8842"	"3"	"8"	"5"	"2"	"400"	"16"	"41"	"10"	"3"	"0"	"18"	"14"	"3"	"8"	"3"	"4"	"6"	"4"	"7"	"5"	"4"	"10"	"16"	"0"	"6"	"0"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"23"	"21"	"0"	"236"	"236"	"1"	"0"
"8843"	"3"	"8"	"5"	"2"	"400"	"19"	"40"	"9"	"5"	"1"	"26"	"19"	"3"	"14"	"4"	"3"	"2"	"7"	"4"	"1"	"9"	"10"	"18"	"1"	"1"	"3"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"20"	"14"	"0"	"248"	"248"	"1"	"0"
"8844"	"3"	"8"	"5"	"2"	"400"	"9"	"36"	"6"	"3"	"0"	"15"	"19"	"3"	"13"	"4"	"7"	"6"	"13"	"4"	"2"	"6"	"10"	"14"	"6"	"2"	"1"	"2"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"33"	"24"	"0"	"253"	"253"	"1"	"0"
"8845"	"3"	"8"	"5"	"2"	"400"	"16"	"43"	"5"	"4"	"0"	"23"	"20"	"4"	"7"	"3"	"3"	"4"	"15"	"4"	"1"	"5"	"14"	"13"	"7"	"4"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"35"	"17"	"52"	"207"	"259"	"0"	"0"
"8846"	"3"	"8"	"5"	"2"	"400"	"11"	"34"	"6"	"4"	"0"	"22"	"14"	"4"	"17"	"5"	"4"	"2"	"9"	"8"	"2"	"2"	"5"	"14"	"3"	"6"	"3"	"4"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"26"	"17"	"0"	"244"	"244"	"1"	"0"
"8847"	"3"	"8"	"5"	"2"	"401"	"7"	"36"	"15"	"2"	"0"	"17"	"14"	"5"	"5"	"5"	"4"	"6"	"8"	"5"	"4"	"5"	"7"	"11"	"3"	"3"	"4"	"6"	"8"	"5"	"4"	"5"	"7"	"11"	"3"	"3"	"182"	"182"	"27"	"22"	"0"	"231"	"231"	"1"	"0"
"8848"	"3"	"8"	"5"	"2"	"401"	"13"	"40"	"4"	"5"	"1"	"18"	"14"	"1"	"11"	"5"	"2"	"3"	"9"	"3"	"2"	"6"	"12"	"11"	"7"	"3"	"4"	"2"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"21"	"7"	"1"	"223"	"222"	"0"	"0"
"8849"	"3"	"8"	"5"	"2"	"316"	"6"	"24"	"6"	"2"	"0"	"18"	"20"	"5"	"13"	"1"	"5"	"2"	"10"	"2"	"2"	"3"	"6"	"13"	"4"	"4"	"5"	"2"	"10"	"2"	"2"	"3"	"6"	"13"	"4"	"4"	"160"	"160"	"22"	"11"	"0"	"193"	"193"	"1"	"0"
"8850"	"3"	"8"	"5"	"2"	"316"	"14"	"31"	"5"	"3"	"0"	"16"	"7"	"2"	"7"	"3"	"0"	"0"	"9"	"7"	"1"	"3"	"7"	"13"	"7"	"2"	"0"	"0"	"9"	"7"	"1"	"3"	"7"	"13"	"7"	"2"	"149"	"149"	"19"	"10"	"0"	"178"	"178"	"1"	"0"
"8851"	"3"	"8"	"5"	"2"	"402"	"10"	"39"	"6"	"5"	"0"	"17"	"9"	"2"	"5"	"2"	"6"	"6"	"8"	"2"	"4"	"4"	"7"	"13"	"4"	"3"	"2"	"3"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"25"	"24"	"2"	"225"	"225"	"1"	"0"
"8852"	"3"	"8"	"5"	"2"	"399"	"9"	"35"	"8"	"5"	"0"	"17"	"10"	"2"	"6"	"4"	"3"	"8"	"4"	"0"	"1"	"8"	"9"	"15"	"0"	"3"	"3"	"5"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"26"	"24"	"0"	"233"	"233"	"1"	"0"
"8853"	"3"	"8"	"5"	"2"	"400"	"6"	"25"	"6"	"0"	"0"	"20"	"6"	"3"	"0"	"6"	"4"	"2"	"6"	"5"	"0"	"2"	"2"	"10"	"1"	"2"	"4"	"1"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"23"	"46"	"0"	"229"	"229"	"1"	"0"
"8854"	"3"	"8"	"5"	"2"	"400"	"30"	"19"	"7"	"1"	"0"	"18"	"9"	"4"	"3"	"7"	"0"	"2"	"3"	"3"	"4"	"2"	"4"	"18"	"1"	"2"	"0"	"6"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"26"	"13"	"190"	"210"	"210"	"1"	"0"
"8855"	"3"	"8"	"5"	"2"	"401"	"8"	"46"	"8"	"1"	"1"	"8"	"5"	"5"	"4"	"8"	"4"	"4"	"2"	"1"	"4"	"3"	"10"	"11"	"3"	"10"	"2"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"13"	"29"	"4"	"198"	"198"	"1"	"0"
"8856"	"3"	"8"	"5"	"2"	"400"	"6"	"34"	"9"	"5"	"0"	"12"	"8"	"4"	"4"	"7"	"0"	"3"	"5"	"3"	"8"	"7"	"4"	"9"	"8"	"5"	"5"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"28"	"19"	"0"	"207"	"207"	"1"	"0"
"8857"	"3"	"8"	"5"	"2"	"400"	"16"	"41"	"7"	"3"	"0"	"14"	"7"	"9"	"1"	"12"	"1"	"4"	"8"	"2"	"5"	"2"	"3"	"9"	"4"	"2"	"2"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"19"	"28"	"189"	"211"	"211"	"1"	"0"
"8858"	"3"	"8"	"5"	"2"	"400"	"14"	"30"	"10"	"2"	"1"	"12"	"5"	"0"	"6"	"6"	"2"	"3"	"6"	"3"	"1"	"3"	"0"	"19"	"3"	"2"	"0"	"0"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"12"	"25"	"0"	"182"	"182"	"1"	"0"
"8859"	"3"	"8"	"5"	"2"	"400"	"46"	"27"	"14"	"4"	"0"	"10"	"10"	"3"	"8"	"3"	"2"	"4"	"6"	"4"	"4"	"6"	"9"	"14"	"1"	"7"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"29"	"13"	"0"	"234"	"234"	"1"	"0"
